sample	run	subrun	event	cls	main_cid	n_fit	n_seg	sel_len_cm	n_assoc	fit_absx	n_near_neg	n_near_pos	gap3d_cm	dyz_cm	x_neg	x_pos	seg_neg	seg_pos	shower_neg	shower_pos	pid_neg	pid_pos	qgap3d_cm	q_n6_neg	q_n6_pos	q_farside_n	q_extrap_dperp	q_extrap_n	ql_joined	ql_cid_near	ql_cid_far	vtx_absx	vtx_y	vtx_z	vtx_is_main	vtx_nseg	vtx_seg_sides	nu_x	nu_y	nu_z	nu_sentinel	nu_absx	dqdx_in3	dqdx_3to15	dqdx_ratio
cath13	18255	1	56463	spanned	14	894	21	429.3	17	0.56	16	13	2.4	0.97	-0.71	1.49	14004	14004	0	0	13	13	2.63	92	49	92	0.09	92	1	13	13	0.56	95.1	482.2	0	1	-	131.36	166.32	185.66	0	131.36	35391	49169	0.72
cath13	18255	1	59003	spanned	19	725	6	298.4	4	0.66	34	33	2.4	1.94	-0.75	0.66	19000	19000	0	0	13	13	2.76	142	97	97	0.14	97	1	19	19	17.63	-25.1	283.8	0	1	+	42.23	-15.4	210.06	0	42.23	49303	49186	1.002
cath13	18259	1	169824	spanned	18	623	9	325.2	4	0.72	11	12	1.75	0.57	-0.94	0.72	18007	18007	0	0	211	211	3.18	46	44	44		0	1	18	18	2.04	-116.2	108.6	0	2	0-	57.92	-142.84	114.9	0	57.92	27078	52435	0.516
cath13	18279	1	267597	split	5	736	78	153.9	50	0.62	23	31	3.02	1.86	-1.06	1.31	12053	5039	0	0	11	11	1.94	76	146	146			1	5	5	0.62	-92.1	450.9	0	2	--	80.36	-128.77	369.99	0	80.36	54508	39688	1.373
cath13	18255	1	287654	eroded	12	241	13	96.0	7	2.21	77	9	6.26	2.35	-3.07	2.74	12003	44025	1	1	11	11	2.84	173	49	49	9.21	0	1	12	12	2.74	58.4	459.3	0	1	+	-8.13	58.13	463.49	0	8.13			
cath13	18255	1	315497	eroded	24	618	6	243.9	1	0.47	69	53	4.44	2.8	-1.54	1.89	24005	16000	0	0	11	11	3.28	65	110	110	5.0	0	1	16	16	0.47	199.0	257.2	0	1	-	-5.41	196.55	164.35	0	5.41			
cath13	18255	1	348691	eroded	9	964	40	382.9	19	3.32	11	0	25.78	6.61	-18.13	6.78	15054	9028	0	1	11	11	3.13	62	60	60	5.05	0	1	7	7	3.32	-142.4	227.1	0	1	-	14.07	-132.87	180.41	0	14.07			
cath13	18255	1	406796	eroded	9	200	16	59.7	12	1.84	7	9	4.66	2.24	-2.25	1.84	9017	17021	0	0	13	13	3.65	34	50	50	1.46	42	1	9	9	1.84	-155.7	114.3	0	1	+	-53.51	-154.92	85.34	0	53.51			
cath13	18255	1	437699	no-contact	11	615	51	98.7	22	44.52	0	0																										109.9	-149.0	155.76	0	109.9			
