setname	sample	event	g1	g2	e1	e2	theta	mass	paired
98	nuecc48	10550	7016	7036	38.22098759735809	773.7602496826304	97.90325793761201	259.3851005682252	0
98	nuecc48	10550	7016	50075	38.22098759735809	26.348737549542836	87.1929307233133	43.76654644854608	0
98	nuecc48	10550	7016	52077	38.22098759735809	19.22651677400874	103.52830883167758	42.5854040573371	0
98	nuecc48	10550	7036	50075	773.7602496826304	26.348737549542836	13.640187510922209	33.91210585347094	0
98	nuecc48	10550	7036	52077	773.7602496826304	19.22651677400874	119.66130349629363	210.89704748562818	0
98	nuecc48	10550	50075	52077	26.348737549542836	19.22651677400874	131.05550273764646	40.97122196399521	0
98	ncpi0	21073	11008	60081	34.07621932978481	680.2019868020344	40.80309053002394	106.14479366925521	0
98	ncpi0	21073	11008	63100	34.07621932978481	104.74523736203732	74.77870696482633	72.55624234711335	1
98	ncpi0	21073	11008	31023	34.07621932978481	75.98152738622468	48.875034986016516	42.101340310017484	0
98	ncpi0	21073	11008	16019	34.07621932978481	33.662335931938436	115.84080631747415	57.3945584019756	0
98	ncpi0	21073	11008	69118	34.07621932978481	18.234713773613414	45.634807674423	19.33339115325549	0
98	ncpi0	21073	11008	51044	34.07621932978481	16.187136193137334	47.92699094371936	19.07796280701317	0
98	ncpi0	21073	60081	63100	680.2019868020344	104.74523736203732	45.68866411276755	207.25441148089783	0
98	ncpi0	21073	60081	31023	680.2019868020344	75.98152738622468	32.497849347340534	127.22361465874042	1
98	ncpi0	21073	60081	16019	680.2019868020344	33.662335931938436	76.02363682584671	186.37071985288466	0
98	ncpi0	21073	60081	69118	680.2019868020344	18.234713773613414	25.30119734940574	48.78119690994884	0
98	ncpi0	21073	60081	51044	680.2019868020344	16.187136193137334	19.52220663301944	35.58011854371624	0
98	ncpi0	21073	63100	31023	104.74523736203732	75.98152738622468	26.782848133436705	41.32320629123327	0
98	ncpi0	21073	63100	16019	104.74523736203732	33.662335931938436	64.57479248839239	63.437466228674865	0
98	ncpi0	21073	63100	69118	104.74523736203732	18.234713773613414	29.154128133802743	21.99878501009477	0
98	ncpi0	21073	63100	51044	104.74523736203732	16.187136193137334	28.58655881533148	20.331876671346915	0
98	ncpi0	21073	31023	16019	75.98152738622468	33.662335931938436	86.46461682972325	69.28195065033655	0
98	ncpi0	21073	31023	69118	75.98152738622468	18.234713773613414	7.19678912040384	4.672336283730532	0
98	ncpi0	21073	31023	51044	75.98152738622468	16.187136193137334	14.380767399423465	8.779259464604335	0
98	ncpi0	21073	16019	69118	33.662335931938436	18.234713773613414	83.91446881019417	33.12853317972356	0
98	ncpi0	21073	16019	51044	33.662335931938436	16.187136193137334	77.24369764683792	29.14038532065131	0
98	ncpi0	21073	69118	51044	18.234713773613414	16.187136193137334	7.96090828064872	2.3852014990691397	0
98	nuecc48	30504	11008	11065	48.32379126131124	321.2272301087899	109.61337354674889	203.63456414095728	0
98	nuecc48	30504	11008	11068	48.32379126131124	659.6816119192781	85.26410435925496	241.85264438529134	0
98	nuecc48	30504	11008	11069	48.32379126131124	17.10303388128171	94.0631138787406	42.072417695213765	0
98	nuecc48	30504	11065	11068	321.2272301087899	659.6816119192781	154.11421039798032	897.2779561309857	0
98	nuecc48	30504	11065	11069	321.2272301087899	17.10303388128171	130.34827026691704	134.54312523715598	0
98	nuecc48	30504	11068	11069	659.6816119192781	17.10303388128171	24.289924814417294	44.694100265301834	0
98	ncpi0	37112	84070	84074	38.871196678981555	183.92386627115275	66.38463351649246	92.578098527201	0
98	ncpi0	37112	84070	67048	38.871196678981555	549.3301729910944	25.849437781142207	65.36866929798812	0
98	ncpi0	37112	84070	15015	38.871196678981555	18.610585595071726	38.227748429189276	17.61426804759289	0
98	ncpi0	37112	84074	67048	183.92386627115275	549.3301729910944	42.12299626432466	228.4585102626589	0
98	ncpi0	37112	84074	15015	183.92386627115275	18.610585595071726	57.96154397697757	56.69401985783534	0
98	ncpi0	37112	67048	15015	549.3301729910944	18.610585595071726	28.4072419779338	49.61875009216422	0
98	nuecc48	38856	12035	12088	272.0368507307103	86.20383187947768	58.557414478122304	149.784823770549	0
98	nuecc48	38856	12035	12089	272.0368507307103	79.4373738535519	41.87191233223245	105.05548323276706	0
98	nuecc48	38856	12035	12090	272.0368507307103	365.09027194048906	36.8686672957196	199.310420940927	0
98	nuecc48	38856	12088	12089	86.20383187947768	79.4373738535519	24.008227816476438	34.42162022672978	0
98	nuecc48	38856	12088	12090	86.20383187947768	365.09027194048906	25.360033393163807	77.8824684146403	0
98	nuecc48	38856	12089	12090	79.4373738535519	365.09027194048906	5.786212964071351	17.190946329889126	0
98	nuecc48	46363	19079	85136	1810.5778549670968	21.845862202896473	9.773680197643944	33.88457212829129	0
98	mcp2k	47212	105072	59027	614.3821185974977	15.042504833006587	103.09682064705494	150.5723943872283	1
98	mcp2k	47212	105072	56024	614.3821185974977	21.33808930674586	110.55242129446668	188.21318405008057	0
98	mcp2k	47212	59027	56024	15.042504833006587	21.33808930674586	25.054963797870258	7.772185321894032	0
98	nuecc48	52672	82082	9011	92.54343856504119	786.7066531584181	49.238219988636246	224.80803985495496	0
98	nuecc48	54095	17137	85115	2607.8280867032067	29.087165894659638	17.430046165852854	83.46226022003499	1
98	nuecc48	54095	17137	68104	2607.8280867032067	21.295246072080765	11.015194176882474	45.23569893996454	0
98	nuecc48	54095	85115	68104	29.087165894659638	21.295246072080765	6.71960516755465	2.917186770077446	0
98	mcp2k	54332	84046	97060	16.214017608379496	135.87087807371208	75.27179546033756	57.32245479764183	0
98	mcp2k	54332	84046	27025	16.214017608379496	64.98761138185174	106.24801368180755	51.93330168707563	0
98	mcp2k	54332	84046	122091	16.214017608379496	139.574019144523	138.57088695425563	88.99256150925555	0
98	mcp2k	54332	84046	128111	16.214017608379496	88.8222675356135	67.59632158843787	42.22027477435229	0
98	mcp2k	54332	84046	120071	16.214017608379496	64.10934271839537	141.21004068676166	60.822406806405695	0
98	mcp2k	54332	84046	121084	16.214017608379496	35.861015980911255	104.92384646841907	38.241212092040264	0
98	mcp2k	54332	84046	76038	16.214017608379496	16.54993145246309	106.03081904205258	26.17037971977576	0
98	mcp2k	54332	84046	16017	16.214017608379496	176.25565484591783	126.04768484360261	95.2839527187832	0
98	mcp2k	54332	97060	27025	135.87087807371208	64.98761138185174	150.4924968315557	181.7389823316967	0
98	mcp2k	54332	97060	122091	135.87087807371208	139.574019144523	142.65784583439498	260.92519994738285	0
98	mcp2k	54332	97060	128111	135.87087807371208	88.8222675356135	139.89860370719384	206.39533174062245	0
98	mcp2k	54332	97060	120071	135.87087807371208	64.10934271839537	95.99771564545418	138.71374964578362	0
98	mcp2k	54332	97060	121084	135.87087807371208	35.861015980911255	61.35582024108337	71.22863394401301	0
98	mcp2k	54332	97060	76038	135.87087807371208	16.54993145246309	63.08002976035123	49.610197205826076	0
98	mcp2k	54332	97060	16017	135.87087807371208	176.25565484591783	148.05223707406864	297.5521365661694	0
98	mcp2k	54332	27025	122091	64.98761138185174	139.574019144523	51.69193675096891	83.04003610956163	0
98	mcp2k	54332	27025	128111	64.98761138185174	88.8222675356135	41.39987110013221	53.71102365055663	0
98	mcp2k	54332	27025	120071	64.98761138185174	64.10934271839537	63.85837534840359	68.27402293500197	0
98	mcp2k	54332	27025	121084	64.98761138185174	35.861015980911255	141.0034179274549	91.01389828329785	0
98	mcp2k	54332	27025	76038	64.98761138185174	16.54993145246309	139.28200748950138	61.493486163447365	0
98	mcp2k	54332	27025	16017	64.98761138185174	176.25565484591783	20.111185808607917	37.37404393857902	0
98	mcp2k	54332	122091	128111	139.574019144523	88.8222675356135	77.43586352933899	139.28726714423036	1
98	mcp2k	54332	122091	120071	139.574019144523	64.10934271839537	67.0893740042056	104.54271303119357	0
98	mcp2k	54332	122091	121084	139.574019144523	35.861015980911255	89.32743552525349	99.46369530117464	0
98	mcp2k	54332	122091	76038	139.574019144523	16.54993145246309	87.59774506984895	66.52998350965967	0
98	mcp2k	54332	122091	16017	139.574019144523	176.25565484591783	35.511790984121646	95.66431470327142	0
98	mcp2k	54332	128111	120071	88.8222675356135	64.10934271839537	103.34816372652108	118.39743125530552	0
98	mcp2k	54332	128111	121084	88.8222675356135	35.861015980911255	142.5221936303197	106.89285992846308	0
98	mcp2k	54332	128111	76038	88.8222675356135	16.54993145246309	141.52368403816212	72.39912305194424	0
98	mcp2k	54332	128111	16017	88.8222675356135	176.25565484591783	59.40142327185762	123.98791054049519	0
98	mcp2k	54332	120071	121084	64.10934271839537	35.861015980911255	103.3322677519611	75.22202443070847	0
98	mcp2k	54332	120071	76038	64.10934271839537	16.54993145246309	102.95434992742247	50.96774888095376	0
98	mcp2k	54332	120071	16017	64.10934271839537	176.25565484591783	52.18658456768702	93.50848450354128	0
98	mcp2k	54332	121084	76038	35.861015980911255	16.54993145246309	1.7657997578918507	0.7507771171665308	0
98	mcp2k	54332	121084	16017	35.861015980911255	176.25565484591783	122.69830581723916	139.53673548248526	0
98	mcp2k	54332	76038	16017	16.54993145246309	176.25565484591783	121.08822060118436	94.05576007128221	0
98	ncpi0	56982	22028	22046	21.67803796419341	520.805686742149	132.63257343672467	194.6110446399177	0
98	ncpi0	56982	22028	22116	21.67803796419341	141.76619860768287	35.1187273879043	33.449734898603275	0
98	ncpi0	56982	22028	22118	21.67803796419341	124.20487800967777	38.69573304876964	34.38225493426816	0
98	ncpi0	56982	22028	22119	21.67803796419341	147.1611649100284	47.704620298873635	45.68007046356826	0
98	ncpi0	56982	22046	22116	520.805686742149	141.76619860768287	159.03282838102916	534.371595599497	0
98	ncpi0	56982	22046	22118	520.805686742149	124.20487800967777	171.32376676114777	507.2139102346421	0
98	ncpi0	56982	22046	22119	520.805686742149	147.1611649100284	176.14733306411358	553.3742695164857	0
98	ncpi0	56982	22116	22118	141.76619860768287	124.20487800967777	15.79011919848181	36.45383508331206	0
98	ncpi0	56982	22116	22119	141.76619860768287	147.1611649100284	23.981012068828292	60.01408155917071	0
98	ncpi0	56982	22118	22119	124.20487800967777	147.1611649100284	9.787790966474613	23.06746034797628	0
98	mcp1k	64591	78025	83044	50.73698264335545	298.0613777958991	4.8559272620824	10.4192083873751	1
98	nuecc48	69314	3014	3001	68.92214943893958	21.994601133079094	88.13471990919857	54.15852400481885	0
98	ncpi0	71372	19049	94132	1900.9652683559586	118.05685639951861	49.009141984824886	392.9756778874859	0
98	ncpi0	71372	19049	97140	1900.9652683559586	65.83699551840684	78.05527598719746	445.5356562322673	0
