setname	sample	event	g1	g2	e1	e2	theta	mass	paired
98	ncpi0	71372	94132	97140	118.05685639951861	65.83699551840684	102.71157590776677	137.71562840280959	1
98	mcp2k	76346	14058	14059	30.226200710122995	167.89877983526472	47.755131915561506	57.67245453050289	0
98	mcp2k	76346	14058	41031	30.226200710122995	30.125048411239966	98.48289111834326	45.71404660110781	0
98	mcp2k	76346	14058	49048	30.226200710122995	78.78596506553738	38.15002805060882	31.895979613274122	0
98	mcp2k	76346	14059	41031	167.89877983526472	30.125048411239966	139.105910754997	133.27697660760086	1
98	mcp2k	76346	14059	49048	167.89877983526472	78.78596506553738	14.300168591778814	28.631158113322336	0
98	mcp2k	76346	41031	49048	30.125048411239966	78.78596506553738	135.7729771459276	90.26835863042221	0
98	mcp2k	76350	12098	12027	905.214183729696	24.901785591709533	88.67759275237997	209.86295969560481	0
98	mcp2k	76350	12098	99083	905.214183729696	21.54196918966885	77.17433889256029	174.19163593413572	1
98	mcp2k	76350	12098	103093	905.214183729696	67.41650530812232	157.78997261738144	484.8192811966545	0
98	mcp2k	76350	12098	102087	905.214183729696	34.122136752757804	160.68924199824536	346.5195510775786	0
98	mcp2k	76350	12098	76079	905.214183729696	39.24804173498483	139.05033758760933	353.1616794563699	0
98	mcp2k	76350	12027	99083	24.901785591709533	21.54196918966885	13.562883117623954	5.469817948486717	0
98	mcp2k	76350	12027	103093	24.901785591709533	67.41650530812232	113.19836443968583	68.41189351628472	0
98	mcp2k	76350	12027	102087	24.901785591709533	34.122136752757804	87.94729677203759	40.47880559487299	0
98	mcp2k	76350	12027	76079	24.901785591709533	39.24804173498483	56.46604551456092	29.57802741459917	0
98	mcp2k	76350	99083	103093	21.54196918966885	67.41650530812232	125.01303904460501	67.60992578732125	0
98	mcp2k	76350	99083	102087	21.54196918966885	34.122136752757804	101.17788656549064	41.893990762933974	0
98	mcp2k	76350	99083	76079	21.54196918966885	39.24804173498483	64.94415347938823	31.222365700788696	0
98	mcp2k	76350	103093	102087	67.41650530812232	34.122136752757804	29.20360407177421	24.18264018775723	0
98	mcp2k	76350	103093	76079	67.41650530812232	39.24804173498483	62.2039274948985	53.142885718274854	0
98	mcp2k	76350	102087	76079	34.122136752757804	39.24804173498483	50.18559941226785	31.039209034883356	0
98	ncpi0	84229	69134	9058	958.1509638039743	31.502206358337407	25.227216834170694	75.87879467031443	0
98	nuecc48	90055	11033	128150	2080.854533568519	29.59030572731281	7.0885369569932815	30.67980193876062	0
98	nuecc48	90055	11033	146144	2080.854533568519	49.98398072224321	13.620744557667301	76.48765718173685	0
98	nuecc48	90055	128150	146144	29.59030572731281	49.98398072224321	8.43415984970851	5.656101022333727	0
98	mcp2k	99838	58038	48024	108.77714624544122	118.34892915199543	67.30461423353086	125.75048735293461	1
98	mcp2k	99838	58038	21015	108.77714624544122	43.55861228596041	67.84140685907751	76.82544041790744	0
98	mcp2k	99838	48024	21015	118.34892915199543	43.55861228596041	1.4236072772786177	1.7839208420362425	0
98	ncpi0	105946	55063	53030	494.09734598856437	97.71452561832824	6.455384891686843	24.743185065201317	1
98	ncpi0	105946	55063	56056	494.09734598856437	47.12980726696979	59.24554654768119	150.8563687071717	0
98	ncpi0	105946	53030	56056	97.71452561832824	47.12980726696979	54.298178752665386	61.931977836176266	0
98	nuecc48	111412	18012	18013	19.113083284066736	21.684248205119168	84.63595596451881	27.41198012687314	0
98	nuecc48	111412	18012	18060	19.113083284066736	24.96228569492209	69.98994851645875	25.053847997799735	0
98	nuecc48	111412	18012	18061	19.113083284066736	518.4378300388424	42.22810781741641	71.71637572686816	0
98	nuecc48	111412	18013	18060	21.684248205119168	24.96228569492209	37.08907307684995	14.798865498636319	0
98	nuecc48	111412	18013	18061	21.684248205119168	518.4378300388424	53.73158693357997	95.82856583400664	0
98	nuecc48	111412	18060	18061	24.96228569492209	518.4378300388424	27.916103433420876	54.88054540059222	0
98	nuecc48	116962	21070	21072	115.75132097216377	237.6444446211059	11.754986500847448	33.96756123034394	0
98	nuecc48	116962	21070	21073	115.75132097216377	82.1835900701799	11.90973558243109	20.2373140961474	0
98	nuecc48	116962	21070	22025	115.75132097216377	116.72225773462318	136.02612495961824	215.563717249336	0
98	nuecc48	116962	21070	55030	115.75132097216377	32.50807846803337	156.99711056482096	120.22065835112397	0
98	nuecc48	116962	21070	67056	115.75132097216377	57.67924729421768	131.65471642515365	149.0898015576409	0
98	nuecc48	116962	21070	58035	115.75132097216377	96.30118733893646	167.29101223744988	209.86128062428824	0
98	nuecc48	116962	21070	65046	115.75132097216377	28.399780583436467	146.50877651339943	109.80740393883335	0
98	nuecc48	116962	21072	21073	237.6444446211059	82.1835900701799	4.868349443380488	11.870932799998512	0
98	nuecc48	116962	21072	22025	237.6444446211059	116.72225773462318	144.50051692323854	317.2406032297106	0
98	nuecc48	116962	21072	55030	237.6444446211059	32.50807846803337	168.45217340419526	174.89626213723574	0
98	nuecc48	116962	21072	67056	237.6444446211059	57.67924729421768	141.39107516175457	220.98977776694974	0
98	nuecc48	116962	21072	58035	237.6444446211059	96.30118733893646	176.50134991656978	302.4176956155595	0
98	nuecc48	116962	21072	65046	237.6444446211059	28.399780583436467	136.0588082471668	152.37270037164356	0
98	nuecc48	116962	21073	22025	82.1835900701799	116.72225773462318	147.3888374272061	188.00532780586806	0
98	nuecc48	116962	21073	55030	82.1835900701799	32.50807846803337	165.51091465235174	102.55038597397706	0
98	nuecc48	116962	21073	67056	82.1835900701799	57.67924729421768	143.4561426765295	130.75657474844925	0
98	nuecc48	116962	21073	58035	82.1835900701799	96.30118733893646	178.12846962306207	177.9018426940957	0
98	nuecc48	116962	21073	65046	82.1835900701799	28.399780583436467	138.62729254032428	90.3934416290679	0
98	nuecc48	116962	22025	55030	116.72225773462318	32.50807846803337	32.6193707912702	34.597471869764625	0
98	nuecc48	116962	22025	67056	116.72225773462318	57.67924729421768	7.476221154391299	10.698872086646585	0
98	nuecc48	116962	22025	58035	116.72225773462318	96.30118733893646	32.613124301153086	59.536543955809016	0
98	nuecc48	116962	22025	65046	116.72225773462318	28.399780583436467	61.951135019525985	59.264591947293496	0
98	nuecc48	116962	55030	67056	32.50807846803337	57.67924729421768	33.359082478095125	24.85680536101522	0
98	nuecc48	116962	55030	58035	32.50807846803337	96.30118733893646	12.650228418188926	12.328343694090625	0
98	nuecc48	116962	55030	65046	32.50807846803337	28.399780583436467	55.43873640743615	28.266240878612543	0
98	nuecc48	116962	67056	58035	57.67924729421768	96.30118733893646	36.17418707829697	46.27692474275113	0
98	nuecc48	116962	67056	65046	57.67924729421768	28.399780583436467	68.95090250699124	45.81993197394026	0
98	nuecc48	116962	58035	65046	96.30118733893646	28.399780583436467	43.06632891806593	38.38984612853062	0
98	nuecc48	122660	9110	9111	883.4193296147971	77.95799659005527	22.598860331040793	102.83924627902103	0
98	nuecc48	122660	9110	47050	883.4193296147971	73.21312976911283	25.575186404644935	112.58035288701717	0
98	nuecc48	122660	9111	47050	77.95799659005527	73.21312976911283	44.91689527413015	57.720929034909645	0
98	nuecc48	137238	143057	143055	89.372793416214	23.620278614386198	34.09305162644735	26.93781308854053	0
98	nuecc48	137238	143057	143056	89.372793416214	370.50402827379423	34.09305162644735	106.68817697966098	0
98	nuecc48	137238	143057	7009	89.372793416214	51.08497626860608	2.580493344576511	3.042934952676393	0
98	nuecc48	137238	143055	7009	23.620278614386198	51.08497626860608	36.67051568957525	21.85473633223536	0
98	nuecc48	137238	143056	7009	370.50402827379423	51.08497626860608	36.67051568957525	86.55646878213898	0
98	ncpi0	142421	108104	7010	566.3725136153406	706.4527990323667	23.32863070649808	255.7733096839702	0
98	nuecc48	163543	14127	14129	149.2850419382073	192.70822048984618	23.999323736277386	70.52695207572089	0
98	nuecc48	163543	14127	14131	149.2850419382073	193.3221018465608	27.85557189769545	81.78106590667892	0
98	nuecc48	163543	14129	14131	192.70822048984618	193.3221018465608	4.8716848586829355	16.406524729644882	0
98	mcp2k	165157	62049	53026	157.11538738817993	72.34569440703557	63.33349040670586	111.94033323573156	1
98	mcp2k	165157	62049	16050	157.11538738817993	22.047205477550115	88.25250967981304	81.95514437800573	0
98	mcp2k	165157	62049	9000	157.11538738817993	127.35464752809301	137.5990793355524	263.76196710943293	0
98	mcp2k	165157	53026	16050	72.34569440703557	22.047205477550115	58.127333418918035	38.80197326306268	0
98	mcp2k	165157	53026	9000	72.34569440703557	127.35464752809301	75.1995351748958	117.13174822932793	0
98	mcp2k	165157	16050	9000	22.047205477550115	127.35464752809301	76.67914772964832	65.74013634749683	0
98	mcp1k	166870	10013	87058	31.30548490308564	173.78146127271324	157.8561733045745	144.7712090886403	1
98	nuecc48	168596	14153	128131	2000.0881512287274	31.476087686935955	16.22038535683182	70.79494244825109	0
98	mcp1k	169356	68034	67030	100.23417927633484	84.87703760672385	96.93222677672962	138.08985754498488	1
98	mcp1k	172942	4002	71022	368.81315423370825	96.9403935427852	25.295305732063955	82.80186644801272	1
98	mcp2k	173093	18017	12007	38.48277220895264	221.82947399512543	95.9825390268948	137.30509700917625	1
98	mcp2k	173093	18017	61040	38.48277220895264	39.375865771234444	99.69781277187312	59.507077615409436	0
98	mcp2k	173093	12007	61040	221.82947399512543	39.375865771234444	10.470859946393306	17.056105634968546	0
98	nuecc48	174637	9019	47089	785.3261876298247	19.582754607307173	53.13404433873808	110.92688122242625	0
98	mcp2k	176502	109119	109298	3449.9623828088656	178.43490486665925	132.08830814893903	1434.02294555206	0
98	mcp2k	176502	109119	109299	3449.9623828088656	157.050144238276	88.54000325137788	1027.6304161636642	0
98	mcp2k	176502	109119	23030	3449.9623828088656	714.8488498651877	45.04343061006223	1203.042893825215	0
98	mcp2k	176502	109119	146219	3449.9623828088656	16.06261309605741	33.2417488166433	134.66918606975383	0
98	mcp2k	176502	109119	102065	3449.9623828088656	30.148727665968277	79.14382082622312	410.9060874520036	0
98	mcp2k	176502	109298	109299	178.43490486665925	157.050144238276	51.62832774788908	145.79109839490553	0
98	mcp2k	176502	109298	23030	178.43490486665925	714.8488498651877	102.03908789749595	555.2640141455147	0
98	mcp2k	176502	109298	146219	178.43490486665925	16.06261309605741	127.66884263783317	96.10009251332264	1
98	mcp2k	176502	109298	102065	178.43490486665925	30.148727665968277	103.39965976923538	115.11960654045109	0
98	mcp2k	176502	109299	23030	157.050144238276	714.8488498651877	50.44452709905149	285.5612361531241	0
98	mcp2k	176502	109299	146219	157.050144238276	16.06261309605741	76.08352178329304	61.90191643673312	0
98	mcp2k	176502	109299	102065	157.050144238276	30.148727665968277	127.84210767690806	123.60939372707722	1
98	mcp2k	176502	23030	146219	714.8488498651877	16.06261309605741	25.979550599237587	48.17230252424282	0
98	mcp2k	176502	23030	102065	714.8488498651877	30.148727665968277	120.75449619335356	255.23524254651647	0
98	mcp2k	176502	146219	102065	16.06261309605741	30.148727665968277	111.18451050366384	36.31165803981735	0
98	mcp2k	176986	67048	5000	116.3066318204893	173.84159441707217	46.00802160953201	111.13701020317643	0
98	mcp2k	176986	67048	69045	116.3066318204893	38.45503290115883	71.51869941411374	78.16381143887638	0
98	mcp2k	176986	5000	69045	173.84159441707217	38.45503290115883	98.7127029325548	124.07852848524736	1
98	ncpi0	180801	15082	15083	168.65538091879648	297.1160064276855	3.014067260366961	11.774523884078725	0
98	ncpi0	180801	15082	15015	168.65538091879648	15.759100382964913	150.02768871588847	99.60191539767676	0
98	ncpi0	180801	15082	112061	168.65538091879648	61.085399799717436	148.0841325537883	195.17839753081495	0
98	ncpi0	180801	15082	81043	168.65538091879648	172.35371911349333	26.40572636014488	77.88173462100343	0
98	ncpi0	180801	15082	114078	168.65538091879648	96.99442265136544	47.29106021503527	102.59621460239735	0
98	ncpi0	180801	15083	15015	297.1160064276855	15.759100382964913	151.99970770096155	132.7891446504065	0
98	ncpi0	180801	15083	112061	297.1160064276855	61.085399799717436	148.97352577443516	259.623744204307	0
98	ncpi0	180801	15083	81043	297.1160064276855	172.35371911349333	25.77043263098747	100.92656213979426	1
98	ncpi0	180801	15083	114078	297.1160064276855	96.99442265136544	47.0438401466476	135.50271758370718	0
98	ncpi0	180801	15015	112061	15.759100382964913	61.085399799717436	12.115918308177294	6.54875363097381	0
98	ncpi0	180801	15015	81043	15.759100382964913	172.35371911349333	166.5450433978134	103.51550252132182	0
98	ncpi0	180801	15015	114078	15.759100382964913	96.99442265136544	151.82998897892796	75.84239671637738	0
98	ncpi0	180801	112061	81043	61.085399799717436	172.35371911349333	174.101500674231	204.94316144430178	0
98	ncpi0	180801	112061	114078	61.085399799717436	96.99442265136544	162.48357514810132	152.15223140886113	1
98	ncpi0	180801	81043	114078	172.35371911349333	96.99442265136544	21.531604429664277	48.303536558342245	0
98	nuecc48	214469	16078	22087	1797.055558703935	15.11159719947289	42.81090683276598	120.28670452524686	1
98	nuecc48	219295	15128	75101	1391.6162601205817	21.093931317107103	25.793404146886623	76.480556470239	0
98	nuecc48	234638	10041	10018	1001.2939460363247	23.96895507496801	96.72897915972646	231.5690792930582	0
98	nuecc48	235435	2051	42066	42.076860244895684	40.40477613989468	2.8510118816120102	2.051490944038657	0
98	nuecc48	235435	2051	2031	42.076860244895684	133.34572261077355	0.5030480560846032	0.6576527722042715	0
98	nuecc48	235435	42066	2031	40.40477613989468	133.34572261077355	2.666385998444772	3.4156007023753117	0
98	nuecc48	256587	11301	57200	3591.6083991757796	17.74466017787539	16.468611134042536	72.31304384773945	0
98	ncpi0	259542	128135	87059	40.81699262954887	19.254161817217426	98.48760711099239	42.47097428728878	0
98	ncpi0	259542	128135	120068	40.81699262954887	35.78377572017977	99.64853964897272	58.401818184743746	0
98	ncpi0	259542	128135	17004	40.81699262954887	978.174840268795	81.3576134672111	260.4863946235673	0
98	ncpi0	259542	128135	88060	40.81699262954887	104.4421217150037	60.45274396067735	65.73805056890225	0
98	ncpi0	259542	128135	89061	40.81699262954887	24.57737553609212	166.89254911711333	62.93191382167843	0
98	ncpi0	259542	128135	130127	40.81699262954887	20.22306876475894	167.49401285722786	57.11925568821117	0
98	ncpi0	259542	128135	131129	40.81699262954887	138.65718892256112	67.28797381902493	83.35960113585257	0
98	ncpi0	259542	128135	60032	40.81699262954887	17.1561396844956	98.96731925485246	40.23462743183298	0
98	ncpi0	259542	87059	120068	19.254161817217426	35.78377572017977	18.44697421597296	8.414542573825983	0
98	ncpi0	259542	87059	17004	19.254161817217426	978.174840268795	17.18985231717342	41.019468247721846	0
98	ncpi0	259542	87059	88060	19.254161817217426	104.4421217150037	43.23763731028598	33.043423296454975	0
98	ncpi0	259542	87059	89061	19.254161817217426	24.57737553609212	92.02736852905878	31.303600268121222	0
98	ncpi0	259542	87059	130127	19.254161817217426	20.22306876475894	91.27449142662802	28.214850048556258	0
98	ncpi0	259542	87059	131129	19.254161817217426	138.65718892256112	36.515868504650946	32.375568478228644	0
98	ncpi0	259542	87059	60032	19.254161817217426	17.1561396844956	7.570300108418596	2.3996428611174005	0
98	ncpi0	259542	120068	17004	35.78377572017977	978.174840268795	25.061883813186462	81.18478481900044	0
98	ncpi0	259542	120068	88060	35.78377572017977	104.4421217150037	54.952329579774606	56.41171252572271	0
98	ncpi0	259542	120068	89061	35.78377572017977	24.57737553609212	92.80621264315147	42.95412697623899	0
98	ncpi0	259542	120068	130127	35.78377572017977	20.22306876475894	92.08966773065885	38.73099145596321	0
98	ncpi0	259542	120068	131129	35.78377572017977	138.65718892256112	49.330407204499174	58.790685951920686	0
98	ncpi0	259542	120068	60032	35.78377572017977	17.1561396844956	10.878065769888684	4.697096087579997	0
98	ncpi0	259542	17004	88060	978.174840268795	104.4421217150037	29.892441159575547	164.87245845694449	0
98	ncpi0	259542	17004	89061	978.174840268795	24.57737553609212	109.19214614003052	252.76127670973284	0
98	ncpi0	259542	17004	130127	978.174840268795	20.22306876475894	108.43949299155894	228.2047646192987	0
98	ncpi0	259542	17004	131129	978.174840268795	138.65718892256112	24.428409264444266	155.83233780814209	0
98	ncpi0	259542	17004	60032	978.174840268795	17.1561396844956	18.662815268019596	42.00983152041463	0
98	ncpi0	259542	88060	89061	104.4421217150037	24.57737553609212	125.71643492493104	90.17106842430712	0
98	ncpi0	259542	88060	130127	104.4421217150037	20.22306876475894	125.06236611891916	81.55362185693339	0
98	ncpi0	259542	88060	131129	104.4421217150037	138.65718892256112	7.063615296111676	14.826491006322573	0
98	ncpi0	259542	88060	60032	104.4421217150037	17.1561396844956	47.5721601995611	34.14527468247023	0
98	ncpi0	259542	89061	130127	24.57737553609212	20.22306876475894	0.7529131902999675	0.2929614189525174	0
98	ncpi0	259542	89061	131129	24.57737553609212	138.65718892256112	119.4639064278946	100.83706364270725	0
98	ncpi0	259542	89061	60032	24.57737553609212	17.1561396844956	92.48908883635234	29.663610931169682	0
98	ncpi0	259542	130127	131129	20.22306876475894	138.65718892256112	118.78619431983536	91.15212157882775	0
98	ncpi0	259542	130127	60032	20.22306876475894	17.1561396844956	91.74178649697708	26.739312269032716	0
98	ncpi0	259542	131129	60032	138.65718892256112	17.1561396844956	41.27576984604598	34.38123262965334	0
98	nuecc48	268784	13027	58081	1050.3430458649298	23.051868174075423	54.25030712790443	141.89014073712343	1
98	nuecc48	268784	13027	78124	1050.3430458649298	95.21226093592941	75.78445149885277	388.45110598401783	0
