kind	event	arm	id	cluster	pdg	length_cm	energy_mev	gap_cm
B	318703	work-pr125r1-flipS141-mcp2k	51050	51	11	0.4	2.0	-1.00
B	165157	work-pr125r1-flipS98-mcp2k	15004	15	11	0.4	1.6	-1.00
B	396816	work-pr125r1-flipS141-mcp2k	60033	60	11	0.4	0.5	-1.00
B	100135	work-pr125r1-flipS141-mcp2k	22011	22	11	0.4	1.2	-1.00
B	463565	work-pr125r1-flipS98-ncpi0	116107	116	11	0.4	0.3	-1.00
B	47696	work-pr125r1-flipS141-mcp2k	38004	38	2212	0.4	3.0	-1.00
B	281781	work-pr125r1-flipS98-mcp2k	20009	20	11	0.4	0.3	-1.00
B	350354	work-pr125r1-flipS141-mcp2k	96081	96	11	0.4	2.2	-1.00
B	313781	work-pr125r1-flipS141-mcp1k	19006	19	11	0.4	3.6	-1.00
B	486687	work-pr125r1-flipS141-mcp1k	33010	33	11	0.4	2.8	-1.00
B	275011	work-pr125r1-flipS141-mcp2k	15010	15	11	0.4	0.9	-1.00
B	99782	work-pr125r1-flipS141-mcp2k	25009	25	11	0.4	1.0	-1.00
B	392901	work-pr125r1-flipS141-mcp2k	128035	128	11	0.4	1.4	-1.00
B	76346	work-pr125r1-flipS98-mcp2k	51053	51	11	0.4	1.3	-1.00
B	283713	work-pr125r1-flipS141-mcp1k	44018	44	11	0.4	1.2	-1.00
B	285567	work-pr125r1-flipS98-ncpi0	122097	122	11	0.4	2.0	-1.00
B	259542	work-pr125r1-flipS98-ncpi0	23022	23	11	0.4	0.8	-1.00
B	105946	work-pr125r1-flipS98-ncpi0	58058	58	11	0.4	1.4	-1.00
B	321367	work-pr125r1-flipS141-mcp2k	9006	9	11	0.4	2.0	-1.00
B	408304	work-pr125r1-flipS141-mcp2k	31017	31	11	0.4	3.4	-1.00
B	52672	work-pr125r1-flipS98-nuecc48	16019	16	11	0.4	1.6	-1.00
B	105946	work-pr125r1-flipS98-ncpi0	23005	23	11	0.4	0.4	-1.00
B	54453	work-pr125r1-flipS141-mcp2k	72065	72	11	0.3	0.3	-1.00
B	394167	work-pr125r1-flipS141-mcp2k	19020	19	11	0.3	0.2	-1.00
B	173093	work-pr125r1-flipS98-mcp2k	19018	19	11	0.3	0.8	-1.00
B	65053	work-pr125r1-flipS141-mcp1k	25002	25	11	0.3	2.7	-1.00
B	174752	work-pr125r1-flipS98-mcp1k	49011	49	11	0.3	0.3	-1.00
B	167612	work-pr125r1-flipS141-mcp2k	78029	78	11	0.3	1.2	-1.00
B	408304	work-pr125r1-flipS141-mcp2k	20014	20	11	0.3	1.3	-1.00
B	167612	work-pr125r1-flipS141-mcp2k	25004	25	11	0.3	2.9	-1.00
B	342199	work-pr125r1-flipS98-nuecc48	24033	24	11	0.3	0.6	-1.00
B	394167	work-pr125r1-flipS141-mcp2k	17018	17	11	0.3	0.4	-1.00
B	395870	work-pr125r1-flipS141-mcp2k	23003	23	11	0.3	0.2	-1.00
B	30504	work-pr125r1-flipS98-nuecc48	22022	22	11	0.3	1.6	-1.00
B	284200	work-pr125r1-flipS141-mcp1k	12016	12	11	0.3	2.0	-1.00
B	94392	work-pr125r1-flipS141-mcp2k	46031	46	11	0.3	0.9	-1.00
B	268784	work-pr125r1-flipS98-nuecc48	19050	19	11	0.3	2.3	-1.00
B	499423	work-pr125r1-flipS141-mcp2k	22007	22	11	0.3	0.5	-1.00
B	64409	work-pr125r1-flipS141-mcp1k	12037	12	11	0.3	1.8	-1.00
B	56982	work-pr125r1-flipS98-ncpi0	30047	30	11	0.3	2.0	-1.00
B	314838	work-pr125r1-flipS98-ncpi0	16020	16	11	0.3	1.1	-1.00
B	71642	work-pr125r1-flipS141-mcp2k	83099	83	13	0.3	1.4	-1.00
B	347824	work-pr125r1-flipS141-mcp2k	32015	32	11	0.3	2.1	-1.00
B	396222	work-pr125r1-flipS98-mcp2k	15100	15	11	0.3	0.3	-1.00
B	76346	work-pr125r1-flipS98-mcp2k	38028	38	2212	0.3	2.7	-1.00
B	54453	work-pr125r1-flipS141-mcp2k	34035	34	11	0.3	2.0	-1.00
B	285443	work-pr125r1-flipS141-mcp1k	19003	19	11	0.3	1.6	-1.00
B	114446	work-pr125r1-flipS98-ncpi0	32001	32	11	0.3	0.2	-1.00
B	287007	work-pr125r1-flipS141-mcp1k	18004	18	11	0.3	0.6	-1.00
B	292027	work-pr125r1-flipS141-mcp1k	37015	37	2212	0.3	2.6	-1.00
B	105946	work-pr125r1-flipS98-ncpi0	60060	60	11	0.3	1.0	-1.00
B	287007	work-pr125r1-flipS141-mcp1k	19005	19	11	0.3	2.7	-1.00
B	410008	work-pr125r1-flipS141-mcp1k	89017	89	11	0.3	1.4	-1.00
B	105946	work-pr125r1-flipS98-ncpi0	22004	22	11	0.3	0.6	-1.00
B	54453	work-pr125r1-flipS141-mcp2k	33034	33	11	0.3	1.3	-1.00
B	394167	work-pr125r1-flipS141-mcp2k	16017	16	11	0.3	0.1	-1.00
B	292005	work-pr125r1-flipS141-mcp1k	24008	24	11	0.3	3.1	-1.00
B	170761	work-pr125r1-flipS141-mcp2k	39042	39	11	0.3	1.9	-1.00
B	56972	work-pr125r1-flipS141-mcp2k	22015	22	11	0.3	2.3	-1.00
B	486247	work-pr125r1-flipS141-mcp1k	17005	17	11	0.3	0.5	-1.00
B	463565	work-pr125r1-flipS98-ncpi0	54046	54	11	0.3	2.3	-1.00
B	412242	work-pr125r1-flipS141-mcp2k	62052	62	11	0.3	0.5	-1.00
B	433451	work-pr125r1-flipS98-nuecc48	63137	63	2212	0.3	3.8	-1.00
B	409140	work-pr125r1-flipS141-mcp2k	47014	47	11	0.3	1.3	-1.00
B	321367	work-pr125r1-flipS141-mcp2k	13015	13	11	0.3	0.1	-1.00
B	99782	work-pr125r1-flipS141-mcp2k	24008	24	11	0.3	1.0	-1.00
B	283515	work-pr125r1-flipS141-mcp1k	52018	52	11	0.3	3.8	-1.00
B	397630	work-pr125r1-flipS141-mcp2k	20012	20	11	0.3	1.2	-1.00
B	318703	work-pr125r1-flipS141-mcp2k	19034	19	11	0.3	2.0	-1.00
B	99838	work-pr125r1-flipS98-mcp2k	20011	20	11	0.3	1.2	-1.00
B	286681	work-pr125r1-flipS141-mcp1k	34018	34	11	0.3	1.2	-1.00
B	289508	work-pr125r1-flipS141-mcp2k	23018	23	11	0.3	0.5	-1.00
B	486907	work-pr125r1-flipS141-mcp1k	78021	78	13	0.3	1.7	-1.00
B	96383	work-pr125r1-flipS141-mcp2k	19011	19	11	0.3	0.8	-1.00
B	396222	work-pr125r1-flipS98-mcp2k	135336	135	13	0.3	1.4	-1.00
B	54341	work-pr125r1-flipS141-mcp1k	102044	102	11	0.3	0.6	-1.00
B	394167	work-pr125r1-flipS141-mcp2k	47042	47	11	0.3	0.3	-1.00
B	172266	work-pr125r1-flipS141-mcp1k	23011	23	11	0.3	2.5	-1.00
B	69232	work-pr125r1-flipS141-mcp2k	29013	29	11	0.3	2.1	-1.00
B	283713	work-pr125r1-flipS141-mcp1k	71055	71	11	0.3	0.9	-1.00
B	410008	work-pr125r1-flipS141-mcp1k	83011	83	11	0.3	1.8	-1.00
B	165157	work-pr125r1-flipS98-mcp2k	49022	49	13	0.3	1.3	-1.00
B	170098	work-pr125r1-flipS141-mcp2k	20005	20	11	0.3	0.5	-1.00
B	395870	work-pr125r1-flipS141-mcp2k	56021	56	11	0.3	1.3	-1.00
B	171729	work-pr125r1-flipS141-mcp2k	14010	14	11	0.3	1.6	-1.00
B	278794	work-pr125r1-flipS98-mcp1k	13003	13	11	0.3	1.5	-1.00
B	103798	work-pr125r1-flipS141-mcp2k	24003	24	11	0.3	0.2	-1.00
B	395597	work-pr125r1-flipS141-mcp2k	29010	29	11	0.3	0.6	-1.00
B	175896	work-pr125r1-flipS141-mcp1k	67042	67	11	0.3	0.3	-1.00
B	54095	work-pr125r1-flipS98-nuecc48	21075	21	11	0.3	1.2	-1.00
B	172266	work-pr125r1-flipS141-mcp1k	22010	22	11	0.3	1.4	-1.00
B	172266	work-pr125r1-flipS141-mcp1k	50024	50	11	0.3	1.1	-1.00
B	285443	work-pr125r1-flipS141-mcp1k	21005	21	11	0.3	0.3	-1.00
B	410008	work-pr125r1-flipS141-mcp1k	90018	90	11	0.3	1.7	-1.00
B	277298	work-pr125r1-flipS141-mcp1k	24015	24	11	0.3	1.1	-1.00
B	395870	work-pr125r1-flipS141-mcp2k	57022	57	11	0.3	0.2	-1.00
B	64409	work-pr125r1-flipS141-mcp1k	62092	62	11	0.3	0.6	-1.00
B	122660	work-pr125r1-flipS98-nuecc48	63107	63	11	0.3	0.3	-1.00
B	52693	work-pr125r1-flipS141-mcp2k	45009	45	11	0.3	1.0	-1.00
B	54341	work-pr125r1-flipS141-mcp1k	32011	32	11	0.3	0.3	-1.00
B	167612	work-pr125r1-flipS141-mcp2k	59023	59	11	0.3	0.8	-1.00
B	42280	work-pr125r1-flipS98-nuecc48	16070	16	11	0.3	0.7	-1.00
B	281325	work-pr125r1-flipS141-mcp2k	12006	12	11	0.3	1.7	-1.00
B	348691	work-pr125r1-flipS141-mcp1k	14016	14	11	0.3	1.9	-1.00
B	408678	work-pr125r1-flipS141-mcp2k	63034	63	2212	0.3	2.7	-1.00
B	54453	work-pr125r1-flipS141-mcp2k	32033	32	11	0.3	1.2	-1.00
B	475096	work-pr125r1-flipS98-mcp2k	28028	28	11	0.3	2.6	-1.00
B	98844	work-pr125r1-flipS141-mcp2k	15024	15	11	0.3	1.7	-1.00
B	174771	work-pr125r1-flipS141-mcp2k	95079	95	11	0.3	1.1	-1.00
B	437699	work-pr125r1-flipS98-nuecc48	17033	17	11	0.3	1.5	-1.00
B	174637	work-pr125r1-flipS98-nuecc48	14048	14	11	0.3	1.4	-1.00
B	142421	work-pr125r1-flipS98-ncpi0	63039	63	11	0.3	2.3	-1.00
B	171572	work-pr125r1-flipS141-mcp2k	73012	73	11	0.3	1.1	-1.00
B	321367	work-pr125r1-flipS141-mcp2k	10007	10	11	0.3	1.1	-1.00
B	348691	work-pr125r1-flipS141-mcp1k	44041	44	11	0.3	0.2	-1.00
B	165157	work-pr125r1-flipS98-mcp2k	17011	17	11	0.3	1.0	-1.00
B	98844	work-pr125r1-flipS141-mcp2k	13022	13	11	0.3	1.2	-1.00
B	54341	work-pr125r1-flipS141-mcp1k	31010	31	11	0.3	0.2	-1.00
B	176533	work-pr125r1-flipS141-mcp2k	19042	19	11	0.3	0.2	-1.00
B	283515	work-pr125r1-flipS141-mcp1k	25016	25	11	0.3	1.0	-1.00
B	174771	work-pr125r1-flipS141-mcp2k	24031	24	11	0.3	2.1	-1.00
B	506114	work-pr125r1-flipS98-ncpi0	27049	27	11	0.3	0.6	-1.00
B	54453	work-pr125r1-flipS141-mcp2k	73066	73	11	0.3	0.9	-1.00
B	74326	work-pr125r1-flipS141-mcp2k	47040	47	11	0.3	0.7	-1.00
B	52044	work-pr125r1-flipS141-mcp2k	25013	25	11	0.3	0.9	-1.00
B	84229	work-pr125r1-flipS98-ncpi0	17062	17	11	0.3	1.1	-1.00
B	281325	work-pr125r1-flipS141-mcp2k	13007	13	11	0.3	0.8	-1.00
B	54341	work-pr125r1-flipS141-mcp1k	103045	103	11	0.3	0.4	-1.00
B	314838	work-pr125r1-flipS98-ncpi0	115096	115	2212	0.3	1.5	-1.00
B	292005	work-pr125r1-flipS141-mcp1k	45016	45	11	0.3	0.9	-1.00
B	348471	work-pr125r1-flipS141-mcp1k	19007	19	11	0.3	2.4	-1.00
B	179611	work-pr125r1-flipS141-mcp2k	74017	74	11	0.3	1.2	-1.00
B	283713	work-pr125r1-flipS141-mcp1k	24014	24	11	0.3	0.2	-1.00
B	196649	work-pr125r1-flipS98-nuecc48	17079	17	11	0.3	0.1	-1.00
B	277298	work-pr125r1-flipS141-mcp1k	23014	23	11	0.3	0.4	-1.00
B	174771	work-pr125r1-flipS141-mcp2k	21020	21	11	0.3	0.5	-1.00
B	394167	work-pr125r1-flipS141-mcp2k	18019	18	11	0.3	1.2	-1.00
B	98844	work-pr125r1-flipS141-mcp2k	17026	17	11	0.3	0.3	-1.00
B	463565	work-pr125r1-flipS98-ncpi0	25034	25	11	0.3	1.7	-1.00
B	167612	work-pr125r1-flipS141-mcp2k	64028	64	11	0.3	1.2	-1.00
B	179611	work-pr125r1-flipS141-mcp2k	16003	16	11	0.3	1.6	-1.00
B	447477	work-pr125r1-flipS98-nuecc48	18021	18	11	0.3	0.3	-1.00
B	395870	work-pr125r1-flipS141-mcp2k	45010	45	11	0.3	0.5	-1.00
B	176533	work-pr125r1-flipS141-mcp2k	15038	15	11	0.3	1.0	-1.00
B	173819	work-pr125r1-flipS141-mcp2k	23030	23	11	0.3	0.1	-1.00
B	396222	work-pr125r1-flipS98-mcp2k	36112	36	13	0.3	0.8	-1.00
B	54341	work-pr125r1-flipS141-mcp1k	33012	33	11	0.3	1.1	-1.00
B	64409	work-pr125r1-flipS141-mcp1k	14041	14	2212	0.3	1.3	-1.00
B	521075	work-pr125r1-flipS98-ncpi0	28025	28	11	0.3	0.9	-1.00
B	167612	work-pr125r1-flipS141-mcp2k	60024	60	11	0.3	1.9	-1.00
B	406125	work-pr125r1-flipS141-mcp2k	17012	17	11	0.2	1.1	-1.00
B	46363	work-pr125r1-flipS98-nuecc48	25093	25	11	0.2	0.3	-1.00
B	318703	work-pr125r1-flipS141-mcp2k	66066	66	11	0.2	1.4	-1.00
B	71642	work-pr125r1-flipS141-mcp2k	16015	16	11	0.2	1.6	-1.00
B	318703	work-pr125r1-flipS141-mcp2k	65065	65	11	0.2	1.9	-1.00
B	165157	work-pr125r1-flipS98-mcp2k	12001	12	11	0.2	0.7	-1.00
B	499577	work-pr125r1-flipS141-mcp2k	19032	19	11	0.2	0.2	-1.00
B	408304	work-pr125r1-flipS141-mcp2k	54032	54	11	0.2	0.4	-1.00
B	64591	work-pr125r1-flipS98-mcp1k	85053	85	11	0.2	0.3	-1.00
B	407918	work-pr125r1-flipS141-mcp1k	18011	18	11	0.2	0.9	-1.00
B	169626	work-pr125r1-flipS98-mcp1k	23035	23	11	0.2	2.0	-1.00
B	282979	work-pr125r1-flipS141-mcp1k	57047	57	11	0.2	2.1	-1.00
B	284200	work-pr125r1-flipS141-mcp1k	34041	34	11	0.2	0.7	-1.00
B	282271	work-pr125r1-flipS141-mcp2k	71058	71	11	0.2	0.4	-1.00
B	175896	work-pr125r1-flipS141-mcp1k	25005	25	11	0.2	0.3	-1.00
B	487853	work-pr125r1-flipS141-mcp1k	18003	18	11	0.2	0.6	-1.00
B	386948	work-pr125r1-flipS141-mcp1k	23017	23	11	0.2	0.5	-1.00
B	174637	work-pr125r1-flipS98-nuecc48	13047	13	11	0.2	1.8	-1.00
B	285443	work-pr125r1-flipS141-mcp1k	17001	17	11	0.2	2.8	-1.00
B	57709	work-pr125r1-flipS141-mcp2k	19006	19	11	0.2	1.2	-1.00
B	437699	work-pr125r1-flipS98-nuecc48	103068	103	11	0.2	1.2	-1.00
B	321767	work-pr125r1-flipS141-mcp1k	43014	43	11	0.2	2.1	-1.00
B	142421	work-pr125r1-flipS98-ncpi0	66042	66	11	0.2	2.2	-1.00
B	176533	work-pr125r1-flipS141-mcp2k	17040	17	11	0.2	1.3	-1.00
B	283515	work-pr125r1-flipS141-mcp1k	78057	78	11	0.2	1.0	-1.00
B	18625	work-pr125r1-flipS98-ncpi0	38011	38	2212	0.2	20.7	-1.00
B	350354	work-pr125r1-flipS141-mcp2k	22020	22	11	0.2	1.9	-1.00
B	396816	work-pr125r1-flipS141-mcp2k	61034	61	11	0.2	0.8	-1.00
B	469665	work-pr125r1-flipS98-nuecc48	19006	19	11	0.2	0.8	-1.00
B	289246	work-pr125r1-flipS141-mcp2k	22022	22	11	0.2	1.9	-1.00
B	410008	work-pr125r1-flipS141-mcp1k	87015	87	2212	0.2	0.8	-1.00
B	169626	work-pr125r1-flipS98-mcp1k	24036	24	2212	0.2	1.1	-1.00
B	499423	work-pr125r1-flipS141-mcp2k	23008	23	11	0.2	1.0	-1.00
B	122660	work-pr125r1-flipS98-nuecc48	16025	16	11	0.2	1.2	-1.00
B	56972	work-pr125r1-flipS141-mcp2k	47020	47	11	0.2	1.6	-1.00
B	282271	work-pr125r1-flipS141-mcp2k	20009	20	2212	0.2	1.3	-1.00
B	98844	work-pr125r1-flipS141-mcp2k	74067	74	11	0.2	0.8	-1.00
B	475778	work-pr125r1-flipS141-mcp2k	28001	28	11	0.2	1.1	-1.00
B	58755	work-pr125r1-flipS141-mcp1k	65008	65	11	0.2	1.2	-1.00
B	318703	work-pr125r1-flipS141-mcp2k	23038	23	11	0.2	1.6	-1.00
B	396323	work-pr125r1-flipS141-mcp2k	20016	20	11	0.2	1.3	-1.00
B	172266	work-pr125r1-flipS141-mcp1k	51025	51	11	0.2	0.9	-1.00
B	170761	work-pr125r1-flipS141-mcp2k	17030	17	2212	0.2	1.0	-1.00
B	54453	work-pr125r1-flipS141-mcp2k	48041	48	11	0.2	0.9	-1.00
B	175896	work-pr125r1-flipS141-mcp1k	26006	26	11	0.2	0.9	-1.00
B	58755	work-pr125r1-flipS141-mcp1k	66009	66	2212	0.2	0.9	-1.00
B	281485	work-pr125r1-flipS98-mcp1k	92114	92	11	0.2	4.3	-1.00
B	180801	work-pr125r1-flipS98-ncpi0	21016	21	11	0.2	2.4	-1.00
B	64591	work-pr125r1-flipS98-mcp1k	25004	25	2212	0.2	1.4	-1.00
B	408304	work-pr125r1-flipS141-mcp2k	19013	19	11	0.2	1.4	-1.00
B	403023	work-pr125r1-flipS141-mcp2k	21004	21	11	0.2	1.2	-1.00
B	172266	work-pr125r1-flipS141-mcp1k	53027	53	11	0.2	1.1	-1.00
B	64409	work-pr125r1-flipS141-mcp1k	10035	10	11	0.1	0.3	-1.00
B	58006	work-pr125r1-flipS141-mcp2k	16012	16	2212	0.1	1.9	-1.00
B	165157	work-pr125r1-flipS98-mcp2k	14003	14	11	0.1	2.0	-1.00
B	167612	work-pr125r1-flipS141-mcp2k	62026	62	11	0.1	0.2	-1.00
B	173819	work-pr125r1-flipS141-mcp2k	22029	22	11	0.1	0.7	-1.00
B	287007	work-pr125r1-flipS141-mcp1k	41013	41	2212	0.1	0.9	-1.00
B	196649	work-pr125r1-flipS98-nuecc48	16078	16	11	0.1	1.2	-1.00
B	58006	work-pr125r1-flipS141-mcp2k	14010	14	11	0.1	1.1	-1.00
B	400474	work-pr125r1-flipS98-nuecc48	21039	21	11	0.1	1.7	-1.00
B	400504	work-pr125r1-flipS141-mcp1k	12002	12	2212	0.1	0.8	-1.00
B	55740	work-pr125r1-flipS141-mcp2k	70036	70	11	0.1	1.3	-1.00
B	318769	work-pr125r1-flipS141-mcp2k	70042	70	11	0.1	1.4	-1.00
B	219295	work-pr125r1-flipS98-nuecc48	21072	21	11	0.1	1.6	-1.00
B	318703	work-pr125r1-flipS141-mcp2k	21036	21	11	0.1	1.7	-1.00
B	410008	work-pr125r1-flipS141-mcp1k	91019	91	11	0.1	1.7	-1.00
B	170761	work-pr125r1-flipS141-mcp2k	14027	14	11	0.1	1.4	-1.00
B	72786	work-pr125r1-flipS141-mcp2k	19031	19	11	0.1	1.5	-1.00
B	64591	work-pr125r1-flipS98-mcp1k	84052	84	11	0.1	0.5	-1.00
B	58006	work-pr125r1-flipS141-mcp2k	59037	59	11	0.1	1.4	-1.00
B	47696	work-pr125r1-flipS141-mcp2k	37003	37	11	0.1	0.2	-1.00
B	287007	work-pr125r1-flipS141-mcp1k	20006	20	11	0.1	0.8	-1.00
B	285443	work-pr125r1-flipS141-mcp1k	22006	22	11	0.0	0.4	-1.00
B	398191	work-pr125r1-flipS141-mcp2k	65008	65	11	0.0	0.7	-1.00
B	390634	work-pr125r1-flipS141-mcp2k	23024	23	11	0.0	1.4	-1.00
B	47696	work-pr125r1-flipS141-mcp2k	35001	35	11	0.0	0.3	-1.00
B	285567	work-pr125r1-flipS98-ncpi0	15047	15	211	0.0	0.2	-1.00
B	51546	work-pr125r1-flipS141-mcp2k	23001	23	211	0.0	0.0	-1.00
C	284200	work-pr125r1-flipS141-mcp1k	31043	31	4	5.4	0.0	2.03
