evt	sample	src	carried	target	d_target	adm5	adm10	veto	reject_pick	M1	M2	M3	live_base	live_topo3	live_dlonly	live_trad	hit_M3
50831	mcp1k	human	0	14002	0.00	0	0	0	14001	59022	14001	14001	14001	None	None	14001	0
51051	mcp1k	human	0	19002	0.56	0	0	0	19002	89007	19002	19002	19002	None	None	19002	1
51128	mcp2k	human	0	22002	0.76	0	0	0	22002	58048	22002	22002	22002	None	None	22002	1
51219	mcp2k	ai-scanner	0	12005	0.95	1	0	0	12005	12005	12005	12005	12005	None	None	12005	1
51513	mcp1k	human	0	16002	0.00	1	0	0	16002	43008	16002	16002	16002	None	None	16002	1
51546	mcp2k	human	0	16001	0.00	0	0	0	16001	23002	16001	16001	16001	None	None	16001	1
51868	mcp2k	human	0	7001	0.00	0	0	0	7001	69014	7001	7001	7001	None	None	7001	1
51890	mcp2k	ai-scanner	0	15003	0.24	1	0	0	15003	15003	15003	15003	15003	None	None	15003	1
51964	mcp2k	ai-scanner	0	7002	0.25	1	0	0	7002	7002	7002	7002	7002	None	None	7002	1
52044	mcp2k	human	0	18002	0.66	1	0	0	18003	18002	18002	18002	18002	None	None	18003	1
52085	mcp1k	human	0	6002	1.29	0	0	0	6002	22005	6002	6002	6002	None	None	6002	1
52605	mcp2k	human	0	11001	0.00	0	0	0	51019	11002	51019	51019	51019	None	None	51019	0
52657	mcp1k	human	0	23001	0.00	1	0	0	23001	23001	23001	23001	23001	None	None	23001	1
52672	nuecc48	human	0	82138	0.00	1	0	0	82140	25037	82140	82140	82140	None	None	82140	0
52693	mcp2k	human	0	18004	2.16	0	0	0	None	52025	None	None	None	None	None	None	0
52723	mcp1k	human	0	7001	0.28	1	0	0	7001	7001	7001	7001	7001	None	None	7001	1
52759	mcp2k	ai-scanner	0	16001	0.00	1	0	0	16001	43010	16001	16001	16001	None	None	16001	1
53130	mcp2k	ai-scanner	0	8002	0.13	1	0	0	8002	8002	8002	8002	8002	None	None	8002	1
53361	mcp1k	human	0	78013	0.00	1	0	0	27001	29005	27001	27001	27001	None	None	27001	0
53427	mcp1k	human	0	14002	0.33	1	0	0	14002	14002	14002	14002	14002	None	None	14002	1
53658	mcp2k	human	0	15002	0.00	1	0	0	15001	15001	15001	15001	15001	None	None	15001	0
53793	mcp2k	ai-scanner	0	37016	1.49	1	0	0	12001	37016	37016	37016	37016	None	None	12001	1
53881	mcp2k	human	0	12001	0.00	1	0	1	12002	12002	12002	12002	12002	None	None	12002	0
54095	nuecc48	human	0	17007	0.00	1	0	0	17007	17007	17007	17007	17007	None	None	17007	1
54175	mcp1k	human	0	18004	0.39	0	0	0	18004	18004	18004	18004	18004	None	None	18004	1
54332	mcp2k	human	0	16003	0.00	0	0	0	16015	16000	16000	16000	16000	None	None	16015	0
54341	mcp1k	human	0	18002	0.44	1	0	0	18002	18002	18002	18002	18002	None	None	18002	1
54351	mcp1k	human	0	17006	0.47	1	0	0	17006	17006	17006	17006	17006	None	None	17006	1
54508	mcp2k	ai-scanner	0	10003	0.55	1	0	0	10003	22006	10003	10003	10003	None	None	10003	1
54629	mcp2k	human	0	15002	0.20	0	0	0	15001	15005	15001	15001	15001	None	None	15001	0
55278	mcp2k	ai-scanner	0	21002	0.00	1	0	0	13001	21002	21002	21002	21002	None	None	13001	1
55322	mcp2k	ai-scanner	0	18002	0.35	1	0	0	18002	18002	18002	18002	18002	None	None	18002	1
55539	mcp1k	human	0	18001	0.00	1	0	0	18001	18001	18001	18001	18001	None	None	18001	1
55542	mcp2k	ai-scanner	0	5004	0.68	1	0	0	5004	5004	5004	5004	5004	None	None	5004	1
55595	mcp1k	human	0	8008	1.88	1	0	0	8008	8008	8008	8008	8008	None	None	8008	1
55627	mcp1k	human	0	22002	0.57	1	0	0	22002	22002	22002	22002	22002	None	None	22002	1
55715	mcp1k	human	0	15002	0.61	1	0	0	15003	15002	15002	15002	15002	None	None	15003	1
55740	mcp2k	human	0	17001	0.00	1	0	0	17001	17001	62026	62026	62026	None	None	17001	0
56180	mcp2k	human	0	18003	0.99	1	0	0	18003	18003	18003	18003	18003	None	None	18003	1
56211	mcp1k	human	0	11001	0.00	1	0	0	11002	44003	11002	11002	11002	None	None	11002	0
56243	mcp1k	human	0	9002	0.19	1	0	0	9002	9002	9002	9002	9002	None	None	9002	1
56463	mcp1k	human	0	14002	0.93	1	0	0	14002	14002	14002	14002	14002	None	None	14002	1
56763	mcp2k	human	0	10001	0.00	1	0	0	10004	26014	10004	10004	10004	None	None	10004	0
56939	mcp2k	ai-scanner	0	8002	0.74	1	0	0	8002	8002	8002	8002	8002	None	None	8002	1
56972	mcp2k	human	0	17001	0.00	0	0	0	17001	48024	17001	17001	17001	None	None	17001	1
56982	ncpi0	human	0	22001	0.02	0	0	0	22024	22020	22020	22020	22020	None	None	22024	0
57280	mcp2k	human	0	21001	0.18	0	0	0	21001	53009	21001	21001	21001	None	None	21001	1
57441	mcp1k	human	0	20001	0.00	0	0	0	20001	45006	20001	20001	20001	None	None	20001	1
57485	mcp1k	human	0	16006	0.61	1	0	0	16006	23012	16006	16006	16006	None	None	16006	1
57575	mcp1k	human	0	12001	0.00	0	0	0	12001	44007	12001	12001	12001	None	None	12001	1
57577	mcp2k	ai-scanner	0	13002	0.72	1	0	0	13002	13002	13002	13002	13002	None	None	13002	1
57661	mcp1k	human	0	18002	0.77	1	0	0	18002	18002	18002	18002	18002	None	None	18002	1
57709	mcp2k	human	0	13002	0.00	0	0	0	13002	88023	13002	13002	13002	None	None	13002	1
57742	mcp2k	ai-scanner	0	10001	0.68	1	0	0	10001	10001	10001	10001	10001	None	None	10001	1
57883	mcp1k	human	0	16003	1.46	1	0	0	16003	16003	16003	16003	16003	None	None	16003	1
57903	mcp1k	human	0	14003	1.26	1	0	0	14003	67015	14003	14003	14003	None	None	14003	1
58072	mcp2k	ai-scanner	0	15003	0.69	0	0	0	15003	67023	15003	15003	15003	None	None	15003	1
58321	mcp1k	human	0	19003	0.86	1	0	0	19003	19003	19003	19003	19003	None	None	19003	1
58325	mcp2k	ai-scanner	0	13002	0.82	0	0	0	13002	52023	13002	13002	13002	None	None	13002	1
58345	mcp1k	human	0	7000	0.00	1	0	0	7002	22006	7002	7002	7002	None	None	7002	0
58607	mcp1k	human	0	23001	0.77	0	0	0	23003	69020	23003	23003	23003	None	None	23003	0
58653	mcp1k	human	0	4001	0.00	1	0	0	4001	25003	4001	4001	4001	None	None	4001	1
58717	mcp1k	human	0	21002	1.35	1	0	0	21002	21002	21002	21002	21002	None	None	21002	1
58919	mcp2k	ai-scanner	0	5002	0.15	0	0	0	5002	30014	5002	5002	5002	None	None	5002	1
59003	mcp1k	human	0	19001	0.00	1	0	0	19001	19001	19001	19001	19001	None	None	19001	1
59025	mcp1k	human	0	19002	0.56	1	0	0	19002	19002	19002	19002	19002	None	None	19002	1
59085	mcp1k	human	0	3001	0.00	1	0	0	84010	29008	84010	84010	84010	None	None	84010	0
59093	mcp1k	human	0	15004	0.84	0	0	0	15004	49023	15004	15004	15004	None	None	15004	1
59179	mcp1k	human	0	15003	0.86	1	0	0	15003	15003	15003	15003	15003	None	None	15003	1
59247	mcp1k	human	0	15002	2.21	0	0	0	15004	15004	15004	15004	15004	None	None	15004	0
59261	mcp1k	human	0	11003	0.00	1	0	0	11005	18011	11005	11005	11005	None	None	11005	0
59335	mcp1k	human	0	11003	0.00	1	0	0	11002	42008	11002	11002	11002	None	None	11002	0
59371	mcp1k	human	0	8002	0.35	1	0	0	8002	8002	8002	8002	8002	None	None	8002	1
59553	mcp1k	human	0	10000	0.17	0	0	0	10003	10003	10003	10003	10003	None	None	10003	0
59685	mcp1k	human	0	6002	1.10	1	0	0	6002	6002	6002	6002	6002	None	None	6002	1
59899	mcp1k	human	0	5004	0.52	1	0	0	5004	5004	5004	5004	5004	None	None	5004	1
59929	mcp1k	human	0	20001	0.00	0	0	0	20001	50013	20001	20001	20001	None	None	20001	1
60017	mcp1k	human	0	7001	0.00	1	0	0	7001	27003	7001	7001	7001	None	None	7001	1
60669	mcp1k	human	0	17001	0.42	1	0	0	17001	17001	17001	17001	17001	None	None	17001	1
60933	mcp1k	human	0	18003	1.20	1	0	0	18003	18003	18003	18003	18003	None	None	18003	1
61351	mcp1k	human	0	17001	0.00	1	0	0	17001	51007	17001	17001	17001	None	None	17001	1
61417	mcp1k	human	0	9002	0.30	1	0	0	9002	9002	9002	9002	9002	None	None	9002	1
61461	mcp1k	human	0	10007	1.20	1	0	0	10005	10007	10007	10007	10007	None	None	10005	1
61579	mcp1k	human	0	20003	4.05	1	0	0	None	69012	None	None	None	None	None	None	0
61681	mcp1k	human	0	2002	1.66	1	0	0	2002	2002	2002	2002	2002	None	None	2002	1
61843	mcp1k	human	0	17001	0.00	0	0	0	17003	63044	17003	17003	17003	None	None	17003	0
62149	mcp1k	human	0	13002	0.50	1	0	0	13002	13002	13002	13002	13002	None	None	13002	1
62281	mcp1k	human	0	19002	0.00	0	0	0	19002	19004	19004	19004	19004	None	None	19002	0
62459	mcp1k	human	0	10008	0.45	1	0	0	10008	10008	10008	10008	10008	None	None	10008	1
62495	mcp1k	human	0	16002	0.48	1	0	0	16002	16002	16002	16002	16002	None	None	16002	1
62613	mcp1k	human	0	17001	0.00	1	0	0	17001	45009	17001	17001	17001	None	None	17001	1
62721	mcp1k	human	0	16000	0.15	0	0	0	16000	60009	16000	16000	16000	None	None	16000	1
63163	mcp1k	human	0	6002	0.63	0	0	0	6002	22015	6002	6002	6002	None	None	6002	1
63359	mcp1k	human	0	3001	0.00	0	0	0	3002	33005	3002	3002	3002	None	None	3002	0
63427	mcp1k	human	0	18002	0.23	1	0	0	18002	18002	18002	18002	18002	None	None	18002	1
63551	mcp1k	human	0	6001	0.00	0	0	0	6001	13002	6001	6001	6001	None	None	6001	1
63559	mcp1k	human	0	11001	0.00	0	0	0	11001	37025	11001	11001	11001	None	None	11001	1
63603	mcp1k	human	0	13002	0.06	1	0	0	13002	13002	13002	13002	13002	None	None	13002	1
63669	mcp1k	human	0	5001	0.00	0	0	0	5001	17014	5001	5001	5001	None	None	5001	1
64409	mcp1k	human	0	8001	0.23	1	0	0	8001	8001	8001	8001	8001	None	None	8001	1
64503	mcp1k	human	0	9001	4.54	1	0	0	9000	9001	9000	9000	9000	None	None	9000	0
64591	mcp1k	human	0	17001	0.00	1	0	0	17001	17001	17001	17001	17001	None	None	17001	1
64717	mcp1k	human	0	17002	0.84	0	0	0	17002	63010	17002	17002	17002	None	None	17002	1
64921	mcp1k	human	0	62034	0.58	1	0	0	11001	62034	62034	62034	62034	None	None	11001	1
64959	mcp1k	human	0	22005	0.00	1	0	0	19001	22004	19001	19001	19001	None	None	19001	0
65025	mcp1k	human	0	16001	0.00	1	0	0	16001	16001	16001	16001	16001	None	None	16001	1
65053	mcp1k	human	0	139013	0.00	0	0	0	6001	26007	6001	6001	6001	None	None	6001	0
65266	mcp2k	human	0	5000	0.00	0	0	0	5000	5001	5001	5001	5001	None	None	5000	0
65267	mcp1k	human	0	15001	0.00	0	0	0	15001	23004	15001	15001	15001	None	None	15001	1
65289	mcp1k	human	0	18004	0.15	0	0	0	18001	18006	18006	18006	18006	None	None	18001	0
65295	mcp1k	human	0	13001	0.00	1	0	0	13001	28006	13001	13001	13001	None	None	13001	1
65948	mcp2k	ai-scanner	0	8002	4.95	1	0	0	8002	8002	8002	8002	8002	None	None	8002	1
66118	mcp1k	human	0	9002	0.21	1	0	0	9002	9002	9002	9002	9002	None	None	9002	1
66272	mcp1k	human	0	24002	0.63	1	0	0	None	None	None	None	None	None	None	None	0
66278	mcp2k	ai-scanner	0	13002	0.30	1	0	0	13002	13002	13002	13002	13002	None	None	13002	1
66366	mcp2k	ai-scanner	0	22001	0.32	1	0	0	22001	22001	22001	22001	22001	None	None	22001	1
66646	mcp1k	human	0	14002	0.39	1	0	0	14002	14002	14002	14002	14002	None	None	14002	1
66652	mcp2k	ai-scanner	0	22001	0.10	1	0	0	22001	22001	22001	22001	22001	None	None	22001	1
66712	mcp1k	human	0	11004	1.30	1	0	0	11004	11004	11004	11004	11004	None	None	11004	1
66872	mcp2k	human	0	32015	0.93	0	0	0	7003	7003	7003	7003	7003	None	None	7003	0
66900	mcp2k	ai-scanner	0	15003	0.12	1	0	0	15003	15003	15003	15003	15003	None	None	15003	1
66944	mcp2k	human	0	5002	0.00	0	0	0	None	5005	5005	5005	5005	None	None	None	0
67026	mcp2k	ai-scanner	0	17002	0.58	1	0	0	17002	17002	17002	17002	17002	None	None	17002	1
67394	mcp1k	human	0	19004	0.72	1	0	0	19004	19004	19004	19004	19004	None	None	19004	1
67746	mcp1k	human	0	10001	0.00	1	0	0	10001	10001	10001	10001	10001	None	None	10001	1
67868	mcp2k	ai-scanner	0	16002	0.19	1	0	0	16002	16002	16002	16002	16002	None	None	16002	1
67898	mcp2k	ai-scanner	0	10002	0.91	1	0	0	10002	10002	10002	10002	10002	None	None	10002	1
67928	mcp2k	ai-scanner	0	9001	0.19	1	0	0	9001	9001	9001	9001	9001	None	None	9001	1
67942	mcp2k	human	0	22001	0.00	1	0	0	22001	22001	22001	22001	22001	None	None	22001	1
68280	mcp2k	ai-scanner	0	22003	0.66	1	0	0	22003	22003	22003	22003	22003	None	None	22003	1
68308	mcp2k	ai-scanner	0	6002	0.15	1	0	0	6002	6002	6002	6002	6002	None	None	6002	1
68648	mcp1k	human	0	15002	0.33	0	0	0	15002	22005	15002	15002	15002	None	None	15002	1
68714	mcp1k	human	0	5002	0.91	1	0	0	5002	5002	5002	5002	5002	None	None	5002	1
68748	mcp2k	human	0	13001	0.00	1	0	0	13001	13001	13001	13001	13001	None	None	13001	1
68978	mcp1k	human	0	18002	0.33	1	0	0	18002	22003	18002	18002	18002	None	None	18002	1
69006	mcp2k	ai-scanner	0	11002	0.48	0	0	0	11002	37021	11002	11002	11002	None	None	11002	1
69144	mcp2k	ai-scanner	0	13002	0.38	1	0	0	13002	13002	13002	13002	13002	None	None	13002	1
69152	mcp2k	ai-scanner	0	5002	0.63	1	0	0	5002	5002	5002	5002	5002	None	None	5002	1
69232	mcp2k	human	0	20004	0.00	0	0	0	20008	59015	20008	20008	20008	None	None	20008	0
69254	mcp2k	ai-scanner	0	4003	0.50	0	0	0	4003	30014	4003	4003	4003	None	None	4003	1
69306	mcp2k	ai-scanner	0	9001	1.17	0	0	0	9001	39022	9001	9001	9001	None	None	9001	1
69314	nuecc48	human	0	3004	0.11	1	0	0	3004	3004	3004	3004	3004	None	None	3004	1
69666	mcp2k	ai-scanner	0	15001	0.12	1	0	0	15004	15001	15001	15001	15001	None	None	15004	1
69936	mcp2k	ai-scanner	0	14000	1.47	1	0	0	14000	19005	14000	14000	14000	None	None	14000	1
70010	mcp2k	human	0	8000	0.00	1	0	0	8001	8001	8001	8001	8001	None	None	8001	0
70084	mcp2k	human	0	20008	2.61	1	0	0	20008	20008	20008	20008	20008	None	None	20008	1
70178	mcp2k	ai-scanner	0	12002	0.47	1	0	0	12002	12002	12002	12002	12002	None	None	12002	1
70186	mcp2k	ai-scanner	0	11002	0.56	1	0	0	11002	11002	11002	11002	11002	None	None	11002	1
70472	mcp2k	human	0	16001	3.05	0	0	0	16001	16001	16001	16001	16001	None	None	16001	1
70538	mcp2k	human	0	16001	0.12	1	0	0	16001	16001	16001	16001	16001	None	None	16001	1
70612	mcp2k	human	0	8002	0.00	0	0	0	8001	24003	8001	8001	8001	None	None	8001	0
70692	mcp2k	ai-scanner	0	18003	0.43	1	0	0	18003	18003	18003	18003	18003	None	None	18003	1
70766	mcp2k	human	0	21001	0.00	0	0	0	21001	21001	21001	21001	21001	None	None	21001	1
70912	mcp2k	ai-scanner	0	10003	0.23	1	0	0	10003	10003	10003	10003	10003	None	None	10003	1
71022	mcp2k	human	0	16001	0.03	1	0	0	16001	16001	16001	16001	16001	None	None	16001	1
71046	mcp1k	human	0	19002	0.60	1	0	0	19002	52015	19002	19002	19002	None	None	19002	1
71092	mcp2k	human	0	4003	0.00	0	0	0	4001	4001	4001	4001	4001	None	None	4001	0
71178	mcp1k	human	0	79026	0.00	0	0	0	81033	60009	81033	81033	81033	None	None	81033	0
71222	mcp1k	human	0	15002	0.76	1	0	0	15002	15002	15002	15002	15002	None	None	15002	1
71266	mcp1k	human	0	15001	0.00	0	0	0	15001	35002	15001	15001	15001	None	None	15001	1
71372	ncpi0	human	0	92119	0.38	1	0	0	19001	19001	92119	92119	92119	None	None	19001	1
71640	mcp1k	human	0	9002	0.00	0	0	0	9002	35009	9002	9002	9002	None	None	9002	1
71748	mcp2k	ai-scanner	0	8001	1.17	1	0	0	8002	8002	8001	8001	8001	None	None	8002	1
71778	mcp2k	human	0	21001	0.00	1	0	0	21001	21001	21001	21001	21001	None	None	21001	1
71872	mcp2k	human	0	13004	0.55	1	0	0	13004	13004	13004	13004	13004	None	None	13004	1
72055	mcp2k	ai-scanner	0	14001	0.85	1	0	0	14001	14001	14001	14001	14001	None	None	14001	1
72099	mcp2k	human	0	12000	0.00	0	0	0	12000	40017	12000	12000	12000	None	None	12000	1
72170	mcp2k	ai-scanner	0	5002	0.29	1	0	0	5002	5002	5002	5002	5002	None	None	5002	1
72174	mcp2k	ai-scanner	0	5002	1.05	1	0	0	5002	5002	5002	5002	5002	None	None	5002	1
72256	mcp1k	human	0	9002	0.40	0	0	0	9002	38005	9002	9002	9002	None	None	9002	1
72586	mcp1k	human	0	17000	0.00	0	0	1	17003	17003	17003	17003	17003	None	None	17003	0
72742	mcp2k	ai-scanner	0	16002	0.62	1	0	0	16002	23004	16002	16002	16002	None	None	16002	1
72759	mcp2k	ai-scanner	0	10003	1.22	1	0	0	10003	28007	28007	28007	28007	None	None	10003	0
72840	mcp2k	ai-scanner	0	21002	0.60	1	0	0	21002	21002	21002	21002	21002	None	None	21002	1
72940	mcp2k	ai-scanner	0	10002	0.00	1	0	0	10002	10002	10002	10002	10002	None	None	10002	1
73004	mcp1k	human	0	15003	1.17	1	0	0	15006	15003	15003	15003	15003	None	None	15006	1
73336	mcp2k	ai-scanner	0	11003	0.34	1	0	0	11009	11003	11003	11003	11003	None	None	11009	1
73412	mcp2k	ai-scanner	0	13002	0.44	1	0	1	13003	13003	13003	13003	13003	None	None	13003	0
73688	mcp2k	human	0	16006	0.60	0	0	0	16006	16003	16003	16003	16003	None	None	16006	0
73698	mcp2k	ai-scanner	0	14002	0.00	1	0	0	14002	14002	14002	14002	14002	None	None	14002	1
73727	mcp2k	ai-scanner	0	55006	9.79	1	0	0	15001	27002	15001	15001	15001	None	None	15001	0
73838	mcp2k	human	0	13002	0.24	1	0	0	13002	13002	13002	13002	13002	None	None	13002	1
74146	mcp2k	human	0	14004	0.00	0	0	0	14004	14003	14003	14003	14003	None	None	14004	0
74270	mcp2k	human	0	22001	0.00	0	0	0	22002	27004	22002	22002	22002	None	None	22002	0
74326	mcp2k	ai-scanner	0	10003	0.73	1	0	0	10003	10003	10003	10003	10003	None	None	10003	1
74336	mcp2k	ai-scanner	0	68029	0.37	1	0	0	22001	68029	68029	68029	68029	None	None	22001	1
74380	mcp2k	ai-scanner	0	13003	0.31	1	0	0	13003	15006	13003	13003	13003	None	None	13003	1
74544	nuecc48	human	0	12001	0.47	1	0	0	12036	12001	12001	12001	12001	None	None	12036	1
75040	mcp2k	ai-scanner	0	17007	0.16	1	0	0	17005	17007	17007	17007	17007	None	None	17005	1
75135	mcp2k	ai-scanner	0	14004	1.20	1	0	0	14004	14004	14004	14004	14004	None	None	14004	1
75206	mcp2k	human	0	10003	0.00	1	0	0	10004	10003	10003	10003	10003	None	None	10004	1
75316	mcp2k	human	0	15002	0.00	0	0	0	15001	48021	15001	15001	15001	None	None	15001	0
75377	mcp2k	ai-scanner	0	20002	0.38	1	0	0	20002	20002	20002	20002	20002	None	None	20002	1
75554	mcp2k	human	0	32022	0.00	0	0	0	4001	26017	4001	4001	4001	None	None	4001	0
75678	mcp2k	human	0	15001	0.00	0	0	0	15001	26005	15001	15001	15001	None	None	15001	1
75700	mcp2k	ai-scanner	0	15002	2.88	1	0	0	15002	15002	15002	15002	15002	None	None	15002	1
75729	mcp2k	human	0	18000	0.00	1	0	0	18000	18000	18003	18003	18003	None	None	18000	0
75862	mcp2k	ai-scanner	0	10002	0.91	1	0	0	10002	10002	10002	10002	10002	None	None	10002	1
75954	mcp2k	human	0	21005	0.00	1	0	0	21002	21005	21005	21005	21005	None	None	21002	1
76038	mcp2k	ai-scanner	0	18002	0.42	1	0	0	18003	18002	18002	18002	18002	None	None	18003	1
76059	mcp2k	ai-scanner	0	9003	0.12	1	0	0	9003	9003	9003	9003	9003	None	None	9003	1
76250	mcp2k	ai-scanner	0	16002	0.74	1	0	0	16002	16002	16002	16002	16002	None	None	16002	1
76280	mcp2k	ai-scanner	0	15002	1.01	1	0	0	15002	15002	15002	15002	15002	None	None	15002	1
76346	mcp2k	human	0	48036	0.00	0	0	0	14007	14007	14007	14007	14007	None	None	14007	0
76350	mcp2k	human	0	12017	0.78	0	0	0	12017	64083	12017	12017	12017	None	None	12017	1
76866	mcp2k	human	0	9001	0.00	0	0	0	9000	38018	9000	9000	9000	None	None	9000	0
76888	mcp2k	ai-scanner	0	18002	0.71	1	0	0	18002	18002	18002	18002	18002	None	None	18002	1
76998	mcp2k	ai-scanner	0	17002	0.00	0	0	0	17002	48008	17002	17002	17002	None	None	17002	1
77328	mcp2k	ai-scanner	0	16002	1.16	1	0	0	16002	16002	16002	16002	16002	None	None	16002	1
77702	mcp2k	human	0	21002	0.25	1	0	0	21002	21002	21002	21002	21002	None	None	21002	1
77846	mcp2k	ai-scanner	0	12002	0.48	1	0	0	12002	12002	12002	12002	12002	None	None	12002	1
77878	mcp2k	ai-scanner	0	8001	0.72	1	0	0	8005	8005	8005	8005	8005	None	None	8005	0
77978	mcp2k	ai-scanner	0	53008	0.83	1	0	0	15001	53008	53008	53008	53008	None	None	15001	1
78242	mcp2k	ai-scanner	0	17005	0.69	1	0	0	17003	17005	17005	17005	17005	None	None	17003	1
79491	mcp2k	ai-scanner	0	6002	0.33	1	0	0	6002	6002	6002	6002	6002	None	None	6002	1
79616	mcp2k	human	0	18001	0.00	0	0	0	18001	18000	18001	18001	18001	None	None	18001	1
81420	mcp2k	ai-scanner	0	15002	2.96	1	0	0	15002	15002	15002	15002	15002	None	None	15002	1
81597	nuecc48	human	0	19006	0.31	1	0	0	19006	19006	19006	19006	19006	None	None	19006	1
82322	mcp2k	human	0	34009	7.54	1	0	0	11001	11001	11001	11001	11001	None	None	11001	0
84229	ncpi0	human	0	19041	0.42	1	0	0	9005	19041	19041	19041	19041	None	None	9005	1
90055	nuecc48	human	0	11002	0.12	1	0	0	11002	11002	11002	11002	11002	None	None	11002	1
90135	mcp2k	human	0	9001	0.00	0	0	0	9001	43011	9001	9001	9001	None	None	9001	1
90179	mcp2k	ai-scanner	0	17002	0.22	0	0	0	17002	117011	17002	17002	17002	None	None	17002	1
91235	mcp2k	ai-scanner	0	13002	0.19	1	0	0	13002	13002	13002	13002	13002	None	None	13002	1
91367	mcp2k	ai-scanner	0	7002	0.50	1	0	0	7002	7002	7002	7002	7002	None	None	7002	1
91697	mcp2k	ai-scanner	0	2003	2.20	1	0	0	2003	2003	2003	2003	2003	None	None	2003	1
91917	mcp2k	ai-scanner	0	17006	0.00	1	0	0	17006	17006	17006	17006	17006	None	None	17006	1
92134	mcp2k	ai-scanner	0	18003	0.77	1	0	0	18003	18003	18003	18003	18003	None	None	18003	1
92225	mcp2k	ai-scanner	0	14001	0.64	1	0	0	14002	14001	14001	14001	14001	None	None	14002	1
92904	mcp2k	human	0	15000	0.00	0	0	0	15001	19003	15001	15001	15001	None	None	15001	0
92992	mcp2k	human	0	3002	1.34	0	0	1	3002	3002	3002	3002	3002	None	None	3002	1
93105	mcp2k	ai-scanner	0	9002	0.51	1	0	0	9002	9002	9002	9002	9002	None	None	9002	1
93545	mcp2k	ai-scanner	0	11002	0.00	1	0	0	11002	11000	11002	11002	11002	None	None	11002	1
93677	mcp2k	ai-scanner	0	16002	0.03	0	0	0	16002	89014	16002	16002	16002	None	None	16002	1
93696	mcp2k	ai-scanner	0	7002	0.46	1	0	0	7003	7002	7002	7002	7002	None	None	7003	1
93776	mcp2k	human	0	9001	0.00	1	0	0	9001	9001	9001	9001	9001	None	None	9001	1
94092	mcp2k	ai-scanner	0	13003	2.95	1	0	0	13003	14005	13003	13003	13003	None	None	13003	1
94224	mcp2k	ai-scanner	0	17004	0.35	1	0	0	17004	17004	17004	17004	17004	None	None	17004	1
94293	mcp2k	ai-scanner	0	16002	0.53	1	0	0	16002	16002	16002	16002	16002	None	None	16002	1
94392	mcp2k	ai-scanner	0	5002	0.19	1	0	0	5002	5002	5002	5002	5002	None	None	5002	1
94546	mcp2k	human	0	13001	0.08	1	0	0	13002	13001	13001	13001	13001	None	None	13002	1
94678	mcp2k	human	0	8001	0.00	1	0	0	8001	8001	8001	8001	8001	None	None	8001	1
94942	mcp2k	ai-scanner	0	10007	0.54	1	0	0	10002	10002	10002	10002	10002	None	None	10002	0
95074	mcp2k	ai-scanner	0	10002	0.81	1	0	0	10002	10002	10002	10002	10002	None	None	10002	1
95170	mcp2k	human	0	15000	0.00	0	0	0	15001	52021	52021	52021	52021	None	None	15001	0
95405	mcp2k	ai-scanner	0	17002	0.66	1	0	0	17002	17002	17002	17002	17002	None	None	17002	1
