evt	arm	em_excl	deg	n_trk_near	n_sh_near	n_stubs	n_passthru	n_shortcut	n_orphans	kink	kink_seg	numu	nue	detail
288639	work-pr103-on-mcp1k	0	2	2	0	0	0	1	0	1.28	8001	2.971548557281494	-15.0	{"stubs": [], "passthru": [], "shortcut": [{"seg": 35010, "len": 58.1, "sh": 0, "J": 35019, "dJ": 2.53, "Jdeg": 1, "link": []}], "orphans": []}
288745	work-pr103-on-mcp1k	0	4	4	0	0	0	0	0	1.14	23007	0.6411021947860718	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
288859	work-pr103-on-mcp1k	0	1	1	0	0	0	0	0	0.29	9003	3.3591697216033936	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
288947	work-pr103-on-mcp1k	0	3	3	0	0	0	0	0	1.23	16012	2.787652015686035	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
289251	work-pr103-on-mcp1k	0	1	1	0	0	0	0	0	0.69	12002	-0.04195748642086983	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
289559	work-pr103-on-mcp1k	0	3	3	0	0	0	0	0	2.15	14007	4.2873125076293945	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
289832	work-pr103-on-mcp1k	0	1	1	0	0	0	0	0	0.74	10001	3.241950750350952	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
290052	work-pr103-on-mcp1k	0	2	2	0	0	0	0	0	1.74	8016	1.3259698152542114	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
290294	work-pr103-on-mcp1k	0	2	2	0	0	0	0	0	0.57	12000	2.6956019401550293	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
290729	work-pr103-on-mcp1k	0	2	2	0	0	0	0	0	0.47	12016	2.0589561462402344	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
291037	work-pr103-on-mcp1k	0	1	1	0	0	0	0	0	0.84	13010	1.9721778631210327	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
291064	work-pr103-on-mcp1k	0	1	1	0	0	0	0	0	0.74	14000	3.1967201232910156	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
291262	work-pr103-on-mcp1k	0	2	1	0	0	0	0	0	0.4	18005	2.7989537715911865	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
291372	work-pr103-on-mcp1k	0	1	1	0	0	0	0	0	0.0	-1	-1.6531085968017578	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
291499	work-pr103-on-mcp1k	0	1	1	0	0	0	0	0	0.31	12000	-1.1778243780136108	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
291548	work-pr103-on-mcp1k	0	3	3	0	0	0	0	0	1.21	21003	1.5038197040557861	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
291570	work-pr103-on-mcp1k	0	1	1	0	0	0	0	0	0.77	17000	-0.9599302411079407	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
291961	work-pr103-on-mcp1k	0	4	4	0	0	0	0	0	1.99	4007	2.391706705093384	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
292005	work-pr103-on-mcp1k	0	3	2	0	0	0	0	0	0.47	18007	4.170196056365967	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
292027	work-pr103-on-mcp1k	0	2	2	0	0	0	0	0	0.35	12007	4.301008224487305	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
292384	work-pr103-on-mcp1k	0	2	2	0	0	0	0	0	0.32	19008	4.301008224487305	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
292406	work-pr103-on-mcp1k	0	1	1	0	0	0	0	0	0.47	6000	0.8490660190582275	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
292533	work-pr103-on-mcp1k	0	2	2	0	0	0	0	0	1.37	3015	4.301008224487305	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
292577	work-pr103-on-mcp1k	0	1	1	0	0	0	0	0	0.24	12000	2.25299334526062	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
292643	work-pr103-on-mcp1k	0	2	2	0	0	0	0	0	0.29	18010	3.1934659481048584	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
292687	work-pr103-on-mcp1k	0	3	3	0	0	0	0	0	0.81	11013	3.812121629714966	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
293149	work-pr103-on-mcp1k	0	2	1	1	0	0	0	0	2.25	4001	-1.0742052793502808	-4.300936222076416	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
313781	work-pr103-on-mcp1k	0	2	2	0	0	0	0	0	0.0	-1	-3.1673007011413574	-4.300936222076416	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
313847	work-pr103-on-mcp1k	0	3	2	1	0	0	0	0	0.79	19014	3.49420166015625	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
313979	work-pr103-on-mcp1k	0	2	2	0	0	0	0	0	0.62	12005	4.301008224487305	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
314507	work-pr103-on-mcp1k	0	1	1	0	0	0	0	0	0.62	17002	-0.12140931189060211	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
314705	work-pr103-on-mcp1k	0	1	0	0	0	0	0	0	0.0	-1	-0.894788384437561	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
315013	work-pr103-on-mcp1k	0	2	2	0	0	0	0	0	0.9	15020	2.0414891242980957	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
315167	work-pr103-on-mcp1k	0	4	3	1	0	0	0	0	1.92	8035	2.804750680923462	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
315343	work-pr103-on-mcp1k	0	2	2	0	0	0	0	0	0.59	7006	-1.0001212358474731	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
315497	work-pr103-on-mcp1k	0	1	1	0	0	0	0	0	0.66	14002	2.381068706512451	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
315849	work-pr103-on-mcp1k	0	1	1	0	0	0	0	0	3.51	11000	-0.825844943523407	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
315871	work-pr103-on-mcp1k	0	2	1	0	1	0	0	0	0.26	18005	2.5421690940856934	-15.0	{"stubs": [[18006, 2.18]], "passthru": [], "shortcut": [], "orphans": []}
316003	work-pr103-on-mcp1k	0	1	1	0	0	0	0	0	0.81	16001	-3.2256319522857666	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
316025	work-pr103-on-mcp1k	0	4	3	0	0	0	0	0	0.46	16034	2.9184341430664062	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
316311	work-pr103-on-mcp1k	0	2	2	0	0	0	0	0	0.27	11001	4.229985237121582	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
316553	work-pr103-on-mcp1k	0	2	2	0	0	0	0	0	0.52	11002	3.748328447341919	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
316729	work-pr103-on-mcp1k	0	2	2	0	0	0	0	0	2.01	8029	3.9586262702941895	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
317191	work-pr103-on-mcp1k	0	3	3	0	0	0	0	0	1.13	17029	1.4460246562957764	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
317741	work-pr103-on-mcp1k	0	1	1	0	0	0	0	0	0.0	-1	-1.3212597370147705	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
317939	work-pr103-on-mcp1k	0	4	3	1	0	0	0	0	2.5	26002	2.45371675491333	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
318731	work-pr103-on-mcp1k	0	2	2	0	0	0	0	0	0.55	1001	3.312065362930298	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
319039	work-pr103-on-mcp1k	0	1	1	0	0	0	0	0	0.34	20000	0.06933733820915222	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
319611	work-pr103-on-mcp1k	0	2	2	0	0	0	0	0	0.33	2001	2.9982192516326904	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
320029	work-pr103-on-mcp1k	0	1	1	0	0	0	0	0	0.35	24002	3.138871431350708	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
320667	work-pr103-on-mcp1k	0	2	1	1	0	0	0	0	2.11	21003	1.1517250537872314	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
320865	work-pr103-on-mcp1k	0	2	2	0	0	0	0	0	0.95	13001	4.20998477935791	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
321107	work-pr103-on-mcp1k	0	2	2	0	0	0	0	0	1.02	13000	3.464871883392334	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
321173	work-pr103-on-mcp1k	0	2	2	0	0	0	0	0	0.43	10001	3.009815216064453	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
321371	work-pr103-on-mcp1k	0	2	2	0	0	0	0	0	0.5	27012	1.3966580629348755	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
321767	work-pr103-on-mcp1k	0	1	1	0	0	0	0	0	0.21	15006	3.137859344482422	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
321789	work-pr103-on-mcp1k	0	1	1	0	0	0	0	0	0.45	7000	-0.02717175893485546	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
345633	work-pr103-on-mcp1k	0	2	1	0	1	0	3	0	0.0	-1	0.5169819593429565	-15.0	{"stubs": [[8044, 2.26]], "passthru": [], "shortcut": [{"seg": 8028, "len": 46.8, "sh": 0, "J": 8011, "dJ": 3.69, "Jdeg": 4, "link": [[8043, 4.74]]}, {"seg": 8042, "len": 5.0, "sh": 1, "J": 8011, "dJ": 3.69, "Jdeg": 4, "link": [[8043, 4.74]]}, {"seg": 8045, "len": 14.3, "sh": 0, "J": 8011, "dJ": 3.69, "Jdeg": 4, "link": [[8043, 4.74]]}], "orphans": []}
346623	work-pr103-on-mcp1k	0	2	2	0	0	0	0	0	0.54	14001	-1.9867618083953857	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
347085	work-pr103-on-mcp1k	0	3	3	0	0	0	0	0	1.27	4011	2.6586852073669434	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
347129	work-pr103-on-mcp1k	1	2	1	1	0	0	0	0	0.0	-1	-2.905665397644043	-4.300936222076416	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
348471	work-pr103-on-mcp1k	0	2	2	0	0	0	0	0	0.86	12052	2.782367467880249	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
348515	work-pr103-on-mcp1k	0	2	1	0	1	0	0	0	0.0	-1	0.053749386221170425	-15.0	{"stubs": [[14008, 2.42]], "passthru": [], "shortcut": [], "orphans": []}
348691	work-pr103-on-mcp1k	0	4	2	0	1	0	0	0	0.47	9012	4.267166614532471	-15.0	{"stubs": [[9014, 1.61]], "passthru": [], "shortcut": [], "orphans": []}
348713	work-pr103-on-mcp1k	0	2	2	0	0	0	0	0	0.25	7003	2.7076897621154785	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
348845	work-pr103-on-mcp1k	0	2	2	0	0	0	0	0	1.58	7004	2.6223769187927246	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
349087	work-pr103-on-mcp1k	0	2	1	0	0	0	0	0	0.22	3001	-1.577031135559082	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
349241	work-pr103-on-mcp1k	0	2	2	0	0	0	0	0	1.22	15001	2.168548107147217	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
349461	work-pr103-on-mcp1k	0	2	2	0	0	0	0	0	1.86	17004	2.9211807250976562	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
349549	work-pr103-on-mcp1k	0	3	3	0	0	0	0	0	3.16	12088	2.8932831287384033	-1.5973584651947021	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
349835	work-pr103-on-mcp1k	0	2	2	0	0	0	0	0	1.02	2004	2.5093834400177	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
349879	work-pr103-on-mcp1k	0	2	2	0	0	0	0	0	0.23	17001	4.281824111938477	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
349945	work-pr103-on-mcp1k	0	4	4	0	0	0	0	0	2.74	18054	4.04497766494751	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
350121	work-pr103-on-mcp1k	0	2	2	0	0	0	0	0	1.22	2048	4.301008224487305	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
350297	work-pr103-on-mcp1k	0	2	2	0	0	0	0	0	0.42	18001	3.9614548683166504	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
350935	work-pr103-on-mcp1k	0	2	2	0	0	0	0	0	1.49	17014	2.118771553039551	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
351705	work-pr103-on-mcp1k	0	1	1	0	0	0	0	0	0.2	3000	1.688462495803833	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
351749	work-pr103-on-mcp1k	0	1	1	0	0	0	0	0	0.0	-1	-2.503046989440918	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
352123	work-pr103-on-mcp1k	0	2	2	0	0	0	0	0	0.48	10005	2.7171452045440674	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
352233	work-pr103-on-mcp1k	0	1	1	0	0	0	0	0	0.19	6000	1.6954971551895142	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
353223	work-pr103-on-mcp1k	0	2	2	0	0	0	0	0	1.1	15012	-0.1706886738538742	-4.300936222076416	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
353729	work-pr103-on-mcp1k	0	1	1	0	0	0	0	0	0.57	32000	-0.5155669450759888	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
353751	work-pr103-on-mcp1k	0	2	1	1	0	0	0	0	1.02	10003	0.8955227136611938	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
386332	work-pr103-on-mcp1k	0	2	2	0	0	0	0	0	0.69	12001	0.6224519610404968	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
386442	work-pr103-on-mcp1k	1	1	0	1	0	0	0	0	0.0	-1	-1.3712522983551025	4.055154323577881	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
386948	work-pr103-on-mcp1k	0	2	2	0	0	0	0	0	0.0	-1	-1.6453818082809448	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
387850	work-pr103-on-mcp1k	0	1	1	0	0	0	0	0	0.2	15000	-1.1755825281143188	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
388026	work-pr103-on-mcp1k	0	2	2	0	0	0	0	0	0.86	12007	4.301008224487305	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
388224	work-pr103-on-mcp1k	0	4	3	0	1	0	1	0	1.46	3039	3.529266357421875	-15.0	{"stubs": [[3036, 1.95]], "passthru": [], "shortcut": [{"seg": 3008, "len": 17.8, "sh": 1, "J": 3002, "dJ": 3.61, "Jdeg": 2, "link": []}], "orphans": []}
389588	work-pr103-on-mcp1k	0	1	0	0	1	0	0	0	0.0	-1	-0.9467976689338684	-15.0	{"stubs": [[17015, 2.31]], "passthru": [], "shortcut": [], "orphans": []}
389874	work-pr103-on-mcp1k	1	1	0	1	0	0	0	0	0.0	-1	-1.5737909078598022	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
390182	work-pr103-on-mcp1k	0	5	4	0	0	0	0	0	2.59	4033	0.8386352062225342	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
390842	work-pr103-on-mcp1k	0	2	1	0	1	0	0	0	0.44	3002	2.985252618789673	-15.0	{"stubs": [[3004, 2.27]], "passthru": [], "shortcut": [], "orphans": []}
390864	work-pr103-on-mcp1k	0	1	1	0	0	0	0	0	0.65	16003	-0.8234372735023499	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
390996	work-pr103-on-mcp1k	0	1	0	0	1	0	0	0	0.0	-1	-2.5287089347839355	-15.0	{"stubs": [[9000, 1.51]], "passthru": [], "shortcut": [], "orphans": []}
391238	work-pr103-on-mcp1k	0	1	0	0	1	0	0	0	0.0	-1	-2.4109034538269043	-15.0	{"stubs": [[49005, 0.26]], "passthru": [], "shortcut": [], "orphans": []}
391260	work-pr103-on-mcp1k	0	2	2	0	0	0	0	0	1.13	13002	3.425230026245117	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
391766	work-pr103-on-mcp1k	0	1	1	0	0	0	0	0	0.49	17002	-4.301008224487305	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
392552	work-pr103-on-mcp1k	0	1	1	0	0	0	0	0	0.69	12000	2.5419418811798096	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
393042	work-pr103-on-mcp1k	0	1	1	0	0	0	0	0	0.43	15002	3.680863618850708	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
393212	work-pr103-on-mcp1k	0	1	1	0	0	0	0	0	1.69	83045	-1.331727385520935	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
393608	work-pr103-on-mcp1k	0	2	2	0	0	0	0	0	1.38	9000	1.3127858638763428	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
394532	work-pr103-on-mcp1k	0	1	1	0	0	0	1	0	0.0	-1	-1.5345773696899414	-15.0	{"stubs": [], "passthru": [], "shortcut": [{"seg": 39023, "len": 4.4, "sh": 0, "J": 39033, "dJ": 3.37, "Jdeg": 2, "link": []}], "orphans": []}
394642	work-pr103-on-mcp1k	0	2	1	1	0	0	1	0	0.51	13012	-2.709044933319092	-15.0	{"stubs": [], "passthru": [], "shortcut": [{"seg": 50010, "len": 4.0, "sh": 0, "J": 50010, "dJ": 3.72, "Jdeg": 1, "link": []}], "orphans": []}
394796	work-pr103-on-mcp1k	0	2	2	0	0	0	0	0	0.46	15004	2.209240674972534	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
395148	work-pr103-on-mcp1k	0	2	2	0	0	0	0	0	1.55	21006	3.060945749282837	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
395390	work-pr103-on-mcp1k	0	1	0	0	1	0	0	0	0.0	-1	-1.1750476360321045	-15.0	{"stubs": [[13005, 0.46]], "passthru": [], "shortcut": [], "orphans": []}
395610	work-pr103-on-mcp1k	0	1	1	0	0	0	0	0	0.54	22000	2.141033172607422	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
395654	work-pr103-on-mcp1k	0	1	1	0	0	0	0	0	0.81	15001	3.581664562225342	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
395962	work-pr103-on-mcp1k	0	3	3	0	0	0	0	0	1.11	15008	2.0796782970428467	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
397480	work-pr103-on-mcp1k	0	1	0	0	1	0	0	0	0.0	-1	-1.8460323810577393	-15.0	{"stubs": [[8006, 1.44]], "passthru": [], "shortcut": [], "orphans": []}
397722	work-pr103-on-mcp1k	0	2	2	0	0	0	0	0	0.2	18005	2.991816282272339	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
397920	work-pr103-on-mcp1k	0	2	2	0	0	0	0	0	0.43	8001	3.6370904445648193	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
398084	work-pr103-on-mcp1k	1	1	0	1	0	0	0	0	0.0	-1	-2.6093831062316895	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
398260	work-pr103-on-mcp1k	0	2	2	0	0	0	0	0	0.38	5003	3.6407053470611572	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
398414	work-pr103-on-mcp1k	0	1	1	0	0	0	0	0	0.66	18000	-0.625792920589447	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
398436	work-pr103-on-mcp1k	0	1	0	0	1	0	0	0	0.0	-1	-2.896902084350586	-15.0	{"stubs": [[8000, 0.13]], "passthru": [], "shortcut": [], "orphans": []}
398514	work-pr103-on-mcp1k	0	1	0	0	1	0	0	0	0.0	-1	-2.040656805038452	-15.0	{"stubs": [[18006, 0.33]], "passthru": [], "shortcut": [], "orphans": []}
398690	work-pr103-on-mcp1k	0	2	2	0	0	0	0	0	0.53	18002	-1.5014981031417847	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
399052	work-pr103-on-mcp1k	0	1	1	0	0	0	0	0	0.12	19046	0.48639824986457825	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
399118	work-pr103-on-mcp1k	0	1	1	0	0	0	0	0	0.63	9000	1.9129230976104736	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
399328	work-pr103-on-mcp1k	0	2	2	0	0	0	0	0	1.1	12009	-1.569584846496582	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
399702	work-pr103-on-mcp1k	0	4	4	0	0	0	0	0	0.89	27003	2.809783458709717	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
399856	work-pr103-on-mcp1k	0	1	1	0	0	0	0	0	0.41	3002	1.195241093635559	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
399998	work-pr103-on-mcp1k	0	3	3	0	0	0	0	0	0.88	20002	1.3461542129516602	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
400054	work-pr103-on-mcp1k	0	1	1	0	0	0	0	0	0.0	-1	-1.1078095436096191	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
400460	work-pr103-on-mcp1k	0	1	1	0	0	0	0	0	0.21	18010	2.0945916175842285	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
400504	work-pr103-on-mcp1k	0	1	1	0	0	0	1	0	0.98	6001	1.037420392036438	-15.0	{"stubs": [], "passthru": [], "shortcut": [{"seg": 62014, "len": 12.4, "sh": 1, "J": 62008, "dJ": 2.6, "Jdeg": 1, "link": []}], "orphans": []}
400592	work-pr103-on-mcp1k	0	2	2	0	0	0	0	0	0.29	14002	4.301008224487305	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
400636	work-pr103-on-mcp1k	0	2	1	0	1	0	0	0	0.99	13004	4.130160331726074	-15.0	{"stubs": [[13009, 1.87]], "passthru": [], "shortcut": [], "orphans": []}
400856	work-pr103-on-mcp1k	0	2	2	0	0	0	0	0	0.79	12011	3.8074285984039307	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
401054	work-pr103-on-mcp1k	0	2	2	0	0	0	0	0	0.0	-1	-1.4568977355957031	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
401252	work-pr103-on-mcp1k	0	2	2	0	0	0	0	0	0.62	25006	3.2863011360168457	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
401450	work-pr103-on-mcp1k	1	3	1	1	0	0	0	0	0.0	-1	-3.5749356746673584	0.9815932512283325	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
401516	work-pr103-on-mcp1k	0	2	2	0	0	0	0	0	0.89	12008	2.627634286880493	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
401626	work-pr103-on-mcp1k	0	1	1	0	0	0	0	0	0.58	9000	2.3494110107421875	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
401780	work-pr103-on-mcp1k	0	1	1	0	0	0	0	0	1.91	13002	0.9203410148620605	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
402330	work-pr103-on-mcp1k	0	2	2	0	0	0	0	0	0.74	1009	2.64213228225708	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
402506	work-pr103-on-mcp1k	0	1	0	0	1	0	0	0	0.0	-1	-2.9216346740722656	-15.0	{"stubs": [[13000, 0.65]], "passthru": [], "shortcut": [], "orphans": []}
402880	work-pr103-on-mcp1k	0	1	1	0	0	0	0	0	0.3	9003	-0.9172954559326172	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
404244	work-pr103-on-mcp1k	0	2	2	0	0	0	0	0	0.58	12002	1.5831780433654785	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
404684	work-pr103-on-mcp1k	0	3	3	0	0	0	0	0	1.15	9004	0.5105209350585938	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
405234	work-pr103-on-mcp1k	0	2	2	0	0	0	0	0	0.89	16014	0.2792847752571106	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
405432	work-pr103-on-mcp1k	0	2	2	0	0	0	0	0	0.61	15004	3.5522706508636475	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
405454	work-pr103-on-mcp1k	0	1	0	0	1	0	0	0	0.0	-1	-2.188551902770996	-15.0	{"stubs": [[54000, 0.24]], "passthru": [], "shortcut": [], "orphans": []}
405674	work-pr103-on-mcp1k	0	2	2	0	0	0	0	0	0.46	11008	4.301008224487305	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
405740	work-pr103-on-mcp1k	0	1	1	0	0	0	0	0	0.67	14003	0.07541458308696747	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
406444	work-pr103-on-mcp1k	0	1	0	0	1	0	0	0	0.0	-1	-3.469808340072632	-15.0	{"stubs": [[9000, 0.34]], "passthru": [], "shortcut": [], "orphans": []}
406642	work-pr103-on-mcp1k	0	1	0	0	1	0	0	0	0.0	-1	-1.929776906967163	-15.0	{"stubs": [[4000, 0.57]], "passthru": [], "shortcut": [], "orphans": []}
406752	work-pr103-on-mcp1k	0	2	2	0	0	0	0	0	0.62	7005	0.23256148397922516	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
406796	work-pr103-on-mcp1k	0	3	2	0	1	0	0	0	0.78	11000	2.5231449604034424	-15.0	{"stubs": [[11014, 2.34]], "passthru": [], "shortcut": [], "orphans": []}
407148	work-pr103-on-mcp1k	0	2	2	0	0	0	0	0	0.32	15006	4.121788024902344	-15.0	{"stubs": [], "passthru": [], "shortcut": [], "orphans": []}
407280	work-pr103-on-mcp1k	0	2	2	0	1	0	1	1	0.0	-1	0.08354604244232178	-15.0	{"stubs": [[51017, 1.49]], "passthru": [], "shortcut": [{"seg": 16010, "len": 128.8, "sh": 0, "J": 16002, "dJ": 1.49, "Jdeg": 2, "link": [[51017, 1.49]]}], "orphans": [{"seg": 16010, "len": 128.8, "dmin": 1.49}]}
