event	truth	frac_wanted	keep_node	cand_node	conn1	conn2	mv1	mv2	len1	len2	gap	gap_exact	angle_fold	nstep	ngood	nbad	badrun	cont_frac	qmed	qfrac	dqdx_frag	dqdx_abs	t0_frag	t0_abs	walked	ax15_ang	ax100_ang	ax_d	jx15_ang	jx100_ang	jx_d
71372	DISTINCT	0.0	19049	74215	2	2	1	0	554.2	2.8	18.57	18.57	81.87	30	6	24	24	0.2	2905.5	0.8	5671.4	16998.6	2.0	2.0	1	92.84	102.14	18.57	92.84	102.14	18.57
71372	DISTINCT	0.0	94132	74215	2	2	0	0	32.9	2.8	19.89	19.89	77.01	32	1	31	31	0.031	3078.3	0.812	5671.4	5349.5	2.0	2.0	1	135.05	135.2	19.89	135.05	135.2	19.89
71372	DISTINCT	0.0	97140	74215	2	2	0	0	13.9	2.8	3.92	3.92	39.69	6	2	4	2	0.333	5215.6	1.0	5659.8	5280.0	2.0	2.0	1	113.31	126.47	4.52	111.82	123.31	3.92
71372	DISTINCT	0.0	19049	75117	2	3	1	0	554.2	2.6	28.15	28.15	59.32	46	3	43	43	0.065	0.0	0.413	3830.4	16998.6	2.0	2.0	1	92.93	102.45	28.27	92.93	102.45	28.27
71372	DISTINCT	0.0	74215	75117	2	3	0	0	2.8	2.6	10.05	10.05	77.99	16	0	16	16	0.0	0.0	0.375	3830.4	5671.4	2.0	2.0	1	85.04	85.04	10.29	85.04	85.04	10.29
71372	DISTINCT	0.0	94132	75117	2	3	0	0	32.9	2.6	29.8	29.8	59.83	49	1	48	48	0.02	2149.9	0.633	3830.4	5349.5	2.0	2.0	1	135.74	135.93	29.8	135.74	135.93	29.8
71372	DISTINCT	0.0	97140	75117	2	3	0	0	13.9	2.6	6.41	6.41	62.18	10	0	10	10	0.0	0.0	0.2	3830.4	4145.3	2.0	2.0	1	57.62	68.75	9.62	57.62	68.75	9.62
71372	DISTINCT	0.0	19049	94132	2	2	1	0	554.2	32.9	5.35	5.35	54.44	8	1	7	7	0.125	8957.5	1.0	5349.5	6179.4	2.0	2.0	1	141.65	136.79	5.61	141.65	136.79	5.61
71372	DISTINCT	0.0	19049	97140	2	2	1	0	554.2	13.9	20.13	20.13	75.11	33	7	26	26	0.212	1093.8	0.606	5280.0	16998.6	2.0	2.0	1	81.89	91.14	21.01	81.89	91.14	21.01
71372	DISTINCT	0.0	94132	97140	2	2	0	0	32.9	13.9	22.94	22.94	81.49	37	2	35	35	0.054	2799.6	0.838	5280.0	5349.5	2.0	2.0	1	138.17	138.26	22.94	138.17	138.26	22.94
71372	DISTINCT	0.0	19049	118169	2	3	1	0	554.2	2.2	6.81	6.81	35.65	10	0	10	10	0.0	2204.2	0.6	6759.2	3026.7	2.0	2.0	1	23.97	17.99	111.59	23.97	17.99	111.59
71372	DISTINCT	0.0	19049	126177	2	3	1	0	554.2	0.3	17.33	17.33	84.87	28	0	28	28	0.0	0.0	0.107	2603.4	4469.9	2.0	2.0	1	13.34	8.51	161.63	13.34	8.51	161.63
74544	DISTINCT	0.0	12085	39068	1	3	1	0	344.4	0.4	29.28	29.28	80.11	48	0	48	48	0.0	0.0	0.312	3394.2	8737.4	1.8	1.8	1	98.45	97.11	29.28	98.45	97.11	29.28
74544	DISTINCT	0.0	12085	40069	1	3	1	0	344.4	0.4	8.89	8.89	12.56	14	0	14	14	0.0	0.0	0.214	4137.6	6028.9	1.8	1.8	1	17.26	16.73	86.51	17.26	16.73	86.51
76346	MERGE	0.3333333333333333	14059	14058	1	1	1	1	67.5	6.9	0.0	0.0	57.29	0	0	0	0	1.0	-1.0	-1.0	3599.9	3071.7	1.7	1.7	1	-1.0	-1.0	0.0	-1.0	-1.0	0.0
76346	UNKNOWN	0.0	41031	14058	2	1	1	1	7.1	6.9	11.58	11.58	76.12	18	0	18	18	0.0	0.0	0.222	3599.9	3941.3	1.7	1.7	1	151.83	151.83	12.49	150.66	150.66	11.58
76346	UNKNOWN	0.0	14058	33023	1	3	1	0	6.9	0.2	6.51	6.51	65.15	10	1	9	9	0.1	983.7	0.6	2359.5	3599.9	1.7	1.7	1	75.07	74.29	8.08	75.07	74.29	8.08
76346	MERGE	1.0	14059	33023	1	3	1	0	67.5	0.2	8.08	8.08	89.23	12	1	11	11	0.083	1458.7	0.75	2359.5	3071.7	1.7	1.7	1	125.58	112.93	8.08	125.58	112.93	8.08
76346	UNKNOWN	0.0	36026	33023	3	3	0	0	0.4	0.2	26.82	26.82	53.36	44	0	44	44	0.0	0.0	0.091	2359.5	2527.3	1.7	1.7	1	106.01	106.01	26.96	105.77	105.77	26.82
76346	DISTINCT	0.0	40030	33023	2	3	1	0	1.1	0.2	21.41	21.41	35.66	35	1	34	34	0.029	0.0	0.286	2359.5	2772.8	1.7	1.7	1	160.65	160.65	21.41	160.65	160.65	21.41
76346	UNKNOWN	0.0	41031	33023	2	3	1	0	7.1	0.2	6.38	6.38	68.4	10	0	10	10	0.0	779.2	0.5	2359.5	3941.3	1.7	1.7	1	154.79	154.79	6.38	154.79	154.79	6.38
76346	UNKNOWN	0.0	42033	33023	3	3	0	0	3.3	0.2	7.43	7.43	85.57	11	1	10	10	0.091	126.0	0.545	2359.5	7886.8	1.7	1.7	1	53.65	53.65	7.91	53.65	53.65	7.91
76346	UNKNOWN	0.0	41031	36026	2	3	1	0	7.1	0.4	16.45	16.45	84.58	26	1	25	25	0.038	0.0	0.038	2527.3	7099.8	1.7	1.7	1	43.98	43.98	23.61	43.98	43.98	23.61
76346	UNKNOWN	0.0	42033	36026	3	3	0	0	3.3	0.4	22.95	22.95	64.75	37	0	37	37	0.0	0.0	0.027	2527.3	10306.4	1.7	1.7	1	44.89	44.89	33.21	44.89	44.89	33.21
76346	UNKNOWN	0.0	14058	40030	1	2	1	1	6.9	1.1	16.59	16.59	36.86	27	2	25	25	0.074	0.0	0.259	2772.8	3599.9	1.7	1.7	1	167.43	168.55	16.59	167.43	168.55	16.59
76346	MERGE	1.0	14059	40030	1	2	1	1	67.5	1.1	16.59	16.59	85.87	27	2	25	25	0.074	0.0	0.259	2772.8	3071.7	1.7	1.7	1	114.69	129.62	16.59	114.69	129.62	16.59
76346	UNKNOWN	0.0	41031	40030	2	2	1	1	7.1	1.1	20.16	20.16	57.05	33	0	33	33	0.0	0.0	0.061	2772.8	4306.4	1.7	1.7	1	113.94	113.94	21.01	113.94	113.94	21.01
76346	UNKNOWN	0.0	42033	40030	3	2	0	1	3.3	1.1	17.47	17.47	85.87	28	2	26	26	0.071	0.0	0.214	2772.8	7886.8	1.7	1.7	1	70.95	70.95	17.56	70.95	70.95	17.56
76346	MERGE	1.0	14059	41031	1	2	1	1	67.5	7.1	12.49	12.49	22.38	20	1	19	19	0.05	0.0	0.2	3941.3	3071.7	1.7	1.7	1	152.1	138.78	12.49	152.1	138.78	12.49
76346	UNKNOWN	0.0	14058	42033	1	3	1	0	6.9	3.3	2.38	2.38	31.93	3	0	3	3	0.0	7203.2	1.0	7886.8	3599.9	1.7	1.7	1	70.04	70.91	2.79	70.04	70.91	2.79
76346	MERGE	1.0	14059	42033	1	3	1	0	67.5	3.3	2.79	2.79	7.86	4	1	3	3	0.25	8022.9	1.0	7886.8	3071.7	1.7	1.7	1	106.72	95.46	2.79	106.72	95.46	2.79
76346	UNKNOWN	0.0	41031	42033	2	3	1	0	7.1	3.3	8.74	8.74	27.13	14	1	13	13	0.071	0.0	0.143	10306.4	7099.8	1.7	1.7	1	140.89	140.89	11.97	28.12	28.12	16.38
76346	UNKNOWN	0.0	50052	51053	4	4	0	0	0.4	0.4	11.93	11.93	9.47	19	0	19	19	0.0	0.0	0.158	3266.7	6969.8	1.7	1.7	1	104.33	104.33	12.06	102.76	102.76	11.93
76350	DISTINCT	0.0	12098	12027	1	1	1	0	229.2	14.4	3.48	3.48	71.85	5	2	3	3	0.4	10951.5	1.0	1540.7	3636.5	0.7	0.7	1	83.71	78.53	3.99	83.71	78.53	3.99
76350	DISTINCT	0.0	12027	43037	1	3	0	0	14.4	7.9	11.33	11.33	40.8	18	2	16	15	0.111	5089.8	1.0	7856.8	1540.7	0.7	0.7	1	145.46	145.46	11.33	145.46	145.46	11.33
76350	DISTINCT	0.0	12098	43037	1	3	1	0	229.2	7.9	9.14	9.14	68.71	14	0	14	14	0.0	824.0	0.929	7856.8	3636.5	0.7	0.7	1	163.1	167.11	9.14	163.1	167.11	9.14
76350	DISTINCT	0.0	74071	43037	3	3	0	0	10.7	7.9	0.0	0.0	53.7	0	0	0	0	1.0	-1.0	-1.0	7856.8	7856.8	0.7	0.7	1	32.97	32.97	1.88	32.97	32.97	1.88
76350	DISTINCT	0.0	103093	43037	2	3	1	0	10.9	7.9	14.86	14.86	37.28	24	2	22	22	0.083	1790.2	0.875	7856.8	4770.0	0.7	0.7	1	118.81	118.81	15.06	118.81	118.81	15.06
76350	DISTINCT	0.0	12027	50044	1	3	0	0	14.4	0.2	14.72	14.72	79.2	24	1	23	23	0.042	748.7	0.5	4992.1	1540.7	0.7	0.7	1	91.76	91.76	15.09	91.76	91.76	15.09
76350	DISTINCT	0.0	12098	50044	1	3	1	0	229.2	0.2	16.47	16.47	88.92	26	0	26	26	0.0	0.0	0.462	4992.1	3636.5	0.7	0.7	1	128.66	129.01	16.47	128.66	129.01	16.47
76350	DISTINCT	0.0	43037	50044	3	3	0	0	7.9	0.2	14.75	14.75	63.22	24	1	23	23	0.042	0.0	0.417	4992.1	7856.8	0.7	0.7	1	86.87	82.49	14.83	86.87	82.49	14.83
76350	DISTINCT	0.0	61055	50044	3	3	0	0	0.7	0.2	16.74	16.74	6.55	27	1	26	26	0.037	0.0	0.037	4992.1	3520.4	0.7	0.7	1	112.04	112.04	16.84	111.41	111.41	16.74
76350	DISTINCT	0.0	63057	50044	3	3	0	0	2.8	0.2	23.36	23.36	84.44	38	0	38	38	0.0	0.0	0.474	4992.1	5573.2	0.7	0.7	1	72.17	72.17	23.69	72.17	72.17	23.69
76350	DISTINCT	0.0	74071	50044	3	3	0	0	10.7	0.2	14.75	14.75	81.4	24	1	23	23	0.042	0.0	0.417	4992.1	7856.8	0.7	0.7	1	62.04	62.04	14.75	62.04	62.04	14.75
76350	DISTINCT	0.0	76079	50044	2	3	1	0	7.2	0.2	12.5	12.5	45.52	20	0	20	20	0.0	206.0	0.55	4992.1	6164.1	0.7	0.7	1	64.49	64.49	14.46	64.49	64.49	14.46
76350	DISTINCT	0.0	99083	50044	2	3	0	0	6.4	0.2	16.91	16.91	75.16	27	2	25	25	0.074	0.0	0.296	4992.1	4494.7	0.7	0.7	1	123.02	123.02	16.91	123.02	123.02	16.91
76350	DISTINCT	0.0	102087	50044	2	3	0	0	7.0	0.2	8.89	8.89	77.51	14	0	14	14	0.0	0.0	0.429	4992.1	1277.2	0.7	0.7	1	82.82	84.3	9.89	82.82	84.3	9.89
76350	DISTINCT	0.0	103093	50044	2	3	1	0	10.9	0.2	17.62	17.62	88.33	28	0	28	28	0.0	0.0	0.464	4992.1	4770.0	0.7	0.7	1	95.42	95.42	17.81	95.42	95.42	17.81
76350	DISTINCT	0.0	55049	54048	3	3	0	0	0.4	0.2	19.17	19.17	17.91	31	0	31	31	0.0	526.5	0.645	6466.5	3210.2	0.7	0.7	1	79.03	79.03	19.24	79.03	79.03	19.24
76350	DISTINCT	0.0	56050	54048	3	3	0	0	2.3	0.2	16.5	16.5	41.5	27	1	26	26	0.037	0.0	0.185	6466.5	5760.0	0.7	0.7	1	32.75	32.75	18.34	32.75	32.75	18.34
76350	DISTINCT	0.0	59053	54048	3	3	0	0	0.7	0.2	22.94	22.94	36.38	37	0	37	37	0.0	0.0	0.054	6466.5	5075.5	0.7	0.7	1	76.6	76.6	23.09	76.6	76.6	23.09
76350	DISTINCT	0.0	43037	55049	3	3	0	0	7.9	0.4	27.39	27.39	21.42	45	0	45	45	0.0	0.0	0.044	3210.2	5074.8	0.7	0.7	1	56.12	47.01	49.15	56.12	47.01	49.15
76350	DISTINCT	0.0	59053	55049	3	3	0	0	0.7	0.4	16.41	16.41	43.48	26	0	26	26	0.0	0.0	0.0	3210.2	5075.5	0.7	0.7	1	23.96	23.96	17.07	23.96	23.96	17.07
76350	DISTINCT	0.0	61055	55049	3	3	0	0	0.7	0.4	29.38	29.38	26.13	48	1	47	47	0.021	0.0	0.042	3210.2	3520.4	0.7	0.7	1	60.77	60.77	29.69	60.77	60.77	29.69
76350	DISTINCT	0.0	12098	56050	1	3	1	0	229.2	2.3	18.28	18.28	42.82	29	1	28	28	0.034	0.0	0.069	5760.0	4146.6	0.7	0.7	1	39.09	46.43	62.87	39.09	46.43	62.87
76350	DISTINCT	0.0	12098	59053	1	3	1	0	229.2	0.7	26.27	26.27	36.19	43	1	42	42	0.023	0.0	0.047	5075.5	4818.1	0.7	0.7	1	59.54	67.1	35.2	59.54	67.1	35.2
76350	DISTINCT	0.0	43037	59053	3	3	0	0	7.9	0.7	27.73	27.73	50.94	45	0	45	45	0.0	0.0	0.067	5075.5	5074.8	0.7	0.7	1	65.19	56.78	39.45	64.41	55.96	39.52
76350	DISTINCT	0.0	12027	61055	1	3	0	0	14.4	0.7	22.61	22.61	81.89	37	1	36	36	0.027	0.0	0.351	3520.4	1540.7	0.7	0.7	1	114.93	114.93	22.81	114.93	114.93	22.81
76350	DISTINCT	0.0	12098	61055	1	3	1	0	229.2	0.7	22.05	22.05	85.43	36	0	36	36	0.0	0.0	0.194	3520.4	3636.5	0.7	0.7	1	102.01	108.12	22.05	102.01	108.12	22.05
76350	DISTINCT	0.0	43037	61055	3	3	0	0	7.9	0.7	16.9	16.9	36.92	27	1	26	26	0.037	0.0	0.111	3520.4	5620.0	0.7	0.7	1	51.91	43.5	21.87	51.91	43.5	21.87
76350	DISTINCT	0.0	59053	61055	3	3	0	0	0.7	0.7	26.0	26.0	34.67	42	0	42	42	0.0	0.0	0.095	3520.4	5075.5	0.7	0.7	1	65.58	65.58	26.29	65.58	65.58	26.29
76350	DISTINCT	0.0	74071	61055	3	3	0	0	10.7	0.7	16.9	16.9	69.54	27	1	26	26	0.037	0.0	0.111	3520.4	5620.0	0.7	0.7	1	113.09	113.09	20.68	113.09	113.09	20.68
76350	DISTINCT	0.0	76079	61055	2	3	1	0	7.2	0.7	28.15	28.15	64.08	46	1	45	45	0.022	0.0	0.261	3520.4	6563.8	0.7	0.7	1	87.33	87.33	28.47	87.33	87.33	28.47
76350	DISTINCT	0.0	99083	61055	2	3	0	0	6.4	0.7	25.97	25.97	76.84	42	3	39	39	0.071	0.0	0.286	3520.4	4494.7	0.7	0.7	1	120.23	120.23	25.97	120.23	120.23	25.97
76350	DISTINCT	0.0	102087	61055	2	3	0	0	7.0	0.7	19.69	19.69	86.44	32	0	32	32	0.0	0.0	0.062	3520.4	5583.7	0.7	0.7	1	109.16	91.02	19.76	109.16	91.02	19.76
76350	DISTINCT	0.0	103093	61055	2	3	1	0	10.9	0.7	29.07	29.07	88.16	47	0	47	47	0.0	0.0	0.383	3520.4	4770.0	0.7	0.7	1	126.86	126.86	29.07	126.86	126.86	29.07
76350	DISTINCT	0.0	12027	63057	1	3	0	0	14.4	2.8	10.87	10.87	79.32	17	0	17	17	0.0	1584.4	0.765	5573.2	1540.7	0.7	0.7	1	46.12	46.12	16.0	42.19	42.19	15.9
76350	DISTINCT	0.0	12098	63057	1	3	1	0	229.2	2.8	18.36	18.36	26.91	30	3	27	14	0.1	2253.3	0.8	5573.2	3636.5	0.7	0.7	1	93.9	86.27	18.94	92.27	84.66	18.87
76350	DISTINCT	0.0	43037	63057	3	3	0	0	7.9	2.8	22.21	22.21	82.72	36	1	35	35	0.028	1029.3	0.667	5573.2	7856.8	0.7	0.7	1	162.96	156.9	22.37	162.64	157.53	22.21
76350	DISTINCT	0.0	74071	63057	3	3	0	0	10.7	2.8	0.0	0.0	79.78	0	0	0	0	1.0	-1.0	-1.0	5573.2	5573.2	0.7	0.7	1	21.9	21.9	24.14	23.6	23.6	24.58
76350	DISTINCT	0.0	76079	63057	2	3	1	0	7.2	2.8	11.53	11.53	13.65	18	0	18	18	0.0	581.3	0.611	5573.2	6563.8	0.7	0.7	1	119.95	119.95	12.14	114.34	114.34	11.53
76350	DISTINCT	0.0	99083	63057	2	3	0	0	6.4	2.8	10.33	10.33	70.61	16	0	16	16	0.0	1469.3	0.812	5573.2	4494.7	0.7	0.7	1	81.68	81.68	12.84	76.72	76.72	12.39
76350	DISTINCT	0.0	102087	63057	2	3	0	0	7.0	2.8	21.12	21.12	20.92	34	1	33	33	0.029	1302.9	0.618	5573.2	5583.7	0.7	0.7	1	105.71	128.66	21.41	101.8	124.75	21.12
76350	DISTINCT	0.0	103093	63057	2	3	1	0	10.9	2.8	4.32	4.32	82.45	6	1	5	5	0.167	1325.0	0.667	5573.2	5165.2	0.7	0.7	1	26.72	26.72	8.85	26.72	26.72	8.85
76350	DISTINCT	0.0	43037	69063	3	3	0	0	7.9	0.4	22.69	22.69	49.99	37	1	36	36	0.027	0.0	0.324	5470.1	4196.5	0.7	0.7	1	77.98	86.52	25.09	77.98	86.52	25.09
76350	DISTINCT	0.0	74071	69063	3	3	0	0	10.7	0.4	16.62	16.62	44.36	27	0	27	27	0.0	0.0	0.185	5470.1	2821.5	0.7	0.7	1	81.55	81.55	24.83	81.3	81.3	25.0
76350	DISTINCT	0.0	76079	69063	2	3	1	0	7.2	0.4	24.77	24.77	86.69	40	0	40	40	0.0	0.0	0.375	5470.1	6164.1	0.7	0.7	1	55.98	55.98	27.31	55.98	55.98	27.31
76350	DISTINCT	0.0	102087	69063	2	3	0	0	7.0	0.4	12.84	12.84	69.41	20	0	20	20	0.0	0.0	0.25	5470.1	6044.3	0.7	0.7	1	29.7	34.96	25.53	29.7	34.96	25.53
76350	DISTINCT	0.0	12027	74071	1	3	0	0	14.4	10.7	10.87	10.87	30.28	17	0	17	17	0.0	1584.4	0.765	5573.2	1540.7	0.7	0.7	1	148.34	148.34	12.55	42.19	42.19	15.9
76350	DISTINCT	0.0	12098	74071	1	3	1	0	229.2	10.7	9.14	9.14	88.42	14	0	14	14	0.0	824.0	0.929	7856.8	3636.5	0.7	0.7	1	157.09	163.72	10.19	163.1	167.11	9.14
76350	DISTINCT	0.0	103093	74071	2	3	1	0	10.9	10.7	4.32	4.32	10.63	6	1	5	5	0.167	1325.0	0.667	5573.2	5165.2	0.7	0.7	1	120.0	120.0	16.73	26.72	26.72	8.85
76350	DISTINCT	0.0	12027	76079	1	2	0	1	14.4	7.2	10.54	10.54	87.09	17	0	17	17	0.0	1770.4	0.765	6563.8	1540.7	0.7	0.7	1	83.26	83.26	11.28	83.26	83.26	11.28
76350	DISTINCT	0.0	12098	76079	1	2	1	1	229.2	7.2	12.98	12.98	30.56	21	0	21	21	0.0	1508.3	0.857	6563.8	3636.5	0.7	0.7	1	132.89	125.43	12.98	132.89	125.43	12.98
76350	DISTINCT	0.0	43037	76079	3	2	0	1	7.9	7.2	11.86	11.86	70.76	19	2	17	17	0.105	1805.1	0.579	6563.8	7856.8	0.7	0.7	1	146.05	145.33	11.89	143.18	142.47	11.86
76350	DISTINCT	0.0	74071	76079	3	2	0	1	10.7	7.2	11.1	11.07	78.39	17	0	17	17	0.0	0.0	0.235	6563.8	2821.5	0.7	0.7	1	4.03	4.03	13.46	14.65	14.65	14.78
76350	DISTINCT	0.0	103093	76079	2	2	1	1	10.9	7.2	6.63	6.63	59.18	10	1	9	9	0.1	949.1	0.6	6563.8	5165.2	0.7	0.7	1	67.0	67.0	8.43	67.0	67.0	8.43
76350	DISTINCT	0.0	12027	99083	1	2	0	0	14.4	6.4	0.42	0.08	30.88	0	0	0	0	1.0	-1.0	-1.0	4494.7	1540.7	0.7	0.7	1	7.97	7.97	5.5	7.97	7.97	5.5
76350	DISTINCT	0.0	12098	99083	1	2	1	0	229.2	6.4	8.1	8.1	51.18	12	8	4	3	0.667	9893.2	1.0	4494.7	3636.5	0.7	0.7	1	71.79	66.03	9.31	71.79	66.03	9.31
76350	DISTINCT	0.0	43037	99083	3	2	0	0	7.9	6.4	16.36	16.36	46.76	26	3	23	15	0.115	7891.5	1.0	4494.7	7856.8	0.7	0.7	1	135.73	126.77	16.36	135.73	126.77	16.36
76350	DISTINCT	0.0	74071	99083	3	2	0	0	10.7	6.4	10.33	10.33	18.93	16	0	16	16	0.0	1469.3	0.812	4494.7	5573.2	0.7	0.7	1	48.24	48.24	17.69	44.69	44.69	20.87
76350	DISTINCT	0.0	76079	99083	2	2	1	0	7.2	6.4	12.36	12.36	71.98	20	1	19	19	0.05	2775.4	0.95	4494.7	6563.8	0.7	0.7	1	134.15	134.15	12.36	134.15	134.15	12.36
76350	DISTINCT	0.0	102087	99083	2	2	0	0	7.0	6.4	15.2	15.2	56.03	24	2	22	19	0.083	7839.6	0.792	4494.7	5583.7	0.7	0.7	1	138.23	158.91	15.2	138.23	158.91	15.2
76350	DISTINCT	0.0	103093	99083	2	2	1	0	10.9	6.4	5.42	5.42	74.84	8	0	8	8	0.0	1192.6	0.5	4494.7	4770.0	0.7	0.7	1	127.16	127.16	5.42	127.16	127.16	5.42
76350	DISTINCT	0.0	12027	102087	1	2	0	0	14.4	7.0	10.96	10.96	79.05	17	2	15	15	0.118	1425.6	0.588	5583.7	1540.7	0.7	0.7	1	124.41	124.41	10.96	124.41	124.41	10.96
76350	DISTINCT	0.0	12098	102087	1	2	1	0	229.2	7.0	10.35	10.35	9.17	16	0	16	16	0.0	1971.4	0.812	5583.7	3636.5	0.7	0.7	1	162.59	163.54	10.35	162.59	163.54	10.35
76350	DISTINCT	0.0	43037	102087	3	2	0	0	7.9	7.0	4.93	4.93	76.22	7	1	6	6	0.143	3809.1	1.0	5583.7	7856.8	0.7	0.7	1	90.74	87.61	5.05	86.99	85.16	4.93
76350	DISTINCT	0.0	74071	102087	3	2	0	0	10.7	7.0	4.93	4.93	64.54	7	1	6	6	0.143	3809.1	1.0	5583.7	7856.8	0.7	0.7	1	42.66	42.66	5.33	42.86	42.86	5.1
76350	DISTINCT	0.0	76079	102087	2	2	1	0	7.2	7.0	9.08	9.08	37.05	14	1	13	13	0.071	594.1	0.571	1277.2	6563.8	0.7	0.7	1	85.22	85.22	10.18	68.45	68.45	10.03
76350	DISTINCT	0.0	103093	102087	2	2	1	0	10.9	7.0	14.06	14.06	82.19	22	2	20	20	0.091	1523.7	0.591	5583.7	4770.0	0.7	0.7	1	108.84	108.84	14.35	108.84	108.84	14.35
76350	DISTINCT	0.0	12027	103093	1	2	0	1	14.4	10.9	4.69	4.69	45.68	7	0	7	7	0.0	0.0	0.429	2251.0	1540.7	0.7	0.7	1	48.51	48.51	7.16	45.97	45.97	7.58
76350	DISTINCT	0.0	12098	103093	1	2	1	1	229.2	10.9	9.72	9.72	60.5	15	2	13	13	0.133	3248.6	0.8	4770.0	3636.5	0.7	0.7	1	92.44	84.99	10.21	92.44	84.99	10.21
81597	DISTINCT	0.0	87049	88050	3	3	0	0	0.6	0.2	2.9	2.9	61.17	4	0	4	4	0.0	2264.9	0.75	2428.3	5633.4	0.6	0.6	1	92.33	92.33	2.97	94.37	94.37	2.9
81597	DISTINCT	0.0	19009	104066	1	3	1	0	300.2	1.4	18.53	17.75	76.4	29	0	29	29	0.0	0.0	0.448	4118.6	7705.9	0.6	0.6	1	13.22	13.87	95.45	13.22	13.87	95.45
84229	MERGE	1.0	69134	9058	2	2	1	1	257.0	69.1	0.0	0.0	10.96	0	0	0	0	1.0	-1.0	-1.0	2575.1	2575.1	0.7	0.7	1	37.94	39.23	9.44	17.15	18.45	15.82
84229	UNKNOWN	0.0	59093	38069	3	3	0	0	0.9	0.4	26.98	26.98	15.86	44	0	44	44	0.0	0.0	0.114	4465.8	2915.5	0.7	0.7	1	71.85	71.85	27.44	72.48	72.48	27.25
84229	DISTINCT	0.0	69134	39070	2	2	1	0	257.0	1.3	16.66	16.66	65.79	27	1	26	26	0.037	0.0	0.074	6771.4	5688.0	0.7	0.7	1	26.85	26.17	79.36	26.85	26.17	79.36
84229	UNKNOWN	0.0	38069	40071	3	3	0	0	0.4	0.3	21.85	21.85	13.28	35	0	35	35	0.0	0.0	0.029	2792.4	4465.8	0.7	0.7	1	116.45	116.45	21.85	116.45	116.45	21.85
84229	UNKNOWN	0.0	59093	40071	3	3	0	0	0.9	0.3	28.11	28.11	2.58	46	0	46	46	0.0	0.0	0.087	2792.4	2915.5	0.7	0.7	1	41.61	41.61	28.81	41.61	41.61	28.81
84229	UNKNOWN	0.0	9058	57091	2	3	1	0	69.1	0.8	19.43	19.43	42.07	31	0	31	31	0.0	0.0	0.452	4827.9	6206.5	0.7	0.7	1	166.12	166.05	19.43	166.12	166.05	19.43
84229	DISTINCT	0.0	69134	57091	2	3	1	0	257.0	0.8	15.11	15.11	44.4	24	0	24	24	0.0	970.8	0.583	4827.9	6298.4	0.7	0.7	1	138.65	139.76	15.11	138.65	139.76	15.11
84229	UNKNOWN	0.0	62096	60094	3	3	0	0	0.6	0.3	23.61	23.61	56.24	38	0	38	38	0.0	0.0	0.184	2991.9	6253.4	0.7	0.7	1	130.48	130.48	23.61	130.48	130.48	23.61
84229	UNKNOWN	0.0	57091	62096	3	3	0	0	0.8	0.6	26.69	26.69	67.64	43	0	43	43	0.0	0.0	0.186	6253.4	4827.9	0.7	0.7	1	112.67	112.67	26.69	112.67	112.67	26.69
84229	DISTINCT	0.0	69134	62096	2	3	1	0	257.0	0.6	26.84	26.84	59.47	44	1	43	43	0.023	0.0	0.409	6253.4	6298.4	0.7	0.7	1	140.37	139.08	26.89	139.49	138.22	26.84
84229	UNKNOWN	0.0	59093	65099	3	3	0	0	0.9	0.4	13.52	13.52	6.53	22	0	22	22	0.0	0.0	0.045	5634.0	2915.5	0.7	0.7	1	44.8	44.8	14.17	44.8	44.8	14.17
84229	UNKNOWN	0.0	9058	70155	2	3	1	0	69.1	0.3	25.54	25.54	72.06	42	0	42	42	0.0	877.8	0.548	3616.3	6206.5	0.7	0.7	1	162.2	162.43	25.54	162.2	162.43	25.54
84229	UNKNOWN	0.0	57091	70155	3	3	0	0	0.8	0.3	8.21	8.21	66.45	13	1	12	12	0.077	535.9	0.538	3616.3	4827.9	0.7	0.7	1	83.25	83.25	8.27	83.25	83.25	8.27
84229	UNKNOWN	0.0	62096	70155	3	3	0	0	0.6	0.3	20.24	20.24	51.63	33	0	33	33	0.0	0.0	0.152	3616.3	6253.4	0.7	0.7	1	91.18	91.18	20.24	91.18	91.18	20.24
84229	DISTINCT	0.0	69134	70155	2	3	1	0	257.0	0.3	19.07	19.07	71.46	31	0	31	31	0.0	0.0	0.387	3616.3	6298.4	0.7	0.7	1	153.56	154.0	19.07	153.56	154.0	19.07
90055	DISTINCT	0.0	11033	11149	1	1	1	1	429.9	1.5	0.0	0.0	76.63	0	0	0	0	1.0	-1.0	-1.0	1922.1	15129.9	0.6	0.6	1	-1.0	-1.0	0.0	-1.0	-1.0	0.0
90055	DISTINCT	0.0	11033	92051	1	2	1	1	429.9	2.1	7.09	7.09	15.87	11	0	11	11	0.0	3108.6	1.0	4126.0	3809.0	0.6	0.6	1	4.67	4.75	139.11	3.76	2.24	153.35
90055	DISTINCT	0.0	128150	92051	2	2	0	1	10.8	2.1	6.25	6.25	35.05	9	0	9	9	0.0	0.0	0.444	5969.4	2499.5	0.6	0.6	1	65.52	65.52	7.57	66.71	66.71	7.13
90055	DISTINCT	0.0	146144	92051	2	2	0	1	10.3	2.1	22.98	22.98	16.83	37	0	37	37	0.0	0.0	0.108	4126.0	4453.8	0.6	0.6	1	106.97	106.97	29.41	74.46	74.46	24.4
