run	subrun	event	numu_off	numu_on	nue_off	nue_on	enu_off	enu_on	vtx_zero	vtx_move_cm
18255	1	138009	-0.5677762	0.020946821			1969.2789	1444.136		
18255	1	168596	-0.13953008	-0.06859271	1.838208	4.300936	3243.0479	2332.6023		
18259	1	74544					2326.4805	2197.2124		
