idx	ev	subrun	wall_s	maxrss_kb	rc	node_exec_s
0	6501	130	13	1885216	0	nan
1	6505	130	14	1799960	0	nan
2	6512	130	15	1729180	0	nan
3	6520	130	18	1803152	0	nan
4	6528	130	13	1897820	0	nan
5	6529	130	13	1826024	0	nan
6	6532	130	20	2125096	0	nan
7	6536	130	13	1845852	0	nan
8	6545	130	17	1897372	0	nan
9	6550	130	12	1692656	0	nan
10	6570	131	24	2086368	0	nan
11	6588	131	11	1728892	0	nan
12	6604	132	28	2215516	0	nan
13	6606	132	14	1977580	0	nan
14	6612	132	16	2075636	0	nan
15	6642	132	19	2108976	0	nan
16	6650	132	14	2026796	0	nan
17	6711	134	13	1773968	0	nan
18	6748	134	15	1784168	0	nan
19	6775	135	13	1757752	0	nan
20	6786	135	20	2011584	0	nan
21	6804	136	16	1832412	0	nan
22	6805	136	15	1929760	0	nan
23	6806	136	15	2012096	0	nan
24	6821	136	15	1799264	0	nan
25	6822	136	19	2157072	0	nan
26	6837	136	16	2069940	0	nan
27	6844	136	16	2005944	0	nan
28	6852	137	16	1841604	0	nan
29	6867	137	14	1779448	0	nan
30	6874	137	27	2168020	0	nan
31	6878	137	19	1931684	0	nan
32	6887	137	13	1792128	0	nan
33	6888	137	25	2061852	0	nan
34	6898	137	13	1778276	0	nan
