idx	ev	subrun	wall_s	maxrss_kb	rc	node_exec_s
0	6501	130	11	1942416	0	nan
1	6505	130	12	1846552	0	nan
2	6512	130	13	1759816	0	nan
3	6520	130	16	1826828	0	nan
4	6528	130	12	1934532	0	nan
5	6529	130	12	1863384	0	nan
6	6532	130	18	2184900	0	nan
7	6536	130	12	1878560	0	nan
8	6545	130	15	1934520	0	nan
9	6550	130	10	1720708	0	nan
10	6570	131	21	2147280	0	nan
11	6588	131	10	1744472	0	nan
12	6604	132	26	2289860	0	nan
13	6606	132	13	2034056	0	nan
14	6612	132	14	2136108	0	nan
15	6642	132	18	2156884	0	nan
16	6650	132	13	2077116	0	nan
17	6711	134	11	1824064	0	nan
18	6748	134	14	1814696	0	nan
19	6775	135	11	1807904	0	nan
20	6786	135	18	2051904	0	nan
21	6804	136	13	1869492	0	nan
22	6805	136	12	2014988	0	nan
23	6806	136	12	2093376	0	nan
24	6821	136	13	1854852	0	nan
25	6822	136	17	2246028	0	nan
26	6837	136	14	2141456	0	nan
27	6844	136	14	2089436	0	nan
28	6852	137	14	1909372	0	nan
29	6867	137	12	1850720	0	nan
30	6874	137	22	2245940	0	nan
31	6878	137	17	2016836	0	nan
32	6887	137	12	1842196	0	nan
33	6888	137	22	2129632	0	nan
34	6898	137	12	1825536	0	nan
