# doc 81 sec 8.1 reference-side member-content hashes
# arm=work-pr112i-snapD2-mcp2k products=6000
#evt	product	rollup_sha256	members_or_branches
47036	mabc-pr.zip	69da4b21c58e9e6f0c7db6213bb5f5ed60c20508f87cb06d34fdec27347d6d17	3
47036	pctree-pr-evt47036.tar.gz	5e7c48474e39ac77c1ff8b2ca358b6ba26b8565bf47461ad64fb5ca441077ed4	427
47036	tracking-pr.root	f61c9403c5f1c36562510f4c563a1476316680cb6896356b4a187d3299ae842a	12
47058	mabc-pr.zip	c4f508305acf58228026d54089836f8f4ebb27ddff91f00c40e49e0056ccd976	7
47058	pctree-pr-evt47058.tar.gz	f8577e9312a217f8a0475eedc02b3019badff6e53c2729ccc5c00f11e6b14d92	427
47058	tracking-pr.root	90be189a7d28c9c54c7137453cb3d45467e869f159a633e79c09cef0ce113eda	1290
47212	mabc-pr.zip	636a49a86b2f1ea4cd40a0ace133e78bfd56c6e6c69b30ea3661f87f6494560e	7
47212	pctree-pr-evt47212.tar.gz	8e6b7b82a4e707e69f3c88edfea4be875ee8ca799b7de77bed62dfe69308bc62	425
47212	tracking-pr.root	3954cd39d0613048a77d3e120d1892bbba90545964e2fadbcba36a490814aadf	1290
47278	mabc-pr.zip	61368a9a8b0e37d9eb9d7e4c9b395718f44c8fa119bdd0d8ee1af48ab8cfe1a7	7
47278	pctree-pr-evt47278.tar.gz	0c395a5913b026ca3001b0c24cc57aa17748b12d5440c5d60b303e2f10208eeb	425
47278	tracking-pr.root	746d6e5fcd2cf5852e6cbb0312b57cc80c6882740de463d26faf4651c52d3343	1290
47608	mabc-pr.zip	cbcbcffb1be8863845569b28656542cf69b7f0346855477c79aae66f4212c3c2	3
47608	pctree-pr-evt47608.tar.gz	3e8a098abd510f4bee3c3a80415e1be24cf5ca35d88e809fa3098ff8aab0fcee	410
47608	tracking-pr.root	c71b02e647be1f2119d5cb6e88a038c43d6694dd64d6b8e858d43a4dce7af4d1	12
47696	mabc-pr.zip	d66d148eff168f91d4439dcb8d14ee78f866a0677b2fd70c00e61d63a1623d7a	7
47696	pctree-pr-evt47696.tar.gz	d55457a6bab9b72a82566861e847d62bc17f769745f88da0d5b590d4bcb835a7	427
47696	tracking-pr.root	9e5d3d1a01944d96765287796bc3c4bc63aa07fcfa631362c755ced8e4ef2f1f	1290
47784	mabc-pr.zip	ea43f393997aec185009540eff04dcb9d3cf3c9cf1ca6881cb87b3084e208ca2	7
47784	pctree-pr-evt47784.tar.gz	a566026c679d8b2573538022422b3ebe13a7a6104316abf6de978c8458d36826	425
47784	tracking-pr.root	421a2b699b9dffc7a2f9ab1b4a94ad8338031acc5812aea18b2abfb0fa64fcd8	1290
47894	mabc-pr.zip	c65efe6df55b26eca1f16f3f1a90f43ada6960ebfbb8006afbaf0b6813d30e5c	7
47894	pctree-pr-evt47894.tar.gz	f508f5891e1aec93d3c6ca5d120db5e8ca794b34d7b65f419113fbf1c422df38	425
47894	tracking-pr.root	a11fef9cb270b58263eaf9cd6c9353b6f85cdd0e98390f6adcdec56dec7276c3	1290
47916	mabc-pr.zip	0786009730bf5467e36b727a20cdb18224b153db62fc88dd03191f66d4aba705	7
47916	pctree-pr-evt47916.tar.gz	d77ef61fa3016209a50a998775b9150c23cb580360dc04e9bddd098c22c1dec2	423
47916	tracking-pr.root	6399e39934b9d069eae79eb2817908b5f57dbcffd689de19559e0d3b0eac9968	1290
47982	mabc-pr.zip	4062bcf0c2b735f66d188a3ae028437784d717de5ac16850f17b763e7fc7e4ca	3
