0,-213.75,-135,16.0542,20.6,7.6,0,0
1,213.75,-135,16.0542,20.6,7.6,0,0
2,-213.75,0,16.0542,20.6,7.6,0,0
3,213.75,0,16.0542,20.6,7.6,0,0
4,-213.75,135,16.0542,20.6,7.6,0,0
5,213.75,135,16.0542,20.6,7.6,0,0
6,-213.4,-175,23.6742,-1,-1,1,0
7,213.4,-175,23.6742,-1,-1,1,0
8,-213.4,-95,23.6742,-1,-1,1,0
9,213.4,-95,23.6742,-1,-1,1,0
10,-213.4,-40,23.6742,-1,-1,1,0
11,213.4,-40,23.6742,-1,-1,1,0
12,-213.4,40,23.6742,-1,-1,1,0
13,213.4,40,23.6742,-1,-1,1,0
14,-213.4,95,23.6742,-1,-1,1,0
15,213.4,95,23.6742,-1,-1,1,0
16,-213.4,175,23.6742,-1,-1,1,0
17,213.4,175,23.6742,-1,-1,1,0
18,-213.75,-135,31.2942,20.6,7.6,0,0
19,213.75,-135,31.2942,20.6,7.6,0,0
20,-213.75,0,31.2942,20.6,7.6,0,0
21,213.75,0,31.2942,20.6,7.6,0,0
22,-213.75,135,31.2942,20.6,7.6,0,0
23,213.75,135,31.2942,20.6,7.6,0,0
24,-213.75,-175,46.0542,20.6,7.6,0,0
25,213.75,-175,46.0542,20.6,7.6,0,0
26,-213.75,-95,46.0542,20.6,7.6,0,0
27,213.75,-95,46.0542,20.6,7.6,0,0
28,-213.75,-40,46.0542,20.6,7.6,0,0
29,213.75,-40,46.0542,20.6,7.6,0,0
30,-213.75,40,46.0542,20.6,7.6,0,0
31,213.75,40,46.0542,20.6,7.6,0,0
32,-213.75,95,46.0542,20.6,7.6,0,0
33,213.75,95,46.0542,20.6,7.6,0,0
34,-213.75,175,46.0542,20.6,7.6,0,0
35,213.75,175,46.0542,20.6,7.6,0,0
36,-213.4,-135,53.6742,-1,-1,1,0
37,213.4,-135,53.6742,-1,-1,1,0
38,-213.4,0,53.6742,-1,-1,1,0
39,213.4,0,53.6742,-1,-1,1,0
40,-213.4,135,53.6742,-1,-1,1,0
41,213.4,135,53.6742,-1,-1,1,0
42,213.75,-175,61.2942,20.6,7.6,0,0
43,213.75,-95,61.2942,20.6,7.6,0,0
44,213.75,-40,61.2942,20.6,7.6,0,0
45,213.75,40,61.2942,20.6,7.6,0,0
46,213.75,95,61.2942,20.6,7.6,0,0
47,213.75,175,61.2942,20.6,7.6,0,0
48,-213.75,-175,61.2942,20.6,7.6,0,0
49,-213.75,-95,61.2942,20.6,7.6,0,0
50,-213.75,-40,61.2942,20.6,7.6,0,0
51,-213.75,40,61.2942,20.6,7.6,0,0
52,-213.75,95,61.2942,20.6,7.6,0,0
53,-213.75,175,61.2942,20.6,7.6,0,0
