bragg_valid	chain_coverage	cluster_id	comp_bwd0	comp_bwd1	comp_bwd2	comp_bwd3	comp_fwd0	comp_fwd1	comp_fwd2	comp_fwd3	cont_angle_deg	cont_len	cont_mip	contrast	contrast_expected	dead_ahead	dead_frac_cmp	delta_len	dots_charge_unfit	dots_ke_dqdx	entry_vtx_id	entry_x	entry_y	entry_z	event	ext_len	gid	has_pass	in_fv	is_stm	kink_num	ks_flat	ks_mu	michel_conn_type	michel_far_len	michel_found	michel_ke_best	michel_ke_dqdx	michel_ke_range	michel_kink_deg	michel_len	michel_mip	muon_len	n_body_hadron	n_body_other	n_chain_segs	n_cluster_pts	n_cmp_live	n_dead_pts	n_delta	n_dot_clusters_unfit	n_dots	n_ext	n_live_pts	n_michel_segs	n_plateau	n_profile_pts	n_stop_arms	n_tail	pass	plateau_med	ratio_flat	ratio_mu	reject_bits	short_track	stop_dis	stop_vtx_id	stop_x	stop_y	stop_z	t0_us	tagger_stop_x	tagger_stop_y	tagger_stop_z	tail_med
1	-1.0	88	0.0	1.4322525618770598	3.0397094339009287	1.2621389302397172	0.0	1.4605098812653432	3.075920657882112	1.2529080686476068	-1.0	0.0	0.0	0.5464099830058395	1.8674824392724276	0	0.01694915254237288	0.0	0.0	0.0	88000	335.3598581951516	-330.82235884024146	87.99543025076645	039252_12	0.0	81	1	1	0	74	0.07811526093134846	0.16750666518365598	0	0.0	0	0.0	0.0	0.0	-1.0	0.0	0.0	43.57685546285892	0	0	1	0	58	13	0	0	0	0	60	0	27	73	0	4	0	30240.213262000296	1.9182150100455848	2.4643689952910957	1036	0	1.4739016670977034	88001	336.8349870238631	-308.2384593000876	52.85414416161245	2514.1431370468613	336.8798625105993	-307.7328026404235	51.470423215214325	16523.554414582544
1	-1.0	90	0.0	0.3891806673916038	1.2938937168890892	0.2725656799634875	0.0	0.25798089831170434	1.049838333360234	0.13485694748719695	-1.0	0.0	0.0	1.0226381109243678	1.9069093448486192	0	0.0	0.0	0.0	3.0890259850785116	90001	177.0472874695452	55.05811153992211	1.8663498491056862	039252_12	0.0	139	1	1	0	198	0.04296849049156115	0.11871486245227597	2	0.0	0	3.0890259850785116	0.0	0.0	-1.0	0.0	0.0	125.68312313335517	0	0	1	0	59	0	0	0	1	0	210	0	33	210	0	5	0	51691.029839969706	0.9565423624103313	1.238407387165729	12	0	0.039719872138803874	90000	75.58175735733842	1.3479663035881986	42.16519871260498	4314.5971706611	75.6166644058424	1.3423931223396879	42.14708502004288	52861.217107281744
1	-1.0	95	0.0	0.544968740042576	1.5558955438069606	0.40034667731655066	0.0	0.10589382798219758	0.7196848570385139	0.0912400556159346	-1.0	0.0	0.0	1.4995799871849822	1.8330102099641017	0	0.0	6.444060388398988	0.0	0.0	95001	292.54053895353525	22.016454822707917	1.2600518747029343	039252_12	0.0	117	1	1	0	239	0.04057638395911617	0.10471568121274677	1	0.0	1	20.793857718194634	20.793857718194634	34.65664516129041	37.95192086885109	10.800000000000018	1.122045872592389	155.1311390004559	0	1	5	0	60	0	1	0	0	0	262	1	33	262	1	5	0	60600.5222900959	0.7981832241277125	1.0381494836526166	8	0	0.15391551211159174	95010	169.3389092799614	6.533348593418713	76.48271768508155	3556.646422140106	169.29562835772316	6.566467875036253	76.33877373826918	90875.33043918523
1	-1.0	114	1.0	0.6570814349657828	1.7487285647095212	0.5047818216166635	1.0	1.4646473421568544	3.0945657182815323	1.1965592723978358	-1.0	0.0	0.0	1.0915145981140335	1.8788685076446052	0	0.06666666666666667	5.152604773839281	0.0	0.0	114000	257.78650329708853	-335.654596482298	237.90514336533937	039252_12	0.0	95	1	1	0	92	0.09589435679163655	0.07143383978872075	0	0.0	0	0.0	0.0	0.0	-1.0	0.0	0.0	60.5881812755708	0	1	2	0	56	4	1	0	0	0	99	0	29	103	0	4	0	27815.568471468083	1.87856147631525	2.4792105113691605	1028	0	1.445115885429321	114001	260.1257911307331	-293.8309629218996	204.77096807403257	2776.1279917846387	260.1653259603991	-292.43925733037383	205.15820503776345	30361.099041447866
1	-1.0	123	0.0	0.486565126933417	1.440630865155442	0.3386540929714973	1.0	0.1717819113561135	0.8918601149035839	0.13831371373251508	-1.0	0.0	0.0	1.1300231186057796	1.9069093448486192	0	0.0	0.0	0.0	0.0	123001	197.40615747465375	335.65881996437713	10.673189183038037	039252_12	0.0	85	1	1	0	406	0.10929986095256816	0.10876381487206355	0	0.0	0	0.0	0.0	0.0	-1.0	0.0	0.0	265.7660238383705	0	0	3	0	59	2	0	0	0	0	443	0	33	445	0	5	0	55871.299917021526	0.8830345327017017	1.1432389524961972	4	0	1.4703893508296215	123000	19.451207139395954	262.9942037433533	162.01741627356355	2594.584800137567	20.305555716295064	262.06438620247565	161.2640420684969	63135.8605727915
1	-1.0	130	0.0	0.9697868446058083	2.233205029707376	0.7939534356914124	0.0	1.297323335608189	2.8109168460475358	1.0831693781445186	-1.0	0.0	0.0	1.0872987455628533	1.9041479264866419	0	0.03389830508474576	0.0	0.0	0.0	130017	-328.55700000841773	202.6615132230114	17.17064352672288	039252_12	0.0	94	1	1	0	1158	0.04739743805448288	0.09602816332770003	0	0.0	0	0.0	0.0	0.0	-1.0	0.0	0.0	737.1373349269664	0	2	11	0	57	123	0	0	0	0	905	0	32	1028	0	5	0	26058.388807687337	1.7679205087082448	2.246601972012205	1036	0	0.9813413020458844	130000	336.80602049439557	171.6017105299257	55.50499999971525	2759.216850687436	336.4887721163801	172.5303569738093	55.50499683261357	28333.253461987537
0	-1.0	66	0.0	0.5280386713687146	1.4208977034021317	0.265727606211639	0.0	2.6613261432093784	4.804838228060041	2.0929614792247775	-1.0	0.0	0.0	0.0	0.0	0	0.8035714285714286	11.60827464726864	0.0	0.0	66001	339.85373530328826	-174.14058207704517	94.82144004597528	039252_13	0.0	173	1	1	0	241	0.15944158558080612	0.2624012744738242	0	0.0	0	0.0	0.0	0.0	-1.0	0.0	0.0	164.34596100367537	0	3	9	0	11	108	2	0	0	0	112	0	9	220	1	2	0	24693.472548241396	2.6372675201769717	3.3234710341029547	520	0	0.668938585445362	66029	282.66685666422546	-118.07834857436735	107.5350364189892	5855.346410552383	283.283483512796	-118.33748064689681	107.52499999999762	11167.087371436359
0	-1.0	74	0.0	11.637556243210556	18.387165531762555	3.0725394318460406	0.0	4.611454562773843	8.0450427307355	2.8819735321930455	-1.0	0.0	0.0	0.0	0.0	0	0.8055555555555556	0.0	0.0	0.0	74000	103.04540614217926	-34.36024210322091	279.9996386545992	039252_13	0.0	71	1	1	0	338	0.012217891268348796	0.013204402460325837	0	0.0	0	0.0	0.0	0.0	-1.0	0.0	0.0	210.57483028172834	0	0	2	0	7	55	0	0	0	0	36	0	0	91	1	0	0	0.0	5.7183180572338745	7.145184520036285	520	0	1.2321960554878344	74004	111.21812787660001	-230.41406215812157	261.75964217474774	2308.9824963030223	111.62405680261307	-230.76796109520677	260.651362260414	0.0
1	-1.0	91	0.0	0.9586777827337042	2.2275897476586977	0.7519515375258091	0.0	1.0629911572573096	2.40684217303849	0.8527958218352154	-1.0	0.0	0.0	0.8341435239967533	1.9069093448486185	0	0.01818181818181818	0.0	0.0	0.0	91016	-337.5121661367942	87.29189799872444	142.22719404930135	039252_13	0.0	119	1	0	0	1154	0.07455973495968093	0.1451602798110404	0	0.0	0	0.0	0.0	0.0	-1.0	0.0	0.0	757.2223077084634	0	0	9	0	54	25	0	0	0	0	1206	0	33	1231	0	5	0	31317.192467028424	1.5854082649270154	2.0678480052823818	1100	0	1.5581144597975085	91000	338.8764580836252	5.281656189501021	247.970098225308	4216.096956286732	339.6623590713183	5.95435231568888	249.13524209161164	26123.033286131667
1	-1.0	37	0.0	0.28261615417369973	1.1061618335769807	0.16663713555276943	1.0	0.023512957317498823	0.6593464857030652	0.15166479094727414	-1.0	0.0	0.0	1.8996381476962068	2.062996024869679	0	0.0	0.0	0.0	8.295148319357454	37001	-166.92831257383216	335.94731141252566	77.96125157925957	039252_14	0.0	139	1	1	1	161	0.09633820517141789	0.026405431462895534	2	0.0	0	8.295148319357454	0.0	0.0	-1.0	0.0	0.0	100.92055105822159	0	0	1	0	59	0	0	0	1	0	169	0	33	169	1	4	0	59153.92731539287	0.7770345962111028	1.0060039386090185	0	0	0.5812793149221351	37003	-248.88108573540381	311.9016470632439	122.78882615353693	4337.748866183847	-249.32125266262574	312.0650882625472	123.13150047779634	112371.05691436896
1	-1.0	62	0.0	1.8400376181350575	3.709225729738261	1.55675202021316	0.0	2.408276700697637	4.584995452846196	2.173709702590664	-1.0	0.0	0.0	0.8453981996552009	2.009353687850481	0	0.19607843137254902	0.0	0.0	0.0	62000	102.37588824077784	-336.3006200611067	197.64053829742554	039252_14	0.0	134	1	1	0	75	0.09859267686043269	0.199432126650402	0	0.0	0	0.0	0.0	0.0	-1.0	0.0	0.0	54.52541447391396	0	0	1	0	41	12	0	0	0	0	72	0	30	84	0	4	0	22126.34171536579	2.6838282408848912	3.425620144159066	1036	0	4.5089336367465185	62001	101.96472149382555	-307.02688277882726	157.3746675594154	4068.8338020086067	102.32701501155653	-311.5181443293453	157.2079473373888	18705.569451126008
0	-1.0	64	1.0	7.990490601331641	13.561086102555311	2.8996201802021804	0.0	8.059537752545882	13.647173770184025	2.8958214326064273	-1.0	0.0	0.0	0.0	0.0	0	0.6842105263157895	5.5485116890500805	0.0	0.0	64009	287.1876407813312	24.709309467044644	1.5129824813150163	039252_14	0.0	198	1	1	0	137	0.0812235528960934	0.08587348596388789	0	0.0	0	0.0	0.0	0.0	-1.0	0.0	0.0	19.343393880325326	0	1	3	0	6	13	1	0	0	0	6	0	6	19	0	0	0	14092.72102128014	4.050578581303293	4.630264809203352	520	1	0.27894796065026956	64001	290.88636227234275	63.032393846241305	47.346154420307876	6284.6797870557375	290.6132663649256	62.99868127600744	47.39191524100852	0.0
1	-1.0	81	0.0	0.5774588910095874	1.6053618502314153	0.42811024266675357	1.0	0.18431173078452995	0.9606392465556479	0.13443040767073158	-1.0	0.0	0.0	1.6825890090454183	1.9069093448486125	0	0.0	0.0	0.0	1.2677874690739703	81001	339.6009688623352	-270.4136286383148	113.64490400555633	039252_14	0.0	170	1	1	1	162	0.08360230386881362	0.04058663026620868	2	0.0	0	1.2677874690739703	0.0	0.0	-1.0	0.0	0.0	105.60000000000016	0	0	1	0	59	0	0	0	1	0	177	0	33	177	1	5	0	52296.763493328595	0.9179524774502286	1.1884461930958263	0	0	0.3349709926100889	81007	242.8809580300364	-289.52518370824885	125.18403709803431	5279.502951435807	242.87014025868334	-289.63048957407307	124.86623335932731	87993.95946252237
1	-1.0	84	0.0	0.37450577182815886	1.2450130490233184	0.23343887119667883	0.0	0.7777156356992374	1.9332302215583692	0.5833094407637017	-1.0	0.0	0.0	1.1432119460098589	1.9310021653838807	0	0.0	0.0	0.0	0.0	84000	135.03110258096623	-174.1741514558094	298.3767571851605	039252_14	0.0	75	1	1	0	250	0.03524683749154078	0.13848228821301278	0	0.0	0	0.0	0.0	0.0	-1.0	0.0	0.0	161.05285163440908	0	0	1	0	59	3	0	0	0	0	267	0	34	270	0	4	0	38764.56240201447	1.3541686145373397	1.7769290298365217	12	0	0.8651706843406654	84002	262.8429304354605	-126.65187508720877	233.46896473142775	2632.7138187811074	263.0941641274709	-125.89515186458217	233.80478002199533	44316.11081982757
1	-1.0	117	0.0	0.34314526315627203	1.206661417546813	0.20479727422982621	1.0	0.08579465635046869	0.7470722493127017	0.21041481982815632	-1.0	0.0	0.0	1.9801299726099277	1.9423865811365908	0	0.06818181818181818	0.0	0.0	0.0	117001	60.771803898462714	334.35476185006735	37.511565421180784	039252_14	0.0	164	1	1	1	160	0.14731129914836824	0.07050054851244383	0	0.0	0	0.0	0.0	0.0	-1.0	0.0	0.0	105.71724534939771	0	0	2	0	41	3	0	0	0	0	160	0	19	163	1	5	0	51422.89500281009	0.7616650249101804	1.0548678220498295	0	0	1.0554263077389037	117002	-21.830495508250397	300.8630290366883	80.65239322361876	5084.908551388473	-22.828925279140414	300.92693908802346	80.31627094080157	101824.01567343753
1	-1.0	32	0.0	0.4083943678651078	1.3299379600732384	0.2698311170814178	0.0	0.40249473082726106	1.3128537926516068	0.26085637887412405	-1.0	0.0	0.0	1.073634091888608	1.7452523292004152	0	0.0	3.9386138665077732	0.0	0.0	32000	-281.8252886999741	-136.48568305920807	297.8713531060103	039252_15	0.0	193	1	1	0	46	0.058183338302400245	0.11919308190561828	0	0.0	0	0.0	0.0	0.0	-1.0	0.0	0.0	32.95625381029529	0	0	2	0	56	0	1	0	0	0	56	0	17	56	0	4	0	49678.41641957908	1.0741657573976413	1.393827035756959	8	1	1.1361242368390534	32002	-294.79464781602184	-155.64162757844343	279.51903455947075	6372.453308281885	-294.8631421373057	-155.43936372854557	280.63490916914225	53336.4414990989
1	-1.0	77	0.0	0.40050202792978384	1.3022312254341	0.2625431846884437	1.0	0.06048273038234588	0.7514601474753283	0.13813101384492604	-1.0	0.0	0.0	1.6367934055028106	1.8983828890199554	0	0.0	0.0	0.0	0.0	77000	222.86144994640563	-158.34762667869867	297.93055520879176	039252_15	0.0	184	1	1	1	165	0.11154230170884127	0.027429498901356264	0	0.0	0	0.0	0.0	0.0	-1.0	0.0	0.0	112.53534469843092	0	0	1	0	58	0	0	0	0	0	188	0	34	188	0	4	0	55647.663032634504	0.8268703890042094	1.0586920762241914	0	0	0.3598630363602268	77002	176.44327830706158	-107.24868731902477	219.77367763841852	6199.676947580266	176.26903848434875	-107.27067702649188	219.45957838358828	91083.72788345869
1	-1.0	81	0.0	0.9888234018374699	2.296044972850394	0.8096256549871549	0.0	0.10172083047604269	0.665752496371984	0.14048850289595327	-1.0	0.0	0.0	0.6513914629494003	1.9096239395010286	0	0.0	0.0	0.0	0.0	81001	320.17721414650015	177.03531021080983	1.5663210749504963	039252_15	0.0	83	1	1	0	315	0.07886555508841941	0.10495192736951897	1	4.939951007794084	1	17.30995620172371	17.30995620172371	53.76182405931129	81.71833647834978	9.397437164618696	0.6290185572616598	206.375009795928	0	0	1	0	58	15	0	0	0	0	329	2	32	344	1	5	0	61416.67569950674	0.775092936489216	1.0058880473664114	12	0	1.696084077974144	81003	302.8090994912746	27.91516286440584	108.51019420123141	2667.1046652368145	302.20113792832797	27.985058205629713	106.92836027227045	40006.29823339058
1	-1.0	82	0.0	0.4117028645299873	1.2061071277490647	0.25313892493105655	1.0	0.3229252908799288	1.1703679944011594	0.28513606034915395	-1.0	0.0	0.0	1.8367828096948424	1.6927582178310723	0	0.0	0.0	0.0	0.0	82001	329.7955021056346	66.04352920190735	1.4436505429564552	039252_15	0.0	138	1	1	1	49	0.1895232515503893	0.10394183811058405	1	0.0	1	9.964434804896847	9.964434804896847	12.155075350018294	125.91883372036789	4.932389009929784	0.9201427280973495	34.71394432440377	0	0	1	0	59	0	0	0	0	0	59	1	17	59	1	5	0	53888.90260073001	1.0146483023256148	1.313643597876068	0	1	0.601883635721927	82002	332.0038940375799	43.113490759793	19.264569219150218	4824.482008828824	332.01876519447603	42.51179402284641	19.26651765191506	98982.20993034057
1	-1.0	91	0.0	0.3903159927875329	1.2979551640005937	0.26590014674288875	1.0	0.04875094561269249	0.7350034650446682	0.1282195238705293	-1.0	0.0	0.0	1.771340633361618	1.9299426070241887	0	0.0	0.0	0.0	13.00270815868851	91000	339.90039272191547	253.57781378275521	259.6106360335942	039252_15	0.0	126	1	1	1	280	0.08931892165441302	0.021524843641616997	1	0.0	1	16.196110952901947	16.196110952901947	36.46225162012705	36.35349205922179	11.175566857687073	0.9512933404993797	180.50446014499005	0	0	1	0	59	0	0	0	1	0	302	1	33	302	1	5	0	56893.96560499569	0.8097690224988902	1.0523453026571246	0	0	0.4419272236799383	91002	183.3823163193993	175.015672939483	248.65972550054477	4512.818310356656	183.14235923890283	174.64676995364601	248.6193416227019	100778.59306920717
0	-1.0	32	1.0	0.343274404492392	1.2220243968650248	0.27811795425655345	0.0	0.08777041546724776	0.658703498389684	0.1097225541150355	-1.0	0.0	0.0	0.0	0.0	0	0.05	6.102768520748428	0.0	0.0	32003	-5.203779020514446	-85.50326251774813	193.71967733056417	039252_16	0.0	50	1	1	0	207	0.06869905813820582	0.0895502916317058	0	0.0	0	0.0	0.0	0.0	-1.0	0.0	0.0	134.88707527247303	0	0	2	0	57	5	1	0	0	0	222	0	34	227	0	2	0	56975.253138072425	0.7893948820932086	0.9995669550982922	520	0	0.0027983528909847465	32000	-127.21593102051447	-76.03666355889814	209.19217865774485	1869.0197944894855	-127.21593102051447	-76.03747825379347	209.18950152287152	26481.319155875015
1	-1.0	33	0.0	1.066714004309996	2.4111946678388207	0.8652732716563508	1.0	0.8497461678438804	2.070606412120218	0.6524565274528527	-1.0	0.0	0.0	0.7176048892761008	1.953438026585064	0	0.1	0.0	0.0	0.0	33025	-298.9325071555756	-212.74536092953485	298.1763888558638	039252_16	0.0	104	1	0	0	218	0.10672896197909937	0.08294999247976576	0	0.0	0	0.0	0.0	0.0	-1.0	0.0	0.0	144.26767215598005	0	2	5	0	54	8	0	0	0	0	237	0	27	245	0	5	0	41031.871625052096	1.4054233425063098	1.859385685735379	68	0	0.043046013838578014	33001	-249.6222596281509	-334.91618818724737	295.9813798210397	3277.334251799858	-249.5971405039997	-334.9510714236798	295.98364890130813	29444.67169428669
1	-1.0	40	0.0	0.16548872280889748	0.8632311868734103	0.04235064965469783	1.0	0.1485053357192657	0.4177847645557321	0.2450650670226569	-1.0	0.0	0.0	1.7210166946353078	1.9069093448486194	0	0.0	0.0	0.0	1.3878814748978492	40001	-3.3007596687493055	42.24699687150836	32.50074914217069	039252_16	0.0	144	1	1	1	111	0.07456832670122437	0.027443720153763396	2	0.0	0	2.8904723179664953	0.0	0.0	-1.0	0.0	0.0	72.55316821932104	0	0	1	0	59	0	0	0	2	0	122	0	33	122	0	5	0	68773.48392479974	0.663621635223701	0.8591714989738082	0	0	0.17543812846354678	40000	-63.43249222669378	78.69009201309429	42.10423247174704	4750.763523773743	-63.555645055800916	78.81419248372711	42.08970694971129	118360.31398281333
1	-1.0	88	0.0	0.42077329124012797	1.340243804794942	0.2798915839339948	1.0	0.03923892216830772	0.7097136152448011	0.15346129657821259	-1.0	0.0	0.0	1.8227996596234408	2.0050463560744274	0	0.034482758620689655	0.0	0.0	0.0	88000	339.55602239862276	122.87310866587832	298.1262843195543	039252_16	0.0	120	1	1	1	463	0.10826431540291426	0.029216686159758365	1	0.0	1	14.00832173667321	14.00832173667321	23.62955172480766	60.77351153016873	8.2487034484467	0.9264338015267638	308.3085450295862	0	1	2	0	56	5	0	0	0	0	490	1	33	495	1	4	0	62102.416676584944	0.8000979500603115	1.0340531372982948	0	0	0.2107379567050181	88002	232.84268372346736	-39.58453982427328	94.97578138483962	4013.60641437116	232.78777766353136	-39.76815499338396	94.88813846926188	113200.26397987214
