label	est	plane	DT_eff_cm2s	DT_err	c_eff_mm	c_err	c2_mm2	c2_err	chi2	ndf	DT_model_cm2s	c_model_mm	DT_json	c_json
all	rms	U	7.97277	4.15773	3.38635	0.190777	11.4674	1.29208	2.13601	4	8.2017	1.05375	7.97277e-07	3.38635
all	share	U	7.09953	3.69749	3.08679	0.17165	9.5283	1.0597	0.797794	4	8.2017	1.05375	7.09953e-07	3.08679
all	rms	V	5.16779	5.37633	3.23324	0.181976	10.4538	1.17674	2.35064	4	8.2017	1.75625	5.16779e-07	3.23324
all	share	V	-4.41683	5.75599	2.85725	0.241048	8.1639	1.37747	3.3619	4	8.2017	1.75625	-4.41683e-07	2.85725
all	rms	W	-0.812402	20.2347	4.60904	0.658291	21.2432	6.06817	1.61676	4	8.2017	0.05407	-8.12402e-08	4.60904
all	share	W	2.67958	13.3219	2.87357	0.70857	8.25743	4.07226	1.57013	4	8.2017	0.05407	2.67958e-07	2.87357
all	rms	U(joint)	6.72393	3.24637	3.43801	0.154711	11.8199	1.06379	6.41612	14	8.2017	1.05375	6.72393e-07	3.43801
all	rms	V(joint)	6.72393	3.24637	3.18873	0.137159	10.168	0.874729	6.41612	14	8.2017	1.75625	6.72393e-07	3.18873
all	rms	W(joint)	6.72393	3.24637	4.37458	0.27202	19.1369	2.37994	6.41612	14	8.2017	0.05407	6.72393e-07	4.37458
all	share	U(joint)	3.68092	3.02943	3.22509	0.141241	10.4012	0.911029	8.5695	14	8.2017	1.05375	3.68092e-07	3.22509
all	share	V(joint)	3.68092	3.02943	2.55133	0.185641	6.50927	0.947259	8.5695	14	8.2017	1.75625	3.68092e-07	2.55133
all	share	W(joint)	3.68092	3.02943	2.82309	0.291013	7.96983	1.64311	8.5695	14	8.2017	0.05407	3.68092e-07	2.82309
run:run029107	rms	U	7.85613	3.87965	3.3967	0.176491	11.5376	1.19897	2.5939	4	8.2017	1.05375	7.85613e-07	3.3967
run:run029107	share	U	6.83414	3.17601	3.09451	0.149351	9.576	0.924335	1.12187	4	8.2017	1.05375	6.83414e-07	3.09451
run:run029107	rms	V	4.25864	4.77486	3.2615	0.169437	10.6374	1.10524	3.25871	4	8.2017	1.75625	4.25864e-07	3.2615
run:run029107	share	V	-6.63473	5.27036	2.92816	0.203714	8.57412	1.19301	4.2113	4	8.2017	1.75625	-6.63473e-07	2.92816
run:run029107	rms	W	-3.29721	18.4756	4.71108	0.564113	22.1943	5.31517	1.59467	4	8.2017	0.05407	-3.29721e-07	4.71108
run:run029107	share	W	0.3927	12.5798	3.01371	0.623069	9.08243	3.7555	1.43752	4	8.2017	0.05407	3.927e-08	3.01371
run:run029107	rms	U(joint)	6.174	2.97182	3.46566	0.140267	12.0108	0.972236	8.05898	14	8.2017	1.05375	6.174e-07	3.46566
run:run029107	rms	V(joint)	6.174	2.97182	3.20345	0.129209	10.2621	0.827832	8.05898	14	8.2017	1.75625	6.174e-07	3.20345
run:run029107	rms	W(joint)	6.174	2.97182	4.43827	0.255813	19.6982	2.27073	8.05898	14	8.2017	0.05407	6.174e-07	4.43827
run:run029107	share	U(joint)	3.11853	2.65881	3.24704	0.124137	10.5433	0.806155	11.611	14	8.2017	1.05375	3.11853e-07	3.24704
run:run029107	share	V(joint)	3.11853	2.65881	2.58833	0.156729	6.69946	0.811332	11.611	14	8.2017	1.75625	3.11853e-07	2.58833
run:run029107	share	W(joint)	3.11853	2.65881	2.88599	0.27679	8.32896	1.59763	11.611	14	8.2017	0.05407	3.11853e-07	2.88599
length:L<100cm	rms	U	18.547	10.7629	3.40018	0.353234	11.5612	2.40212	4.0452	4	8.2017	1.05375	1.8547e-06	3.40018
length:L<100cm	share	U	10.8826	9.04849	3.28348	0.353936	10.7812	2.32428	4.41298	4	8.2017	1.05375	1.08826e-06	3.28348
length:L<100cm	rms	V	14.5206	13.348	2.78889	0.638323	7.77793	3.56043	11.0266	4	8.2017	1.75625	1.45206e-06	2.78889
length:L<100cm	share	V	16.7407	8.68411	1.44041	0.825749	2.07479	2.37884	14.7754	4	8.2017	1.75625	1.67407e-06	1.44041
length:L<100cm	rms	W	-15.2959	21.9557	5.59922	0.50803	31.3512	5.68914	10.2796	4	8.2017	0.05407	-1.52959e-06	5.59922
