bragg_valid	chain_coverage	cluster_id	comp_bwd0	comp_bwd1	comp_bwd2	comp_bwd3	comp_fwd0	comp_fwd1	comp_fwd2	comp_fwd3	cont_angle_deg	cont_len	cont_mip	contrast	contrast_expected	dead_ahead	dead_frac_cmp	delta_len	dots_charge_unfit	dots_ke_dqdx	entry_vtx_id	entry_x	entry_y	entry_z	event	ext_len	gid	has_pass	in_fv	is_stm	kink_num	ks_flat	ks_mu	michel_conn_type	michel_far_len	michel_found	michel_ke_best	michel_ke_dqdx	michel_ke_range	michel_kink_deg	michel_len	michel_mip	muon_len	n_body_hadron	n_body_other	n_chain_segs	n_cluster_pts	n_cmp_live	n_dead_pts	n_delta	n_dot_clusters_unfit	n_dots	n_ext	n_live_pts	n_michel_segs	n_plateau	n_profile_pts	n_stop_arms	n_tail	pass	plateau_med	ratio_flat	ratio_mu	reject_bits	short_track	stop_dis	stop_vtx_id	stop_x	stop_y	stop_z	t0_us	tagger_stop_x	tagger_stop_y	tagger_stop_z	tail_med
0	-1.0	45	0.0	5.271800880557625	9.522772460711804	2.152793865819634	0.0	4.930374285028204	9.160104567951874	3.155106309809752	-1.0	0.0	0.0	0.0	0.0	0	0.5769230769230769	5.620996870005765	0.0	0.0	45006	-351.55290701994494	419.87777971590697	153.5690783470699	029107_0	0.0	135	1	0	0	129	0.0680074904763146	0.15763680103659383	0	0.0	0	0.0	0.0	0.0	-1.0	0.0	0.0	75.97534525205656	0	0	2	0	22	67	1	0	0	0	32	0	0	99	1	3	0	0.0	3.7762076999281984	5.999853942767313	584	0	0.3884136510062521	45007	-351.7864904748689	485.81946290480585	149.92796581729996	2657.746349047717	-351.71715834533444	485.7542879222298	149.55138854535113	9407.881681536235
1	-1.0	56	0.0	9.410298608508624	15.299756548841772	2.3632745890077307	0.0	1.391418575679225	3.0009940467949656	1.176160815530432	-1.0	0.0	0.0	0.46339122593644366	1.857357458129872	0	0.0847457627118644	0.0	0.0	0.0	56000	-89.18020960342166	14.194858866485262	455.3432068116696	029107_0	0.0	59	1	0	0	168	0.16765900946585088	0.253534574354369	0	0.0	0	0.0	0.0	0.0	-1.0	0.0	0.0	107.14008046619863	0	0	4	0	54	24	0	0	0	0	68	0	30	92	1	4	0	40906.650722068574	1.8496253291961675	2.381876512155069	76	0	0.32133247223079126	56006	-15.124903663623332	32.02378352282633	452.0677832581888	297.7952530371935	-14.842982545329804	32.03963119982457	452.2211582623578	18955.783027053265
1	-1.0	32	0.0	3.564957043725869	6.6984138779719125	2.947235664074058	0.0	2.9598427162356757	5.701650837194611	2.465223991896967	-1.0	0.0	0.0	0.5709301150006626	1.9189720729553283	0	0.1206896551724138	0.0	0.0	0.0	32026	-286.6862464209462	282.3291012894772	192.4360835653757	029107_1	0.0	83	1	1	0	133	0.04591532567068768	0.1412632110245695	1	0.0	1	5.612800783937999	5.612800783937999	10.772207925548848	84.40987645797868	4.465814661816146	0.7622424754790527	99.53560594956238	0	0	5	0	51	42	0	0	0	0	127	1	16	169	1	5	0	18354.503233500393	2.9802431855617884	3.987370906586327	1036	0	1.5484726780185243	32002	-323.33774448482353	241.82756958689407	217.65031817524982	805.7699766705881	-323.93202279120567	240.5982750116795	216.91995129724842	10479.138641882413
0	-1.0	46	0.0	11.510484780360724	18.440622225241007	2.8909550235435404	1.0	7.738308283399166	12.90243841161427	2.047383832094813	-1.0	0.0	0.0	0.0	0.0	0	0.25	0.0	0.0	0.0	46000	-349.4599113794651	572.4635384661716	359.5042782469023	029107_1	0.0	94	1	1	0	75	0.1522111119315367	0.12428849048828794	0	0.0	0	0.0	0.0	0.0	-1.0	0.0	0.0	44.79437290836427	0	0	1	0	3	3	0	0	0	0	4	0	0	7	0	2	0	0.0	3.2695407531192378	9.024031543101716	768	0	0.26336591570078505	46001	-335.5974815635271	565.965596660107	317.81158281463263	1516.4797828646172	-335.65069045504805	566.1765820490208	317.9599593123704	13217.228308447418
0	-1.0	57	0.0	2.700220444034359	5.23309589366261	2.1870772988469116	0.0	6.419715265057447	11.4052449713979	4.356237228672354	-1.0	0.0	0.0	0.0	0.0	0	0.7540983606557377	0.0	0.0	0.0	57005	-174.593968171536	26.327504124695622	65.50108792123766	029107_1	0.0	61	1	1	0	88	0.030577994671718234	0.19652374915801235	0	0.0	0	0.0	0.0	0.0	-1.0	0.0	0.0	74.58952404352533	0	0	5	0	15	70	0	0	0	0	60	0	0	130	0	4	0	0.0	4.741353375452241	7.531176699553397	520	0	0.6688550391443508	57000	-169.94813120684736	64.38146716380689	75.00600900698609	-58.58796435304198	-169.77038237208117	63.82286322623908	74.68393128956096	10569.640701591146
0	-1.0	92	0.0	1000000000.0	1000000000.0	1000000000.0	0.0	1000000000.0	1000000000.0	1000000000.0	-1.0	0.0	0.0	0.0	0.0	0	0.6	0.0	0.0	0.0	92001	339.6122917824305	8.916851427206112	9.579853131370394	029107_1	0.0	1000112	1	1	0	53	0.0	0.0	0	0.0	0	0.0	0.0	0.0	-1.0	0.0	0.0	31.3293131497151	0	0	1	0	2	3	0	0	0	0	2	0	0	5	0	0	0	0.0	0.0	0.0	768	1	0.08191809005199704	92000	346.366013966307	37.984707565573615	19.11847823500339	2339.507314990386	346.3868241258377	38.06095110243575	19.140028961785266	0.0
1	-1.0	104	0.0	0.2411640533180953	1.0880525700038703	0.14223836807255796	0.0	0.5213326056346873	1.5236487062232618	0.35671896243020734	-1.0	0.0	0.0	0.7227387841593214	1.9449706063298933	0	0.0	0.0	0.0	0.0	104001	2.095959731458879	10.419021262033782	447.549452893162	029107_1	0.0	1000021	1	0	0	360	0.08099546681441394	0.1798281626072259	0	0.0	0	0.0	0.0	0.0	-1.0	0.0	0.0	180.51814308139646	0	0	3	0	59	11	0	0	0	0	289	0	33	300	0	5	0	47819.079642899065	1.1553178439937706	1.5010576290801736	78	0	44.922461692466825	104000	72.92786613137733	155.0731586562618	461.0321832282058	-1908.3723246693319	63.04809477837587	177.13242372800585	423.16654567886434	34560.703480726625
0	-1.0	112	0.0	0.44005853327157624	1.3840749932360419	0.2890648379589636	0.0	7.531449844937593	12.856804088159716	4.607515752576355	-1.0	0.0	0.0	0.0	0.0	0	0.5384615384615384	17.17212200748902	0.0	0.0	112002	-215.9069051277862	11.876779408966463	451.51155937893543	029107_1	0.0	45	1	0	0	1374	0.05525470620162487	0.2127579299891279	0	0.0	0	0.0	0.0	0.0	-1.0	0.0	0.0	918.4931822469678	0	20	31	0	6	58	3	0	0	0	1433	0	0	1491	0	1	1	0.0	4.979445565828682	8.643475422098707	584	0	0.23632028584858986	112001	151.67720465812397	518.2275126706643	4.33000264599623	-908.190741977967	151.56994491219314	518.4370176356549	4.308782512851315	8817.754087917374
1	-1.0	113	0.0	0.2462027981299464	1.0648320699324678	0.16074322025548862	1.0	0.06099612471163144	0.6368946737232921	0.17504902893320223	-1.0	0.0	0.0	1.7647038063418754	1.9449706063298926	0	0.0	0.0	0.0	0.0	113000	88.10560912090232	587.5350784540428	285.30497035840875	029107_1	0.0	1000025	1	1	1	442	0.09604350173387588	0.054962983060558246	0	0.0	0	0.0	0.0	0.0	-1.0	0.0	0.0	285.41959195082865	0	7	8	0	58	1	0	0	0	0	478	0	33	479	1	5	0	68284.86287881063	0.7501669240373259	0.9761863356292194	0	0	0.3332447215686183	113037	-5.562651277868184	333.8312100615401	271.01270269248386	-1771.6885179387905	-5.616242877294144	334.13392800031136	271.1413177556389	120502.55743777014
0	-1.0	40	1.0	4.011970420842278	7.427687631098631	2.3668166500743952	0.0	0.7588055650978793	1.9329139332981766	0.6200180644865287	-1.0	0.0	0.0	0.0	0.0	0	0.05084745762711865	0.0	0.0	0.0	40000	-108.75212200514159	15.227110169421877	450.0645569954398	029107_2	0.0	50	1	0	0	1297	0.11210551132265983	0.1959516487306021	0	0.0	0	0.0	0.0	0.0	-1.0	0.0	0.0	829.8724395781768	0	5	9	0	56	58	0	0	0	0	1269	0	33	1327	0	2	1	43563.989641973516	1.3698379636654283	1.7425116585153277	584	0	0.31926090694791587	40001	-182.7252518535941	605.4174037508349	47.15163148124719	-449.1099060587551	-182.68771606547762	605.6908508019121	46.991178056313714	12455.304333723952
