label	est	plane	tbin	t_us	n_prof	q	rms_meas_mm	rms_pred_mm	sig_model_mm	sig2_eff_mm2	sig2_err	sig2_naive_mm2	extent	ceiling	centre_share
rr:rr>30cm	rms	V	4	1701.21	580	5.79159e+07	3.77263	3.19617	2.42384	9.85843	1.27982	9.89222	1.13798	0	0.512494
rr:rr>30cm	rms	V	5	2037.32	542	5.79211e+07	4.0988	3.53288	2.53502	10.7124	1.5453	10.7453	1.48451	0	0.529321
rr:rr>30cm	share	V	0	303.609	448	5.78303e+07	3.76718	2.76212	1.89273	6.79461	1.35843	10.1448	1.07096	0	0.518342
rr:rr>30cm	share	V	1	713.865	400	5.78614e+07	3.86587	2.78422	2.06286	8.73303	1.18552	11.4484	0.925843	0	0.494067
rr:rr>30cm	share	V	2	1067.27	532	5.76641e+07	4.28897	2.97692	2.19889	7.87764	2.42265	14.3683	1.06456	0	0.498892
rr:rr>30cm	share	V	3	1409.72	542	5.80747e+07	4.04875	3.03646	2.32311	8.48649	2.93514	12.5691	1.01272	0	0.492272
rr:rr>30cm	share	V	4	1701.21	580	5.79159e+07	3.77263	3.19617	2.42384	6.77081	1.49918	9.89222	1.13798	0	0.512494
rr:rr>30cm	share	V	5	2037.32	542	5.79211e+07	4.0988	3.53288	2.53502	3.67395	1.82262	10.7453	1.48451	0	0.529321
rr:rr>30cm	rms	W	0	369.997	757	4.63744e+07	5.27947	1.75571	0.780925	24.98	6.08392	25.4002	0.66914	0	0.472433
rr:rr>30cm	rms	W	1	842.78	824	4.63863e+07	3.93105	2.0444	1.17702	12.4968	4.69822	12.6589	0.690513	0	0.617703
rr:rr>30cm	rms	W	2	1253.03	811	4.63751e+07	5.20973	2.23299	1.43468	24.1163	6.4913	24.2133	0.715858	0	0.486857
rr:rr>30cm	rms	W	3	1559.05	751	4.64781e+07	4.97798	2.35822	1.60009	21.6994	5.78209	21.7794	0.733636	0	0.492453
rr:rr>30cm	rms	W	4	1813.36	815	4.63941e+07	4.63398	2.31649	1.72553	19.0323	5.99551	19.085	0.479451	0	0.539392
rr:rr>30cm	rms	W	5	2052.85	882	4.64139e+07	4.88205	2.51504	1.83584	20.82	6.2269	20.8793	0.71244	0	0.505087
rr:rr>30cm	share	W	0	369.997	757	4.63744e+07	5.27947	1.75571	0.780925	11.4705	4.84237	25.4002	0.66914	0	0.472433
rr:rr>30cm	share	W	1	842.78	824	4.63863e+07	3.93105	2.0444	1.17702	4.47172	2.45041	12.6589	0.690513	0	0.617703
rr:rr>30cm	share	W	2	1253.03	811	4.63751e+07	5.20973	2.23299	1.43468	10.3706	4.99886	24.2133	0.715858	0	0.486857
rr:rr>30cm	share	W	3	1559.05	751	4.64781e+07	4.97798	2.35822	1.60009	9.96707	3.52753	21.7794	0.733636	0	0.492453
rr:rr>30cm	share	W	4	1813.36	815	4.63941e+07	4.63398	2.31649	1.72553	8.01359	3.31148	19.085	0.479451	0	0.539392
rr:rr>30cm	share	W	5	2052.85	882	4.64139e+07	4.88205	2.51504	1.83584	9.27188	3.41718	20.8793	0.71244	0	0.505087
foff:foff>=0.15	rms	U	0	197.86	476	6.12925e+07	3.8247	2.31024	1.19789	10.618	1.60618	10.7261	1.05199	0	0.473343
foff:foff>=0.15	rms	U	1	626.48	444	6.15133e+07	4.33821	2.89495	1.4622	12.5167	1.19453	12.5773	1.52307	0	0.428406
foff:foff>=0.15	rms	U	2	1114.1	573	6.1408e+07	4.52109	2.97379	1.71403	14.4865	1.50041	14.5347	1.46103	0	0.41792
foff:foff>=0.15	rms	U	3	1568.42	653	6.13483e+07	4.55087	3.01668	1.91915	15.2547	1.48248	15.2932	1.36722	0	0.422031
foff:foff>=0.15	rms	U	4	1852.11	605	6.14994e+07	4.32462	2.9562	2.03678	14.0698	0.977603	14.1117	1.19605	0	0.421868
foff:foff>=0.15	rms	U	5	2068.31	604	6.1429e+07	4.34845	3.01144	2.12206	14.3098	1.05247	14.3434	1.18896	0	0.433089
foff:foff>=0.15	share	U	0	197.86	476	6.12925e+07	3.8247	2.31024	1.19789	9.51308	1.19289	10.7261	1.05199	0	0.473343
foff:foff>=0.15	share	U	1	626.48	444	6.15133e+07	4.33821	2.89495	1.4622	10.2745	0.978431	12.5773	1.52307	0	0.428406
foff:foff>=0.15	share	U	2	1114.1	573	6.1408e+07	4.52109	2.97379	1.71403	11.7027	1.29827	14.5347	1.46103	0	0.41792
foff:foff>=0.15	share	U	3	1568.42	653	6.13483e+07	4.55087	3.01668	1.91915	11.9101	0.904666	15.2932	1.36722	0	0.422031
foff:foff>=0.15	share	U	4	1852.11	605	6.14994e+07	4.32462	2.9562	2.03678	12.874	1.49816	14.1117	1.19605	0	0.421868
foff:foff>=0.15	share	U	5	2068.31	604	6.1429e+07	4.34845	3.01144	2.12206	11.903	0.88171	14.3434	1.18896	0	0.433089
foff:foff>=0.15	rms	V	0	275.631	558	6.9225e+07	3.74609	2.73948	1.88057	10.022	0.912738	10.065	1.05219	0	0.520966
foff:foff>=0.15	rms	V	1	681.509	483	6.98682e+07	3.86609	2.7818	2.04996	11.3696	1.17926	11.4106	0.936237	0	0.496766
foff:foff>=0.15	rms	V	2	1060.26	634	6.94842e+07	4.18985	2.95396	2.19627	13.6149	1.89687	13.6526	1.03292	0	0.50993
foff:foff>=0.15	rms	V	3	1424.43	640	6.96091e+07	4.20213	3.1256	2.3283	13.2725	2.08837	13.3095	1.14044	0	0.482212
foff:foff>=0.15	rms	V	4	1701.63	669	6.94355e+07	4.09162	3.16802	2.42398	12.5465	2.20998	12.5806	1.09533	0	0.502118
foff:foff>=0.15	rms	V	5	2019.43	661	6.97094e+07	4.13817	3.54136	2.52922	10.9458	1.88706	10.9802	1.50175	0	0.52324
foff:foff>=0.15	share	V	0	275.631	558	6.9225e+07	3.74609	2.73948	1.88057	6.75395	1.2038	10.065	1.05219	0	0.520966
foff:foff>=0.15	share	V	1	681.509	483	6.98682e+07	3.86609	2.7818	2.04996	8.53659	1.18208	11.4106	0.936237	0	0.496766
foff:foff>=0.15	share	V	2	1060.26	634	6.94842e+07	4.18985	2.95396	2.19627	7.40592	2.16186	13.6526	1.03292	0	0.50993
foff:foff>=0.15	share	V	3	1424.43	640	6.96091e+07	4.20213	3.1256	2.3283	8.51254	2.62721	13.3095	1.14044	0	0.482212
foff:foff>=0.15	share	V	4	1701.63	669	6.94355e+07	4.09162	3.16802	2.42398	7.53546	1.89852	12.5806	1.09533	0	0.502118
foff:foff>=0.15	share	V	5	2019.43	661	6.97094e+07	4.13817	3.54136	2.52922	3.85213	2.4737	10.9802	1.50175	0	0.52324
foff:foff>=0.15	rms	W	0	362.11	901	5.29445e+07	5.14619	1.77843	0.772598	23.4927	5.13642	23.9174	0.704684	0	0.486694
foff:foff>=0.15	rms	W	1	869.371	941	5.2928e+07	4.30886	2.05661	1.1954	15.6078	5.59494	15.7656	0.691215	0	0.576714
foff:foff>=0.15	rms	W	2	1286.8	904	5.28776e+07	5.23696	2.23592	1.45386	24.4528	6.17927	24.5401	0.695968	0	0.487545
foff:foff>=0.15	rms	W	3	1568.6	859	5.30255e+07	5.07043	2.3598	1.60498	22.6383	4.70819	22.7165	0.730493	0	0.478036
foff:foff>=0.15	rms	W	4	1802.32	944	5.2931e+07	4.65863	2.33281	1.72027	19.1632	4.77093	19.2202	0.526161	0	0.538242
foff:foff>=0.15	rms	W	5	2045.12	984	5.29657e+07	4.89154	2.5304	1.83238	20.8219	4.56296	20.8818	0.741251	0	0.496485
foff:foff>=0.15	share	W	0	362.11	901	5.29445e+07	5.14619	1.77843	0.772598	10.4101	4.07199	23.9174	0.704684	0	0.486694
foff:foff>=0.15	share	W	1	869.371	941	5.2928e+07	4.30886	2.05661	1.1954	5.92185	3.45656	15.7656	0.691215	0	0.576714
foff:foff>=0.15	share	W	2	1286.8	904	5.28776e+07	5.23696	2.23592	1.45386	10.372	4.65993	24.5401	0.695968	0	0.487545
foff:foff>=0.15	share	W	3	1568.6	859	5.30255e+07	5.07043	2.3598	1.60498	10.9107	3.17014	22.7165	0.730493	0	0.478036
foff:foff>=0.15	share	W	4	1802.32	944	5.2931e+07	4.65863	2.33281	1.72027	7.98437	2.17443	19.2202	0.526161	0	0.538242
foff:foff>=0.15	share	W	5	2045.12	984	5.29657e+07	4.89154	2.5304	1.83238	9.69673	2.75267	20.8818	0.741251	0	0.496485
advance:adv<0.10	rms	U	0	235.196	78	8.67969e+06	3.83747	2.2989	1.22319	10.8358	1.32962	10.9374	1.02078	0	0.461271
advance:adv<0.10	rms	U	1	974.681	77	8.714e+06	5.11784	3.12312	1.64596	19.0909	5.2661	19.1476	1.65741	0	0.39031
advance:adv<0.10	rms	U	2	1558.39	114	8.51052e+06	4.22533	2.73078	1.91486	14.0197	1.37049	14.0629	1.00676	0	0.453944
advance:adv<0.10	rms	U	3	1837.73	94	8.95403e+06	4.16981	2.65255	2.03098	14.427	1.17125	14.4762	0.745175	0	0.411021
advance:adv<0.10	rms	U	4	1965.72	93	8.6239e+06	4.14119	2.51003	2.08203	15.1584	3.25217	15.1841	0.268141	0	0.464328
advance:adv<0.10	rms	U	5	2109.8	107	8.85254e+06	4.24682	2.70765	2.13803	15.2323	2.39459	15.2753	0.689215	0	0.444825
advance:adv<0.10	share	U	0	235.196	78	8.67969e+06	3.83747	2.2989	1.22319	10.4752	1.35023	10.9374	1.02078	0	0.461271
advance:adv<0.10	share	U	1	974.681	77	8.714e+06	5.11784	3.12312	1.64596	13.2646	4.00271	19.1476	1.65741	0	0.39031
advance:adv<0.10	share	U	2	1558.39	114	8.51052e+06	4.22533	2.73078	1.91486	11.0696	0.91906	14.0629	1.00676	0	0.453944
advance:adv<0.10	share	U	3	1837.73	94	8.95403e+06	4.16981	2.65255	2.03098	15.7179	3.56592	14.4762	0.745175	0	0.411021
advance:adv<0.10	share	U	4	1965.72	93	8.6239e+06	4.14119	2.51003	2.08203	12.0901	3.26555	15.1841	0.268141	0	0.464328
advance:adv<0.10	share	U	5	2109.8	107	8.85254e+06	4.24682	2.70765	2.13803	12.8385	1.93972	15.2753	0.689215	0	0.444825
advance:adv<0.10	rms	V	0	349.993	145	1.67563e+07	3.69036	2.49069	1.91273	11.0266	1.54301	11.0738	0.608153	0	0.528067
advance:adv<0.10	rms	V	1	714.739	133	1.67878e+07	3.57053	2.56364	2.06321	10.3942	0.953605	10.4332	0.500386	0	0.502944
advance:adv<0.10	rms	V	2	1060.64	173	1.68521e+07	3.81506	2.73871	2.19641	11.8379	2.52336	11.8784	0.658354	0	0.539611
advance:adv<0.10	rms	V	3	1378.25	159	1.67401e+07	3.86257	2.78184	2.31197	12.4886	1.93965	12.526	0.534717	0	0.498025
advance:adv<0.10	rms	V	4	1631.45	195	1.65116e+07	3.56341	2.73985	2.40011	10.8809	1.62963	10.9516	1.45519e-11	0	0.53104
advance:adv<0.10	rms	V	5	1939.38	160	1.71657e+07	4.45242	3.2369	2.50313	15.5792	6.91915	15.6122	1.1088	0	0.515128
advance:adv<0.10	share	V	0	349.993	145	1.67563e+07	3.69036	2.49069	1.91273	7.88426	0.83934	11.0738	0.608153	0	0.528067
advance:adv<0.10	share	V	1	714.739	133	1.67878e+07	3.57053	2.56364	2.06321	9.38975	1.057	10.4332	0.500386	0	0.502944
advance:adv<0.10	share	V	2	1060.64	173	1.68521e+07	3.81506	2.73871	2.19641	7.23831	1.96731	11.8784	0.658354	0	0.539611
advance:adv<0.10	share	V	3	1378.25	159	1.67401e+07	3.86257	2.78184	2.31197	9.60919	2.22617	12.526	0.534717	0	0.498025
advance:adv<0.10	share	V	4	1631.45	195	1.65116e+07	3.56341	2.73985	2.40011	8.28172	1.51584	10.9516	1.45519e-11	0	0.53104
advance:adv<0.10	share	V	5	1939.38	160	1.71657e+07	4.45242	3.2369	2.50313	6.7755	3.56103	15.6122	1.1088	0	0.515128
advance:adv<0.10	rms	W	0	351.804	142	9.7469e+06	6.15255	1.79318	0.761578	34.7386	4.62547	35.2184	0.74437	0	0.341235
advance:adv<0.10	rms	W	1	1045	170	9.92405e+06	5.93148	1.96101	1.31037	32.9675	5.26145	33.054	0.35	0	0.387941
advance:adv<0.10	rms	W	2	1409.57	140	9.85584e+06	6.2023	2.19185	1.52155	35.9103	8.64246	35.9794	0.533884	0	0.393476
advance:adv<0.10	rms	W	3	1674.92	183	9.84016e+06	4.6784	1.97336	1.65842	19.9738	8.78028	20.7436	1.45519e-11	0	0.546775
advance:adv<0.10	rms	W	4	1823.76	177	9.81099e+06	4.87886	2.06854	1.73046	21.8897	8.29645	22.519	1.45519e-11	0	0.56626
advance:adv<0.10	rms	W	5	2067.97	217	9.91517e+06	5.05565	2.26462	1.84258	23.646	6.88656	23.8262	1.45519e-11	0	0.517854
advance:adv<0.10	share	W	0	351.804	142	9.7469e+06	6.15255	1.79318	0.761578	26.3513	4.57928	35.2184	0.74437	0	0.341235
advance:adv<0.10	share	W	1	1045	170	9.92405e+06	5.93148	1.96101	1.31037	20.0331	5.91356	33.054	0.35	0	0.387941
advance:adv<0.10	share	W	2	1409.57	140	9.85584e+06	6.2023	2.19185	1.52155	19.064	15.3426	35.9794	0.533884	0	0.393476
advance:adv<0.10	share	W	3	1674.92	183	9.84016e+06	4.6784	1.97336	1.65842	7.9724	12.8973	20.7436	1.45519e-11	0	0.546775
advance:adv<0.10	share	W	4	1823.76	177	9.81099e+06	4.87886	2.06854	1.73046	7.126	5.15775	22.519	1.45519e-11	0	0.56626
advance:adv<0.10	share	W	5	2067.97	217	9.91517e+06	5.05565	2.26462	1.84258	9.40327	4.29657	23.8262	1.45519e-11	0	0.517854
advance:adv0.10-0.25	rms	U	0	177.668	162	2.05122e+07	3.69062	2.24263	1.18399	9.87772	1.31067	9.9931	0.98171	0	0.489207
advance:adv0.10-0.25	rms	U	1	564.83	141	2.07328e+07	4.30689	2.79381	1.4272	12.7236	1.88747	12.7809	1.43671	0	0.429464
advance:adv0.10-0.25	rms	U	2	1110	188	2.07335e+07	4.52372	2.82795	1.71207	15.3577	1.75709	15.3979	1.29661	0	0.414866
advance:adv0.10-0.25	rms	U	3	1595.29	223	2.06572e+07	4.56922	3.01146	1.9306	15.499	1.73307	15.5361	1.35269	0	0.422082
advance:adv0.10-0.25	rms	U	4	1840.54	201	2.05883e+07	4.42375	2.96658	2.03212	14.8625	1.66529	14.8985	1.21364	0	0.419441
advance:adv0.10-0.25	rms	U	5	2063.51	209	2.07648e+07	4.36355	3.05452	2.1202	14.1725	1.56636	14.2057	1.24698	0	0.436057
advance:adv0.10-0.25	share	U	0	177.668	162	2.05122e+07	3.69062	2.24263	1.18399	8.79779	0.983753	9.9931	0.98171	0	0.489207
advance:adv0.10-0.25	share	U	1	564.83	141	2.07328e+07	4.30689	2.79381	1.4272	10.7778	1.21427	12.7809	1.43671	0	0.429464
advance:adv0.10-0.25	share	U	2	1110	188	2.07335e+07	4.52372	2.82795	1.71207	13.0034	1.47274	15.3979	1.29661	0	0.414866
advance:adv0.10-0.25	share	U	3	1595.29	223	2.06572e+07	4.56922	3.01146	1.9306	11.9983	1.26317	15.5361	1.35269	0	0.422082
advance:adv0.10-0.25	share	U	4	1840.54	201	2.05883e+07	4.42375	2.96658	2.03212	13.0228	1.78839	14.8985	1.21364	0	0.419441
advance:adv0.10-0.25	share	U	5	2063.51	209	2.07648e+07	4.36355	3.05452	2.1202	11.3466	1.06017	14.2057	1.24698	0	0.436057
advance:adv0.10-0.25	rms	V	0	247.812	207	2.49979e+07	3.55688	2.65787	1.8684	9.03092	1.16589	9.07805	0.947729	0	0.532632
advance:adv0.10-0.25	rms	V	1	663.552	168	2.49545e+07	4.07932	2.78036	2.04276	13.0413	1.80612	13.0833	0.942196	0	0.477095
advance:adv0.10-0.25	rms	V	2	1034.78	209	2.50411e+07	4.48741	2.96976	2.18673	16.0622	2.62598	16.0991	1.0673	0	0.473363
advance:adv0.10-0.25	rms	V	3	1387.16	248	2.47153e+07	4.02613	2.92788	2.31513	12.9584	1.86313	12.997	0.840489	0	0.497048
advance:adv0.10-0.25	rms	V	4	1672.66	266	2.53203e+07	3.6987	3.11351	2.41415	9.77982	0.920476	9.81456	1.0233	0	0.520735
advance:adv0.10-0.25	rms	V	5	2010.28	254	2.50706e+07	4.11341	3.40445	2.52625	11.6776	1.65449	11.7118	1.32493	0	0.527721
advance:adv0.10-0.25	share	V	0	247.812	207	2.49979e+07	3.55688	2.65787	1.8684	6.62356	1.41127	9.07805	0.947729	0	0.532632
advance:adv0.10-0.25	share	V	1	663.552	168	2.49545e+07	4.07932	2.78036	2.04276	9.71517	0.840439	13.0833	0.942196	0	0.477095
advance:adv0.10-0.25	share	V	2	1034.78	209	2.50411e+07	4.48741	2.96976	2.18673	9.43857	2.24672	16.0991	1.0673	0	0.473363
advance:adv0.10-0.25	share	V	3	1387.16	248	2.47153e+07	4.02613	2.92788	2.31513	8.86558	1.9527	12.997	0.840489	0	0.497048
advance:adv0.10-0.25	share	V	4	1672.66	266	2.53203e+07	3.6987	3.11351	2.41415	6.88727	1.89949	9.81456	1.0233	0	0.520735
advance:adv0.10-0.25	share	V	5	2010.28	254	2.50706e+07	4.11341	3.40445	2.52625	4.91513	1.9373	11.7118	1.32493	0	0.527721
advance:adv0.10-0.25	rms	W	0	421.899	285	1.78088e+07	5.33985	1.4505	0.833656	26.4855	5.77342	27.105	0.2	0	0.47642
advance:adv0.10-0.25	rms	W	1	1036.87	332	1.79037e+07	4.92255	2.00512	1.30527	21.8174	6.4512	21.9147	0.466848	0	0.5477
advance:adv0.10-0.25	rms	W	2	1404.83	296	1.7772e+07	4.92769	2.11721	1.51899	22.0589	6.91717	22.1069	0.359806	0	0.523718
advance:adv0.10-0.25	rms	W	3	1661.71	311	1.79478e+07	4.86649	2.19596	1.65187	21.5589	5.35761	21.5892	0.287012	0	0.529605
advance:adv0.10-0.25	rms	W	4	1853.09	323	1.78406e+07	4.59819	2.3848	1.74431	18.4436	5.45133	18.4987	0.593435	0	0.535099
advance:adv0.10-0.25	rms	W	5	2065.73	362	1.78939e+07	4.80958	2.51282	1.84158	20.1508	5.08338	20.2092	0.701645	0	0.502605
advance:adv0.10-0.25	share	W	0	421.899	285	1.78088e+07	5.33985	1.4505	0.833656	11.9009	4.90992	27.105	0.2	0	0.47642
advance:adv0.10-0.25	share	W	1	1036.87	332	1.79037e+07	4.92255	2.00512	1.30527	7.65484	4.16752	21.9147	0.466848	0	0.5477
advance:adv0.10-0.25	share	W	2	1404.83	296	1.7772e+07	4.92769	2.11721	1.51899	8.97218	4.80578	22.1069	0.359806	0	0.523718
advance:adv0.10-0.25	share	W	3	1661.71	311	1.79478e+07	4.86649	2.19596	1.65187	8.73509	2.59522	21.5892	0.287012	0	0.529605
advance:adv0.10-0.25	share	W	4	1853.09	323	1.78406e+07	4.59819	2.3848	1.74431	7.98267	2.95128	18.4987	0.593435	0	0.535099
advance:adv0.10-0.25	share	W	5	2065.73	362	1.78939e+07	4.80958	2.51282	1.84158	9.44336	3.11649	20.2092	0.701645	0	0.502605
advance:adv0.25-0.5	rms	U	0	227.807	325	4.28488e+07	3.9536	2.42635	1.21822	11.1425	1.54209	11.2279	1.16505	0	0.458407
advance:adv0.25-0.5	rms	U	1	690.627	323	4.29575e+07	4.2174	3.0371	1.49775	10.7353	0.886517	10.8057	1.64813	0	0.435785
advance:adv0.25-0.5	rms	U	2	1105.91	412	4.30783e+07	4.43849	2.99192	1.7101	13.6272	1.27203	13.6731	1.48195	0	0.422536
advance:adv0.25-0.5	rms	U	3	1510.71	390	4.30146e+07	4.93434	3.28681	1.89433	17.0889	2.59012	17.1331	1.68192	0	0.398363
advance:adv0.25-0.5	rms	U	4	1820.3	391	4.302e+07	4.32835	3.12037	2.02393	13.0563	1.1978	13.0942	1.41004	0	0.420829
advance:adv0.25-0.5	rms	U	5	2056.32	356	4.29981e+07	4.59811	3.22367	2.11742	15.1965	1.6916	15.2341	1.4597	0	0.409726
advance:adv0.25-0.5	share	U	0	227.807	325	4.28488e+07	3.9536	2.42635	1.21822	10.0155	1.1808	11.2279	1.16505	0	0.458407
advance:adv0.25-0.5	share	U	1	690.627	323	4.29575e+07	4.2174	3.0371	1.49775	8.63762	0.97715	10.8057	1.64813	0	0.435785
advance:adv0.25-0.5	share	U	2	1105.91	412	4.30783e+07	4.43849	2.99192	1.7101	11.1076	1.1116	13.6731	1.48195	0	0.422536
advance:adv0.25-0.5	share	U	3	1510.71	390	4.30146e+07	4.93434	3.28681	1.89433	12.1152	1.1478	17.1331	1.68192	0	0.398363
advance:adv0.25-0.5	share	U	4	1820.3	391	4.302e+07	4.32835	3.12037	2.02393	11.7499	1.192	13.0942	1.41004	0	0.420829
advance:adv0.25-0.5	share	U	5	2056.32	356	4.29981e+07	4.59811	3.22367	2.11742	12.5344	1.34901	15.2341	1.4597	0	0.409726
advance:adv0.25-0.5	rms	V	0	269.999	269	3.57261e+07	4.05575	2.99985	1.87811	10.9373	1.84175	10.9773	1.37771	0	0.50338
advance:adv0.25-0.5	rms	V	1	688.048	225	3.58472e+07	3.84983	2.9073	2.05257	10.5441	1.40192	10.5819	1.11616	0	0.499724
advance:adv0.25-0.5	rms	V	2	1089.62	290	3.58243e+07	4.29122	3.19578	2.20721	13.0384	2.17288	13.0734	1.35221	0	0.507105
advance:adv0.25-0.5	rms	V	3	1509.48	296	3.57922e+07	4.50038	3.61674	2.35806	12.6981	3.6219	12.7331	1.7285	0	0.487569
advance:adv0.25-0.5	rms	V	4	1771.8	310	3.58392e+07	4.38405	3.42565	2.44761	13.4411	1.9068	13.4756	1.42828	0	0.456899
advance:adv0.25-0.5	rms	V	5	2060.06	301	3.58148e+07	4.24801	3.67726	2.54236	10.9519	2.21815	10.987	1.65621	0	0.512861
advance:adv0.25-0.5	share	V	0	269.999	269	3.57261e+07	4.05575	2.99985	1.87811	5.86194	2.15694	10.9773	1.37771	0	0.50338
advance:adv0.25-0.5	share	V	1	688.048	225	3.58472e+07	3.84983	2.9073	2.05257	7.58063	1.417	10.5819	1.11616	0	0.499724
advance:adv0.25-0.5	share	V	2	1089.62	290	3.58243e+07	4.29122	3.19578	2.20721	5.83094	2.52127	13.0734	1.35221	0	0.507105
advance:adv0.25-0.5	share	V	3	1509.48	296	3.57922e+07	4.50038	3.61674	2.35806	3.89638	3.06008	12.7331	1.7285	0	0.487569
advance:adv0.25-0.5	share	V	4	1771.8	310	3.58392e+07	4.38405	3.42565	2.44761	8.57391	1.52998	13.4756	1.42828	0	0.456899
advance:adv0.25-0.5	share	V	5	2060.06	301	3.58148e+07	4.24801	3.67726	2.54236	3.04146	2.65309	10.987	1.65621	0	0.512861
advance:adv0.25-0.5	rms	W	0	322.609	599	3.25064e+07	4.36352	2.01323	0.72946	15.0656	5.98119	15.5193	0.989532	0	0.562604
advance:adv0.25-0.5	rms	W	1	679.918	536	3.24975e+07	3.59008	2.16101	1.05746	9.15002	4.65764	9.33697	0.928943	0	0.619659
advance:adv0.25-0.5	rms	W	2	1028.69	532	3.26137e+07	4.57512	2.30879	1.30012	17.1758	7.21136	17.2915	0.933284	0	0.543877
advance:adv0.25-0.5	rms	W	3	1414.63	516	3.25657e+07	5.07369	2.47069	1.52427	21.8843	5.5701	21.9614	0.961123	0	0.476271
advance:adv0.25-0.5	rms	W	4	1682.59	515	3.2556e+07	5.01725	2.59712	1.66221	21.13	4.41134	21.1907	1.00792	0	0.470317
advance:adv0.25-0.5	rms	W	5	2004.36	533	3.25658e+07	4.89317	2.71666	1.81404	19.8028	5.13415	19.8536	1.03074	0	0.475597
advance:adv0.25-0.5	share	W	0	322.609	599	3.25064e+07	4.36352	2.01323	0.72946	5.41525	4.30818	15.5193	0.989532	0	0.562604
advance:adv0.25-0.5	share	W	1	679.918	536	3.24975e+07	3.59008	2.16101	1.05746	3.58419	1.94817	9.33697	0.928943	0	0.619659
advance:adv0.25-0.5	share	W	2	1028.69	532	3.26137e+07	4.57512	2.30879	1.30012	6.49775	4.17022	17.2915	0.933284	0	0.543877
advance:adv0.25-0.5	share	W	3	1414.63	516	3.25657e+07	5.07369	2.47069	1.52427	10.2167	3.76806	21.9614	0.961123	0	0.476271
advance:adv0.25-0.5	share	W	4	1682.59	515	3.2556e+07	5.01725	2.59712	1.66221	10.4238	2.56882	21.1907	1.00792	0	0.470317
advance:adv0.25-0.5	share	W	5	2004.36	533	3.25658e+07	4.89317	2.71666	1.81404	9.95354	3.47167	19.8536	1.03074	0	0.475597
