label	est	plane	DT_eff_cm2s	DT_err	c_eff_mm	c_err	c2_mm2	c2_err	chi2	ndf	DT_model_cm2s	c_model_mm	DT_json	c_json
all	rms	U	1.22355	4.34464	3.69867	0.144046	13.6802	1.06556	1.07051	4	8.2017	1.05375	1.22355e-07	3.69867
all	share	U	2.44151	3.21929	3.31656	0.110053	10.9996	0.729995	0.0881057	4	8.2017	1.05375	2.44151e-07	3.31656
all	rms	V	-0.976852	4.53384	3.47917	0.173832	12.1046	1.20958	1.78061	4	8.2017	1.75625	-9.76852e-08	3.47917
all	share	V	6.83979	3.97543	2.68705	0.192586	7.22025	1.03498	0.248198	4	8.2017	1.75625	6.83979e-07	2.68705
all	rms	W	12.6398	9.97392	2.6841	0.419004	7.2044	2.2493	11.099	4	8.2017	0.05407	1.26398e-06	2.6841
all	share	W	10.8631	3.90231	1.17125	0.310062	1.37182	0.726319	8.10108	4	8.2017	0.05407	1.08631e-06	1.17125
all	rms	U(joint)	1.29263	2.99237	3.69669	0.112065	13.6655	0.82854	15.4952	14	8.2017	1.05375	1.29263e-07	3.69669
all	rms	V(joint)	1.29263	2.99237	3.40039	0.131641	11.5626	0.895258	15.4952	14	8.2017	1.75625	1.29263e-07	3.40039
all	rms	W(joint)	1.29263	2.99237	3.06958	0.206102	9.4223	1.26529	15.4952	14	8.2017	0.05407	1.29263e-07	3.06958
all	share	U(joint)	6.12924	2.10616	3.20963	0.0882081	10.3017	0.566231	11.2531	14	8.2017	1.05375	6.12924e-07	3.20963
all	share	V(joint)	6.12924	2.10616	2.71693	0.128069	7.3817	0.695906	11.2531	14	8.2017	1.75625	6.12924e-07	2.71693
all	share	W(joint)	6.12924	2.10616	1.46035	0.170779	2.13261	0.498794	11.2531	14	8.2017	0.05407	6.12924e-07	1.46035
run:run029107	rms	U	0.872148	4.3511	3.70324	0.142957	13.714	1.05881	0.846511	4	8.2017	1.05375	8.72148e-08	3.70324
run:run029107	share	U	2.4756	3.41086	3.31456	0.114501	10.9863	0.759043	0.0876248	4	8.2017	1.05375	2.4756e-07	3.31456
run:run029107	rms	V	-0.903506	4.76772	3.48151	0.183366	12.1209	1.27678	1.65833	4	8.2017	1.75625	-9.03506e-08	3.48151
run:run029107	share	V	6.89853	3.57235	2.68173	0.170879	7.19169	0.916506	0.260913	4	8.2017	1.75625	6.89853e-07	2.68173
run:run029107	rms	W	13.7114	10.4166	2.6902	0.454773	7.2372	2.44687	10.6272	4	8.2017	0.05407	1.37114e-06	2.6902
