file,run,trig_num,seq,tc_type,trig_ts,tc_time_candidate,win_begin,win_end,offset_us,frame_offset_us,window_us
np04hd_raw_run027305_0001_dataflow2_datawriter_0_20240619T173255.hdf5,27305,150,0,kCTBBeam,107426148469025904,107426148469025904,107426148469010279,107426148469197779,250.000,280.144,3000.000
np04hd_raw_run027305_0001_dataflow2_datawriter_0_20240619T173255.hdf5,27305,154,0,kCTBBeam,107426148489408868,107426148489408868,107426148489393243,107426148489580743,250.000,267.664,3000.000
np04hd_raw_run027305_0001_dataflow2_datawriter_0_20240619T173255.hdf5,27305,158,0,kCTBBeam,107426148510302157,107426148510302157,107426148510286532,107426148510474032,250.000,261.152,3000.000
np04hd_raw_run027305_0001_dataflow2_datawriter_0_20240619T173255.hdf5,27305,162,0,kCTBBeam,107426150345282506,107426150345282506,107426150345266881,107426150345454381,250.000,277.488,3000.000
np04hd_raw_run027305_0001_dataflow2_datawriter_0_20240619T173255.hdf5,27305,166,0,kCTBBeam,107426150364232583,107426150364232583,107426150364216958,107426150364404458,250.000,276.416,3000.000
np04hd_raw_run027305_0001_dataflow2_datawriter_0_20240619T173255.hdf5,27305,170,0,kCTBBeam,107426150376996134,107426150376996134,107426150376980509,107426150377168009,250.000,250.288,3000.000
np04hd_raw_run027305_0001_dataflow2_datawriter_0_20240619T173255.hdf5,27305,174,0,kCTBBeam,107426150394322373,107426150394322373,107426150394306748,107426150394494248,250.000,252.832,3000.000
np04hd_raw_run027305_0001_dataflow2_datawriter_0_20240619T173255.hdf5,27305,178,0,kCTBBeam,107426150405677812,107426150405677812,107426150405662187,107426150405849687,250.000,274.064,3000.000
np04hd_raw_run027305_0001_dataflow2_datawriter_0_20240619T173255.hdf5,27305,182,0,kCTBBeam,107426150415539531,107426150415539531,107426150415523906,107426150415711406,250.000,250.880,3000.000
np04hd_raw_run027305_0001_dataflow2_datawriter_0_20240619T173255.hdf5,27305,186,0,kCTBBeam,107426150434570309,107426150434570309,107426150434554684,107426150434742184,250.000,263.072,3000.000
np04hd_raw_run027305_0001_dataflow2_datawriter_0_20240619T173255.hdf5,27305,190,0,kCTBBeam,107426150447241661,107426150447241661,107426150447226036,107426150447552171,250.000,269.088,5218.160
np04hd_raw_run027305_0001_dataflow2_datawriter_0_20240619T173255.hdf5,27305,194,0,kCTBBeam,107426150455457232,107426150455457232,107426150455441607,107426150455629107,250.000,253.008,3000.000
np04hd_raw_run027305_0001_dataflow2_datawriter_0_20240619T173255.hdf5,27305,198,0,kCTBBeam,107426150467617622,107426150467617622,107426150467601997,107426150467789497,250.000,275.632,3000.000
np04hd_raw_run027305_0001_dataflow2_datawriter_0_20240619T173255.hdf5,27305,202,0,kCTBBeam,107426150471545974,107426150471545974,107426150471530349,107426150471717849,250.000,280.240,3000.000
np04hd_raw_run027305_0001_dataflow2_datawriter_0_20240619T173255.hdf5,27305,206,0,kCTBBeam,107426150476690751,107426150476690751,107426150476675126,107426150476862626,250.000,250.688,3000.000
np04hd_raw_run027305_0001_dataflow2_datawriter_0_20240619T173255.hdf5,27305,210,0,kCTBBeam,107426150480693587,107426150480693587,107426150480677962,107426150480865462,250.000,267.392,3000.000
np04hd_raw_run027305_0001_dataflow2_datawriter_0_20240619T173255.hdf5,27305,214,0,kCTBBeam,107426150483115773,107426150483115773,107426150483100148,107426150483287648,250.000,257.824,3000.000
np04hd_raw_run027305_0001_dataflow2_datawriter_0_20240619T173255.hdf5,27305,218,0,kCTBBeam,107426150489922940,107426150489922940,107426150489907315,107426150490094815,250.000,251.664,3000.000
np04hd_raw_run027305_0001_dataflow2_datawriter_0_20240619T173255.hdf5,27305,222,0,kCTBBeam,107426150497038389,107426150497038389,107426150497022764,107426150497210264,250.000,262.816,3000.000
np04hd_raw_run027305_0001_dataflow2_datawriter_0_20240619T173255.hdf5,27305,226,0,kCTBBeam,107426150504079003,107426150504079003,107426150504063378,107426150504250878,250.000,256.256,3000.000
np04hd_raw_run027305_0001_dataflow2_datawriter_0_20240619T173255.hdf5,27305,230,0,kCTBBeam,107426150511310119,107426150511310119,107426150511294494,107426150511481994,250.000,250.304,3000.000
np04hd_raw_run027305_0001_dataflow2_datawriter_0_20240619T173255.hdf5,27305,234,0,kCTBBeam,107426150513470461,107426150513470461,107426150513454836,107426150513642336,250.000,278.304,3000.000
np04hd_raw_run027305_0001_dataflow2_datawriter_0_20240619T173255.hdf5,27305,238,0,kCTBBeam,107426150521030917,107426150521030917,107426150521015292,107426150521202792,250.000,266.144,3000.000
