event	moved_cm	dA_cm	dB_cm	verdict	b1_cm	nue	numu	cosmict
282899	130.611	128.32	2.43	toward	128.32	=	3.37->2.52	1.0->0.0
315497	56.444	0.00	56.44	ADVERSE	0.00	=	2.38->4.30	=
286681	42.480	68.60	32.87	toward	68.60	-15.00->-4.30	0.79->3.20	=
409546	19.026	1.86	18.20	ADVERSE	1.86	=	-1.08->-0.55	0.0->1.0
282385	8.229	7.81	0.43	toward	7.81	=	3.70->4.30	=
278046	7.242	14.51	8.10	toward	14.51	=	-0.30->0.01	=
175016	4.596	0.00	4.60	ADVERSE	0.00	=	=	=
169488	0.990	0.00	0.99	on	0.00	=	=	=
