idx	ev	subrun	wall_s	maxrss_kb	rc	node_exec_s
0	6501	130	11	1908464	0	nan
1	6505	130	11	1815932	0	nan
2	6512	130	13	1745388	0	nan
3	6520	130	15	1797020	0	nan
4	6528	130	11	1897936	0	nan
5	6529	130	11	1835584	0	nan
6	6532	130	17	2115180	0	nan
7	6536	130	11	1845272	0	nan
8	6545	130	14	1904936	0	nan
9	6550	130	10	1696048	0	nan
10	6570	131	19	2093896	0	nan
11	6588	131	9	1720148	0	nan
12	6604	132	24	2224448	0	nan
13	6606	132	12	1980788	0	nan
14	6612	132	13	2072284	0	nan
15	6642	132	16	2104840	0	nan
16	6650	132	12	2022672	0	nan
17	6711	134	10	1777632	0	nan
18	6748	134	12	1789244	0	nan
19	6775	135	11	1789888	0	nan
20	6786	135	16	2014824	0	nan
21	6804	136	12	1841844	0	nan
22	6805	136	11	1951020	0	nan
23	6806	136	11	2013492	0	nan
24	6821	136	12	1800672	0	nan
25	6822	136	15	2156772	0	nan
26	6837	136	12	2075372	0	nan
27	6844	136	13	2017072	0	nan
28	6852	137	13	1855112	0	nan
29	6867	137	12	1795872	0	nan
30	6874	137	21	2178036	0	nan
31	6878	137	16	1949304	0	nan
32	6887	137	11	1791444	0	nan
33	6888	137	21	2071492	0	nan
34	6898	137	11	1765752	0	nan
