sample	run	subrun	event	rc	wall_s	core_s	timecmd_wall_s	maxrss_kb	dl_warn	event_label	n_bundle	n_inbeam_bundle	n_inbeam_flash	nu_evaluated	n_cosmic_skipped	nu_sel_t0_us	nu_sel_len_cm	nu_sel_n_assoc	nu_x_cm	nu_y_cm	nu_z_cm	numu_score	nue_score	cosmic_flag	cosmict_flag	cosmict_10_score	cosmict_score	kine_reco_Enu_MeV	kine_energy_excluded_MeV	kine_energy_excluded_main_MeV	kine_energy_excluded_other_MeV	kine_n_excluded	kine_energy_flagged_MeV
nuecc48	18255	1	388	0	39.365	35.172	40	1356056	0	nu-candidate	14	1	1	1	0	1.653	86.3	50	-163.45227	31.432192	426.6447	-1.7465272	12.443241	1.0	0.0	0.7	0.0	2772.8293	8.901837	0.0	8.901837	2	39.66601
nuecc48	18255	1	10550	0	15.275	11.343	16	1240768	0	nu-candidate	8	2	1	1	0	1.193	56.9	38	90.19311	54.91705	128.83075	-0.96898586	14.020091	1.0	0.0	0.7	0.0	908.2354	3.91324	0.0	3.91324	2	26.566368
nuecc48	18342	1	30504	0	16.891	12.687	17	1203824	0	nu-candidate	7	1	1	1	0	1.646	83.8	32	22.210236	-41.861534	161.91505	-0.9888835	-1.3878837	1.0	0.0	0.7	0.0	1251.1335	1.532194	0.0	1.532194	1	47.31115
nuecc48	18304	1	38856	0	20.204	16.001	21	1263120	0	nu-candidate	10	1	1	1	0	1.106	94.3	28	-58.81727	-65.39347	427.7352	0.5968881	-0.3668464	1.0	0.0	0.7	0.0	1280.3975	271.52588	271.52588	0.0	1	1.6768702
nuecc48	18259	1	42280	0	43.900	39.765	44	1325976	0	nu-candidate	9	1	1	1	0	1.856	114.6	45	14.27093	-9.733913	89.25329	-2.2403855	11.3263235	1.0	0.0	0.7	0.0	1974.3033	1.2144337	0.0	1.2144337	1	48.103752
nuecc48	18255	1	46363	0	46.308	42.089	47	1280232	0	nu-candidate	11	1	1	1	0	0.836	110.9	44	-78.86004	16.897078	298.36423	-0.73146665	9.544592	1.0	0.0	0.7	0.0	1855.3031	12.56419	0.0	12.56419	3	33.295944
nuecc48	18259	1	52672	0	12.433	9.352	13	1212740	0	nu-candidate	10	1	1	1	0	1.520	54.6	57	-138.04828	63.703213	297.11246	-0.5090873	-11.1889105	1.0	0.0	0.7	0.0	927.5946	4.692553	0.0	4.692553	2	73.16711
nuecc48	18259	1	54095	0	63.176	58.888	64	1410364	0	nu-candidate	12	1	1	1	0	0.832	124.6	53	175.4527	26.833961	186.8152	0.014922174	11.908875	1.0	0.0	0.7	0.0	2988.8987	1.4509183	0.0	1.4509183	1	34.35537
nuecc48	18255	1	69314	0	17.528	13.584	18	1214488	0	nu-candidate	14	1	1	1	0	1.285	171.1	27	-111.42242	-18.186527	164.41786	3.9602425	-15.0	1.0	0.0	0.7	0.0	1498.7476	49.334877	49.334877	0.0	1	26.771805
nuecc48	18259	1	74544	0	34.070	30.005	35	1295776	0	nu-candidate	9	1	1	1	0	1.790	102.7	20	136.21492	-170.38486	406.30713	-0.20840366	11.196162	1.0	0.0	0.7	0.0	2197.548	1.7198659	0.0	1.7198659	1	3.5082502
nuecc48	18313	1	81597	0	24.658	20.602	25	1279680	0	nu-candidate	13	1	1	1	0	0.605	86.6	36	-179.5804	39.937534	358.2891	-0.7419696	15.65356	1.0	0.0	0.7	0.0	1578.2323	1.4406551	0.0	1.4406551	1	14.202091
nuecc48	18255	1	90055	0	35.979	31.809	37	1372164	0	nu-candidate	8	1	1	1	0	0.647	91.6	64	129.07925	24.503653	201.98076	-1.1415854	9.512311	1.0	0.0	0.7	0.0	2664.614	0.0	0.0	0.0	0	198.3682
nuecc48	18259	1	111412	0	16.868	12.698	18	1274156	0	nu-candidate	16	1	1	1	0	2.028	98.4	22	156.42763	117.019966	190.65251	0.071648054	0.037387524	1.0	0.0	0.7	0.0	1019.3728	171.6504	170.12747	1.5229288	3	17.408695
nuecc48	18259	1	116962	0	12.951	8.742	14	1269992	0	cosmic-tagged	13	1	1	1	0	1.645	38.3	22	-69.71748	-79.10433	155.9381	1.4687546	-8.406496	1.0	0.0	0.7	0.0	773.0057	0.0	0.0	0.0	0	220.70401
nuecc48	18255	1	122660	0	17.229	14.150	18	1209872	0	nu-candidate	8	1	1	1	0	0.901	49.2	44	-97.26547	-73.252144	387.1075	-0.06363517	2.339441	1.0	0.0	0.7	0.0	1333.1344	9.066094	0.0	9.066094	6	104.78594
nuecc48	18259	1	131357	0	14.689	10.546	15	1223376	0	nu-candidate	16	1	1	1	0	1.964	61.7	22	42.986717	177.45601	136.58759	-0.1216458	11.676843	1.0	0.0	0.7	0.0	812.4763	0.0	0.0	0.0	0	4.0128865
nuecc48	18264	1	137238	0	10.675	10.920	11	1378716	0	nu-candidate	18	1	1	1	0	0.879	100.5	17	-112.8567	30.182383	392.6678	1.1364765	-3.4145067	1.0	0.0	0.7	0.0	739.1822	319.80576	112.48482	207.32092	3	12.359621
nuecc48	18255	1	138009	0	11.417	11.681	12	1198392	0	nu-candidate	14	1	1	1	0	0.791	73.1	34	-103.69176	161.3623	81.93808	-0.44828352	6.319798	1.0	0.0	0.7	0.0	1437.0983	1.3964387	0.0	1.3964387	1	16.877977
nuecc48	18255	1	163543	0	12.841	13.199	13	1244604	0	nu-candidate	11	1	1	1	0	0.954	64.6	50	-72.938934	-97.40249	261.92355	0.33249018	1.402207	1.0	0.0	0.7	0.0	1270.0134	3.4867973	0.0	3.4867973	1	20.32776
nuecc48	18255	1	168596	0	30.866	31.325	31	1370056	0	nu-candidate	10	1	1	1	0	1.207	87.3	54	-189.24548	24.90644	148.24516	-1.3801125	7.758184	1.0	0.0	0.7	0.0	2402.206	47.7519	44.84772	2.904178	2	15.57286
nuecc48	18253	1	172230	0	14.235	14.710	15	1225620	0	nu-candidate	13	1	1	1	0	1.662	65.4	36	-55.21282	-87.87091	19.694452	-0.08450443	12.267596	1.0	0.0	0.7	0.0	1623.7341	0.0	0.0	0.0	0	8.631056
nuecc48	18255	1	174637	0	11.646	12.097	12	1273244	0	nu-candidate	7	1	1	1	0	1.363	77.1	28	-166.43303	-57.092247	297.48874	0.62104213	10.029335	1.0	0.0	0.7	0.0	1025.991	61.59532	42.719566	18.875755	4	10.552899
nuecc48	18255	1	196649	0	30.660	30.779	31	1274696	0	nu-candidate	10	1	1	1	0	1.272	108.2	24	-53.717606	-21.493496	193.68175	-1.1169435	4.2424817	1.0	0.0	0.7	0.0	1614.1888	1.0453968	0.0	1.0453968	2	6.3039827
nuecc48	18409	1	214469	0	34.941	34.284	36	1386800	0	nu-candidate	12	1	1	1	0	1.935	157.1	49	-31.025566	2.7472808	300.8884	-0.27337402	10.362848	1.0	0.0	0.7	0.0	2382.9573	0.0	0.0	0.0	0	124.6292
nuecc48	18255	1	219295	0	24.186	24.543	25	1308720	0	nu-candidate	13	1	1	1	0	1.261	131.3	38	97.164566	52.403244	95.765854	-0.28063866	9.435895	1.0	0.0	0.7	0.0	1766.7351	95.126076	94.68708	0.4389947	2	11.889402
nuecc48	18255	1	234638	0	14.579	15.126	15	1258368	0	nu-candidate	9	1	1	1	0	0.990	114.5	53	102.945	-6.6696754	364.00763	0.0072436463	10.865067	1.0	0.0	0.7	0.0	1418.2938	130.32349	130.32349	0.0	1	149.78091
nuecc48	18255	1	235435	0	10.336	10.682	11	1223056	0	nu-candidate	9	1	2	1	0	1.438	60.2	9	-83.01007	182.11824	170.8545	-0.2101675	-15.0	1.0	0.0	0.7	0.0	427.54205	147.41434	147.41434	0.0	5	134.79721
nuecc48	18255	1	239794	0	36.035	36.323	37	1350484	0	nu-candidate	11	1	1	1	0	0.509	97.2	54	-171.82056	-26.57904	194.87144	-0.76241416	12.644534	1.0	0.0	0.7	0.0	2920.2673	0.0	0.0	0.0	0	16.572266
nuecc48	18255	1	246579	0	40.552	40.838	41	1308188	0	nu-candidate	11	1	1	1	0	1.735	108.1	44	-103.84355	-59.03937	30.06676	-2.3804524	12.795625	1.0	0.0	0.7	0.0	1829.3135	0.0	0.0	0.0	0	32.2832
nuecc48	18306	1	256587	0	158.408	158.949	159	1521884	0	nu-candidate	9	1	1	1	0	1.482	130.6	89	-110.02762	-25.116732	245.5463	-2.2989028	9.733137	1.0	0.0	0.7	0.0	3947.8596	71.83094	46.82521	25.005733	3	67.08095
nuecc48	18279	1	267597	0	15.585	15.693	16	1249532	0	nu-candidate	8	1	1	1	0	0.712	127.2	64	81.897255	-128.90167	367.69308	-1.0562809	14.75047	1.0	0.0	0.7	0.0	1860.7672	5.250884	0.0	5.250884	2	114.50741
nuecc48	18255	1	268067	0	10.656	11.226	11	1226788	0	nu-candidate	9	1	1	1	0	1.275	101.8	22	-80.801315	-64.77833	280.91022	0.42014572	10.190249	1.0	0.0	0.7	0.0	1599.021	0.0	0.0	0.0	0	3.9943624
nuecc48	18255	1	268784	0	18.059	18.393	19	1292436	0	nu-candidate	12	1	1	1	0	1.395	132.8	43	91.875725	19.349285	398.13812	-0.59687036	8.158833	1.0	0.0	0.7	0.0	1798.519	16.317923	0.0	16.317923	2	9.429757
nuecc48	18255	1	269774	0	17.262	17.610	18	1250020	0	nu-candidate	9	1	1	1	0	0.718	51.1	79	60.749844	-10.388426	111.10973	-1.0213035	10.774608	1.0	0.0	0.7	0.0	2489.3613	0.0	0.0	0.0	0	26.391087
nuecc48	18255	1	271851	0	15.680	16.261	16	1364520	0	nu-candidate	16	1	1	1	0	0.764	64.7	40	-156.37962	4.7344637	316.71094	-0.26961628	6.6347213	1.0	0.0	0.7	0.0	1536.8811	9.102179	0.0	9.102179	1	18.155539
nuecc48	18269	1	342199	0	10.910	11.235	11	1252364	0	nu-candidate	14	1	1	1	0	0.795	64.2	30	-52.305603	5.0073376	174.98341	-1.1345173	11.273583	1.0	0.0	0.7	0.0	1221.1322	1.0589623	0.0	1.0589623	1	79.180695
nuecc48	18255	1	350186	0	6.951	7.547	7	1238152	0	nu-candidate	17	1	1	1	0	1.631	48.4	26	-13.615965	83.38781	334.62048	-1.0745177	10.86051	1.0	0.0	0.7	0.0	705.17206	0.0	0.0	0.0	0	31.424427
nuecc48	18255	1	360535	0	36.057	36.409	37	1312300	0	nu-candidate	15	2	2	1	0	1.793	100.9	37	-185.81572	-111.69973	80.96386	-0.7518937	7.792774	1.0	0.0	0.7	0.0	2226.9146	0.0	0.0	0.0	0	4.925575
nuecc48	18255	1	389538	0	13.249	13.805	14	1255236	0	nu-candidate	10	2	2	1	0	1.802	171.8	34	-97.52166	146.1065	417.33154	4.7597985	-15.0	1.0	0.0	0.7	0.0	985.6946	744.3376	0.0	744.3376	22	47.12374
nuecc48	18355	1	400474	0	17.392	16.728	18	1272064	0	nu-candidate	12	1	1	1	0	1.672	91.0	54	61.217186	-118.30275	260.4	-0.06853404	4.159044	1.0	0.0	0.7	0.0	1799.0825	0.48259994	0.0	0.48259994	1	77.54352
nuecc48	18255	1	422851	0	10.039	10.373	11	1245892	0	nu-candidate	10	1	1	1	0	0.937	59.4	50	-108.999535	-59.10198	346.2008	-0.18830499	13.5672	1.0	0.0	0.7	0.0	1347.8341	0.0	0.0	0.0	0	74.256874
nuecc48	18255	1	423981	0	18.584	18.924	19	1266260	0	nu-candidate	12	1	1	1	0	1.059	124.4	33	49.477623	140.54967	176.19502	0.013294962	3.4018006	1.0	0.0	0.7	0.0	2132.617	95.19377	95.19377	0.0	2	537.0272
nuecc48	18255	1	433451	0	43.078	43.527	44	1309824	0	nu-candidate	13	1	1	1	0	0.858	101.7	94	-150.4776	43.767906	211.31865	-1.9285995	10.534106	1.0	0.0	0.7	0.0	2766.097	5.6459093	0.0	5.6459093	2	57.4767
nuecc48	18255	1	437699	0	12.906	13.257	13	1282264	0	nu-candidate	8	1	1	1	0	1.593	94.0	42	109.21113	-148.82285	153.94092	-1.0177827	7.863164	1.0	0.0	0.7	0.0	1490.7605	80.11633	0.0	80.11633	3	27.598547
nuecc48	18253	1	444187	0	16.681	16.993	17	1368176	0	nu-candidate	15	2	2	1	0	1.573	170.5	6	39.748905	-12.141964	165.91826	1.5660865	5.691066	1.0	0.0	0.7	0.0	1287.8346	2.7913435	0.0	2.7913435	1	14.956309
nuecc48	18255	1	447477	0	9.226	9.607	10	1216504	0	nu-candidate	10	1	1	1	0	1.825	60.5	38	118.78695	-29.47806	377.6251	0.25853688	11.457577	1.0	0.0	0.7	0.0	1182.9696	2.8987012	0.0	2.8987012	3	15.71519
nuecc48	18255	1	469665	0	6.751	7.081	7	1208276	0	nu-candidate	10	1	1	1	0	1.142	31.3	25	25.080578	61.68193	283.60785	-1.5343628	1.2254568	1.0	0.0	0.7	0.0	876.33636	0.5268945	0.0	0.5268945	1	18.67667
nuecc48	18255	1	489330	0	20.140	20.520	21	1259284	0	nu-candidate	10	1	1	1	0	0.700	103.8	24	-61.66487	-159.21297	102.285324	-1.7711712	14.206402	1.0	0.0	0.7	0.0	2253.512	0.0	0.0	0.0	0	14.874386
