sample	run	subrun	event	rc	wall_s	core_s	timecmd_wall_s	maxrss_kb	dl_warn	event_label	n_bundle	n_inbeam_bundle	n_inbeam_flash	nu_evaluated	n_cosmic_skipped	nu_sel_t0_us	nu_sel_len_cm	nu_sel_n_assoc	nu_x_cm	nu_y_cm	nu_z_cm	numu_score	nue_score	cosmic_flag	cosmict_flag	cosmict_10_score	cosmict_score	kine_reco_Enu_MeV	kine_energy_excluded_MeV	kine_energy_excluded_main_MeV	kine_energy_excluded_other_MeV	kine_n_excluded	kine_energy_flagged_MeV
mcp1k	18255	1	48301	0	5.800	0.695	6	319564	0	cosmic-tagged	10	1	1	0	0																		
mcp1k	18255	1	48367	0	14.195	8.013	15	1296688	0	nu-candidate	15	1	1	1	0	1.098	165.2	27	-161.64511	-91.04813	172.39943	2.3900075	-15.0	1.0	0.0	0.7	0.0	940.0932	1.6559687	0.0	1.6559687	1	19.892433
mcp1k	18255	1	48565	0	7.672	1.059	8	405972	0	no-bundle	12	0	1	0	0																		
mcp1k	18255	1	48895	0	12.907	6.357	14	1226416	0	nu-candidate	12	1	1	1	0	1.442	168.9	7	-164.94785	-165.48453	185.39592	2.8101292	-15.0	1.0	0.0	0.7	0.0	534.32025	2.8431985	0.0	2.8431985	3	3.8841617
mcp1k	18255	1	49445	0	7.712	1.546	8	492124	0	cosmic-tagged	14	1	1	0	0																		
mcp1k	18255	1	49467	0	7.507	1.106	8	412988	0	cosmic-tagged	14	1	1	0	0																		
mcp1k	18255	1	49511	0	6.272	0.925	7	381568	0	no-beam-flash	14	0	0	0	0																		
mcp1k	18255	1	49709	0	7.456	1.070	8	395672	0	no-beam-flash	12	0	0	0	0																		
mcp1k	18255	1	49885	0	6.391	1.015	7	391284	0	no-beam-flash	14	0	0	0	0																		
mcp1k	18255	1	49951	0	12.827	5.886	13	1153184	0	nu-candidate	12	1	1	1	0	1.983	61.3	12	190.78581	174.02457	21.520004	2.3957055	-15.0	1.0	0.0	0.7	0.0	676.8356	2.0730803	0.0	2.0730803	2	16.163115
mcp1k	18255	1	50017	0	6.260	0.910	7	374712	0	no-beam-flash	13	0	0	0	0																		
mcp1k	18255	1	50303	0	12.947	5.772	14	1196928	0	nu-candidate	11	1	1	1	0	1.704	44.2	11	143.40546	35.931374	184.34236	0.19626637	-15.0	1.0	0.0	0.7	0.0	395.41873	5.968326	0.0	5.968326	3	10.169914
mcp1k	18255	1	50523	0	7.836	2.204	8	512164	0	cosmic-tagged	10	1	1	0	0																		
mcp1k	18255	1	50743	0	11.733	5.016	12	1162836	0	nu-candidate	14	1	1	1	0	1.658	2.7	7	25.992485	79.01986	306.41455	-3.1206186	-15.0	1.0	0.0	0.7	0.0	15.692852	5.9085393	0.0	5.9085393	4	3.1825266
mcp1k	18255	1	50765	0	7.636	1.407	8	419364	0	cosmic-tagged	11	1	1	0	0																		
mcp1k	18255	1	50787	0	7.499	0.875	8	374360	0	cosmic-tagged	7	1	1	0	0																		
mcp1k	18255	1	50809	0	4.016	0.949	6	403996	0	no-beam-flash	13	0	0	0	0																		
mcp1k	18255	1	50831	0	7.909	5.248	9	1222632	0	nu-candidate	12	1	1	1	0	1.904	18.7	10	-141.85948	-123.952415	411.8378	-2.0377054	-15.0	1.0	0.0	0.7	0.0	232.92552	1.8665566	0.0	1.8665566	1	10.415107
mcp1k	18255	1	50919	0	4.986	0.870	6	384052	0	nu-candidate	10	1	1	0	0																		
mcp1k	18255	1	51051	0	9.253	7.596	10	1327008	0	nu-candidate	13	1	1	1	0	1.101	253.1	4	-17.361094	-33.897114	302.32382	4.0302553	-15.0	1.0	0.0	0.7	0.0	811.02966	2.99066	0.0	2.99066	2	1.4059243
mcp1k	18255	1	51469	0	7.711	1.242	9	422676	0	cosmic-tagged	15	1	1	0	0																		
mcp1k	18255	1	51513	0	10.031	5.300	11	1204244	0	nu-candidate	12	1	1	1	0	1.499	74.5	7	44.989502	46.682537	138.51555	2.8341138	-15.0	1.0	1.0	0.7	0.0	474.09042	20.18863	0.0	20.18863	4	4.358388
mcp1k	18255	1	51865	0	9.013	5.097	10	1178680	0	nu-candidate	9	1	1	1	0	1.330	2.8	7	-56.141663	114.45163	272.04486	-1.9582871	-15.0	1.0	0.0	0.7	0.0	107.83938	21.486404	0.0	21.486404	6	0.0
mcp1k	18255	1	52085	0	11.238	5.882	12	1146172	0	nu-candidate	8	1	1	1	0	1.643	139.8	7	-1.0946087	112.477974	81.461365	4.5940323	-15.0	1.0	0.0	0.7	0.0	679.9824	0.0	0.0	0.0	0	4.386124
mcp1k	18255	1	52195	0	7.518	2.350	8	444792	0	cosmic-tagged	12	1	1	0	0																		
mcp1k	18255	1	52613	0	6.217	0.973	7	379696	0	cosmic-tagged	9	1	1	0	0																		
mcp1k	18255	1	52657	0	11.294	5.628	12	1211532	0	nu-candidate	19	1	1	1	0	1.594	101.0	5	-33.34585	-53.777576	257.69824	1.1781224	-15.0	1.0	1.0	0.7	0.0	386.3122	21.189598	0.0	21.189598	2	21.699097
mcp1k	18255	1	52723	0	6.661	5.319	8	1165664	0	nu-candidate	10	1	2	1	0	1.125	61.6	3	92.58823	29.306198	449.17252	3.1397417	-15.0	1.0	0.0	0.7	0.0	398.08295	0.0	0.0	0.0	0	3.9605799
mcp1k	18255	1	53361	0	6.832	5.997	8	1238976	0	nu-candidate	19	1	1	1	0	1.970	120.9	5	-18.313257	-192.85774	168.75177	2.2801638	-15.0	1.0	0.0	0.7	0.0	503.7248	2.5335326	0.0	2.5335326	2	79.27669
mcp1k	18255	1	53427	0	10.255	7.088	11	1189740	0	nu-candidate	10	1	1	1	0	1.732	195.5	3	12.9010725	72.128494	433.5804	3.4649582	-15.0	1.0	0.0	0.7	0.0	799.6703	0.0	0.0	0.0	0	4.426469
mcp1k	18255	1	53493	0	4.032	0.896	5	373112	0	no-bundle	8	0	1	0	0																		
mcp1k	18255	1	53581	0	3.841	0.534	4	307820	0	no-bundle	8	0	1	0	0																		
mcp1k	18255	1	53713	0	9.044	5.121	10	1243524	0	nu-candidate	13	1	1	1	0	0.882	2.3	10	-137.63593	-79.7026	342.23972	-2.3610075	-15.0	1.0	0.0	0.7	0.0	34.091064	4.190792	0.0	4.190792	3	9.882212
mcp1k	18255	1	53779	0	6.334	1.004	8	398352	0	no-beam-flash	12	0	0	0	0																		
mcp1k	18255	1	53955	0	6.134	1.075	7	415284	0	cosmic-tagged	13	1	1	0	0																		
mcp1k	18255	1	54175	0	11.187	8.686	12	1255304	0	nu-candidate	12	1	1	1	0	1.265	187.1	17	-72.72782	139.17635	53.958237	4.6130776	-14.622151	1.0	0.0	0.7	0.0	700.0532	1.4051827	0.0	1.4051827	1	20.613424
mcp1k	18255	1	54209	0	4.748	1.020	5	400428	0	no-beam-flash	11	0	0	0	0																		
mcp1k	18255	1	54285	0	4.654	0.834	5	360272	0	no-beam-flash	10	0	0	0	0																		
mcp1k	18255	1	54341	0	9.705	7.004	10	1280068	0	nu-candidate	16	1	1	1	0	2.046	40.6	27	117.13523	164.5922	141.68398	0.34798634	-15.0	1.0	0.0	0.7	0.0	711.7008	220.45076	0.0	220.45076	15	16.935186
mcp1k	18255	1	54351	0	8.781	6.113	10	1203180	0	nu-candidate	13	1	1	1	0	0.587	68.2	5	-140.37035	81.27954	189.62549	0.46953228	-15.0	1.0	0.0	0.7	0.0	710.84186	1.9117714	0.0	1.9117714	2	2.4104967
mcp1k	18255	1	54505	0	6.263	1.054	8	405356	0	no-beam-flash	10	0	0	0	0																		
mcp1k	18255	1	54527	0	6.156	0.960	8	395856	0	no-beam-flash	7	0	0	0	0																		
mcp1k	18255	1	55231	0	5.947	1.002	6	391624	0	cosmic-tagged	12	1	1	0	0																		
mcp1k	18255	1	55539	0	11.567	8.135	12	1282248	0	nu-candidate	14	1	1	1	0	1.994	196.0	5	25.5864	144.37872	344.85287	-0.34584278	-15.0	1.0	1.0	0.7	0.0	635.52795	465.67078	15.931184	449.7396	4	3.001936
mcp1k	18255	1	55583	0	4.727	0.707	6	332792	0	nu-candidate	9	1	1	0	0																		
mcp1k	18255	1	55595	0	10.417	7.949	12	1177588	0	nu-candidate	9	1	1	1	0	1.801	190.4	7	-178.7192	-54.23405	193.10686	1.8503748	-15.0	1.0	0.0	0.7	0.0	730.46936	2.6916633	0.0	2.6916633	3	4.5587044
mcp1k	18255	1	55627	0	10.414	6.403	12	1261272	0	nu-candidate	16	1	1	1	0	1.740	191.7	5	-80.61827	60.17239	182.06499	5.805475	-15.0	1.0	0.0	0.7	0.0	697.2172	0.98569304	0.0	0.98569304	1	6.832062
mcp1k	18255	1	55693	0	4.710	0.801	5	370224	0	no-bundle	9	0	2	0	0																		
mcp1k	18255	1	55715	0	10.345	6.092	11	1210464	0	nu-candidate	12	1	1	1	0	1.547	31.8	13	-48.13503	-38.495422	482.0976	1.1708792	-15.0	1.0	0.0	0.7	0.0	607.8906	10.965563	0.0	10.965563	6	61.9096
mcp1k	18255	1	55925	0	5.771	1.004	6	412476	0	nu-candidate	12	1	1	0	0																		
mcp1k	18255	1	55957	0	8.969	5.099	9	1192860	0	nu-candidate	12	1	1	1	0	1.037	2.2	2	132.67415	7.6587257	446.24017	-2.5303316	-15.0	1.0	0.0	0.7	0.0	15.922628	0.0	0.0	0.0	0	2.0228953
mcp1k	18255	1	56211	0	10.297	5.184	11	1236024	0	nu-candidate	18	1	1	1	0	1.722	23.1	3	89.62687	-33.368935	82.18089	-1.180362	-15.0	1.0	0.0	0.7	0.0	302.65912	0.0	0.0	0.0	0	4.454775
mcp1k	18255	1	56243	0	8.123	6.282	10	1212220	0	nu-candidate	9	1	1	1	0	0.905	87.9	29	135.62057	-27.555494	109.4657	4.364322	-15.0	1.0	0.0	0.7	0.0	802.43585	0.0	0.0	0.0	0	30.448843
mcp1k	18255	1	56299	0	3.700	0.779	4	357944	0	no-beam-flash	10	0	0	0	0																		
mcp1k	18255	1	56353	0	3.539	0.694	4	343724	0	cosmic-tagged	10	1	1	0	0																		
mcp1k	18255	1	56387	0	5.274	1.457	6	450012	0	cosmic-tagged	12	1	1	0	0																		
mcp1k	18255	1	56463	0	18.078	15.060	20	1362892	0	no-bundle	9	0	1	1	0	1.185	429.3	17	130.80612	165.53973	186.07672	4.675054	-15.0	1.0	0.0	0.7	0.0	1434.1763	129.62935	126.78707	2.8422828	3	21.910707
mcp1k	18255	1	56519	0	4.312	0.835	6	372084	0	no-bundle	9	0	1	0	0																		
mcp1k	18255	1	57245	0	6.974	0.917	8	382540	0	nu-candidate	12	1	1	0	0																		
mcp1k	18255	1	57311	0	6.759	0.880	7	362844	0	no-bundle	9	0	1	0	0																		
mcp1k	18255	1	57333	0	6.632	0.718	7	335132	0	no-bundle	9	0	1	0	0																		
