run	idx	evt	gid	t	ch	pred	meas	cov	sat	r_cath	n_good_cath	predsum_cath	total_pe	gold	nbund	bary_x	bary_y	bary_z	qfrac_top
039252	0	298567	14	-2083.39	6	0.058	65.38	1	0	1.8472	8	114.1	252.7	0	1	-4.9	-143.8	65.4	0.0
039252	0	298567	14	-2083.39	7	0.856	23.96	1	0	1.8472	8	114.1	252.7	0	1	-4.9	-143.8	65.4	0.0
039252	0	298567	14	-2083.39	8	0.584	52.59	1	0	1.8472	8	114.1	252.7	0	1	-4.9	-143.8	65.4	0.0
039252	0	298567	14	-2083.39	9	3.126	9.78	1	0	1.8472	8	114.1	252.7	0	1	-4.9	-143.8	65.4	0.0
039252	0	298567	14	-2083.39	10	0.062	21.5	1	0	1.8472	8	114.1	252.7	0	1	-4.9	-143.8	65.4	0.0
039252	0	298567	14	-2083.39	11	108.699	3.01	1	0	1.8472	8	114.1	252.7	0	1	-4.9	-143.8	65.4	0.0
039252	0	298567	14	-2083.39	12	0.004	0.0	0	0	1.8472	8	114.1	252.7	0	1	-4.9	-143.8	65.4	0.0
039252	0	298567	14	-2083.39	13	0.0	0.0	0	0	1.8472	8	114.1	252.7	0	1	-4.9	-143.8	65.4	0.0
039252	0	298567	14	-2083.39	14	0.001	0.0	0	0	1.8472	8	114.1	252.7	0	1	-4.9	-143.8	65.4	0.0
039252	0	298567	14	-2083.39	15	0.0	0.0	0	0	1.8472	8	114.1	252.7	0	1	-4.9	-143.8	65.4	0.0
039252	0	298567	14	-2083.39	16	0.0	0.0	0	0	1.8472	8	114.1	252.7	0	1	-4.9	-143.8	65.4	0.0
039252	0	298567	14	-2083.39	17	0.0	0.0	0	0	1.8472	8	114.1	252.7	0	1	-4.9	-143.8	65.4	0.0
039252	0	298567	14	-2083.39	18	0.001	0.0	0	0	1.8472	8	114.1	252.7	0	1	-4.9	-143.8	65.4	0.0
039252	0	298567	14	-2083.39	19	0.011	0.0	0	0	1.8472	8	114.1	252.7	0	1	-4.9	-143.8	65.4	0.0
039252	0	298567	14	-2083.39	20	0.0	0.0	0	0	1.8472	8	114.1	252.7	0	1	-4.9	-143.8	65.4	0.0
039252	0	298567	14	-2083.39	21	0.001	0.0	0	0	1.8472	8	114.1	252.7	0	1	-4.9	-143.8	65.4	0.0
039252	0	298567	14	-2083.39	22	0.002	0.0	0	0	1.8472	8	114.1	252.7	0	1	-4.9	-143.8	65.4	0.0
039252	0	298567	14	-2083.39	23	0.003	0.0	0	0	1.8472	8	114.1	252.7	0	1	-4.9	-143.8	65.4	0.0
039252	0	298567	14	-2083.39	24	0.0	0.0	0	0	1.8472	8	114.1	252.7	0	1	-4.9	-143.8	65.4	0.0
039252	0	298567	14	-2083.39	25	0.0	0.0	0	0	1.8472	8	114.1	252.7	0	1	-4.9	-143.8	65.4	0.0
039252	0	298567	14	-2083.39	26	0.0	0.0	0	0	1.8472	8	114.1	252.7	0	1	-4.9	-143.8	65.4	0.0
039252	0	298567	14	-2083.39	27	0.0	0.0	0	0	1.8472	8	114.1	252.7	0	1	-4.9	-143.8	65.4	0.0
039252	0	298567	14	-2083.39	28	0.0	0.0	0	0	1.8472	8	114.1	252.7	0	1	-4.9	-143.8	65.4	0.0
039252	0	298567	14	-2083.39	29	0.0	0.0	0	0	1.8472	8	114.1	252.7	0	1	-4.9	-143.8	65.4	0.0
039252	0	298567	14	-2083.39	30	0.0	0.0	0	0	1.8472	8	114.1	252.7	0	1	-4.9	-143.8	65.4	0.0
039252	0	298567	14	-2083.39	31	0.0	0.0	0	0	1.8472	8	114.1	252.7	0	1	-4.9	-143.8	65.4	0.0
039252	0	298567	14	-2083.39	32	0.0	0.0	0	0	1.8472	8	114.1	252.7	0	1	-4.9	-143.8	65.4	0.0
039252	0	298567	14	-2083.39	33	0.0	0.0	0	0	1.8472	8	114.1	252.7	0	1	-4.9	-143.8	65.4	0.0
039252	0	298567	14	-2083.39	34	0.0	0.0	0	0	1.8472	8	114.1	252.7	0	1	-4.9	-143.8	65.4	0.0
039252	0	298567	14	-2083.39	35	0.0	0.0	0	0	1.8472	8	114.1	252.7	0	1	-4.9	-143.8	65.4	0.0
039252	0	298567	14	-2083.39	36	0.001	0.0	0	0	1.8472	8	114.1	252.7	0	1	-4.9	-143.8	65.4	0.0
039252	0	298567	14	-2083.39	37	0.0	0.0	0	0	1.8472	8	114.1	252.7	0	1	-4.9	-143.8	65.4	0.0
039252	0	298567	14	-2083.39	38	0.0	0.0	0	0	1.8472	8	114.1	252.7	0	1	-4.9	-143.8	65.4	0.0
039252	0	298567	14	-2083.39	39	0.0	0.0	0	0	1.8472	8	114.1	252.7	0	1	-4.9	-143.8	65.4	0.0
039252	0	298567	38	-1077.36	0	0.193	0.0	0	0	0.7222	8	265.6	191.8	0	1	43.6	83.3	85.6	1.0
039252	0	298567	38	-1077.36	1	0.048	0.0	0	0	0.7222	8	265.6	191.8	0	1	43.6	83.3	85.6	1.0
039252	0	298567	38	-1077.36	2	0.0	0.0	0	0	0.7222	8	265.6	191.8	0	1	43.6	83.3	85.6	1.0
039252	0	298567	38	-1077.36	3	0.109	0.0	0	0	0.7222	8	265.6	191.8	0	1	43.6	83.3	85.6	1.0
039252	0	298567	38	-1077.36	4	12.851	3.69	1	0	0.7222	8	265.6	191.8	0	1	43.6	83.3	85.6	1.0
039252	0	298567	38	-1077.36	5	2.026	0.0	1	0	0.7222	8	265.6	191.8	0	1	43.6	83.3	85.6	1.0
039252	0	298567	38	-1077.36	6	6.818	1.19	1	0	0.7222	8	265.6	191.8	0	1	43.6	83.3	85.6	1.0
039252	0	298567	38	-1077.36	7	13.865	10.13	1	0	0.7222	8	265.6	191.8	0	1	43.6	83.3	85.6	1.0
039252	0	298567	38	-1077.36	8	193.536	141.1	1	0	0.7222	8	265.6	191.8	0	1	43.6	83.3	85.6	1.0
039252	0	298567	38	-1077.36	9	2.968	2.76	1	0	0.7222	8	265.6	191.8	0	1	43.6	83.3	85.6	1.0
039252	0	298567	38	-1077.36	10	25.744	29.27	1	0	0.7222	8	265.6	191.8	0	1	43.6	83.3	85.6	1.0
039252	0	298567	38	-1077.36	11	7.829	3.69	1	0	0.7222	8	265.6	191.8	0	1	43.6	83.3	85.6	1.0
039252	0	298567	38	-1077.36	12	0.08	0.0	0	0	0.7222	8	265.6	191.8	0	1	43.6	83.3	85.6	1.0
039252	0	298567	38	-1077.36	13	0.0	0.0	0	0	0.7222	8	265.6	191.8	0	1	43.6	83.3	85.6	1.0
039252	0	298567	38	-1077.36	14	0.004	0.0	0	0	0.7222	8	265.6	191.8	0	1	43.6	83.3	85.6	1.0
039252	0	298567	38	-1077.36	15	0.001	0.0	0	0	0.7222	8	265.6	191.8	0	1	43.6	83.3	85.6	1.0
039252	0	298567	38	-1077.36	16	0.0	0.0	0	0	0.7222	8	265.6	191.8	0	1	43.6	83.3	85.6	1.0
039252	0	298567	38	-1077.36	17	0.0	0.0	0	0	0.7222	8	265.6	191.8	0	1	43.6	83.3	85.6	1.0
039252	0	298567	38	-1077.36	18	0.048	0.0	0	0	0.7222	8	265.6	191.8	0	1	43.6	83.3	85.6	1.0
039252	0	298567	38	-1077.36	19	0.011	0.0	0	0	0.7222	8	265.6	191.8	0	1	43.6	83.3	85.6	1.0
039252	0	298567	38	-1077.36	20	0.008	0.0	0	0	0.7222	8	265.6	191.8	0	1	43.6	83.3	85.6	1.0
039252	0	298567	38	-1077.36	21	0.001	0.0	0	0	0.7222	8	265.6	191.8	0	1	43.6	83.3	85.6	1.0
039252	0	298567	38	-1077.36	22	0.008	0.0	1	0	0.7222	8	265.6	191.8	0	1	43.6	83.3	85.6	1.0
039252	0	298567	38	-1077.36	23	0.003	0.0	0	0	0.7222	8	265.6	191.8	0	1	43.6	83.3	85.6	1.0
039252	0	298567	38	-1077.36	24	0.0	0.0	0	0	0.7222	8	265.6	191.8	0	1	43.6	83.3	85.6	1.0
039252	0	298567	38	-1077.36	25	0.001	0.0	0	0	0.7222	8	265.6	191.8	0	1	43.6	83.3	85.6	1.0
039252	0	298567	38	-1077.36	26	0.001	0.0	0	0	0.7222	8	265.6	191.8	0	1	43.6	83.3	85.6	1.0
039252	0	298567	38	-1077.36	27	0.0	0.0	0	0	0.7222	8	265.6	191.8	0	1	43.6	83.3	85.6	1.0
039252	0	298567	38	-1077.36	28	0.0	0.0	0	0	0.7222	8	265.6	191.8	0	1	43.6	83.3	85.6	1.0
039252	0	298567	38	-1077.36	29	0.0	0.0	0	0	0.7222	8	265.6	191.8	0	1	43.6	83.3	85.6	1.0
039252	0	298567	38	-1077.36	30	0.0	0.0	0	0	0.7222	8	265.6	191.8	0	1	43.6	83.3	85.6	1.0
039252	0	298567	38	-1077.36	31	0.001	0.0	0	0	0.7222	8	265.6	191.8	0	1	43.6	83.3	85.6	1.0
039252	0	298567	38	-1077.36	32	0.0	0.0	0	0	0.7222	8	265.6	191.8	0	1	43.6	83.3	85.6	1.0
039252	0	298567	38	-1077.36	33	0.0	0.0	0	0	0.7222	8	265.6	191.8	0	1	43.6	83.3	85.6	1.0
039252	0	298567	38	-1077.36	34	0.0	0.0	0	0	0.7222	8	265.6	191.8	0	1	43.6	83.3	85.6	1.0
039252	0	298567	38	-1077.36	35	0.003	0.0	0	0	0.7222	8	265.6	191.8	0	1	43.6	83.3	85.6	1.0
039252	0	298567	38	-1077.36	36	0.001	0.0	0	0	0.7222	8	265.6	191.8	0	1	43.6	83.3	85.6	1.0
039252	0	298567	38	-1077.36	37	0.003	0.0	0	0	0.7222	8	265.6	191.8	0	1	43.6	83.3	85.6	1.0
039252	0	298567	38	-1077.36	38	0.003	0.0	0	0	0.7222	8	265.6	191.8	0	1	43.6	83.3	85.6	1.0
039252	0	298567	38	-1077.36	39	0.0	0.0	0	0	0.7222	8	265.6	191.8	0	1	43.6	83.3	85.6	1.0
039252	0	298567	42	-951.63	0	0.073	0.0	0	0	0.5256	8	95.6	50.2	0	2	-24.0	153.2	206.7	0.0
039252	0	298567	42	-951.63	1	0.01	0.0	0	0	0.5256	8	95.6	50.2	0	2	-24.0	153.2	206.7	0.0
039252	0	298567	42	-951.63	2	0.0	0.0	0	0	0.5256	8	95.6	50.2	0	2	-24.0	153.2	206.7	0.0
039252	0	298567	42	-951.63	3	0.027	0.0	0	0	0.5256	8	95.6	50.2	0	2	-24.0	153.2	206.7	0.0
039252	0	298567	42	-951.63	4	2.854	1.67	1	0	0.5256	8	95.6	50.2	0	2	-24.0	153.2	206.7	0.0
039252	0	298567	42	-951.63	5	6.126	1.35	1	0	0.5256	8	95.6	50.2	0	2	-24.0	153.2	206.7	0.0
039252	0	298567	42	-951.63	6	30.791	9.09	1	0	0.5256	8	95.6	50.2	0	2	-24.0	153.2	206.7	0.0
039252	0	298567	42	-951.63	7	3.214	0.0	1	0	0.5256	8	95.6	50.2	0	2	-24.0	153.2	206.7	0.0
039252	0	298567	42	-951.63	8	1.652	13.07	1	0	0.5256	8	95.6	50.2	0	2	-24.0	153.2	206.7	0.0
039252	0	298567	42	-951.63	9	42.259	10.27	1	0	0.5256	8	95.6	50.2	0	2	-24.0	153.2	206.7	0.0
039252	0	298567	42	-951.63	10	1.948	14.79	1	0	0.5256	8	95.6	50.2	0	2	-24.0	153.2	206.7	0.0
039252	0	298567	42	-951.63	11	6.749	0.0	1	0	0.5256	8	95.6	50.2	0	2	-24.0	153.2	206.7	0.0
039252	0	298567	42	-951.63	12	0.245	0.0	1	0	0.5256	8	95.6	50.2	0	2	-24.0	153.2	206.7	0.0
039252	0	298567	42	-951.63	13	0.0	0.0	0	0	0.5256	8	95.6	50.2	0	2	-24.0	153.2	206.7	0.0
039252	0	298567	42	-951.63	14	0.011	0.0	0	0	0.5256	8	95.6	50.2	0	2	-24.0	153.2	206.7	0.0
039252	0	298567	42	-951.63	15	0.005	0.0	0	0	0.5256	8	95.6	50.2	0	2	-24.0	153.2	206.7	0.0
039252	0	298567	42	-951.63	16	0.0	0.0	0	0	0.5256	8	95.6	50.2	0	2	-24.0	153.2	206.7	0.0
039252	0	298567	42	-951.63	17	0.0	0.0	0	0	0.5256	8	95.6	50.2	0	2	-24.0	153.2	206.7	0.0
039252	0	298567	42	-951.63	18	0.127	0.0	0	0	0.5256	8	95.6	50.2	0	2	-24.0	153.2	206.7	0.0
039252	0	298567	42	-951.63	19	0.145	0.0	0	0	0.5256	8	95.6	50.2	0	2	-24.0	153.2	206.7	0.0
039252	0	298567	42	-951.63	20	0.01	0.0	0	0	0.5256	8	95.6	50.2	0	2	-24.0	153.2	206.7	0.0
039252	0	298567	42	-951.63	21	0.003	0.0	0	0	0.5256	8	95.6	50.2	0	2	-24.0	153.2	206.7	0.0
039252	0	298567	42	-951.63	22	0.005	0.0	0	0	0.5256	8	95.6	50.2	0	2	-24.0	153.2	206.7	0.0
039252	0	298567	42	-951.63	23	0.011	0.0	0	0	0.5256	8	95.6	50.2	0	2	-24.0	153.2	206.7	0.0
039252	0	298567	42	-951.63	24	0.0	0.0	0	0	0.5256	8	95.6	50.2	0	2	-24.0	153.2	206.7	0.0
039252	0	298567	42	-951.63	25	0.002	0.0	0	0	0.5256	8	95.6	50.2	0	2	-24.0	153.2	206.7	0.0
039252	0	298567	42	-951.63	26	0.002	0.0	0	0	0.5256	8	95.6	50.2	0	2	-24.0	153.2	206.7	0.0
039252	0	298567	42	-951.63	27	0.0	0.0	0	0	0.5256	8	95.6	50.2	0	2	-24.0	153.2	206.7	0.0
039252	0	298567	42	-951.63	28	0.0	0.0	0	0	0.5256	8	95.6	50.2	0	2	-24.0	153.2	206.7	0.0
039252	0	298567	42	-951.63	29	0.0	0.0	0	0	0.5256	8	95.6	50.2	0	2	-24.0	153.2	206.7	0.0
039252	0	298567	42	-951.63	30	0.004	0.0	0	0	0.5256	8	95.6	50.2	0	2	-24.0	153.2	206.7	0.0
039252	0	298567	42	-951.63	31	0.005	0.0	0	0	0.5256	8	95.6	50.2	0	2	-24.0	153.2	206.7	0.0
039252	0	298567	42	-951.63	32	0.0	0.0	0	0	0.5256	8	95.6	50.2	0	2	-24.0	153.2	206.7	0.0
039252	0	298567	42	-951.63	33	0.0	0.0	0	0	0.5256	8	95.6	50.2	0	2	-24.0	153.2	206.7	0.0
039252	0	298567	42	-951.63	34	0.0	0.0	0	0	0.5256	8	95.6	50.2	0	2	-24.0	153.2	206.7	0.0
039252	0	298567	42	-951.63	35	0.003	0.0	0	0	0.5256	8	95.6	50.2	0	2	-24.0	153.2	206.7	0.0
039252	0	298567	42	-951.63	36	0.004	0.0	0	0	0.5256	8	95.6	50.2	0	2	-24.0	153.2	206.7	0.0
039252	0	298567	42	-951.63	37	0.001	0.0	0	0	0.5256	8	95.6	50.2	0	2	-24.0	153.2	206.7	0.0
039252	0	298567	42	-951.63	38	0.001	0.0	0	0	0.5256	8	95.6	50.2	0	2	-24.0	153.2	206.7	0.0
039252	0	298567	42	-951.63	39	0.0	0.0	1	0	0.5256	8	95.6	50.2	0	2	-24.0	153.2	206.7	0.0
039252	0	298567	47	-799.85	0	1.41	1.56	1	0	0.9584	8	1922.5	1844.0	0	1	-69.1	324.9	23.9	0.0
039252	0	298567	47	-799.85	1	0.085	0.0	0	0	0.9584	8	1922.5	1844.0	0	1	-69.1	324.9	23.9	0.0
039252	0	298567	47	-799.85	2	0.0	0.0	0	0	0.9584	8	1922.5	1844.0	0	1	-69.1	324.9	23.9	0.0
039252	0	298567	47	-799.85	3	0.119	0.0	0	0	0.9584	8	1922.5	1844.0	0	1	-69.1	324.9	23.9	0.0
039252	0	298567	47	-799.85	4	95.139	242.34	1	0	0.9584	8	1922.5	1844.0	0	1	-69.1	324.9	23.9	0.0
039252	0	298567	47	-799.85	5	9.238	449.15	1	0	0.9584	8	1922.5	1844.0	0	1	-69.1	324.9	23.9	0.0
039252	0	298567	47	-799.85	6	565.335	111.42	1	0	0.9584	8	1922.5	1844.0	0	1	-69.1	324.9	23.9	0.0
039252	0	298567	47	-799.85	7	35.817	394.73	1	0	0.9584	8	1922.5	1844.0	0	1	-69.1	324.9	23.9	0.0
039252	0	298567	47	-799.85	8	120.35	206.13	1	0	0.9584	8	1922.5	1844.0	0	1	-69.1	324.9	23.9	0.0
039252	0	298567	47	-799.85	9	8.858	230.19	1	0	0.9584	8	1922.5	1844.0	0	1	-69.1	324.9	23.9	0.0
039252	0	298567	47	-799.85	10	1063.437	99.52	1	0	0.9584	8	1922.5	1844.0	0	1	-69.1	324.9	23.9	0.0
039252	0	298567	47	-799.85	11	24.339	108.97	1	0	0.9584	8	1922.5	1844.0	0	1	-69.1	324.9	23.9	0.0
039252	0	298567	47	-799.85	12	38.652	0.0	0	0	0.9584	8	1922.5	1844.0	0	1	-69.1	324.9	23.9	0.0
039252	0	298567	47	-799.85	13	0.0	0.0	0	0	0.9584	8	1922.5	1844.0	0	1	-69.1	324.9	23.9	0.0
039252	0	298567	47	-799.85	14	0.398	0.0	0	0	0.9584	8	1922.5	1844.0	0	1	-69.1	324.9	23.9	0.0
039252	0	298567	47	-799.85	15	0.014	0.0	0	0	0.9584	8	1922.5	1844.0	0	1	-69.1	324.9	23.9	0.0
039252	0	298567	47	-799.85	16	0.0	0.0	0	0	0.9584	8	1922.5	1844.0	0	1	-69.1	324.9	23.9	0.0
039252	0	298567	47	-799.85	17	0.0	0.0	0	0	0.9584	8	1922.5	1844.0	0	1	-69.1	324.9	23.9	0.0
039252	0	298567	47	-799.85	18	17.104	0.0	0	0	0.9584	8	1922.5	1844.0	0	1	-69.1	324.9	23.9	0.0
039252	0	298567	47	-799.85	19	0.459	0.0	1	0	0.9584	8	1922.5	1844.0	0	1	-69.1	324.9	23.9	0.0
039252	0	298567	47	-799.85	20	0.548	0.0	0	0	0.9584	8	1922.5	1844.0	0	1	-69.1	324.9	23.9	0.0
039252	0	298567	47	-799.85	21	0.016	0.0	0	0	0.9584	8	1922.5	1844.0	0	1	-69.1	324.9	23.9	0.0
039252	0	298567	47	-799.85	22	3.251	0.0	0	0	0.9584	8	1922.5	1844.0	0	1	-69.1	324.9	23.9	0.0
039252	0	298567	47	-799.85	23	0.079	0.0	0	0	0.9584	8	1922.5	1844.0	0	1	-69.1	324.9	23.9	0.0
039252	0	298567	47	-799.85	24	0.0	0.0	0	0	0.9584	8	1922.5	1844.0	0	1	-69.1	324.9	23.9	0.0
039252	0	298567	47	-799.85	25	0.044	0.0	0	0	0.9584	8	1922.5	1844.0	0	1	-69.1	324.9	23.9	0.0
039252	0	298567	47	-799.85	26	0.017	0.0	0	0	0.9584	8	1922.5	1844.0	0	1	-69.1	324.9	23.9	0.0
039252	0	298567	47	-799.85	27	0.0	0.0	0	0	0.9584	8	1922.5	1844.0	0	1	-69.1	324.9	23.9	0.0
039252	0	298567	47	-799.85	28	0.0	0.0	0	0	0.9584	8	1922.5	1844.0	0	1	-69.1	324.9	23.9	0.0
039252	0	298567	47	-799.85	29	0.0	0.0	0	0	0.9584	8	1922.5	1844.0	0	1	-69.1	324.9	23.9	0.0
039252	0	298567	47	-799.85	30	0.412	0.0	0	0	0.9584	8	1922.5	1844.0	0	1	-69.1	324.9	23.9	0.0
039252	0	298567	47	-799.85	31	0.003	0.0	0	0	0.9584	8	1922.5	1844.0	0	1	-69.1	324.9	23.9	0.0
039252	0	298567	47	-799.85	32	0.0	0.0	0	0	0.9584	8	1922.5	1844.0	0	1	-69.1	324.9	23.9	0.0
039252	0	298567	47	-799.85	33	0.0	0.0	0	0	0.9584	8	1922.5	1844.0	0	1	-69.1	324.9	23.9	0.0
039252	0	298567	47	-799.85	34	0.0	0.0	0	0	0.9584	8	1922.5	1844.0	0	1	-69.1	324.9	23.9	0.0
039252	0	298567	47	-799.85	35	0.264	0.0	0	0	0.9584	8	1922.5	1844.0	0	1	-69.1	324.9	23.9	0.0
039252	0	298567	47	-799.85	36	0.053	0.0	0	0	0.9584	8	1922.5	1844.0	0	1	-69.1	324.9	23.9	0.0
039252	0	298567	47	-799.85	37	0.467	0.0	0	0	0.9584	8	1922.5	1844.0	0	1	-69.1	324.9	23.9	0.0
039252	0	298567	47	-799.85	38	0.122	0.0	0	0	0.9584	8	1922.5	1844.0	0	1	-69.1	324.9	23.9	0.0
039252	0	298567	47	-799.85	39	0.0	0.0	0	0	0.9584	8	1922.5	1844.0	0	1	-69.1	324.9	23.9	0.0
039252	0	298567	54	-507.38	0	0.047	0.0	0	0	1.0045	8	85.5	85.8	0	1	7.3	168.2	275.4	1.0
039252	0	298567	54	-507.38	1	0.005	0.0	0	0	1.0045	8	85.5	85.8	0	1	7.3	168.2	275.4	1.0
039252	0	298567	54	-507.38	2	0.0	0.0	0	0	1.0045	8	85.5	85.8	0	1	7.3	168.2	275.4	1.0
039252	0	298567	54	-507.38	3	0.006	0.0	0	0	1.0045	8	85.5	85.8	0	1	7.3	168.2	275.4	1.0
039252	0	298567	54	-507.38	4	74.527	79.08	1	0	1.0045	8	85.5	85.8	0	1	7.3	168.2	275.4	1.0
039252	0	298567	54	-507.38	5	0.358	0.57	1	0	1.0045	8	85.5	85.8	0	1	7.3	168.2	275.4	1.0
039252	0	298567	54	-507.38	6	5.337	0.0	1	0	1.0045	8	85.5	85.8	0	1	7.3	168.2	275.4	1.0
039252	0	298567	54	-507.38	7	1.217	6.2	1	0	1.0045	8	85.5	85.8	0	1	7.3	168.2	275.4	1.0
039252	0	298567	54	-507.38	8	2.012	0.0	1	0	1.0045	8	85.5	85.8	0	1	7.3	168.2	275.4	1.0
039252	0	298567	54	-507.38	9	0.278	0.0	1	0	1.0045	8	85.5	85.8	0	1	7.3	168.2	275.4	1.0
039252	0	298567	54	-507.38	10	1.394	0.0	1	0	1.0045	8	85.5	85.8	0	1	7.3	168.2	275.4	1.0
