run	idx	evt	side	uid	gid	t0src	pen_raw	pen_contig	n_contig	n_det	tick_face	tick_contig	tick_deep	nticks	pad_contig	pad_deep	det_pen	det_gap	det_djunc	det_q
039253	10	49886	B	105	129	geo	0.25	0.25	1	0	9124.0	9127.0	9127.0	9766	-639.0	-639.0	0.0	0.0	0.0	0.0
039253	10	49886	T	4000170	129	pin	0.23	0.23	1	0	9124.0	9127.0	9127.0	10000	-873.0	-873.0	0.0	0.0	0.0	0.0
039253	12	49926	B	143	171	geo	0.73	0.73	3	0	9850.0	9859.0	9859.0	9766	93.0	93.0	0.0	0.0	0.0	0.0
039253	12	49926	B	33	174	pin	0.85	0.85	3	0	9980.0	9991.0	9991.0	9766	225.0	225.0	0.0	0.0	0.0	0.0
039253	12	49926	B	1	174	cosel	0.85	0.85	3	0	9980.0	9991.0	9991.0	9766	225.0	225.0	0.0	0.0	0.0	0.0
039253	12	49926	T	4000251	38	pin	0.62	0.62	5	0	1707.0	1715.0	1715.0	10000	-8285.0	-8285.0	0.0	0.0	0.0	0.0
039253	1	49706	T	4000001	100	geo	0.36	0.36	3	0	6231.0	6235.0	6235.0	10000	-3765.0	-3765.0	0.0	0.0	0.0	0.0
039253	1	49706	B	66	100	geo	2.17	2.17	12	0	6210.0	6239.0	6239.0	9766	-3527.0	-3527.0	0.0	0.0	0.0	0.0
039253	1	49706	B	29	64	pin	1.54	1.54	13	0	3547.0	3567.0	3567.0	9766	-6199.0	-6199.0	0.0	0.0	0.0	0.0
039253	1	49706	B	94	42	pin	0.22	0.22	1	0	2052.0	2055.0	2055.0	9766	-7711.0	-7711.0	0.0	0.0	0.0	0.0
039253	11	49906	T	4000016	171	pin	0.09	0.09	1	0	9898.0	9899.0	9899.0	10000	-101.0	-101.0	0.0	0.0	0.0	0.0
039253	11	49906	B	6	171	pin	0.1	0.1	1	0	9890.0	9891.0	9891.0	9766	125.0	125.0	0.0	0.0	0.0	0.0
039253	11	49906	T	4000186	43	pin	0.89	0.89	1	0	2851.0	2863.0	2863.0	10000	-7137.0	-7137.0	0.0	0.0	0.0	0.0
039253	11	49906	T	4000031	50	pin	2.69	2.69	6	0	3183.0	3219.0	3219.0	10000	-6781.0	-6781.0	0.0	0.0	0.0	0.0
039253	11	49906	B	94	50	pin	2.1	2.1	17	0	3175.0	3203.0	3203.0	9766	-6563.0	-6563.0	0.0	0.0	0.0	0.0
039253	11	49906	B	120	82	pin	0.21	0.21	1	0	5133.0	5135.0	5135.0	9766	-4631.0	-4631.0	0.0	0.0	0.0	0.0
039253	11	49906	B	49	13	pin	0.98	0.98	10	0	482.0	495.0	495.0	9766	-9271.0	-9271.0	0.0	0.0	0.0	0.0
039253	11	49906	B	4	60	geo	2.6	2.6	23	0	4096.0	4131.0	4131.0	9766	-5635.0	-5635.0	0.0	0.0	0.0	0.0
039253	13	49946	T	4000298	107	pin	0.12	0.12	2	0	5726.0	5727.0	5727.0	10000	-4273.0	-4273.0	0.0	0.0	0.0	0.0
039253	13	49946	B	13	85	pin	0.14	0.14	2	0	4270.0	4271.0	4271.0	9766	-5495.0	-5495.0	0.0	0.0	0.0	0.0
039253	13	49946	B	84	73	pin	0.74	0.74	6	0	3622.0	3631.0	3631.0	9766	-6135.0	-6135.0	0.0	0.0	0.0	0.0
039253	13	49946	T	4000255	91	pin	0.27	0.27	1	0	4504.0	4507.0	4507.0	10000	-5493.0	-5493.0	0.0	0.0	0.0	0.0
039253	13	49946	B	5	129	geo	0.94	0.94	18	0	7103.0	7115.0	7115.0	9766	-2651.0	-2651.0	0.0	0.0	0.0	0.0
039253	13	49946	T	4000028	141	pin	1.02	1.02	6	0	7954.0	7967.0	7967.0	10000	-2033.0	-2033.0	0.0	0.0	0.0	0.0
039253	13	49946	B	4	141	pin	2.23	2.23	21	0	7953.0	7983.0	7983.0	9766	-1783.0	-1783.0	0.0	0.0	0.0	0.0
039253	16	50006	B	27	71	pin	0.58	0.58	2	0	4896.0	4903.0	4903.0	9766	-4863.0	-4863.0	0.0	0.0	0.0	0.0
039253	16	50006	T	4000211	67	geo	0.56	0.56	5	0	4528.0	4535.0	4535.0	10000	-5465.0	-5465.0	0.0	0.0	0.0	0.0
039253	15	49986	T	4000176	181	pin	1.16	1.16	6	0	9940.0	9955.0	9955.0	10000	-45.0	-45.0	0.0	0.0	0.0	0.0
039253	15	49986	B	8	181	pin	2.15	2.15	21	0	9898.0	9927.0	9927.0	9766	161.0	161.0	0.0	0.0	0.0	0.0
039253	15	49986	B	88	32	pin	0.04	0.04	2	0	1567.0	1567.0	1567.0	9766	-8199.0	-8199.0	0.0	0.0	0.0	0.0
039253	15	49986	B	5	183	pin	0.76	0.76	3	0	9929.0	9939.0	9939.0	9766	173.0	173.0	0.0	0.0	0.0	0.0
039253	15	49986	T	4000063	91	pin	0.62	0.62	3	0	4935.0	4943.0	4943.0	10000	-5057.0	-5057.0	0.0	0.0	0.0	0.0
039253	14	49966	T	4000009	88	pin	7.6	-0.1	0	5	4525.0	4523.0	4627.0	10000	-5477.0	-5373.0	7.6	6.52	7.2	0.0004
039253	14	49966	B	11	101	geo	1.49	1.49	7	0	5507.0	5527.0	5527.0	9766	-4239.0	-4239.0	0.0	0.0	0.0	0.0
039253	3	49746	T	4000081	127	geo	1.84	1.84	13	0	8427.0	8451.0	8451.0	10000	-1549.0	-1549.0	0.0	0.0	0.0	0.0
039253	3	49746	B	67	88	pin	1.76	1.76	10	0	5772.0	5795.0	5795.0	9766	-3971.0	-3971.0	0.0	0.0	0.0	0.0
039253	3	49746	T	4000083	81	pin	2.2	2.2	11	0	5306.0	5335.0	5335.0	10000	-4665.0	-4665.0	0.0	0.0	0.0	0.0
039253	17	50026	T	4000094	63	pin	1.39	1.39	10	0	3521.0	3539.0	3539.0	10000	-6461.0	-6461.0	0.0	0.0	0.0	0.0
039253	17	50026	B	4	163	pin	0.85	0.85	5	0	8540.0	8551.0	8551.0	9766	-1215.0	-1215.0	0.0	0.0	0.0	0.0
039253	17	50026	B	15	145	pin	0.34	0.34	4	0	7407.0	7411.0	7411.0	9766	-2355.0	-2355.0	0.0	0.0	0.0	0.0
039253	2	49726	B	27	76	pin	2.31	2.31	7	0	5104.0	5135.0	5135.0	9766	-4631.0	-4631.0	0.0	0.0	0.0	0.0
039253	4	49766	B	76	115	geo	0.49	0.49	4	0	6993.0	6999.0	6999.0	9766	-2767.0	-2767.0	0.0	0.0	0.0	0.0
039253	4	49766	B	68	104	pin	0.19	0.19	1	0	6385.0	6387.0	6387.0	9766	-3379.0	-3379.0	0.0	0.0	0.0	0.0
039253	6	49806	B	79	83	geo	0.29	0.29	1	0	4244.0	4247.0	4247.0	9766	-5519.0	-5519.0	0.0	0.0	0.0	0.0
039253	6	49806	B	69	139	pin	1.63	1.63	4	0	7517.0	7539.0	7539.0	9766	-2227.0	-2227.0	0.0	0.0	0.0	0.0
039253	6	49806	B	44	160	geo	0.3	0.3	4	0	9023.0	9027.0	9027.0	9766	-739.0	-739.0	0.0	0.0	0.0	0.0
039253	6	49806	B	95	33	geo	0.2	0.2	1	0	1501.0	1503.0	1503.0	9766	-8263.0	-8263.0	0.0	0.0	0.0	0.0
039253	6	49806	T	3999999	14	geo	0.11	0.11	2	0	482.0	483.0	483.0	10000	-9517.0	-9517.0	0.0	0.0	0.0	0.0
039253	6	49806	B	90	14	geo	3.86	3.86	23	0	427.0	479.0	479.0	9766	-9287.0	-9287.0	0.0	0.0	0.0	0.0
039253	7	49826	B	154	151	pin	0.06	0.06	2	0	9287.0	9287.0	9287.0	9766	-479.0	-479.0	0.0	0.0	0.0	0.0
039253	7	49826	B	150	37	cosel	1.21	1.21	8	0	2227.0	2243.0	2243.0	9766	-7523.0	-7523.0	0.0	0.0	0.0	0.0
039253	7	49826	T	4000054	58	pin	13.73	-1.37	0	3	3770.0	3751.0	3955.0	10000	-6249.0	-6045.0	13.73	14.22	8.0	0.0026
039253	7	49826	B	41	58	pin	1.1	1.1	7	0	3769.0	3783.0	3783.0	9766	-5983.0	-5983.0	0.0	0.0	0.0	0.0
039253	7	49826	B	50	121	geo	2.96	2.96	19	0	7639.0	7679.0	7679.0	9766	-2087.0	-2087.0	0.0	0.0	0.0	0.0
039349	0	19409	T	4000114	3	geo	4.59	-0.74	0	16	497.0	487.0	559.0	6400	-5913.0	-5841.0	4.59	2.96	10.2	0.0209
039349	1	19429	T	4000028	2	pin	0.48	0.48	2	0	529.0	535.0	535.0	6400	-5865.0	-5865.0	0.0	0.0	0.0	0.0
039253	5	49786	T	4000385	147	pin	1.25	1.25	13	0	7751.0	7767.0	7767.0	10000	-2233.0	-2233.0	0.0	0.0	0.0	0.0
039253	5	49786	T	4000382	164	pin	1.95	1.95	11	0	8877.0	8903.0	8903.0	10000	-1097.0	-1097.0	0.0	0.0	0.0	0.0
039253	5	49786	B	53	164	pin	0.64	0.64	6	0	8815.0	8823.0	8823.0	9766	-943.0	-943.0	0.0	0.0	0.0	0.0
039253	5	49786	T	4000398	68	geo	0.0	0.0	2	0	2971.0	2971.0	2971.0	10000	-7029.0	-7029.0	0.0	0.0	0.0	0.0
039253	5	49786	T	4000391	100	pin	1.35	1.35	9	0	4941.0	4959.0	4959.0	10000	-5041.0	-5041.0	0.0	0.0	0.0	0.0
039349	10	19609	B	28	97	geo	0.67	0.67	10	0	6218.0	6227.0	6227.0	6250	-23.0	-23.0	0.0	0.0	0.0	0.0
039349	10	19609	T	4000153	93	pin	1.32	1.32	3	0	6022.0	6039.0	6039.0	6400	-361.0	-361.0	0.0	0.0	0.0	0.0
039349	10	19609	T	4000164	27	geo	2.9	2.9	22	0	2368.0	2407.0	2407.0	6400	-3993.0	-3993.0	0.0	0.0	0.0	0.0
039349	10	19609	B	26	27	geo	1.3	1.3	11	0	2366.0	2383.0	2383.0	6250	-3867.0	-3867.0	0.0	0.0	0.0	0.0
039253	8	49846	T	4000364	103	pin	1.86	1.86	12	0	5750.0	5775.0	5775.0	10000	-4225.0	-4225.0	0.0	0.0	0.0	0.0
039253	8	49846	B	189	103	pin	0.36	0.36	2	0	5691.0	5695.0	5695.0	9766	-4071.0	-4071.0	0.0	0.0	0.0	0.0
039253	8	49846	B	52	173	pin	0.4	0.4	2	0	9686.0	9691.0	9691.0	9766	-75.0	-75.0	0.0	0.0	0.0	0.0
039253	8	49846	T	4000239	150	pin	10.2	4.57	21	3	8210.0	8271.0	8347.0	10000	-1729.0	-1653.0	10.2	4.44	3.0	0.007
039253	8	49846	B	57	33	pin	0.41	0.41	2	0	1290.0	1295.0	1295.0	9766	-8471.0	-8471.0	0.0	0.0	0.0	0.0
039349	13	19669	B	78	8	pin	0.02	0.02	1	0	671.0	671.0	671.0	6250	-5579.0	-5579.0	0.0	0.0	0.0	0.0
039253	9	49866	T	4000098	143	pin	1.34	1.34	4	0	8669.0	8687.0	8687.0	10000	-1313.0	-1313.0	0.0	0.0	0.0	0.0
039253	9	49866	B	20	143	pin	0.93	0.93	9	0	8667.0	8679.0	8679.0	9766	-1087.0	-1087.0	0.0	0.0	0.0	0.0
039253	9	49866	T	4000128	170	pin	1.73	1.73	12	0	9972.0	9995.0	9995.0	10000	-5.0	-5.0	0.0	0.0	0.0	0.0
039253	9	49866	B	19	170	pin	1.91	1.91	17	0	9970.0	9995.0	9995.0	9766	229.0	229.0	0.0	0.0	0.0	0.0
039253	9	49866	B	145	68	cosel	1.88	1.88	18	0	3726.0	3751.0	3751.0	9766	-6015.0	-6015.0	0.0	0.0	0.0	0.0
039253	9	49866	B	122	47	pin	0.7	0.7	4	0	2158.0	2167.0	2167.0	9766	-7599.0	-7599.0	0.0	0.0	0.0	0.0
039253	9	49866	B	8	155	geo	1.01	1.01	10	0	9254.0	9267.0	9267.0	9766	-499.0	-499.0	0.0	0.0	0.0	0.0
039253	9	49866	B	102	71	geo	0.13	0.13	2	0	3966.0	3967.0	3967.0	9766	-5799.0	-5799.0	0.0	0.0	0.0	0.0
039349	14	19689	T	4000044	16	pin	0.31	0.31	6	0	1775.0	1779.0	1779.0	6400	-4621.0	-4621.0	0.0	0.0	0.0	0.0
039349	14	19689	T	4000059	25	pin	1.33	1.33	7	0	2197.0	2215.0	2215.0	6400	-4185.0	-4185.0	0.0	0.0	0.0	0.0
039349	14	19689	B	33	25	pin	3.48	3.48	12	0	2148.0	2195.0	2195.0	6250	-4055.0	-4055.0	0.0	0.0	0.0	0.0
039349	17	19749	B	61	15	pin	0.03	0.03	1	0	1047.0	1047.0	1047.0	6250	-5203.0	-5203.0	0.0	0.0	0.0	0.0
039349	15	19709	T	4000092	4	pin	12.03	-1.59	0	13	649.0	627.0	811.0	6400	-5773.0	-5589.0	12.03	11.25	1.2	0.0234
039349	18	19769	T	4000047	19	pin	22.34	-1.06	0	4	1226.0	1211.0	1527.0	6400	-5189.0	-4873.0	22.34	23.1	13.0	0.0026
039349	19	19789	T	4000005	21	pin	0.72	0.72	5	0	1674.0	1683.0	1683.0	6400	-4717.0	-4717.0	0.0	0.0	0.0	0.0
039349	19	19789	B	9	21	pin	0.22	0.22	1	0	1616.0	1619.0	1619.0	6250	-4631.0	-4631.0	0.0	0.0	0.0	0.0
039349	16	19729	T	4000120	13	pin	0.12	0.12	2	0	1062.0	1063.0	1063.0	6400	-5337.0	-5337.0	0.0	0.0	0.0	0.0
039349	16	19729	B	51	13	pin	1.73	1.73	6	0	1028.0	1051.0	1051.0	6250	-5199.0	-5199.0	0.0	0.0	0.0	0.0
039349	20	19809	B	29	65	pin	0.06	0.06	2	0	4435.0	4435.0	4435.0	6250	-1815.0	-1815.0	0.0	0.0	0.0	0.0
039349	21	19829	B	1	66	cosel	0.85	0.85	5	0	4544.0	4555.0	4555.0	6250	-1695.0	-1695.0	0.0	0.0	0.0	0.0
