run	idx	evt	side	uid	gid	t0src	pen_raw	pen_contig	n_contig	n_det	tick_face	tick_contig	tick_deep	nticks	pad_contig	pad_deep	det_pen	det_gap	det_djunc	det_q
039349	24	19889	B	76	88	geo	1.36	1.36	10	0	5689.0	5707.0	5707.0	6250	-543.0	-543.0	0.0	0.0	0.0	0.0
039349	24	19889	B	110	0	pin	0.67	0.67	4	0	370.0	379.0	379.0	6250	-5871.0	-5871.0	0.0	0.0	0.0	0.0
039349	22	19849	T	4000012	82	pin	1.92	1.92	2	0	4733.0	4759.0	4759.0	6400	-1641.0	-1641.0	0.0	0.0	0.0	0.0
039349	22	19849	B	28	82	pin	0.92	0.92	8	0	4707.0	4719.0	4719.0	6250	-1531.0	-1531.0	0.0	0.0	0.0	0.0
039349	22	19849	T	4000042	61	cosel	8.29	-3.26	0	26	3799.0	3755.0	3911.0	6400	-2645.0	-2489.0	8.29	8.0	1.0	0.0031
039349	22	19849	B	53	61	cosel	1.37	1.37	5	0	3773.0	3791.0	3791.0	6250	-2459.0	-2459.0	0.0	0.0	0.0	0.0
039349	22	19849	T	4000009	97	pin	1.84	1.84	20	0	5395.0	5419.0	5419.0	6400	-981.0	-981.0	0.0	0.0	0.0	0.0
039349	22	19849	B	1	97	pin	1.73	1.73	13	0	5368.0	5391.0	5391.0	6250	-859.0	-859.0	0.0	0.0	0.0	0.0
039349	22	19849	B	46	22	geo	6.13	6.13	51	0	1313.0	1395.0	1395.0	6250	-4855.0	-4855.0	0.0	0.0	0.0	0.0
039349	22	19849	T	4000129	6	pin	0.21	0.21	1	0	569.0	571.0	571.0	6400	-5829.0	-5829.0	0.0	0.0	0.0	0.0
039349	23	19869	T	4000002	79	pin	2.23	2.23	19	0	4689.0	4719.0	4719.0	6400	-1681.0	-1681.0	0.0	0.0	0.0	0.0
039349	23	19869	B	4	79	pin	1.91	1.91	20	0	4658.0	4683.0	4683.0	6250	-1567.0	-1567.0	0.0	0.0	0.0	0.0
039349	25	19909	T	4000004	90	pin	2.37	2.37	46	0	5455.0	5487.0	5487.0	6400	-913.0	-913.0	0.0	0.0	0.0	0.0
039349	25	19909	B	50	90	pin	0.21	0.21	1	0	5437.0	5439.0	5439.0	6250	-811.0	-811.0	0.0	0.0	0.0	0.0
039349	27	19949	T	4000001	74	pin	0.32	0.32	3	0	5307.0	5311.0	5311.0	6400	-1089.0	-1089.0	0.0	0.0	0.0	0.0
039349	27	19949	B	1	74	pin	0.5	0.5	2	0	5265.0	5271.0	5271.0	6250	-979.0	-979.0	0.0	0.0	0.0	0.0
039349	27	19949	T	4000031	80	pin	0.25	0.25	2	0	5632.0	5635.0	5635.0	6400	-765.0	-765.0	0.0	0.0	0.0	0.0
039349	27	19949	B	2	80	pin	0.43	0.43	4	0	5590.0	5595.0	5595.0	6250	-655.0	-655.0	0.0	0.0	0.0	0.0
039349	27	19949	B	5	0	pin	1.25	1.25	9	0	447.0	463.0	463.0	6250	-5787.0	-5787.0	0.0	0.0	0.0	0.0
039349	26	19929	T	4000009	103	pin	1.87	1.87	13	0	6086.0	6111.0	6111.0	6400	-289.0	-289.0	0.0	0.0	0.0	0.0
039349	26	19929	T	4000099	104	geo	11.78	11.78	74	0	6124.0	6283.0	6283.0	6400	-117.0	-117.0	0.0	0.0	0.0	0.0
039349	26	19929	B	44	104	geo	1.51	1.51	4	0	6123.0	6143.0	6143.0	6250	-107.0	-107.0	0.0	0.0	0.0	0.0
039349	26	19929	B	42	10	geo	2.72	2.72	26	0	1127.0	1163.0	1163.0	6250	-5087.0	-5087.0	0.0	0.0	0.0	0.0
039349	26	19929	T	4000181	7	pin	0.94	0.94	4	0	883.0	895.0	895.0	6400	-5505.0	-5505.0	0.0	0.0	0.0	0.0
039349	26	19929	B	90	7	pin	0.75	0.75	7	0	881.0	891.0	891.0	6250	-5359.0	-5359.0	0.0	0.0	0.0	0.0
039349	3	19469	B	3	85	pin	2.58	2.58	10	0	6309.0	6343.0	6343.0	6250	93.0	93.0	0.0	0.0	0.0	0.0
039349	32	22857	B	17	56	pin	0.82	0.82	5	0	4700.0	4711.0	4711.0	6250	-1539.0	-1539.0	0.0	0.0	0.0	0.0
039349	34	22897	T	4000010	36	pin	0.74	0.74	3	0	3109.0	3119.0	3119.0	6400	-3281.0	-3281.0	0.0	0.0	0.0	0.0
039349	34	22897	B	10	36	pin	0.49	0.49	4	0	3077.0	3083.0	3083.0	6250	-3167.0	-3167.0	0.0	0.0	0.0	0.0
039349	28	22777	T	4000014	94	pin	0.51	0.51	6	0	5421.0	5427.0	5427.0	6400	-973.0	-973.0	0.0	0.0	0.0	0.0
039349	28	22777	B	4	94	pin	1.98	1.98	23	0	5397.0	5423.0	5423.0	6250	-827.0	-827.0	0.0	0.0	0.0	0.0
039349	28	22777	T	4000041	72	pin	0.52	0.52	6	0	4032.0	4039.0	4039.0	6400	-2361.0	-2361.0	0.0	0.0	0.0	0.0
039349	28	22777	T	4000202	36	pin	0.81	0.81	2	0	1925.0	1935.0	1935.0	6400	-4465.0	-4465.0	0.0	0.0	0.0	0.0
039349	28	22777	B	181	99	pin	1.06	1.06	4	0	5993.0	6007.0	6007.0	6250	-243.0	-243.0	0.0	0.0	0.0	0.0
039349	30	22817	B	1	32	pin	1.31	1.31	15	0	2090.0	2107.0	2107.0	6250	-4143.0	-4143.0	0.0	0.0	0.0	0.0
039349	30	22817	B	4	97	geo	1.34	1.34	7	0	5813.0	5831.0	5831.0	6250	-419.0	-419.0	0.0	0.0	0.0	0.0
039349	31	22837	T	4000010	76	pin	0.91	0.91	7	0	4655.0	4667.0	4667.0	6400	-1733.0	-1733.0	0.0	0.0	0.0	0.0
039349	33	22877	T	4000169	84	pin	1.03	1.03	6	0	5018.0	5031.0	5031.0	6400	-1369.0	-1369.0	0.0	0.0	0.0	0.0
039349	33	22877	T	4000223	53	pin	0.32	0.32	3	0	3391.0	3395.0	3395.0	6400	-3005.0	-3005.0	0.0	0.0	0.0	0.0
039349	39	22997	T	4000023	69	pin	0.39	0.39	3	0	4806.0	4811.0	4811.0	6400	-1589.0	-1589.0	0.0	0.0	0.0	0.0
039349	39	22997	B	20	69	pin	1.14	1.14	5	0	4772.0	4787.0	4787.0	6250	-1463.0	-1463.0	0.0	0.0	0.0	0.0
039349	38	22977	B	2	68	geo	0.3	0.3	2	0	4799.0	4803.0	4803.0	6250	-1447.0	-1447.0	0.0	0.0	0.0	0.0
039349	38	22977	B	18	71	pin	1.49	1.49	16	0	4815.0	4835.0	4835.0	6250	-1415.0	-1415.0	0.0	0.0	0.0	0.0
039349	4	19489	T	4000132	17	pin	2.58	2.58	11	0	1257.0	1291.0	1291.0	6400	-5109.0	-5109.0	0.0	0.0	0.0	0.0
039349	4	19489	B	22	40	pin	0.31	0.31	4	0	3015.0	3019.0	3019.0	6250	-3231.0	-3231.0	0.0	0.0	0.0	0.0
039349	4	19489	B	133	84	pin	0.81	0.81	3	0	5389.0	5399.0	5399.0	6250	-851.0	-851.0	0.0	0.0	0.0	0.0
039349	37	22957	B	12	42	pin	0.46	0.46	4	0	2685.0	2691.0	2691.0	6250	-3559.0	-3559.0	0.0	0.0	0.0	0.0
039349	37	22957	T	4000074	102	geo	0.73	0.73	4	0	6010.0	6019.0	6019.0	6400	-381.0	-381.0	0.0	0.0	0.0	0.0
039349	37	22957	B	16	102	geo	5.65	5.65	24	0	5959.0	6035.0	6035.0	6250	-215.0	-215.0	0.0	0.0	0.0	0.0
039349	37	22957	B	17	108	geo	1.77	-6.53	0	8	6340.0	6251.0	6363.0	6250	1.0	113.0	1.77	7.4	0.4	0.0004
039349	45	23117	B	31	101	pin	1.53	1.53	11	0	6079.0	6099.0	6099.0	6250	-151.0	-151.0	0.0	0.0	0.0	0.0
039349	45	23117	B	6	16	geo	0.09	0.09	2	0	1186.0	1187.0	1187.0	6250	-5063.0	-5063.0	0.0	0.0	0.0	0.0
039349	46	23137	T	4000144	61	geo	0.0	0.0	1	0	3743.0	3743.0	3743.0	6400	-2657.0	-2657.0	0.0	0.0	0.0	0.0
039349	46	23137	T	4000144	61	geo	0.0	0.0	1	0	3743.0	3743.0	3743.0	6400	-2657.0	-2657.0	0.0	0.0	0.0	0.0
039349	44	23097	B	59	87	pin	1.24	1.24	6	0	4791.0	4807.0	4807.0	6250	-1443.0	-1443.0	0.0	0.0	0.0	0.0
039349	44	23097	B	12	113	geo	11.74	11.74	101	0	6221.0	6379.0	6379.0	6250	129.0	129.0	0.0	0.0	0.0	0.0
039349	44	23097	T	4000070	113	cosel	0.13	0.13	2	0	6238.0	6239.0	6239.0	6400	-161.0	-161.0	0.0	0.0	0.0	0.0
039349	44	23097	T	4000183	27	pin	0.23	0.23	1	0	1656.0	1659.0	1659.0	6400	-4741.0	-4741.0	0.0	0.0	0.0	0.0
039349	47	23157	T	4000103	17	geo	3.31	3.31	22	0	1247.0	1291.0	1291.0	6400	-5109.0	-5109.0	0.0	0.0	0.0	0.0
039349	48	23177	B	1	48	geo	0.58	0.58	2	0	2524.0	2531.0	2531.0	6250	-3719.0	-3719.0	0.0	0.0	0.0	0.0
039349	48	23177	B	10	95	pin	1.24	1.24	12	0	5079.0	5095.0	5095.0	6250	-1155.0	-1155.0	0.0	0.0	0.0	0.0
039349	48	23177	B	30	67	geo	0.2	0.2	2	0	3445.0	3447.0	3447.0	6250	-2803.0	-2803.0	0.0	0.0	0.0	0.0
039349	48	23177	B	133	14	pin	0.08	0.08	1	0	842.0	843.0	843.0	6250	-5407.0	-5407.0	0.0	0.0	0.0	0.0
039349	49	23197	T	4000018	110	geo	0.82	0.82	3	0	6256.0	6267.0	6267.0	6400	-133.0	-133.0	0.0	0.0	0.0	0.0
039349	49	23197	B	20	110	geo	4.0	4.0	19	0	6213.0	6267.0	6267.0	6250	17.0	17.0	0.0	0.0	0.0	0.0
039349	5	19509	T	4000023	84	pin	0.24	0.24	1	0	5060.0	5063.0	5063.0	6400	-1337.0	-1337.0	0.0	0.0	0.0	0.0
039349	5	19509	B	5	84	pin	0.39	0.39	2	0	5010.0	5015.0	5015.0	6250	-1235.0	-1235.0	0.0	0.0	0.0	0.0
039349	50	23217	B	30	19	pin	1.84	1.84	7	0	1707.0	1731.0	1731.0	6250	-4519.0	-4519.0	0.0	0.0	0.0	0.0
039349	51	23237	B	39	103	pin	1.71	1.71	13	0	5576.0	5599.0	5599.0	6250	-651.0	-651.0	0.0	0.0	0.0	0.0
039349	51	23237	T	4000003	24	pin	0.89	0.89	10	0	1303.0	1315.0	1315.0	6400	-5085.0	-5085.0	0.0	0.0	0.0	0.0
039349	51	23237	B	3	24	pin	1.85	1.85	13	0	1259.0	1283.0	1283.0	6250	-4967.0	-4967.0	0.0	0.0	0.0	0.0
039349	52	23257	B	53	20	pin	1.27	1.27	13	0	1386.0	1403.0	1403.0	6250	-4847.0	-4847.0	0.0	0.0	0.0	0.0
039349	53	23277	B	5	88	geo	2.25	2.25	15	0	6073.0	6103.0	6103.0	6250	-147.0	-147.0	0.0	0.0	0.0	0.0
039349	53	23277	B	24	57	pin	1.7	1.7	46	0	4265.0	4287.0	4287.0	6250	-1963.0	-1963.0	0.0	0.0	0.0	0.0
039349	53	23277	T	4000009	82	pin	1.7	1.7	13	0	5732.0	5755.0	5755.0	6400	-645.0	-645.0	0.0	0.0	0.0	0.0
039349	53	23277	T	4000163	66	pin	0.75	0.75	2	0	4869.0	4879.0	4879.0	6400	-1521.0	-1521.0	0.0	0.0	0.0	0.0
039349	54	23297	T	4000001	74	pin	1.2	1.2	10	0	4187.0	4203.0	4203.0	6400	-2197.0	-2197.0	0.0	0.0	0.0	0.0
039349	54	23297	B	4	74	pin	0.22	0.22	3	0	4144.0	4147.0	4147.0	6250	-2103.0	-2103.0	0.0	0.0	0.0	0.0
039349	54	23297	B	3	17	pin	0.27	0.27	1	0	1648.0	1651.0	1651.0	6250	-4599.0	-4599.0	0.0	0.0	0.0	0.0
039349	54	23297	T	4000130	7	pin	0.1	0.1	1	0	1146.0	1147.0	1147.0	6400	-5253.0	-5253.0	0.0	0.0	0.0	0.0
039349	54	23297	B	104	33	pin	0.88	0.88	5	0	2164.0	2175.0	2175.0	6250	-4075.0	-4075.0	0.0	0.0	0.0	0.0
039349	55	23317	T	4000027	28	pin	0.1	0.1	1	0	2262.0	2263.0	2263.0	6400	-4137.0	-4137.0	0.0	0.0	0.0	0.0
039349	56	55766	T	4000134	34	pin	12.3	-0.13	0	4	2749.0	2747.0	2915.0	6400	-3653.0	-3485.0	12.3	10.66	3.0	0.001
039349	56	55766	B	100	34	pin	0.6	0.6	6	0	2743.0	2751.0	2751.0	6250	-3499.0	-3499.0	0.0	0.0	0.0	0.0
039349	56	55766	B	101	12	geo	7.02	7.02	39	0	1129.0	1223.0	1223.0	6250	-5027.0	-5027.0	0.0	0.0	0.0	0.0
039349	56	55766	B	73	52	geo	1.5	1.5	8	0	3519.0	3539.0	3539.0	6250	-2711.0	-2711.0	0.0	0.0	0.0	0.0
039349	56	55766	B	39	4	pin	1.19	1.19	7	0	563.0	579.0	579.0	6250	-5671.0	-5671.0	0.0	0.0	0.0	0.0
039349	58	55806	T	4000092	5	pin	1.5	1.5	11	0	743.0	763.0	763.0	6400	-5637.0	-5637.0	0.0	0.0	0.0	0.0
039349	58	55806	B	53	5	pin	0.97	0.97	12	0	702.0	715.0	715.0	6250	-5535.0	-5535.0	0.0	0.0	0.0	0.0
039349	59	55826	T	4000083	6	pin	1.48	1.48	8	0	743.0	763.0	763.0	6400	-5637.0	-5637.0	0.0	0.0	0.0	0.0
039349	59	55826	B	37	6	pin	1.29	1.29	10	0	698.0	715.0	715.0	6250	-5535.0	-5535.0	0.0	0.0	0.0	0.0
039349	60	55846	T	4000095	89	pin	1.53	1.53	9	0	5443.0	5463.0	5463.0	6400	-937.0	-937.0	0.0	0.0	0.0	0.0
039349	60	55846	T	4000005	13	pin	0.56	0.56	2	0	1128.0	1135.0	1135.0	6400	-5265.0	-5265.0	0.0	0.0	0.0	0.0
039349	60	55846	B	2	13	pin	0.23	0.23	1	0	1120.0	1123.0	1123.0	6250	-5127.0	-5127.0	0.0	0.0	0.0	0.0
039349	61	55866	T	4000007	52	geo	1.0	1.0	6	0	3250.0	3263.0	3263.0	6400	-3137.0	-3137.0	0.0	0.0	0.0	0.0
039349	61	55866	T	4000057	82	geo	1.22	1.22	8	0	5179.0	5195.0	5195.0	6400	-1205.0	-1205.0	0.0	0.0	0.0	0.0
039349	61	55866	B	52	82	geo	4.5	4.5	36	0	5163.0	5223.0	5223.0	6250	-1027.0	-1027.0	0.0	0.0	0.0	0.0
039349	62	55886	B	70	19	pin	9.9	1.01	4	50	1738.0	1751.0	1871.0	6250	-4499.0	-4379.0	9.9	3.26	0.2	0.0233
039349	64	55926	B	58	2	pin	1.02	1.02	5	0	470.0	483.0	483.0	6250	-5767.0	-5767.0	0.0	0.0	0.0	0.0
039349	64	55926	T	4000146	114	geo	2.74	2.74	32	0	6158.0	6195.0	6195.0	6400	-205.0	-205.0	0.0	0.0	0.0	0.0
039349	67	55986	T	4000135	7	pin	1.47	1.47	7	0	820.0	839.0	839.0	6400	-5561.0	-5561.0	0.0	0.0	0.0	0.0
039349	63	55906	T	4000152	79	pin	2.05	2.05	15	0	6000.0	6027.0	6027.0	6400	-373.0	-373.0	0.0	0.0	0.0	0.0
039349	63	55906	B	95	79	pin	0.12	0.12	2	0	5994.0	5995.0	5995.0	6250	-255.0	-255.0	0.0	0.0	0.0	0.0
039349	63	55906	T	4000058	22	pin	2.1	2.1	17	0	1699.0	1727.0	1727.0	6400	-4673.0	-4673.0	0.0	0.0	0.0	0.0
039349	63	55906	B	5	53	pin	1.56	1.56	17	0	4450.0	4471.0	4471.0	6250	-1779.0	-1779.0	0.0	0.0	0.0	0.0
039349	63	55906	B	10	72	geo	0.7	0.7	7	0	5642.0	5651.0	5651.0	6250	-599.0	-599.0	0.0	0.0	0.0	0.0
039349	63	55906	B	21	15	pin	0.52	0.52	3	0	1368.0	1375.0	1375.0	6250	-4875.0	-4875.0	0.0	0.0	0.0	0.0
039349	70	56046	T	4000101	78	pin	0.83	0.83	2	0	4020.0	4031.0	4031.0	6400	-2369.0	-2369.0	0.0	0.0	0.0	0.0
039349	69	56026	T	4000090	94	geo	12.94	-0.98	0	12	5485.0	5471.0	5659.0	6400	-929.0	-741.0	12.94	11.55	2.0	0.0032
039349	69	56026	B	68	94	geo	1.98	1.98	18	0	5461.0	5487.0	5487.0	6250	-763.0	-763.0	0.0	0.0	0.0	0.0
039349	69	56026	T	4000139	30	pin	0.24	0.24	1	0	2268.0	2271.0	2271.0	6400	-4129.0	-4129.0	0.0	0.0	0.0	0.0
039349	69	56026	B	71	30	pin	1.42	1.42	5	0	2244.0	2263.0	2263.0	6250	-3987.0	-3987.0	0.0	0.0	0.0	0.0
039349	71	56066	B	4	45	cosel	1.45	1.45	5	0	3048.0	3067.0	3067.0	6250	-3183.0	-3183.0	0.0	0.0	0.0	0.0
039349	7	19549	T	4000007	85	pin	0.12	0.12	1	0	6022.0	6023.0	6023.0	6400	-377.0	-377.0	0.0	0.0	0.0	0.0
039349	7	19549	T	4000030	43	pin	0.09	0.09	2	0	3606.0	3607.0	3607.0	6400	-2793.0	-2793.0	0.0	0.0	0.0	0.0
039349	7	19549	B	13	43	pin	0.24	0.24	2	0	3556.0	3559.0	3559.0	6250	-2691.0	-2691.0	0.0	0.0	0.0	0.0
039349	7	19549	B	108	92	pin	2.29	2.29	8	0	6304.0	6335.0	6335.0	6250	85.0	85.0	0.0	0.0	0.0	0.0
039349	7	19549	B	117	29	pin	0.46	0.46	4	0	2349.0	2355.0	2355.0	6250	-3895.0	-3895.0	0.0	0.0	0.0	0.0
039349	7	19549	T	4000086	19	pin	1.75	1.75	7	0	1620.0	1643.0	1643.0	6400	-4757.0	-4757.0	0.0	0.0	0.0	0.0
039349	7	19549	B	87	19	pin	1.9	1.9	17	0	1570.0	1595.0	1595.0	6250	-4655.0	-4655.0	0.0	0.0	0.0	0.0
039349	7	19549	B	99	92	geo	3.48	3.48	20	0	6304.0	6351.0	6351.0	6250	101.0	101.0	0.0	0.0	0.0	0.0
039349	7	19549	T	4000189	79	pin	3.21	3.21	8	0	5596.0	5639.0	5639.0	6400	-761.0	-761.0	0.0	0.0	0.0	0.0
039349	7	19549	B	127	79	pin	0.7	0.7	3	0	5546.0	5555.0	5555.0	6250	-695.0	-695.0	0.0	0.0	0.0	0.0
039349	7	19549	B	19	92	geo	4.96	4.96	42	0	6304.0	6371.0	6371.0	6250	121.0	121.0	0.0	0.0	0.0	0.0
039349	72	56086	B	55	72	pin	21.52	-1.88	0	9	4669.0	4643.0	4959.0	6250	-1607.0	-1291.0	21.52	9.77	4.9	0.0011
039349	72	56086	B	59	103	pin	1.79	1.79	22	0	6115.0	6139.0	6139.0	6250	-111.0	-111.0	0.0	0.0	0.0	0.0
039349	73	56106	T	4000133	54	pin	2.69	2.69	21	0	3091.0	3127.0	3127.0	6400	-3273.0	-3273.0	0.0	0.0	0.0	0.0
039349	73	56106	B	76	54	pin	0.02	0.02	1	0	3067.0	3067.0	3067.0	6250	-3183.0	-3183.0	0.0	0.0	0.0	0.0
039349	78	56206	B	4	69	pin	0.21	0.21	2	0	3845.0	3847.0	3847.0	6250	-2403.0	-2403.0	0.0	0.0	0.0	0.0
039349	76	56166	T	4000138	22	geo	0.15	0.15	1	0	1685.0	1687.0	1687.0	6400	-4713.0	-4713.0	0.0	0.0	0.0	0.0
039349	76	56166	B	41	11	pin	0.7	0.7	7	0	1238.0	1247.0	1247.0	6250	-5003.0	-5003.0	0.0	0.0	0.0	0.0
039349	75	56146	T	4000202	82	cosel	0.75	0.75	4	0	4573.0	4583.0	4583.0	6400	-1817.0	-1817.0	0.0	0.0	0.0	0.0
039349	77	56186	T	4000119	55	pin	1.74	1.74	23	0	3820.0	3843.0	3843.0	6400	-2557.0	-2557.0	0.0	0.0	0.0	0.0
039349	77	56186	B	56	55	pin	1.12	1.12	7	0	3764.0	3779.0	3779.0	6250	-2471.0	-2471.0	0.0	0.0	0.0	0.0
039349	77	56186	T	4000207	55	geo	0.56	0.56	2	0	3820.0	3827.0	3827.0	6400	-2573.0	-2573.0	0.0	0.0	0.0	0.0
039349	77	56186	B	64	15	geo	1.18	1.18	6	0	1196.0	1211.0	1211.0	6250	-5039.0	-5039.0	0.0	0.0	0.0	0.0
039349	79	56226	B	108	73	pin	1.38	1.38	5	0	3941.0	3959.0	3959.0	6250	-2291.0	-2291.0	0.0	0.0	0.0	0.0
039349	79	56226	B	106	73	geo	10.26	10.26	82	0	3941.0	4079.0	4079.0	6250	-2171.0	-2171.0	0.0	0.0	0.0	0.0
039349	79	56226	T	4000077	100	pin	1.01	1.01	8	0	5878.0	5891.0	5891.0	6400	-509.0	-509.0	0.0	0.0	0.0	0.0
039349	79	56226	B	65	100	pin	0.14	0.14	2	0	5818.0	5819.0	5819.0	6250	-431.0	-431.0	0.0	0.0	0.0	0.0
039349	79	56226	T	4000012	12	pin	1.27	1.27	6	0	1162.0	1179.0	1179.0	6400	-5221.0	-5221.0	0.0	0.0	0.0	0.0
039349	81	56266	B	3	91	geo	0.03	0.03	1	0	6379.0	6379.0	6379.0	6250	129.0	129.0	0.0	0.0	0.0	0.0
039349	80	56246	T	4000071	91	pin	1.66	1.66	12	0	5885.0	5907.0	5907.0	6400	-493.0	-493.0	0.0	0.0	0.0	0.0
039349	82	56286	T	4000002	69	pin	0.11	0.11	2	0	4958.0	4959.0	4959.0	6400	-1441.0	-1441.0	0.0	0.0	0.0	0.0
039349	82	56286	B	23	88	geo	0.79	0.79	4	0	6357.0	6367.0	6367.0	6250	117.0	117.0	0.0	0.0	0.0	0.0
039349	82	56286	B	80	82	pin	1.44	1.44	13	0	5520.0	5539.0	5539.0	6250	-711.0	-711.0	0.0	0.0	0.0	0.0
039349	82	56286	B	53	83	pin	1.06	1.06	9	0	5573.0	5587.0	5587.0	6250	-663.0	-663.0	0.0	0.0	0.0	0.0
039349	9	19589	B	37	57	pin	0.23	0.23	2	0	3636.0	3639.0	3639.0	6250	-2611.0	-2611.0	0.0	0.0	0.0	0.0
039349	83	56306	B	3	26	pin	0.5	0.5	3	0	2397.0	2403.0	2403.0	6250	-3847.0	-3847.0	0.0	0.0	0.0	0.0
039349	83	56306	B	2	55	pin	0.26	0.26	1	0	4476.0	4479.0	4479.0	6250	-1771.0	-1771.0	0.0	0.0	0.0	0.0
