run	idx	evt	gid	ch	exp	meas	cov	gold	r_cath	nhit	avail	pe_here	pe_other	pe_none	peak	wmax_ns	dt_main
039253	1	49706	104	1	59.53	83.49	1	0	0.7972	1	83.49	83.49	0.0	0.0	163.0	4192.0	0.7
039253	1	49706	104	3	87.39	0.0	0	0	0.7972	0	0.0	0.0	0.0	0.0	0.0	0.0	
039253	1	49706	114	12	157.53	0.0	0	0	0.606	0	0.0	0.0	0.0	0.0	0.0	0.0	
039253	1	49706	114	18	101.02	0.0	0	0	0.606	0	0.0	0.0	0.0	0.0	0.0	0.0	
039253	1	49706	117	1	14.74	0.0	1	0	1.0551	2	17.57	0.0	0.0	17.57	33.0	1680.0	0.8
039253	1	49706	117	3	17.79	0.0	1	0	1.0551	4	61.81	0.0	0.0	61.81	59.0	5248.0	0.76
039253	1	49706	135	0	39.45	0.0	0	0	1.4671	2	67.53	0.0	0.0	67.53	112.0	3408.0	0.58
039253	1	49706	135	1	368.68	0.0	0	0	1.4671	0	0.0	0.0	0.0	0.0	0.0	0.0	
039253	1	49706	135	3	563.6	0.0	0	0	1.4671	0	0.0	0.0	0.0	0.0	0.0	0.0	
039253	1	49706	148	0	95.12	0.0	0	0	1.6118	3	53.06	0.0	0.0	53.06	106.0	3648.0	0.72
039253	1	49706	164	12	362.25	453.953	1	0	0.9096	0	0.0	0.0	0.0	0.0	0.0	0.0	
039253	1	49706	164	18	230.17	0.0	1	0	0.9096	1	327.89	0.0	327.89	0.0	641.0	5840.0	0.73
039253	1	49706	169	1	420.96	0.0	0	0	1.0952	0	0.0	0.0	0.0	0.0	0.0	0.0	
039253	1	49706	169	3	469.19	1353.873	1	0	1.0952	6	6472.51	1353.87	0.0	5118.63	9561.3	3632.0	0.8
039253	12	49926	60	12	13.68	18.45	0	0	0.6849	2	19.53	18.45	0.0	1.08	37.0	2880.0	0.76
039253	12	49926	60	18	10.12	0.0	1	0	0.6849	1	199.99	0.0	199.99	0.0	266.3	16208.0	12.15
039253	12	49926	60	19	33.61	840.747	0	0	0.6849	0	0.0	0.0	0.0	0.0	0.0	0.0	
039253	12	49926	69	0	103.86	97.827	0	0	1.1088	1	97.83	97.83	0.0	0.0	131.7	15744.0	0.5
039253	12	49926	86	0	17.15	0.0	0	0	1.9473	0	0.0	0.0	0.0	0.0	0.0	0.0	
039253	12	49926	103	0	10.2	0.0	0	0	0.9695	2	7.99	0.0	0.0	7.99	15.0	1360.0	0.71
039253	12	49926	110	0	18.83	0.0	1	0	0.8558	1	6.7	0.0	0.0	6.7	14.0	2336.0	3.86
039253	12	49926	110	1	134.92	0.0	0	0	0.8558	0	0.0	0.0	0.0	0.0	0.0	0.0	
039253	12	49926	110	3	231.32	0.0	0	0	0.8558	0	0.0	0.0	0.0	0.0	0.0	0.0	
039253	12	49926	111	12	42.07	0.0	1	0	0.6582	3	38.26	0.0	0.0	38.26	37.0	3520.0	0.77
039253	12	49926	111	18	40.68	0.0	0	0	0.6582	1	17.82	0.0	0.0	17.82	29.0	3264.0	0.79
039253	12	49926	121	1	283.21	0.0	0	0	0.9353	0	0.0	0.0	0.0	0.0	0.0	0.0	
039253	12	49926	121	3	575.12	0.0	0	0	0.9353	1	-0.0	0.0	0.0	-0.0	27.3	32.0	1.15
039253	12	49926	140	0	36.67	0.0	1	1	0.621	3	115.12	0.0	0.0	115.12	102.0	6160.0	0.58
039253	12	49926	140	12	40.13	0.0	1	1	0.621	0	0.0	0.0	0.0	0.0	0.0	0.0	
039253	12	49926	140	18	32.68	0.0	1	1	0.621	0	0.0	0.0	0.0	0.0	0.0	0.0	
039253	12	49926	140	19	20.48	0.0	1	1	0.621	0	0.0	0.0	0.0	0.0	0.0	0.0	
039253	12	49926	151	0	25.91	0.0	1	0	0.9674	0	0.0	0.0	0.0	0.0	0.0	0.0	
039253	12	49926	151	1	327.34	0.0	0	0	0.9674	0	0.0	0.0	0.0	0.0	0.0	0.0	
039253	12	49926	151	3	401.68	0.0	0	0	0.9674	1	645.66	0.0	0.0	645.66	962.7	3584.0	0.77
039253	12	49926	163	12	52.59	55.52	0	0	1.0081	1	55.52	55.52	0.0	0.0	90.0	8432.0	0.76
039253	12	49926	163	18	43.49	0.0	0	0	1.0081	0	0.0	0.0	0.0	0.0	0.0	0.0	
039253	12	49926	163	19	22.11	63.25	1	0	1.0081	3	65.77	63.25	0.0	2.52	61.0	3536.0	0.83
039253	12	49926	171	1	236.67	0.0	0	0	1.5721	0	0.0	0.0	0.0	0.0	0.0	0.0	
039253	12	49926	171	3	481.07	1308.82	0	0	1.5721	1	1308.82	1308.82	0.0	0.0	1766.0	7952.0	0.53
039253	12	49926	171	19	13.36	60.08	1	0	1.5721	3	65.23	60.08	0.0	5.15	56.0	3760.0	0.63
039253	12	49926	185	0	33.23	0.0	1	0	1.2751	2	11.46	0.0	0.0	11.46	15.0	1648.0	0.76
039253	13	49946	75	1	178.99	0.0	0	0	0.7999	0	0.0	0.0	0.0	0.0	0.0	0.0	
039253	13	49946	75	3	427.55	0.0	0	0	0.7999	0	0.0	0.0	0.0	0.0	0.0	0.0	
039253	13	49946	75	19	10.28	0.0	1	0	0.7999	2	101.6	0.0	0.0	101.6	96.0	6208.0	0.87
039253	13	49946	111	19	25.21	0.0	1	0	0.6948	2	58.35	0.0	0.0	58.35	63.0	6384.0	0.79
039253	13	49946	118	12	608.27	61.99	1	0	1.6271	3	63.5	61.99	0.0	1.51	54.0	4016.0	0.75
039253	13	49946	118	18	278.53	52.26	1	0	1.6271	2	52.26	52.26	0.0	0.0	64.0	5120.0	0.69
039253	13	49946	129	0	32.1	18.46	1	0	1.0367	2	18.46	18.46	0.0	0.0	25.0	2448.0	0.64
039253	13	49946	129	1	57.77	43.13	1	0	1.0367	2	44.23	43.13	0.0	1.1	92.0	2528.0	0.7
039253	13	49946	129	3	90.98	0.0	0	0	1.0367	0	0.0	0.0	0.0	0.0	0.0	0.0	
039253	13	49946	155	12	201.04	143.74	0	0	1.428	1	143.74	143.74	0.0	0.0	235.0	5712.0	0.67
039253	13	49946	155	18	153.97	112.45	0	0	1.428	1	112.45	112.45	0.0	0.0	187.0	5808.0	0.61
039253	13	49946	160	0	10.5	0.0	0	0	0.7697	3	13.32	0.0	0.0	13.32	22.0	1104.0	0.63
039253	13	49946	160	1	108.43	0.0	0	0	0.7697	0	0.0	0.0	0.0	0.0	0.0	0.0	
039253	13	49946	160	3	134.97	0.0	1	0	0.7697	2	372.11	0.0	0.0	372.11	332.7	6272.0	0.68
039253	13	49946	200	1	10.98	0.0	0	0	0.6508	0	0.0	0.0	0.0	0.0	0.0	0.0	
039253	13	49946	217	19	190.26	0.0	1	0	1.3332	1	206.47	0.0	206.47	0.0	375.0	5456.0	0.77
039253	11	49906	47	0	26.73	0.0	1	1	0.7446	3	44.89	0.0	0.0	44.89	71.0	3536.0	0.59
039253	11	49906	47	12	46.27	0.0	1	1	0.7446	2	143.21	0.0	0.0	143.21	160.0	5360.0	0.75
039253	11	49906	47	18	29.44	0.0	1	1	0.7446	2	140.67	0.0	0.0	140.67	180.3	4240.0	0.69
039253	11	49906	47	19	16.44	0.0	1	1	0.7446	0	0.0	0.0	0.0	0.0	0.0	0.0	
039253	11	49906	61	19	92.24	0.0	1	0	1.515	2	134.85	0.0	0.0	134.85	104.0	6272.0	0.8
039253	11	49906	72	0	72.92	0.0	0	0	0.7901	4	64.12	0.0	20.46	43.66	50.0	4528.0	0.71
039253	11	49906	73	1	203.33	152.03	1	0	0.5887	2	153.08	152.03	0.0	1.05	326.0	3952.0	0.59
039253	11	49906	73	3	200.58	266.65	1	0	0.5887	2	266.65	266.65	0.0	0.0	269.0	6144.0	0.6
039253	11	49906	76	0	21.25	0.0	0	0	0.7707	0	0.0	0.0	0.0	0.0	0.0	0.0	
039253	11	49906	82	0	33.36	0.0	1	1	1.5762	1	45.91	0.0	0.0	45.91	89.0	4672.0	0.69
039253	11	49906	82	12	49.41	0.0	0	1	1.5762	0	0.0	0.0	0.0	0.0	0.0	0.0	
039253	11	49906	82	18	40.22	0.0	0	1	1.5762	0	0.0	0.0	0.0	0.0	0.0	0.0	
039253	11	49906	85	0	153.65	0.0	0	0	0.6092	3	114.06	0.0	0.0	114.06	100.0	6240.0	0.67
039253	11	49906	96	0	291.75	276.05	0	0	0.5317	1	276.05	276.05	0.0	0.0	574.0	6448.0	0.64
039253	11	49906	99	19	112.08	0.0	0	0	0.626	0	0.0	0.0	0.0	0.0	0.0	0.0	
039253	11	49906	102	1	255.54	0.0	0	0	0.7835	0	0.0	0.0	0.0	0.0	0.0	0.0	
039253	11	49906	102	3	365.91	9341.883	1	0	0.7835	0	0.0	0.0	0.0	0.0	0.0	0.0	
039253	11	49906	111	1	19.41	0.0	0	0	0.9851	0	0.0	0.0	0.0	0.0	0.0	0.0	
039253	11	49906	111	3	28.42	0.0	0	0	0.9851	0	0.0	0.0	0.0	0.0	0.0	0.0	
039253	11	49906	119	12	24.09	0.0	1	0	1.1884	2	61.93	0.0	0.0	61.93	51.0	4928.0	0.75
039253	11	49906	119	18	17.05	0.0	1	0	1.1884	1	32.31	0.0	0.0	32.31	45.0	2784.0	0.69
039253	11	49906	119	19	139.65	0.0	0	0	1.1884	0	0.0	0.0	0.0	0.0	0.0	0.0	
039253	11	49906	126	12	250.16	0.0	0	0	1.808	0	0.0	0.0	0.0	0.0	0.0	0.0	
039253	11	49906	126	18	216.62	0.0	0	0	1.808	0	0.0	0.0	0.0	0.0	0.0	0.0	
039253	11	49906	126	19	30.17	0.0	1	0	1.808	4	39.7	0.0	0.0	39.7	40.0	3728.0	0.67
039253	11	49906	137	12	111.14	0.0	0	0	0.852	0	0.0	0.0	0.0	0.0	0.0	0.0	
039253	11	49906	137	18	94.13	0.0	0	0	0.852	0	0.0	0.0	0.0	0.0	0.0	0.0	
039253	11	49906	137	19	13.51	0.0	1	0	0.852	2	50.28	0.0	0.0	50.28	57.0	5120.0	0.75
039253	11	49906	145	1	288.24	0.0	0	0	1.1143	0	0.0	0.0	0.0	0.0	0.0	0.0	
039253	11	49906	145	3	651.56	707.57	0	0	1.1143	0	0.0	0.0	0.0	0.0	0.0	0.0	
039253	11	49906	150	0	11.75	4.63	1	0	1.3261	2	4.63	4.63	0.0	0.0	7.0	1728.0	0.49
039253	11	49906	150	1	308.71	21.13	1	0	1.3261	3	25.43	21.13	0.0	4.3	42.0	2000.0	0.61
039253	11	49906	150	3	659.63	118.62	1	0	1.3261	2	118.62	118.62	0.0	0.0	104.0	9920.0	0.61
039253	11	49906	155	0	40.25	0.0	0	0	1.0327	1	11.3	0.0	0.0	11.3	30.0	3040.0	0.7
039253	11	49906	161	1	32.58	26.22	1	0	1.277	3	29.5	26.22	0.0	3.28	63.0	2688.0	0.71
039253	11	49906	161	3	34.95	107.54	1	0	1.277	2	107.54	107.54	0.0	0.0	79.0	7360.0	0.74
039253	11	49906	183	12	70.24	110.73	0	0	1.7488	1	110.73	110.73	0.0	0.0	208.0	5120.0	0.69
039253	11	49906	183	18	67.54	0.0	0	0	1.7488	0	0.0	0.0	0.0	0.0	0.0	0.0	
039253	11	49906	189	19	65.87	0.0	0	0	1.4686	0	0.0	0.0	0.0	0.0	0.0	0.0	
039253	11	49906	206	19	72.55	7.77	1	0	0.808	3	8.22	7.77	0.0	0.45	13.0	1104.0	0.71
039253	11	49906	219	0	10.33	0.0	1	0	1.5647	5	34.34	0.0	0.0	34.34	28.0	4064.0	0.68
039253	11	49906	219	3	11.27	0.0	0	0	1.5647	0	0.0	0.0	0.0	0.0	0.0	0.0	
039253	15	49986	57	1	69.28	0.0	0	0	0.7933	0	0.0	0.0	0.0	0.0	0.0	0.0	
039253	15	49986	57	3	175.8	0.0	0	0	0.7933	0	0.0	0.0	0.0	0.0	0.0	0.0	
039253	15	49986	63	19	38.99	0.0	0	0	0.5281	1	1.02	0.0	0.0	1.02	4.0	544.0	0.99
039253	15	49986	74	0	38.78	41.28	1	0	1.3835	4	43.52	41.28	0.0	2.24	47.0	4608.0	0.61
039253	15	49986	74	1	15.14	0.0	1	0	1.3835	1	18.87	0.0	0.0	18.87	34.0	4064.0	0.74
039253	15	49986	74	3	24.49	22.11	1	0	1.3835	2	57.82	22.11	0.0	35.71	48.0	6864.0	0.73
039253	15	49986	94	12	16.01	0.0	1	0	0.782	2	59.74	0.0	0.0	59.74	68.0	5168.0	0.83
039253	15	49986	94	18	14.79	0.0	1	0	0.782	3	68.3	0.0	0.0	68.3	90.0	3072.0	0.82
039253	15	49986	94	19	56.36	0.0	0	0	0.782	0	0.0	0.0	0.0	0.0	0.0	0.0	
039253	15	49986	110	12	64.38	0.0	0	0	0.6988	0	0.0	0.0	0.0	0.0	0.0	0.0	
039253	15	49986	110	18	51.27	305.02	0	0	0.6988	0	0.0	0.0	0.0	0.0	0.0	0.0	
039253	15	49986	110	19	12.84	46.69	1	0	0.6988	3	51.15	46.69	0.0	4.46	51.0	3632.0	0.77
039253	15	49986	118	0	92.81	0.0	0	1	0.6106	0	0.0	0.0	0.0	0.0	0.0	0.0	
039253	15	49986	118	12	157.88	0.0	0	1	0.6106	0	0.0	0.0	0.0	0.0	0.0	0.0	
039253	15	49986	118	18	106.77	0.0	0	1	0.6106	1	222.53	0.0	0.0	222.53	419.0	4864.0	0.71
039253	15	49986	138	0	82.25	89.25	1	0	0.955	3	95.37	89.25	0.0	6.12	79.0	6032.0	0.62
039253	15	49986	155	12	87.15	50.74	1	0	0.9113	2	50.74	50.74	0.0	0.0	43.0	3776.0	0.64
039253	15	49986	155	18	100.36	51.85	1	0	0.9113	3	53.38	51.85	0.0	1.53	68.0	3328.0	0.64
039253	15	49986	167	1	102.05	47.87	1	0	0.9372	2	48.44	47.87	0.0	0.57	87.0	4096.0	0.65
039253	15	49986	167	3	217.07	46.48	0	0	0.9372	2	47.43	46.48	0.0	0.95	85.0	4768.0	0.65
039253	15	49986	177	0	67.14	0.0	0	0	0.8026	0	0.0	0.0	0.0	0.0	0.0	0.0	
039253	15	49986	178	1	40.83	0.0	0	0	1.0904	0	0.0	0.0	0.0	0.0	0.0	0.0	
039253	15	49986	178	3	54.63	0.0	0	0	1.0904	0	0.0	0.0	0.0	0.0	0.0	0.0	
039253	16	50006	32	1	13.58	0.0	1	0	1.0863	2	48.17	0.0	0.0	48.17	77.7	3616.0	0.69
039253	16	50006	32	3	20.07	0.0	0	0	1.0863	0	0.0	0.0	0.0	0.0	0.0	0.0	
039253	16	50006	32	12	28.04	0.0	0	0	1.0863	0	0.0	0.0	0.0	0.0	0.0	0.0	
039253	16	50006	32	18	16.27	0.0	0	0	1.0863	0	0.0	0.0	0.0	0.0	0.0	0.0	
039253	16	50006	34	3	19.07	0.0	1	0	1.5946	2	99.75	0.0	0.0	99.75	75.0	8336.0	0.76
039253	16	50006	51	0	40.54	0.0	1	0	1.5235	3	108.62	0.0	0.0	108.62	100.0	5968.0	0.7
039253	16	50006	51	3	10.46	0.0	0	0	1.5235	2	15.92	0.0	0.0	15.92	23.3	3184.0	0.78
039253	16	50006	59	1	50.73	0.0	0	0	0.6365	0	0.0	0.0	0.0	0.0	0.0	0.0	
039253	16	50006	59	3	121.04	0.0	0	0	0.6365	0	0.0	0.0	0.0	0.0	0.0	0.0	
039253	16	50006	75	12	173.44	16.56	0	0	1.2456	1	16.56	16.56	0.0	0.0	41.0	2224.0	0.79
039253	16	50006	75	18	108.42	45.3	1	0	1.2456	3	47.16	45.3	0.0	1.86	62.0	3792.0	0.75
039253	16	50006	85	1	54.29	64.57	1	0	0.6437	1	64.57	64.57	0.0	0.0	122.0	4528.0	0.62
039253	16	50006	85	3	136.06	262.853	1	0	0.6437	1	120.65	120.65	0.0	0.0	150.0	7408.0	0.62
039253	16	50006	96	19	53.53	0.0	1	0	1.1754	2	83.76	0.0	0.0	83.76	89.0	3728.0	0.83
039253	16	50006	107	12	179.09	0.0	0	0	0.8554	0	0.0	0.0	0.0	0.0	0.0	0.0	
039253	16	50006	107	18	135.76	0.0	0	0	0.8554	0	0.0	0.0	0.0	0.0	0.0	0.0	
039253	16	50006	182	1	74.4	0.0	0	0	0.9557	0	0.0	0.0	0.0	0.0	0.0	0.0	
039253	16	50006	182	3	64.9	0.0	0	0	0.9557	0	0.0	0.0	0.0	0.0	0.0	0.0	
039253	14	49966	59	12	90.5	0.0	0	0	0.8251	2	5.24	0.0	0.0	5.24	6.0	1696.0	0.77
039253	14	49966	59	18	35.57	0.0	1	0	0.8251	2	9.46	0.0	0.0	9.46	9.0	2656.0	0.75
039253	14	49966	83	12	64.9	0.0	0	0	0.8156	0	0.0	0.0	0.0	0.0	0.0	0.0	
039253	14	49966	83	18	53.15	0.0	0	0	0.8156	0	0.0	0.0	0.0	0.0	0.0	0.0	
039253	14	49966	83	19	30.86	0.0	1	0	0.8156	2	196.24	0.0	0.0	196.24	118.0	16064.0	0.79
039253	14	49966	101	1	78.68	0.0	0	0	0.7719	0	0.0	0.0	0.0	0.0	0.0	0.0	
039253	14	49966	101	3	198.53	0.0	1	0	0.7719	2	72.58	0.0	0.0	72.58	64.0	6896.0	0.62
039253	14	49966	101	19	60.1	0.0	1	0	0.7719	2	143.43	0.0	0.0	143.43	132.0	6224.0	0.67
039253	14	49966	106	1	60.7	0.0	0	0	0.53	0	0.0	0.0	0.0	0.0	0.0	0.0	
039253	14	49966	106	3	164.1	0.0	0	0	0.53	0	0.0	0.0	0.0	0.0	0.0	0.0	
039253	14	49966	107	0	38.27	95.33	1	1	0.7327	3	106.02	95.33	0.0	10.69	108.0	5936.0	0.55
039253	14	49966	107	3	11.76	0.0	1	1	0.7327	4	51.43	0.0	0.0	51.43	48.0	3600.0	0.63
039253	14	49966	107	12	52.93	0.0	0	1	0.7327	0	0.0	0.0	0.0	0.0	0.0	0.0	
039253	14	49966	107	18	36.55	0.0	0	1	0.7327	0	0.0	0.0	0.0	0.0	0.0	0.0	
039253	14	49966	107	19	16.74	0.0	1	1	0.7327	2	71.34	0.0	0.0	71.34	73.0	3872.0	0.7
039253	14	49966	118	19	91.65	0.0	1	0	0.8726	2	88.72	0.0	0.0	88.72	91.0	3968.0	0.73
039253	14	49966	128	1	210.87	0.0	1	0	0.5479	0	0.0	0.0	0.0	0.0	0.0	0.0	
039253	14	49966	128	3	529.09	109.68	1	0	0.5479	1	57.85	57.85	0.0	0.0	72.0	6912.0	0.66
039253	14	49966	128	12	13.09	45.597	1	0	0.5479	3	49.87	45.6	0.0	4.28	61.3	2880.0	0.74
039253	14	49966	128	19	39.41	927.477	0	0	0.5479	0	0.0	0.0	0.0	0.0	0.0	0.0	
039253	14	49966	150	1	1333.78	7.99	1	0	1.3519	1	7.99	7.99	0.0	0.0	18.0	1456.0	0.74
039253	14	49966	150	3	929.38	45.54	1	0	1.3519	3	47.77	45.54	0.0	2.23	46.0	7488.0	0.77
039253	14	49966	182	0	115.38	0.0	0	0	0.7618	0	0.0	0.0	0.0	0.0	0.0	0.0	
039253	14	49966	182	12	189.0	0.0	0	0	0.7618	0	0.0	0.0	0.0	0.0	0.0	0.0	
039253	14	49966	182	18	138.37	0.0	0	0	0.7618	0	0.0	0.0	0.0	0.0	0.0	0.0	
039253	14	49966	200	12	88.48	0.0	0	0	1.1085	0	0.0	0.0	0.0	0.0	0.0	0.0	
039253	14	49966	200	18	72.29	0.0	0	0	1.1085	1	118.62	0.0	0.0	118.62	207.7	5952.0	0.81
039253	14	49966	200	19	14.07	0.0	1	0	1.1085	1	21.93	0.0	0.0	21.93	43.0	2928.0	0.79
039253	14	49966	256	12	19.21	19.0	1	0	0.9612	3	20.86	19.0	0.0	1.86	21.0	1904.0	0.62
039253	14	49966	256	18	23.46	14.08	1	0	0.9612	3	16.21	14.08	0.0	2.13	17.0	2032.0	0.57
039253	3	49746	21	1	15.7	0.0	1	0	0.8264	1	11.04	0.0	0.0	11.04	21.0	1936.0	0.79
039253	3	49746	21	3	34.28	0.0	1	0	0.8264	1	18.64	0.0	0.0	18.64	31.0	3456.0	0.76
039253	3	49746	31	1	40.52	0.0	0	0	0.9737	1	2.77	0.0	0.0	2.77	4.7	1664.0	1.06
039253	3	49746	31	3	88.65	0.0	1	0	0.9737	2	7.24	0.0	0.0	7.24	12.0	976.0	0.71
039253	3	49746	54	0	10.41	0.0	1	0	0.8204	2	29.42	0.0	0.0	29.42	30.0	2448.0	0.71
039253	3	49746	54	1	93.59	0.0	0	0	0.8204	0	0.0	0.0	0.0	0.0	0.0	0.0	
039253	3	49746	54	3	140.02	0.0	0	0	0.8204	0	0.0	0.0	0.0	0.0	0.0	0.0	
039253	3	49746	57	0	255.93	0.0	0	1	1.0243	0	0.0	0.0	0.0	0.0	0.0	0.0	
039253	3	49746	57	12	104.54	0.0	0	1	1.0243	0	0.0	0.0	0.0	0.0	0.0	0.0	
039253	3	49746	57	18	47.05	0.0	0	1	1.0243	1	0.0	0.0	0.0	0.0	24.7	32.0	1.68
039253	3	49746	63	0	49.58	68.19	1	0	0.7609	3	73.83	68.19	0.0	5.64	62.0	5936.0	0.66
039253	3	49746	73	1	112.31	24.4	1	0	0.9246	1	24.4	24.4	0.0	0.0	36.0	4976.0	0.56
039253	3	49746	73	3	151.81	222.233	1	0	0.9246	0	0.0	0.0	0.0	0.0	0.0	0.0	
039253	3	49746	76	0	29.45	43.31	1	0	0.6203	4	57.65	43.31	0.0	14.34	63.0	4224.0	0.69
039253	3	49746	81	0	76.87	0.0	1	1	0.7646	2	1445.65	0.0	1445.65	0.0	219.0	16320.0	14.12
039253	3	49746	81	12	230.82	0.0	1	1	0.7646	2	1580.77	0.0	1579.88	0.89	615.7	16320.0	14.25
039253	3	49746	81	18	165.69	0.0	1	1	0.7646	2	2637.48	0.0	2637.48	0.0	858.7	16336.0	14.23
039253	3	49746	85	1	52.43	0.0	0	0	0.9677	0	0.0	0.0	0.0	0.0	0.0	0.0	
039253	3	49746	85	3	113.05	3.83	0	0	0.9677	2	4.56	3.83	0.0	0.73	13.0	880.0	0.78
039253	3	49746	87	1	65.38	0.0	1	0	1.0022	1	373.59	0.0	373.59	0.0	160.0	16304.0	14.07
039253	3	49746	87	3	141.68	0.0	1	0	1.0022	2	856.33	0.0	856.33	0.0	197.0	16320.0	14.1
039253	3	49746	88	0	18.08	38.57	1	1	0.7011	5	48.1	38.57	0.0	9.53	44.0	2592.0	0.47
039253	3	49746	88	1	40.78	373.59	1	1	0.7011	0	0.0	0.0	0.0	0.0	0.0	0.0	
039253	3	49746	88	3	52.99	856.33	1	1	0.7011	0	0.0	0.0	0.0	0.0	0.0	0.0	
039253	3	49746	88	12	33.51	773.877	1	1	0.7011	0	0.0	0.0	0.0	0.0	0.0	0.0	
039253	3	49746	88	18	24.85	530.443	1	1	0.7011	0	0.0	0.0	0.0	0.0	0.0	0.0	
039253	3	49746	91	0	10.46	0.0	1	0	1.7258	3	48.29	0.0	0.0	48.29	48.0	3104.0	0.77
039253	3	49746	91	12	821.35	0.0	1	0	1.7258	2	809.89	0.0	0.0	809.89	795.0	5728.0	0.89
039253	3	49746	91	18	758.98	0.0	0	0	1.7258	0	0.0	0.0	0.0	0.0	0.0	0.0	
039253	3	49746	101	12	65.39	0.0	0	0	1.2888	1	46.24	0.0	0.0	46.24	72.0	4000.0	0.75
039253	3	49746	101	18	51.48	0.0	0	0	1.2888	0	0.0	0.0	0.0	0.0	0.0	0.0	
039253	3	49746	101	19	37.04	0.0	1	0	1.2888	3	84.89	0.0	0.0	84.89	79.0	4288.0	0.77
039253	3	49746	104	1	59.9	0.0	0	0	0.8963	0	0.0	0.0	0.0	0.0	0.0	0.0	
039253	3	49746	104	3	81.57	0.0	0	0	0.8963	0	0.0	0.0	0.0	0.0	0.0	0.0	
039253	3	49746	110	1	249.18	0.0	0	0	1.5715	0	0.0	0.0	0.0	0.0	0.0	0.0	
039253	3	49746	110	3	382.06	10.37	1	0	1.5715	3	12.81	10.37	0.0	2.44	19.0	1776.0	0.7
039253	3	49746	138	12	229.44	873.093	1	0	1.1627	2	873.09	873.09	0.0	0.0	892.7	5808.0	0.63
039253	3	49746	138	18	85.42	408.01	0	0	1.1627	1	408.01	408.01	0.0	0.0	787.0	5744.0	0.58
039253	3	49746	163	0	11.19	0.0	1	0	0.8302	2	17.72	0.0	0.0	17.72	19.0	2512.0	0.65
039253	3	49746	163	1	16.36	0.0	0	0	0.8302	0	0.0	0.0	0.0	0.0	0.0	0.0	
039253	3	49746	163	3	23.94	0.0	1	0	0.8302	2	78.06	0.0	0.0	78.06	59.0	6752.0	0.78
039253	3	49746	169	0	14.01	17.07	1	0	1.0546	3	18.8	17.07	0.0	1.73	24.0	1712.0	0.61
039253	3	49746	204	12	19.09	0.0	0	0	1.0966	2	99.65	0.0	95.21	4.44	56.3	16224.0	14.14
039253	3	49746	204	18	17.65	0.0	0	0	1.0966	2	376.75	0.0	376.75	0.0	154.3	16256.0	14.11
039253	17	50026	64	1	65.02	0.0	1	0	0.6126	2	108.07	0.0	0.0	108.07	217.0	4304.0	0.7
039253	17	50026	64	3	139.7	0.0	0	0	0.6126	0	0.0	0.0	0.0	0.0	0.0	0.0	
039253	17	50026	92	12	149.74	0.0	0	0	0.6534	0	0.0	0.0	0.0	0.0	0.0	0.0	
039253	17	50026	92	18	101.62	2.56	0	0	0.6534	1	2.56	2.56	0.0	0.0	12.0	576.0	0.76
039253	17	50026	99	12	236.72	0.0	0	0	0.8168	0	0.0	0.0	0.0	0.0	0.0	0.0	
039253	17	50026	99	18	150.97	0.0	0	0	0.8168	1	0.0	0.0	0.0	0.0	13.7	32.0	1.17
039253	17	50026	124	12	222.07	0.0	0	0	0.7368	0	0.0	0.0	0.0	0.0	0.0	0.0	
039253	17	50026	124	18	184.61	0.0	0	0	0.7368	1	211.0	0.0	0.0	211.0	437.7	6208.0	0.76
039253	17	50026	138	12	527.67	0.0	1	0	0.8606	1	560.43	0.0	560.43	0.0	916.0	6656.0	0.68
039253	17	50026	138	18	673.96	1216.68	0	0	0.8606	1	1216.68	1216.68	0.0	0.0	1168.3	6240.0	0.66
039253	17	50026	166	0	20.98	69.917	1	0	0.8614	2	69.92	69.92	0.0	0.0	62.0	5392.0	0.66
039253	17	50026	174	1	19.54	0.0	0	0	0.9687	0	0.0	0.0	0.0	0.0	0.0	0.0	
039253	17	50026	174	3	29.78	0.0	0	0	0.9687	1	36.91	0.0	0.0	36.91	68.0	4608.0	0.78
039253	17	50026	194	1	125.38	30.52	1	0	0.9468	2	31.93	30.52	0.0	1.41	66.0	2352.0	0.7
039253	17	50026	194	3	167.86	42.83	0	0	0.9468	1	42.83	42.83	0.0	0.0	69.0	6384.0	0.72
039253	17	50026	204	19	215.56	0.0	0	0	0.7087	2	460.21	0.0	0.0	460.21	497.7	3648.0	0.81
039253	17	50026	205	0	25.01	0.0	0	0	0.6217	4	8.75	0.0	0.0	8.75	13.0	1184.0	0.71
039253	17	50026	205	12	70.46	0.0	1	0	0.6217	4	262.41	0.0	0.0	262.41	236.0	4704.0	0.82
039253	17	50026	205	18	52.11	1.43	1	0	0.6217	2	136.78	1.43	0.0	135.35	215.0	5664.0	0.77
039253	17	50026	205	19	26.1	0.0	0	0	0.6217	1	183.04	0.0	0.0	183.04	344.7	3648.0	0.82
039253	17	50026	251	0	166.94	179.27	1	0	1.0325	2	179.27	179.27	0.0	0.0	97.0	6960.0	0.5
039253	2	49726	49	0	166.03	0.0	0	0	0.7787	0	0.0	0.0	0.0	0.0	0.0	0.0	
039253	2	49726	49	12	14.83	0.0	1	0	0.7787	1	46.29	0.0	0.0	46.29	86.0	5056.0	0.83
039253	2	49726	69	1	192.14	7.91	1	0	0.641	2	8.7	7.91	0.0	0.79	14.0	2336.0	0.68
