run	idx	evt	gid	ch	exp	meas	cov	gold	r_cath	nhit	avail	pe_here	pe_other	pe_none	peak	wmax_ns	dt_main
039252	13	298749	94	12	52.59	0.0	0	0	0.8969	0	0.0	0.0	0.0	0.0	0.0	0.0	
039252	13	298749	94	18	43.08	90.73	0	0	0.8969	2	92.79	90.73	0.0	2.06	214.0	3152.0	0.64
039252	13	298749	94	19	42.63	311.89	1	0	0.8969	2	65.99	54.4	11.59	0.0	93.0	3712.0	0.72
039252	13	298749	105	1	10.03	0.0	0	1	0.6398	0	0.0	0.0	0.0	0.0	0.0	0.0	
039252	13	298749	105	3	18.64	0.0	0	1	0.6398	0	0.0	0.0	0.0	0.0	0.0	0.0	
039252	13	298749	105	12	13.25	135.673	1	1	0.6398	2	26.82	25.63	0.0	1.19	51.0	3776.0	0.69
039252	13	298749	105	18	11.45	24.68	0	1	0.6398	2	27.61	24.68	0.0	2.93	54.0	1792.0	0.68
039252	13	298749	105	19	70.31	0.0	1	1	0.6398	2	271.34	0.0	0.0	271.34	242.7	5248.0	0.74
039252	13	298749	112	0	100.99	0.0	0	0	0.895	0	0.0	0.0	0.0	0.0	0.0	0.0	
039252	13	298749	112	1	113.62	0.0	0	0	0.895	0	0.0	0.0	0.0	0.0	0.0	0.0	
039252	13	298749	112	3	133.16	427.11	1	0	0.895	2	427.11	427.11	0.0	0.0	429.0	6016.0	0.71
039252	13	298749	121	0	23.45	0.0	0	0	1.2225	3	40.38	0.0	0.0	40.38	37.0	2528.0	0.76
039252	13	298749	121	1	43.51	0.0	0	0	1.2225	1	50.69	0.0	0.0	50.69	92.0	3616.0	0.78
039252	13	298749	121	3	60.03	0.0	0	0	1.2225	0	0.0	0.0	0.0	0.0	0.0	0.0	
039252	13	298749	127	19	24.15	0.0	1	0	0.9245	2	21.29	0.0	0.0	21.29	22.0	3040.0	0.9
039252	13	298749	128	0	23.21	0.0	1	1	0.9968	4	57.94	0.0	0.0	57.94	56.0	2928.0	0.56
039252	13	298749	128	1	14.79	0.0	1	1	0.9968	2	33.4	0.0	0.0	33.4	80.0	2592.0	0.61
039252	13	298749	128	3	20.32	0.0	0	1	0.9968	1	47.48	0.0	0.0	47.48	76.0	5376.0	0.62
039252	13	298749	128	12	84.91	0.0	0	1	0.9968	0	0.0	0.0	0.0	0.0	0.0	0.0	
039252	13	298749	128	18	64.82	0.0	0	1	0.9968	0	0.0	0.0	0.0	0.0	0.0	0.0	
039252	13	298749	128	19	21.06	0.0	1	1	0.9968	3	90.82	0.0	0.0	90.82	70.3	4544.0	0.7
039252	13	298749	137	0	10.34	29.56	1	0	1.0682	5	74.96	29.56	0.0	45.4	63.0	4512.0	4.13
039252	13	298749	137	1	53.79	0.0	0	0	1.0682	0	0.0	0.0	0.0	0.0	0.0	0.0	
039252	13	298749	137	3	96.92	0.0	0	0	1.0682	5	7496.29	0.0	332.46	7163.83	18048.3	2480.0	1.08
039252	13	298749	143	0	26.88	129.95	1	0	0.9685	1	4.21	0.0	0.0	4.21	14.3	736.0	2.84
039252	13	298749	157	0	20.78	35.2	1	0	0.7485	3	41.82	35.2	0.0	6.62	34.0	4784.0	0.67
039252	13	298749	157	1	21.34	35.0	1	0	0.7485	1	35.0	35.0	0.0	0.0	72.0	3280.0	0.7
039252	13	298749	157	3	29.99	114.68	1	0	0.7485	3	118.19	114.68	0.0	3.51	89.0	6992.0	0.75
039252	13	298749	176	0	43.37	0.0	1	0	0.742	0	0.0	0.0	0.0	0.0	0.0	0.0	
039252	13	298749	208	0	16.36	0.0	1	0	1.9816	2	63.5	0.0	0.0	63.5	110.0	3360.0	0.71
039252	13	298749	208	1	10.24	0.0	0	0	1.9816	0	0.0	0.0	0.0	0.0	0.0	0.0	
039252	13	298749	208	3	11.92	0.0	1	0	1.9816	3	13.08	0.0	0.0	13.08	14.0	1984.0	0.75
039252	10	298707	28	19	15.29	0.0	0	0	1.2039	0	0.0	0.0	0.0	0.0	0.0	0.0	
039252	10	298707	84	0	27.07	17.21	1	0	0.7694	3	18.74	17.21	0.0	1.53	26.3	1344.0	0.57
039252	10	298707	95	1	98.43	0.0	0	0	0.5727	0	0.0	0.0	0.0	0.0	0.0	0.0	
039252	10	298707	95	3	191.65	375.4	1	0	0.5727	1	34.03	34.03	0.0	0.0	60.0	5696.0	0.63
039252	10	298707	106	1	103.89	0.0	0	1	0.791	0	0.0	0.0	0.0	0.0	0.0	0.0	
039252	10	298707	106	3	143.75	0.0	0	1	0.791	0	0.0	0.0	0.0	0.0	0.0	0.0	
039252	10	298707	106	19	37.14	0.0	1	1	0.791	3	148.66	0.0	0.0	148.66	144.0	5232.0	0.74
039252	10	298707	113	1	319.43	0.0	0	0	1.0504	0	0.0	0.0	0.0	0.0	0.0	0.0	
039252	10	298707	113	3	573.47	18.2	1	0	1.0504	3	30.86	18.2	0.0	12.66	31.0	6992.0	0.73
039252	10	298707	114	1	510.94	0.0	0	0	0.8956	0	0.0	0.0	0.0	0.0	0.0	0.0	
039252	10	298707	114	3	576.27	1991.537	1	0	0.8956	2	1991.54	1991.54	0.0	0.0	1442.0	7968.0	0.54
039252	10	298707	118	1	12.78	0.0	0	1	0.7238	0	0.0	0.0	0.0	0.0	0.0	0.0	
039252	10	298707	118	3	20.19	44.603	0	1	0.7238	1	44.6	44.6	0.0	0.0	117.3	2128.0	0.65
039252	10	298707	118	12	28.32	0.0	1	1	0.7238	1	62.41	0.0	0.0	62.41	110.0	4432.0	0.71
039252	10	298707	118	18	25.41	177.683	0	1	0.7238	0	0.0	0.0	0.0	0.0	0.0	0.0	
039252	10	298707	118	19	50.71	0.0	1	1	0.7238	2	175.47	0.0	0.0	175.47	153.0	5392.0	0.73
039252	10	298707	152	1	42.16	0.0	1	0	1.211	2	12.62	0.0	0.0	12.62	19.0	1888.0	0.73
039252	10	298707	152	3	92.35	0.0	0	0	1.211	2	21.61	0.0	0.0	21.61	37.0	2448.0	0.72
039252	10	298707	152	19	15.62	0.0	0	0	1.211	1	133.18	0.0	0.0	133.18	246.0	5840.0	0.78
039252	10	298707	157	1	36.28	0.0	0	0	1.0834	0	0.0	0.0	0.0	0.0	0.0	0.0	
039252	10	298707	157	3	73.39	0.0	1	0	1.0834	2	25.42	0.0	0.0	25.42	26.0	4848.0	0.78
039252	10	298707	163	0	139.39	0.0	0	0	1.0483	0	0.0	0.0	0.0	0.0	0.0	0.0	
039252	10	298707	163	3	12.54	0.0	1	0	1.0483	2	90.77	0.0	0.0	90.77	68.0	9984.0	0.69
039252	10	298707	163	12	22.15	0.0	1	0	1.0483	3	83.25	0.0	0.0	83.25	85.0	4080.0	0.76
039252	10	298707	163	18	13.48	0.0	1	0	1.0483	3	72.66	0.0	0.0	72.66	67.0	3744.0	0.69
039252	11	298721	77	0	38.26	59.22	1	0	1.3747	3	61.18	59.22	0.0	1.96	66.0	6144.0	0.45
039252	11	298721	77	1	19.85	0.0	0	0	1.3747	1	145.13	0.0	0.0	145.13	69.0	16144.0	12.73
039252	11	298721	77	3	33.64	256.83	1	0	1.3747	2	256.83	256.83	0.0	0.0	113.0	16240.0	0.55
039252	11	298721	85	1	12.8	0.0	0	0	1.8646	0	0.0	0.0	0.0	0.0	0.0	0.0	
039252	11	298721	85	3	17.28	0.0	0	0	1.8646	0	0.0	0.0	0.0	0.0	0.0	0.0	
039252	11	298721	95	1	57.02	0.0	0	1	0.8109	0	0.0	0.0	0.0	0.0	0.0	0.0	
039252	11	298721	95	3	94.64	0.0	1	1	0.8109	2	377.38	0.0	0.0	377.38	305.0	6960.0	0.61
039252	11	298721	95	19	47.36	0.0	0	1	0.8109	2	100.67	0.0	0.0	100.67	178.0	3840.0	0.67
039252	11	298721	106	0	111.96	0.0	0	1	1.2	2	112.92	0.0	0.0	112.92	183.0	3968.0	0.61
039252	11	298721	106	12	378.03	0.0	0	1	1.2	0	0.0	0.0	0.0	0.0	0.0	0.0	
039252	11	298721	106	18	316.24	0.0	0	1	1.2	0	0.0	0.0	0.0	0.0	0.0	0.0	
039252	11	298721	112	12	104.13	0.0	0	0	0.7591	0	0.0	0.0	0.0	0.0	0.0	0.0	
039252	11	298721	112	18	89.48	0.0	0	0	0.7591	0	0.0	0.0	0.0	0.0	0.0	0.0	
039252	11	298721	112	19	15.77	0.0	1	0	0.7591	2	70.5	0.0	0.0	70.5	61.0	4672.0	0.82
039252	11	298721	113	12	21.16	70.09	1	0	1.4051	3	80.26	70.09	0.0	10.17	59.0	5168.0	0.73
039252	11	298721	113	18	16.37	59.95	1	0	1.4051	3	60.46	59.95	0.0	0.51	60.0	6848.0	0.69
039252	11	298721	113	19	74.35	0.0	0	0	1.4051	0	0.0	0.0	0.0	0.0	0.0	0.0	
039252	11	298721	121	12	120.46	0.0	0	1	0.7549	0	0.0	0.0	0.0	0.0	0.0	0.0	
039252	11	298721	121	18	88.34	1797.303	0	1	0.7549	0	0.0	0.0	0.0	0.0	0.0	0.0	
039252	11	298721	121	19	14.36	68.53	1	1	0.7549	2	68.53	68.53	0.0	0.0	57.0	4672.0	0.67
039252	11	298721	135	1	227.91	0.0	1	0	0.7203	5	10151.31	0.0	9774.71	376.6	27247.7	3248.0	1.3
039252	11	298721	135	3	421.32	0.0	1	0	0.7203	5	3245.42	0.0	1829.78	1415.64	3909.3	4640.0	0.82
039252	11	298721	153	0	56.64	0.0	0	0	1.1382	0	0.0	0.0	0.0	0.0	0.0	0.0	
039252	11	298721	157	0	10.47	11.13	1	0	0.7664	2	23.61	11.13	0.0	12.48	33.0	1696.0	0.69
039252	11	298721	157	1	110.45	0.0	0	0	0.7664	0	0.0	0.0	0.0	0.0	0.0	0.0	
039252	11	298721	157	3	165.42	0.0	0	0	0.7664	0	0.0	0.0	0.0	0.0	0.0	0.0	
039252	11	298721	158	0	32.71	0.0	1	0	0.676	5	90.39	0.0	0.0	90.39	88.0	3280.0	0.6
039252	11	298721	158	1	40.36	0.0	1	0	0.676	1	54.88	0.0	0.0	54.88	137.0	2048.0	0.64
039252	11	298721	158	3	62.43	0.0	0	0	0.676	0	0.0	0.0	0.0	0.0	0.0	0.0	
039252	11	298721	175	0	87.15	0.0	0	0	1.3948	1	56.14	0.0	0.0	56.14	75.0	7344.0	1.31
039252	11	298721	175	1	13.73	0.0	0	0	1.3948	0	0.0	0.0	0.0	0.0	0.0	0.0	
039252	11	298721	175	3	19.2	0.0	0	0	1.3948	0	0.0	0.0	0.0	0.0	0.0	0.0	
039252	11	298721	203	19	186.98	0.0	0	0	0.802	0	0.0	0.0	0.0	0.0	0.0	0.0	
039252	11	298721	209	0	35.55	0.0	1	0	1.6475	2	58.72	0.0	0.0	58.72	59.0	5792.0	0.71
039252	11	298721	209	1	16.36	0.0	1	0	1.6475	1	24.31	0.0	0.0	24.31	56.0	3344.0	0.75
039252	11	298721	209	3	22.13	0.0	1	0	1.6475	3	88.15	0.0	0.0	88.15	90.0	8432.0	0.76
039252	1	298581	33	3	12.52	230.1	1	0	0.7302	2	230.1	230.1	0.0	0.0	106.0	16112.0	0.72
039252	1	298581	33	19	82.99	0.0	0	0	0.7302	0	0.0	0.0	0.0	0.0	0.0	0.0	
039252	1	298581	43	12	22.06	89.94	1	0	0.6432	2	89.94	89.94	0.0	0.0	79.0	4896.0	0.77
039252	1	298581	43	18	18.19	40.65	0	0	0.6432	1	40.65	40.65	0.0	0.0	77.0	4800.0	0.75
039252	1	298581	43	19	11.31	45.74	1	0	0.6432	3	47.32	45.74	0.0	1.58	38.0	4640.0	0.77
039252	1	298581	113	0	12.07	0.0	0	0	0.655	2	24.02	0.0	0.0	24.02	29.0	1808.0	0.57
039252	1	298581	113	1	98.35	0.0	0	0	0.655	0	0.0	0.0	0.0	0.0	0.0	0.0	
039252	1	298581	113	3	174.74	0.0	0	0	0.655	1	335.92	0.0	0.0	335.92	524.3	6736.0	0.64
039252	1	298581	137	0	18.01	16.32	0	1	0.6777	1	16.32	16.32	0.0	0.0	40.0	2240.0	0.44
039252	1	298581	137	1	50.39	96.81	1	1	0.6777	0	0.0	0.0	0.0	0.0	0.0	0.0	
039252	1	298581	137	3	68.07	0.0	0	1	0.6777	0	0.0	0.0	0.0	0.0	0.0	0.0	
039252	1	298581	137	12	121.12	478.507	1	1	0.6777	1	165.45	165.45	0.0	0.0	255.0	5824.0	0.58
039252	1	298581	137	18	102.41	257.047	0	1	0.6777	0	0.0	0.0	0.0	0.0	0.0	0.0	
039252	1	298581	137	19	13.52	30.89	1	1	0.6777	2	58.21	30.89	0.0	27.32	47.0	4528.0	0.6
039252	1	298581	139	0	79.7	96.53	1	1	0.9379	3	106.24	96.53	0.0	9.71	107.0	6272.0	0.55
039252	1	298581	139	1	17.08	31.0	1	1	0.9379	0	0.0	0.0	0.0	0.0	0.0	0.0	
039252	1	298581	139	3	22.65	87.66	1	1	0.9379	2	87.66	87.66	0.0	0.0	64.0	7424.0	0.67
039252	1	298581	139	12	18.24	79.93	1	1	0.9379	2	79.93	79.93	0.0	0.0	56.3	8080.0	0.71
039252	1	298581	139	18	13.0	76.15	1	1	0.9379	2	76.15	76.15	0.0	0.0	92.0	6464.0	0.66
039252	1	298581	139	19	11.86	113.43	1	1	0.9379	2	113.43	113.43	0.0	0.0	94.0	6272.0	0.72
039252	1	298581	159	1	90.13	0.0	0	1	0.5974	0	0.0	0.0	0.0	0.0	0.0	0.0	
039252	1	298581	159	3	151.83	0.0	1	1	0.5974	2	666.86	0.0	0.0	666.86	572.0	8032.0	0.65
039252	1	298581	159	19	156.77	0.0	1	1	0.5974	0	0.0	0.0	0.0	0.0	0.0	0.0	
039252	1	298581	162	0	10.4	0.0	0	1	0.6406	0	0.0	0.0	0.0	0.0	0.0	0.0	
039252	1	298581	162	1	63.18	0.0	0	1	0.6406	0	0.0	0.0	0.0	0.0	0.0	0.0	
039252	1	298581	162	3	105.78	0.0	0	1	0.6406	0	0.0	0.0	0.0	0.0	0.0	0.0	
039252	1	298581	162	19	17.35	0.0	1	1	0.6406	2	88.05	0.0	0.0	88.05	44.0	15712.0	0.76
039252	1	298581	163	19	139.99	0.0	0	0	0.7187	0	0.0	0.0	0.0	0.0	0.0	0.0	
039252	1	298581	166	1	170.28	0.0	0	1	0.6442	0	0.0	0.0	0.0	0.0	0.0	0.0	
039252	1	298581	166	3	304.35	0.0	1	1	0.6442	0	0.0	0.0	0.0	0.0	0.0	0.0	
039252	1	298581	166	12	13.54	0.0	1	1	0.6442	2	28.18	0.0	0.0	28.18	49.0	3776.0	0.71
039252	1	298581	166	18	11.47	0.0	1	1	0.6442	2	82.76	0.0	0.0	82.76	79.0	5936.0	0.71
039252	1	298581	166	19	63.26	0.0	0	1	0.6442	0	0.0	0.0	0.0	0.0	0.0	0.0	
039252	1	298581	168	0	26.36	23.65	0	0	0.605	1	23.65	23.65	0.0	0.0	55.0	2288.0	0.52
039252	1	298581	168	1	23.75	75.01	0	0	0.605	1	75.01	75.01	0.0	0.0	111.0	5648.0	0.62
039252	1	298581	168	3	36.49	0.0	0	0	0.605	0	0.0	0.0	0.0	0.0	0.0	0.0	
039252	1	298581	183	1	92.42	0.0	0	0	0.8411	0	0.0	0.0	0.0	0.0	0.0	0.0	
039252	1	298581	183	3	181.52	0.0	0	0	0.8411	0	0.0	0.0	0.0	0.0	0.0	0.0	
039252	12	298735	44	1	12.08	0.0	0	0	1.0186	1	0.0	0.0	0.0	0.0	25.0	32.0	1.76
039252	12	298735	44	3	23.48	0.0	0	0	1.0186	0	0.0	0.0	0.0	0.0	0.0	0.0	
039252	12	298735	60	0	16.47	22.98	0	0	0.6377	1	22.98	22.98	0.0	0.0	50.0	2368.0	0.55
039252	12	298735	60	1	44.76	53.44	1	0	0.6377	1	53.44	53.44	0.0	0.0	139.3	1904.0	0.62
039252	12	298735	60	3	83.47	0.0	0	0	0.6377	0	0.0	0.0	0.0	0.0	0.0	0.0	
039252	12	298735	68	0	134.27	0.0	0	1	0.7935	0	0.0	0.0	0.0	0.0	0.0	0.0	
039252	12	298735	68	12	35.65	0.0	0	1	0.7935	0	0.0	0.0	0.0	0.0	0.0	0.0	
039252	12	298735	68	18	20.29	0.0	0	1	0.7935	0	0.0	0.0	0.0	0.0	0.0	0.0	
039252	12	298735	91	0	79.59	0.0	0	0	0.6968	0	0.0	0.0	0.0	0.0	0.0	0.0	
039252	12	298735	104	1	160.07	60.91	1	0	0.7763	2	62.17	60.91	0.0	1.26	119.0	2688.0	0.53
039252	12	298735	104	3	240.06	714.62	1	0	0.7763	1	138.11	138.11	0.0	0.0	230.0	5680.0	0.51
039252	12	298735	125	0	12.36	0.0	1	0	0.7125	4	25.57	0.0	0.0	25.57	32.0	1984.0	0.7
039252	12	298735	125	3	13.88	0.0	1	0	0.7125	2	133.62	0.0	0.0	133.62	50.0	15920.0	0.78
039252	12	298735	132	12	26.52	0.0	0	0	0.7779	1	38.9	0.0	0.0	38.9	74.0	3952.0	0.83
039252	12	298735	132	18	22.8	0.0	0	0	0.7779	0	0.0	0.0	0.0	0.0	0.0	0.0	
039252	12	298735	132	19	11.22	0.0	1	0	0.7779	2	50.43	0.0	0.0	50.43	49.0	5264.0	0.78
039252	12	298735	138	1	123.12	48.54	1	0	0.6953	2	49.39	48.54	0.0	0.85	103.0	2720.0	0.69
039252	12	298735	138	3	303.25	0.0	0	0	0.6953	0	0.0	0.0	0.0	0.0	0.0	0.0	
039252	12	298735	140	12	12.43	81.49	1	0	0.752	2	81.49	81.49	0.0	0.0	91.0	4656.0	0.66
039252	12	298735	140	18	11.11	0.0	0	0	0.752	0	0.0	0.0	0.0	0.0	0.0	0.0	
039252	12	298735	140	19	113.15	0.0	0	0	0.752	0	0.0	0.0	0.0	0.0	0.0	0.0	
039252	12	298735	143	12	221.32	0.0	0	0	1.5288	0	0.0	0.0	0.0	0.0	0.0	0.0	
039252	12	298735	143	18	104.51	0.0	0	0	1.5288	0	0.0	0.0	0.0	0.0	0.0	0.0	
039252	12	298735	145	1	270.54	0.0	0	1	0.8696	0	0.0	0.0	0.0	0.0	0.0	0.0	
039252	12	298735	145	3	422.54	0.0	0	1	0.8696	0	0.0	0.0	0.0	0.0	0.0	0.0	
039252	12	298735	145	19	41.39	0.0	0	1	0.8696	0	0.0	0.0	0.0	0.0	0.0	0.0	
039252	12	298735	152	1	416.18	0.0	0	0	1.3818	0	0.0	0.0	0.0	0.0	0.0	0.0	
039252	12	298735	152	3	755.19	5.23	1	0	1.3818	8	5472.02	5.23	3801.72	1665.08	7376.7	3744.0	0.93
039252	12	298735	160	1	21.63	0.0	0	0	0.5445	1	10.43	0.0	0.0	10.43	27.0	1936.0	0.77
039252	12	298735	160	3	28.76	0.0	0	0	0.5445	2	14.26	0.0	0.0	14.26	28.0	2288.0	0.77
039252	12	298735	160	19	100.18	0.0	0	0	0.5445	0	0.0	0.0	0.0	0.0	0.0	0.0	
039252	12	298735	162	1	80.89	0.0	1	0	1.1372	0	0.0	0.0	0.0	0.0	0.0	0.0	
039252	12	298735	162	3	198.81	0.0	1	0	1.1372	1	193.59	0.0	0.0	193.59	304.7	4832.0	0.76
039252	12	298735	168	19	34.01	1.48	1	0	1.2866	2	3.21	1.48	0.0	1.73	4.0	1008.0	0.87
039252	12	298735	178	1	77.04	0.0	0	0	0.8029	0	0.0	0.0	0.0	0.0	0.0	0.0	
039252	12	298735	178	3	96.03	0.0	0	0	0.8029	0	0.0	0.0	0.0	0.0	0.0	0.0	
039252	12	298735	180	12	225.05	0.0	0	0	0.6985	0	0.0	0.0	0.0	0.0	0.0	0.0	
039252	12	298735	180	18	277.78	0.0	0	0	0.6985	0	0.0	0.0	0.0	0.0	0.0	0.0	
039252	12	298735	180	19	30.77	0.0	0	0	0.6985	0	0.0	0.0	0.0	0.0	0.0	0.0	
039252	12	298735	194	19	37.09	0.0	1	0	1.4783	2	35.64	0.0	0.0	35.64	40.0	4048.0	0.82
039252	15	298777	38	1	18.49	0.0	0	1	1.3759	0	0.0	0.0	0.0	0.0	0.0	0.0	
039252	15	298777	38	3	32.93	0.0	0	1	1.3759	0	0.0	0.0	0.0	0.0	0.0	0.0	
039252	15	298777	38	19	28.85	80.46	1	1	1.3759	2	80.46	80.46	0.0	0.0	55.0	5424.0	0.67
039252	15	298777	53	0	28.12	0.0	1	0	0.6998	4	81.97	0.0	0.0	81.97	69.0	3760.0	0.7
039252	15	298777	53	3	11.53	0.0	1	0	0.6998	2	104.51	0.0	0.0	104.51	49.0	15808.0	0.76
039252	15	298777	55	12	66.78	0.0	1	0	0.7735	1	110.95	0.0	0.0	110.95	200.0	4880.0	0.73
039252	15	298777	55	18	50.37	0.0	0	0	0.7735	1	99.45	0.0	0.0	99.45	197.7	5968.0	0.67
039252	15	298777	55	19	22.51	0.0	1	0	0.7735	1	58.64	0.0	0.0	58.64	95.0	4016.0	0.76
039252	15	298777	75	12	129.62	0.0	0	0	1.2051	0	0.0	0.0	0.0	0.0	0.0	0.0	
039252	15	298777	75	18	75.1	0.0	0	0	1.2051	2	128.44	0.0	0.0	128.44	241.0	4688.0	0.8
039252	15	298777	88	12	137.39	114.16	0	0	1.4841	1	114.16	114.16	0.0	0.0	203.0	6576.0	0.61
039252	15	298777	88	18	167.56	631.433	1	0	1.4841	1	151.57	151.57	0.0	0.0	321.0	4944.0	0.56
039252	15	298777	94	0	197.28	1085.647	0	0	0.6855	0	0.0	0.0	0.0	0.0	0.0	0.0	
039252	15	298777	94	12	61.73	0.0	1	0	0.6855	3	16.64	0.0	0.0	16.64	16.0	2576.0	0.71
039252	15	298777	94	18	31.06	0.0	1	0	0.6855	2	15.98	0.0	0.0	15.98	27.0	1760.0	0.74
039252	15	298777	112	1	128.51	0.0	0	1	0.7179	0	0.0	0.0	0.0	0.0	0.0	0.0	
039252	15	298777	112	3	240.93	0.0	0	1	0.7179	0	0.0	0.0	0.0	0.0	0.0	0.0	
039252	15	298777	112	19	78.73	0.0	0	1	0.7179	0	0.0	0.0	0.0	0.0	0.0	0.0	
039252	15	298777	125	1	33.28	0.0	1	0	0.6703	3	50.63	0.0	0.0	50.63	86.0	2800.0	0.57
039252	15	298777	125	3	65.4	0.0	0	0	0.6703	2	122.39	0.0	0.0	122.39	250.0	4896.0	0.56
039252	15	298777	137	12	353.78	0.0	0	0	1.3461	0	0.0	0.0	0.0	0.0	0.0	0.0	
039252	15	298777	137	18	255.73	0.0	0	0	1.3461	0	0.0	0.0	0.0	0.0	0.0	0.0	
039252	15	298777	145	1	63.72	0.0	1	0	0.5261	1	156.49	0.0	156.49	0.0	263.0	4688.0	0.66
039252	15	298777	145	3	133.74	0.0	0	0	0.5261	0	0.0	0.0	0.0	0.0	0.0	0.0	
039252	15	298777	151	0	12.6	43.997	1	1	0.7714	3	51.19	44.0	0.0	7.19	44.0	5744.0	0.58
039252	15	298777	151	12	94.42	0.0	1	1	0.7714	1	138.7	0.0	0.0	138.7	230.0	4928.0	0.76
