sample	event	direction	dA	dB	moved
ncpi0	105946	away	0.00	11.41	11.41
ncpi0	180801	toward	77.49	0.17	77.38
nuecc48	30504	toward	30.99	1.37	29.81
nuecc48	38856	toward	32.25	1.28	32.16
nuecc48	111412	away	1.84	40.94	42.69
nuecc48	122660	away	0.48	85.18	85.13
nuecc48	267597	away	0.36	17.06	16.75
