sample	event	cluster	status_A	status_B	verdict_A	verdict_B	margin_A	margin_B	ks1_A	ks1_B	ks2_A	ks2_B	ratio2_A	ratio2_B
mcp1k	65053	13	0	0	1	1	0.08032	0.07691	0.02095	0.02073	0.10128	0.09764	0.66879	0.67823
mcp1k	65267	15	3	3	0	0	0.01003	-0.02392	0.04486	0.07140	0.08784	0.05134	0.96646	1.03121
mcp1k	65289	13	0	0	1	1	0.00551	0.00750	0.06897	0.06585	0.07448	0.07335	0.83559	0.82380
mcp1k	65295	13	3	3	0	0	0.03514	0.03570	0.04977	0.04987	0.10443	0.09999	0.94266	0.93419
mcp1k	65647	12	0	0	1	1	0.03681	0.03103	0.03214	0.03407	0.06895	0.06510	0.78421	0.79246
mcp1k	65999	27	3	3	0	0	0.00000	0.10286	0.00000	3.55544	0.00000	3.65830	0.25013	8.94261
mcp1k	66329	2	0	0	1	1	0.02931	0.00989	0.05358	0.06187	0.08289	0.07177	0.64412	0.64067
mcp1k	66624	4	0	0	1	1	0.08585	0.09002	0.01637	0.02436	0.10222	0.11438	0.77905	0.74860
mcp1k	66646	14	3	3	0	0	-0.04325	-0.01312	0.10728	0.04396	0.06403	0.03084	1.02560	1.16471
mcp1k	66712	11	3	3	0	0	0.00878	0.02199	0.03064	0.03272	0.03943	0.05471	1.13181	1.10601
mcp1k	66822	13	0	0	1	1	0.09756	0.07853	0.00972	0.01600	0.10728	0.09453	0.70837	0.71989
mcp1k	67394	19	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	67746	10	7	7	1	1	0.04439	0.04947	0.06488	0.05937	0.10927	0.10884	0.86538	0.84868
mcp1k	68054	18	0	0	1	1	0.09581	0.09429	0.01473	0.02166	0.11054	0.11595	0.71837	0.71869
mcp1k	68054	24	0	0	1	1	0.07899	0.09302	0.09657	0.10975	0.17556	0.20278	0.66319	0.71462
mcp1k	68648	15	7	3	1	0	0.00893	-0.04019	0.09571	0.12630	0.10464	0.08611	0.67052	0.96924
mcp1k	68956	13	0	0	1	1	0.05105	0.09718	0.02995	0.01846	0.08100	0.11564	0.74842	0.70702
mcp1k	68956	16	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	68978	18	2	7	0	1	nan	0.08280	nan	0.16739	nan	0.25019	nan	0.52620
mcp1k	69066	3	0	0	1	1	0.08298	0.08228	0.01992	0.02094	0.10290	0.10322	0.72773	0.72021
mcp1k	71046	18	3	3	0	0	-0.02390	-0.04063	0.05180	0.06386	0.02790	0.02323	1.06785	1.03712
mcp1k	71222	22	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	71266	15	3	3	0	0	0.03694	0.01213	0.06993	0.07733	0.10749	0.09040	0.94458	0.96732
mcp1k	71486	6	0	0	1	1	0.07192	0.05309	0.01720	0.02968	0.08912	0.08277	0.78919	0.77558
mcp1k	71530	15	0	0	1	1	0.00070	0.01083	0.05363	0.03519	0.05433	0.04602	0.73826	0.73933
mcp1k	72256	9	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	72586	17	7	7	1	1	0.02863	0.03196	0.02262	0.03789	0.05247	0.06985	0.90033	0.86778
mcp1k	72828	7	0	0	1	1	0.05652	0.05943	0.03876	0.09971	0.09528	0.15913	0.29637	0.30823
mcp1k	73004	23	3	3	0	0	0.00993	0.00444	0.05868	0.04614	0.06861	0.05057	0.86789	0.82763
mcp1k	166804	9	3	7	0	1	0.04686	0.05746	0.02321	0.07259	0.08171	0.13005	0.89779	0.84000
mcp1k	167112	16	3	3	0	0	0.02327	0.04315	0.09620	0.08751	0.11946	0.13066	1.08273	0.99444
mcp1k	167200	16	0	0	1	1	0.04521	0.06243	0.03432	0.02803	0.07953	0.09046	0.69565	0.67993
mcp1k	167398	3	0	0	1	1	0.04437	0.04602	0.03287	0.03074	0.07725	0.07676	0.69492	0.68262
mcp1k	168388	6	0	0	1	1	0.03163	0.01668	0.04225	0.04871	0.07388	0.06539	0.30568	0.31926
mcp1k	168432	22	4	0	1	1	0.05451	0.09504	0.07557	0.09877	0.13008	0.19381	0.79951	1.37159
mcp1k	168526	26	3	3	0	0	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.73860	0.88704
mcp1k	168614	5	3	7	0	1	-0.00600	0.06817	0.03690	0.05411	0.07011	0.12387	0.96583	0.91161
mcp1k	169356	16	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	169356	23	0	0	1	1	0.10270	0.09416	0.06824	0.07484	0.17093	0.16900	0.63853	0.61312
mcp1k	169488	14		7		1		0.08597		0.25656		0.34253		0.86566
mcp1k	169598	18	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	169736	15	0	0	1	1	0.06947	0.08325	0.04067	0.04240	0.11014	0.12565	0.78910	0.82516
mcp1k	169774	2	3	3	0	0	-0.03467	0.00000	0.09253	0.00000	0.05787	0.00000	1.00147	0.63324
mcp1k	169890	21	3	3	0	0	-0.01609	-0.00852	0.06102	0.02943	0.04493	0.05499	0.94728	1.05170
mcp1k	170792	10	2	3	0	0	nan	-0.04189	nan	0.10798	nan	0.06609	nan	0.32309
mcp1k	170808	14	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	170924	16	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	171050	4	0	0	1	1	0.09525	0.09463	0.01891	0.00620	0.11417	0.10084	0.72141	0.70756
mcp1k	171116	14	0	0	1	1	0.04146	0.08162	0.04747	0.01761	0.08893	0.09923	0.63386	0.61407
mcp1k	171600	24	0		1		0.07140		0.03041		0.10181		1.12148	
mcp1k	172090	10	3	0	0	1	0.01061	0.05068	0.03385	0.03758	0.04446	0.08826	1.13905	0.85137
mcp1k	172266	16	3	3	0	0	-0.00715	0.00523	0.06505	0.05655	0.07275	0.08366	0.97525	0.96896
mcp1k	172552	3	0	0	1	1	0.10091	0.09688	0.04822	0.03459	0.14913	0.13147	0.77949	0.76063
mcp1k	172596	15	0	0	1	1	0.08503	0.07830	0.10665	0.11676	0.19167	0.19506	0.90691	0.91010
mcp1k	172656	10	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	172788	26	5	5	1	1	0.09453	0.10485	0.10583	0.05053	0.20037	0.15539	0.72821	0.64392
mcp1k	173146	15	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	173498	6	3	4	0	1	-0.02901	0.00609	0.07117	0.03244	0.04216	0.07984	1.05807	0.95827
mcp1k	174224	20	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	174422	13	0	0	1	1	0.07357	0.05255	0.02272	0.03151	0.09628	0.08406	0.70334	0.71598
mcp1k	174488	3	0	0	1	1	0.06140	0.06195	0.03245	0.03460	0.09385	0.09655	0.33258	0.33116
mcp1k	174576	5	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	174642	9	0	0	1	1	0.07573	0.05801	0.01873	0.02603	0.09446	0.08404	0.73585	0.74932
mcp1k	174928	9	3	5	0	1	0.00752	0.03718	0.08733	0.06601	0.09485	0.10319	1.09762	0.92218
mcp1k	175428	17	0	0	1	1	0.00371	0.01004	0.03251	0.02478	0.03621	0.03482	0.86294	0.87090
mcp1k	175808	18	3	7	0	1	0.00294	0.05749	0.03939	0.07947	0.05278	0.13697	1.06909	0.89451
mcp1k	175896	17	7	2	1	0	0.06077	nan	0.13827	nan	0.19904	nan	1.15189	nan
mcp1k	176022	9	0	0	1	1	0.04227	0.02709	0.03508	0.04153	0.07735	0.06862	0.74775	0.74776
mcp1k	176160	10	0	0	1	1	0.00141	0.07923	0.05460	0.01797	0.05601	0.09721	0.84941	0.74498
mcp1k	277276	8	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	277958	13	0	0	1	1	0.05167	0.06792	0.02884	0.01752	0.08051	0.08544	0.69992	0.69073
mcp1k	278640	17	5	0	1	1	0.09329	0.04124	0.05680	0.03613	0.15009	0.07737	0.69398	0.73347
mcp1k	278662	1	0	0	1	1	0.00213	0.02435	0.04359	0.05919	0.08172	0.08355	0.97278	0.90606
mcp1k	278684	10	3	3	0	0	-0.00034	0.03387	0.07625	0.03200	0.08167	0.08229	1.01816	0.91561
mcp1k	278684	19		7		1		0.02095		0.16874		0.18969		-0.60316
mcp1k	278684	20	0	0	1	1	0.06844	0.09407	0.02053	0.00847	0.08897	0.10254	0.41551	0.39514
mcp1k	278794	7	7	7	1	1	0.09381	0.08329	0.01933	0.01852	0.11314	0.10181	0.72864	0.74361
mcp1k	279445	19	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	279445	26		3		0		0.00000		0.00000		0.00000		1.87899
mcp1k	280092	6	0	0	1	1	0.02076	0.08217	0.05785	0.01901	0.07861	0.10118	0.79236	0.70999
mcp1k	280281	14	0	0	1	1	0.09926	0.09090	0.06208	0.05206	0.16134	0.14296	0.69935	0.72262
mcp1k	280466	15	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	280598	15	3	3	0	0	-0.03852	-0.04179	0.08347	0.07337	0.04495	0.03866	1.02502	1.01694
mcp1k	280774	16	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	280853	21		3		0		0.00000		0.00000		0.00000		1.48949
mcp1k	280972	7	3	7	0	1	0.02949	0.08346	0.05169	0.09977	0.08118	0.18323	1.07987	0.87327
mcp1k	281095	20	0	0	1	1	0.08468	0.08173	0.02069	0.01869	0.10537	0.10042	0.72788	0.72400
mcp1k	281148	13	0	7	1	1	0.08012	0.03605	0.01578	0.03317	0.09590	0.06922	0.71995	0.75152
mcp1k	281241	11	0	0	1	1	0.07731	0.07420	0.03864	0.03857	0.11595	0.11277	0.70259	0.71434
mcp1k	281485	23	3	3	0	0	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.71145	1.74615
mcp1k	281507	8	3	3	0	0	0.03936	-0.02060	0.05522	0.03972	0.11190	0.05332	0.94809	1.03430
mcp1k	281527	14	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	281551	1	0	0	1	1	0.10051	0.08949	0.03199	0.02191	0.13250	0.11139	0.62533	0.65450
mcp1k	281595	20	3	3	0	0	-0.05339	-0.02342	0.12491	0.08569	0.07152	0.06227	1.23027	1.03814
mcp1k	281632	8	0	0	1	1	0.03746	0.05556	0.04240	0.02992	0.07987	0.08548	0.50401	0.49417
mcp1k	281837	13	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	281857	19	0	0	1	1	0.09214	0.09311	0.01344	0.01037	0.10558	0.10348	0.68502	0.68513
mcp1k	281953	10	5	0	1	1	0.09392	0.09553	0.05912	0.01957	0.15304	0.11510	0.77120	0.76006
mcp1k	282033	13	0	0	1	1	0.06953	0.06339	0.02092	0.03065	0.09045	0.09404	0.71336	0.72543
mcp1k	282057	19	3	3	0	0	-0.03975	-0.04132	0.09008	0.09186	0.05033	0.05054	0.93862	0.94289
mcp1k	282072	7	3	3	0	0	-0.00087	0.02096	0.06757	0.04228	0.06670	0.06324	0.94996	1.10327
mcp1k	282160	25		7		1		0.08746		57.00386		57.09132		-420.83403
mcp1k	282217	9	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	282385	11	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	282459	10	4	3	1	0	0.07462	-0.00206	0.04108	0.05343	0.13275	0.07560	0.91318	1.03158
mcp1k	282666	10	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	282715	14	0	0	1	1	0.08199	0.02182	0.04827	0.06000	0.13026	0.08182	0.87925	0.89619
mcp1k	282979	18	3	3	1	1	0.10134	0.09839	0.28458	0.19013	0.38592	0.28852	1.99425	1.76140
mcp1k	282979	19	3	3	0	0	-0.04744	0.09278	10.66705	8.78826	10.61961	8.88105	-13.18550	13.18756
mcp1k	283009	23	4	5	1	1	0.09627	0.08171	0.07462	0.05305	0.17089	0.13476	0.76697	0.78868
mcp1k	283229	6	3	3	0	0	0.03729	-0.04767	0.10321	0.09874	0.14050	0.05107	0.99917	0.92487
mcp1k	283463	14	3	3	0	0	0.01546	-0.03464	0.02754	0.53252	0.04300	0.49788	1.35202	2.55876
mcp1k	283485	15	0	0	1	1	0.08729	0.08636	0.04979	0.02653	0.13708	0.11289	0.80639	0.79154
mcp1k	283515	23	2	0	0	1	nan	0.07528	nan	0.05296	nan	0.12824	nan	0.43031
mcp1k	283515	24		2		0		nan		nan		nan		nan
mcp1k	283529	12	0	0	1	1	0.08570	0.08399	0.02464	0.02627	0.11034	0.11027	0.70734	0.70743
mcp1k	283713	17	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	283771	21	3	3	0	0	0.05998	0.06442	0.06716	0.10825	0.13827	0.17267	0.95985	0.90672
mcp1k	283817	14	0	0	1	1	0.09528	0.09666	0.01111	0.01284	0.10639	0.10951	0.75288	0.74623
mcp1k	283839	16	0	0	1	1	0.10229	0.08981	0.01275	0.01818	0.11504	0.10799	0.62940	0.63721
mcp1k	283905	4	5	7	1	1	0.08911	0.08683	0.04858	0.03584	0.13769	0.12267	0.71033	0.72310
mcp1k	283969	22	0	0	1	1	0.09633	0.09729	0.04467	0.04111	0.14100	0.13840	0.71668	0.72541
mcp1k	284103	8	7	4	1	1	0.03237	0.05638	0.04795	0.04520	0.08338	0.10158	0.91882	0.87016
mcp1k	284145	11	4	7	1	1	0.08830	0.09291	0.02996	0.01450	0.11826	0.10741	0.75019	0.73801
mcp1k	284200	6	7	2	1	0	0.08052	nan	8.22545	nan	8.30597	nan	-32.28748	nan
mcp1k	284200	12	3	3	0	0	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.17062	1.11921
mcp1k	284211	14	7	2	1	0	0.10128	nan	0.12678	nan	0.22806	nan	0.51015	nan
mcp1k	284367	4	0	0	1	1	0.05968	0.07736	0.03207	0.02622	0.09175	0.10358	0.71341	0.70373
mcp1k	284637	23	3	3	0	0	0.00120	-0.01395	0.00705	0.04980	0.00825	0.03585	0.19327	0.18253
mcp1k	284657	5	7	4	1	1	0.06785	0.06727	0.05286	0.04535	0.12071	0.11262	0.69852	0.73107
mcp1k	284769	16	7	7	1	1	0.02075	0.07090	0.06159	0.05422	0.08337	0.12765	0.93659	0.91225
mcp1k	284791	4	3	7	0	1	-0.01206	0.05182	0.12590	0.05297	0.11384	0.10479	0.85758	0.72447
mcp1k	284794	12	2	5	0	1	nan	0.02165	nan	0.07915	nan	0.10080	nan	0.90125
mcp1k	285080	19	0	0	1	1	0.09949	0.09652	0.02709	0.02815	0.12658	0.12467	0.75308	0.75413
mcp1k	285185	21	0	0	1	1	0.08438	0.07454	0.01654	0.01554	0.10093	0.09009	0.73499	0.75241
mcp1k	285201	2	0	0	1	1	0.07158	0.08495	0.02657	0.02171	0.09815	0.10667	0.53760	0.53828
mcp1k	285253	24	3	0	0	1	-0.04906	0.02827	0.04895	0.05943	0.03041	0.08770	0.98280	0.89965
mcp1k	285366	13	7	7	1	1	0.00009	0.02013	0.06357	0.05175	0.06366	0.07189	0.58511	0.57018
mcp1k	285421	16	0	0	1	1	0.06455	0.05364	0.07173	0.07232	0.13628	0.12596	0.34269	0.35650
mcp1k	285443	7	3	7	0	1	0.10200	0.10564	0.28568	0.11050	0.38768	0.21614	2.77577	1.87578
mcp1k	285467	18	3	3	0	0	-0.05130	-0.04004	0.06535	0.06775	0.02278	0.04396	1.02345	1.00025
mcp1k	285467	27	0	0	1	1	0.09067	0.08560	0.05126	0.04993	0.14194	0.13553	0.73870	0.74506
mcp1k	285663	7	0	3	1	0	0.08505	0.00000	0.04057	0.00000	0.12563	0.00000	0.73953	0.37597
mcp1k	285795	11	0	0	1	1	0.08499	0.09272	0.02843	0.02289	0.11343	0.11562	0.77784	0.75892
mcp1k	285929	13	3	3	0	0	-0.01435	-0.01230	0.07538	0.07850	0.06444	0.06620	0.97357	0.96237
mcp1k	285999	22	0	0	1	1	0.02147	0.05009	0.04869	0.03565	0.07017	0.08574	0.73437	0.70896
mcp1k	286021	8	3	3	0	0	-0.03339	0.00000	0.13966	0.00000	0.10627	0.00000	0.93603	0.48099
mcp1k	286065	3	0	0	1	1	0.09201	0.09547	0.03268	0.04695	0.12468	0.14242	0.77638	0.74250
mcp1k	286177	10	3	3	0	0	-0.04325	-0.03165	0.20811	0.26527	0.16485	0.23363	1.57732	1.15547
mcp1k	286180	6	7	4	1	1	0.09991	0.09240	0.20097	0.18870	0.30088	0.28110	0.60619	0.63962
mcp1k	286329	14	0	0	1	1	0.07898	0.03305	0.01732	0.02602	0.09630	0.05907	0.77019	0.85495
mcp1k	286353	9	7	3	1	0	0.05533	0.08805	0.09439	0.03766	0.14972	0.14715	1.17062	1.08915
mcp1k	286527	16	7	7	1	1	0.05027	0.05514	0.11024	0.08962	0.16051	0.14476	0.82998	0.85656
mcp1k	286631	7	0	0	1	1	0.09182	0.09762	0.01992	0.01826	0.11173	0.11587	0.71737	0.70450
mcp1k	286655	19	3	2	0	0	0.08333	nan	0.39886	nan	0.48218	nan	2.01124	nan
mcp1k	286681	3	3	3	0	0	0.10003	0.00717	0.05922	0.06245	0.15925	0.06962	0.50713	0.50300
mcp1k	286681	10	3	7	0	1	0.06870	0.06579	0.06317	0.18868	0.13187	0.25448	1.39805	1.00888
mcp1k	286906	9	3	3	0	0	-0.04924	-0.04670	0.08517	0.16106	0.03593	0.11436	0.94294	0.92607
mcp1k	287007	12	0	0	1	1	0.09177	0.05748	0.01552	0.02754	0.10729	0.08502	0.77586	0.79503
mcp1k	287007	22	3	0	0	1	-0.03698	0.01933	0.05470	0.05430	0.02644	0.07363	1.03887	0.84613
mcp1k	287013	15	3	3	0	0	0.10309	0.10191	15.77628	0.15090	15.87938	0.25281	39.22073	1.06191
mcp1k	287181	14	0	0	1	1	0.08156	0.06888	0.02204	0.01871	0.10360	0.08760	0.71505	0.73817
mcp1k	287599	6	7	7	1	1	0.01498	0.06390	0.07645	0.06517	0.09143	0.12906	0.89504	0.90704
mcp1k	287654	12	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	287896	28	3	3	0	0	-0.04906	0.10415	0.51906	2.24098	0.47001	2.34513	-1.20107	14.30924
mcp1k	288067	7	3	3	0	0	-0.04624	-0.04049	0.08118	0.05194	0.03494	0.01145	1.13942	1.21345
mcp1k	288287	10	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	288327	22	7	0	1	1	0.02967	0.10852	0.07010	0.03092	0.09978	0.13945	0.69454	0.66521
mcp1k	288358	3	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	288358	7	0	0	1	1	0.02478	0.07737	0.04338	0.02204	0.06816	0.09941	0.74139	0.69342
mcp1k	288397	13	0	0	1	1	0.07307	0.07056	0.06509	0.07002	0.13817	0.14059	0.63346	0.65001
mcp1k	288639	8	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	288639	12	0	0	1	1	0.08433	0.08806	0.02547	0.05037	0.10980	0.13843	0.71660	0.83164
mcp1k	288859	9	5	4	1	1	0.08214	0.09224	0.04545	0.03143	0.12759	0.12367	0.85108	0.85954
mcp1k	288864	2	0	0	1	1	0.09016	0.08793	0.04078	0.03966	0.13095	0.12759	0.53306	0.52198
mcp1k	289251	12	3	3	0	0	-0.01719	-0.02259	0.07216	0.07057	0.05851	0.05522	0.96774	0.97313
mcp1k	289295	15	0	3	1	0	0.01266	0.01122	0.03008	0.02729	0.04274	0.03851	0.79753	0.80930
mcp1k	289343	9	0	0	1	1	0.09584	0.08759	0.00857	0.01679	0.10441	0.10438	0.40235	0.39553
mcp1k	289559	14	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	289647	9	0	0	1	1	0.09783	0.09923	0.02945	0.03217	0.12729	0.13140	0.73288	0.72297
