sample	event	direction	dA	dB	moved
ncpi0	21073	away	0.97	10.47	10.35
ncpi0	56982	toward	34.86	12.29	22.83
ncpi0	463565	away	28.18	42.51	14.43
nuecc48	30504	toward	30.99	0.10	30.89
nuecc48	38856	toward	32.25	0.30	32.36
nuecc48	52672	away	3.83	68.37	68.41
nuecc48	111412	away	1.84	47.62	49.34
nuecc48	122660	away	0.48	85.18	85.13
nuecc48	163543	toward	32.85	0.08	32.90
nuecc48	235435	away	0.18	35.55	35.65
nuecc48	350186	away	0.00	40.82	40.82
nuecc48	389538	away	0.28	213.56	213.59
