sample	event	cluster	status_A	status_B	verdict_A	verdict_B	margin_A	margin_B	ks1_A	ks1_B	ks2_A	ks2_B	ratio2_A	ratio2_B
mcp1k	58343	16	0	0	1	1	0.09549	0.09782	0.01028	0.01370	0.10576	0.11152	0.70384	0.71114
mcp1k	58345	7	3	3	0	0	0.05184	0.05054	0.05083	0.04810	0.12418	0.12130	0.94492	0.94178
mcp1k	58653	4	3	3	0	0	-0.01535	-0.02627	0.06949	0.03846	0.05414	0.04722	1.10583	1.03322
mcp1k	58667	6	3	3	0	0	0.02045	-0.03505	0.00755	0.06778	0.09457	0.03274	0.95567	1.07030
mcp1k	58711	15	0	0	1	1	0.01281	0.02159	0.04890	0.04886	0.06171	0.07045	0.68948	0.68660
mcp1k	58717	21	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	58755	21	0	0	1	1	0.03777	0.07692	0.05465	0.04092	0.09507	0.11784	0.92392	0.88369
mcp1k	59003	19	7	3	1	0	0.02694	-0.02453	0.05051	0.08273	0.08509	0.05873	0.92881	1.00936
mcp1k	59025	19	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	59063	14	0	0	1	1	0.02655	0.00648	0.04506	0.02955	0.09482	0.08540	1.05684	1.02990
mcp1k	59085	3	3	3	0	0	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.53904	0.78387
mcp1k	59179	15	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	59371	8	7	7	1	1	0.06819	0.03198	0.06878	0.04582	0.13697	0.09250	0.86429	0.93003
mcp1k	59377	7	0	0	1	1	0.08639	0.08045	0.01110	0.01159	0.09750	0.09204	0.37399	0.37761
mcp1k	59459	20	0	0	1	1	0.09290	0.08128	0.01647	0.01618	0.10938	0.09746	0.72732	0.73399
mcp1k	59685	6	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	59723	13	0	0	1	1	0.09491	0.09444	0.13067	0.13819	0.22558	0.23264	0.61319	0.61833
mcp1k	59863	15	0	0	1	1	0.07611	0.08226	0.01877	0.01422	0.09488	0.09648	0.74891	0.74377
mcp1k	59929	20	3	3	0	0	-0.02206	-0.03885	0.06854	0.07263	0.04648	0.03378	0.95046	1.03979
mcp1k	60017	7	7	7	1	1	0.07778	0.02093	0.12583	0.07562	0.20361	0.10133	0.94685	0.97277
mcp1k	60559	19	0	0	1	1	0.03434	0.05601	0.01929	0.02890	0.05363	0.08491	0.71104	0.67909
mcp1k	61093	6	0	0	1	1	0.04602	0.04435	0.02917	0.03094	0.07518	0.07529	0.69237	0.70836
mcp1k	61313	18	0	0	1	1	0.06703	0.06091	0.02142	0.02615	0.08846	0.08706	0.37382	0.36720
mcp1k	61351	17	3	3	0	0	-0.00841	-0.00965	0.07748	0.07332	0.06909	0.07022	0.96934	0.97557
mcp1k	61417	9	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	61997	12	0	0	1	1	0.02886	0.00562	0.03903	0.04081	0.06789	0.04644	0.86763	0.90291
mcp1k	62019	9	0	0	1	1	0.09014	0.09098	0.01560	0.01254	0.10574	0.10352	0.75171	0.74408
mcp1k	62303	12	0	0	1	1	0.02271	0.05928	0.04020	0.02572	0.06291	0.08500	0.74396	0.71327
mcp1k	62459	10	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	62473	12	0	0	1	1	0.09373	0.09113	0.02343	0.02195	0.11716	0.11308	0.51608	0.53419
mcp1k	62495	16	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	62613	17	5	0	1	1	0.08763	0.09876	0.04407	0.05387	0.13170	0.15263	0.70601	0.74382
mcp1k	62943	24	0	0	1	1	0.08531	0.09325	0.01213	0.01365	0.09744	0.10690	0.79390	0.80044
mcp1k	62979	11	0	0	1	1	0.06450	0.07476	0.02756	0.01950	0.09206	0.09426	0.78281	0.76023
mcp1k	63163	6	7	7	1	1	0.05101	0.06825	0.09549	0.09113	0.14650	0.15937	0.82061	0.80458
mcp1k	63427	26	7	7	1	1	0.03928	0.04763	0.05025	0.04312	0.08954	0.09075	0.66634	0.66628
mcp1k	63515	1	0	0	1	1	0.09592	0.09701	0.00800	0.01653	0.10391	0.11353	0.69582	0.68424
mcp1k	63559	11	3	3	0	0	0.04079	0.02241	0.05497	0.05269	0.09576	0.07587	0.90814	0.92538
mcp1k	63603	13	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	63669	5	3	3	0	0	0.08957	0.09793	0.03927	0.03478	0.12884	0.13271	0.84020	0.80888
mcp1k	63669	15	3	7	0	1	0.10475	0.01256	1.22437	0.00213	1.32913	0.01469	4.83313	0.57727
mcp1k	64409	8	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	64409	14	3	3	0	0	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.74190	0.73194
mcp1k	64475	23	4	4	1	1	0.07052	0.07951	0.03621	0.05121	0.10673	0.13073	0.66445	0.63322
mcp1k	64591	17	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	64959	19	3	3	0	0	-0.07201	-0.01898	0.12158	0.07685	0.04957	0.05787	0.96456	1.03723
mcp1k	64959	22	3	3	0	0	0.04892	0.04612	0.02869	0.03032	0.07761	0.07644	1.23756	1.23805
mcp1k	65025	16	3	3	0	0	-0.01622	-0.03209	0.06766	0.08715	0.05144	0.05506	0.89315	0.92874
mcp1k	65053	6	3	3	0	0	-0.01648	0.03211	0.04996	0.05726	0.04081	0.08936	1.05379	1.17315
mcp1k	65053	13	0	0	1	1	0.08032	0.07948	0.02095	0.02078	0.10128	0.10026	0.66879	0.67801
mcp1k	65267	15	3	3	0	0	0.01003	0.01629	0.04486	0.03738	0.08784	0.09634	0.96646	0.97213
mcp1k	65289	13	0	0	1	1	0.00551	0.05094	0.06897	0.03613	0.07448	0.08708	0.83559	0.78096
mcp1k	65295	13	3	3	0	0	0.03514	0.03449	0.04977	0.04785	0.10443	0.10560	0.94266	0.94627
mcp1k	65647	12	0	0	1	1	0.03681	0.04675	0.03214	0.02873	0.06895	0.07548	0.78421	0.78240
mcp1k	65999	27	3	3	0	0	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.25013	0.25276
mcp1k	66329	2	0	0	1	1	0.02931	0.02300	0.05358	0.05734	0.08289	0.08034	0.64412	0.64149
mcp1k	66624	4	0	0	1	1	0.08585	0.08465	0.01637	0.01765	0.10222	0.10231	0.77905	0.75698
mcp1k	66646	14	3	3	0	0	-0.04325	-0.04331	0.10728	0.07408	0.06403	0.03077	1.02560	1.11109
mcp1k	66712	11	3	3	0	0	0.00878	0.02475	0.03064	0.03220	0.03943	0.05694	1.13181	1.13535
mcp1k	66822	13	0	0	1	1	0.09756	0.09680	0.00972	0.01164	0.10728	0.10844	0.70837	0.70398
mcp1k	67394	19	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	67746	10	7	7	1	1	0.04439	0.04516	0.06488	0.07072	0.10927	0.11588	0.86538	0.86679
mcp1k	68054	18	0	0	1	1	0.09581	0.00711	0.01473	0.08041	0.11054	0.08752	0.71837	0.83848
mcp1k	68054	24	0	0	1	1	0.07899	0.05219	0.09657	0.05907	0.17556	0.11126	0.66319	0.63622
mcp1k	68648	15	7	3	1	0	0.00893	-0.03919	0.09571	0.08323	0.10464	0.04468	0.67052	1.00345
mcp1k	68956	13	0	0	1	1	0.05105	0.05949	0.02995	0.02931	0.08100	0.08880	0.74842	0.75461
mcp1k	68956	16	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	68978	18	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	69066	3	0	0	1	1	0.08298	0.08054	0.01992	0.01884	0.10290	0.09937	0.72773	0.73487
mcp1k	71046	18	3	3	0	0	-0.02390	-0.01079	0.05180	0.03601	0.02790	0.03705	1.06785	1.06314
mcp1k	71222	22	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	71266	15	3	3	0	0	0.03694	0.03409	0.06993	0.06824	0.10749	0.10566	0.94458	0.94727
mcp1k	71486	6	0	0	1	1	0.07192	0.04665	0.01720	0.03259	0.08912	0.07923	0.78919	0.77485
mcp1k	71530	15	0	0	1	1	0.00070	0.02544	0.05363	0.02785	0.05433	0.05329	0.73826	0.74271
mcp1k	72256	9	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	72586	17	7	2	1	0	0.02863	nan	0.02262	nan	0.05247	nan	0.90033	nan
mcp1k	72828	7	0	0	1	1	0.05652	0.05520	0.03876	0.07259	0.09528	0.12778	0.29637	0.28695
mcp1k	73004	23	3	3	0	0	0.00993	0.00694	0.05868	0.06662	0.06861	0.07355	0.86789	0.88307
mcp1k	166804	9	3	3	0	0	0.04686	-0.03634	0.02321	0.09455	0.08171	0.05821	0.89779	0.96572
mcp1k	167112	16	3	4	0	1	0.02327	0.06816	0.09620	0.02721	0.11946	0.09537	1.08273	1.30477
mcp1k	167200	16	0	0	1	1	0.04521	0.07416	0.03432	0.02267	0.07953	0.09682	0.69565	0.66997
mcp1k	167398	3	0	0	1	1	0.04437	0.04272	0.03287	0.03256	0.07725	0.07528	0.69492	0.68763
mcp1k	168388	6	0	0	1	1	0.03163	0.02847	0.04225	0.04275	0.07388	0.07122	0.30568	0.30624
mcp1k	168432	22	4	7	1	1	0.05451	0.08159	0.07557	0.08243	0.13008	0.16402	0.79951	0.77293
mcp1k	168526	26	3	3	0	0	0.00000	-0.04699	0.00000	0.01676	0.00000	0.01013	0.73860	0.96440
mcp1k	168614	5	3	3	0	0	-0.00600	-0.00751	0.03690	0.06909	0.07011	0.07518	0.96583	1.01412
mcp1k	169356	16	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	169356	23	0	0	1	1	0.10270	0.09367	0.06824	0.09138	0.17093	0.18505	0.63853	0.68197
mcp1k	169598	18	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	169736	15	0	0	1	1	0.06947	0.07123	0.04067	0.03958	0.11014	0.11081	0.78910	0.81960
mcp1k	169774	2	3	3	0	0	-0.03467	0.04220	0.09253	0.02945	0.05787	0.07165	1.00147	0.81438
mcp1k	169890	21	3	3	0	0	-0.01609	-0.01863	0.06102	0.06387	0.04493	0.04532	0.94728	0.95289
mcp1k	170792	10	2	3	0	0	nan	-0.04376	nan	0.12467	nan	0.08091	nan	0.42165
mcp1k	170808	14	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	170924	16	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	171050	4	0	0	1	1	0.09525	0.10114	0.01891	0.01348	0.11417	0.11462	0.72141	0.71744
mcp1k	171116	14	0	0	1	1	0.04146	0.02634	0.04747	0.04274	0.08893	0.06908	0.63386	0.67205
mcp1k	171600	24	0		1		0.07140		0.03041		0.10181		1.12148	
mcp1k	172090	10	3	3	0	0	0.01061	-0.02141	0.03385	0.07834	0.04446	0.06052	1.13905	0.98404
mcp1k	172266	16	3	3	0	0	-0.00715	-0.02497	0.06505	0.07783	0.07275	0.05883	0.97525	0.99525
mcp1k	172552	3	0	0	1	1	0.10091	0.09957	0.04822	0.03459	0.14913	0.13416	0.77949	0.74569
mcp1k	172596	15	0	0	1	1	0.08503	0.07866	0.10665	0.11686	0.19167	0.19552	0.90691	0.90193
mcp1k	172656	10	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	172788	26	5	0	1	1	0.09453	0.09685	0.10583	0.04229	0.20037	0.13914	0.72821	0.68716
mcp1k	173146	15	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	173498	6	3	3	0	0	-0.02901	0.00983	0.07117	0.05412	0.04216	0.08607	1.05807	0.96265
mcp1k	174224	20	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	174422	13	0	0	1	1	0.07357	0.06662	0.02272	0.02692	0.09628	0.09354	0.70334	0.70427
mcp1k	174488	3	0	0	1	1	0.06140	0.06955	0.03245	0.02342	0.09385	0.09297	0.33258	0.32119
mcp1k	174576	5	2	3	0	0	nan	-0.00980	nan	0.06042	nan	0.07409	nan	0.99598
mcp1k	174642	9	0	0	1	1	0.07573	0.06661	0.01873	0.02699	0.09446	0.09360	0.73585	0.74203
mcp1k	174928	9	3	7	0	1	0.00752	0.02984	0.08733	0.05755	0.09485	0.08739	1.09762	0.91567
mcp1k	175428	17	0	0	1	1	0.00371	0.00295	0.03251	0.03258	0.03621	0.03553	0.86294	0.86300
mcp1k	175808	18	3	3	0	0	0.00294	-0.00794	0.03939	0.07904	0.05278	0.07505	1.06909	1.01233
mcp1k	175896	17	7	7	1	1	0.06077	0.07199	0.13827	0.15202	0.19904	0.22400	1.15189	1.19554
mcp1k	176022	9	0	0	1	1	0.04227	0.03930	0.03508	0.03819	0.07735	0.07749	0.74775	0.75506
mcp1k	176160	10	0	0	1	1	0.00141	0.02302	0.05460	0.04991	0.05601	0.07292	0.84941	0.81468
mcp1k	277276	8	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	277958	13	0	0	1	1	0.05167	0.07073	0.02884	0.01663	0.08051	0.08736	0.69992	0.68794
mcp1k	278640	17	5	5	1	1	0.09329	0.08155	0.05680	0.04052	0.15009	0.12206	0.69398	0.68622
mcp1k	278662	1	0	0	1	1	0.00213	0.00459	0.04359	0.04529	0.08172	0.08267	0.97278	0.96815
mcp1k	278684	10	3	3	0	0	-0.00034	-0.02155	0.07625	0.08356	0.08167	0.06201	1.01816	0.97102
mcp1k	278684	20	0	0	1	1	0.06844	0.06375	0.02053	0.02269	0.08897	0.08644	0.41551	0.41725
mcp1k	278794	7	7	7	1	1	0.09381	0.09396	0.01933	0.01895	0.11314	0.11291	0.72864	0.73663
mcp1k	279445	19	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	280092	6	0	0	1	1	0.02076	0.06411	0.05785	0.02996	0.07861	0.09407	0.79236	0.71530
mcp1k	280281	14	0	0	1	1	0.09926	0.09605	0.06208	0.07077	0.16134	0.16682	0.69935	0.71477
mcp1k	280466	15	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	280598	15	3	3	0	0	-0.03852	-0.04124	0.08347	0.07915	0.04495	0.04247	1.02502	1.00502
mcp1k	280774	16	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	280972	7	3	7	0	1	0.02949	0.09620	0.05169	0.06325	0.08118	0.15945	1.07987	0.90488
mcp1k	281095	20	0	0	1	1	0.08468	0.08648	0.02069	0.02610	0.10537	0.11258	0.72788	0.71753
mcp1k	281148	13	0	0	1	1	0.08012	0.08378	0.01578	0.01458	0.09590	0.09836	0.71995	0.72078
mcp1k	281241	11	0	0	1	1	0.07731	0.07238	0.03864	0.03672	0.11595	0.10910	0.70259	0.70965
mcp1k	281485	23	3	3	0	0	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.71145	1.71145
mcp1k	281507	8	3	3	0	0	0.03936	0.02707	0.05522	0.06191	0.11190	0.09964	0.94809	0.95091
mcp1k	281527	14	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	281551	1	0	0	1	1	0.10051	0.09184	0.03199	0.01735	0.13250	0.10919	0.62533	0.66038
mcp1k	281595	20	3	3	0	0	-0.05339	-0.05097	0.12491	0.13622	0.07152	0.08525	1.23027	1.29363
mcp1k	281632	8	0	7	1	1	0.03746	0.00499	0.04240	0.04650	0.07987	0.05149	0.50401	0.50883
mcp1k	281837	13	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	281857	19	0	0	1	1	0.09214	0.09193	0.01344	0.01562	0.10558	0.10755	0.68502	0.68750
mcp1k	281953	10	5	0	1	1	0.09392	0.09834	0.05912	0.03603	0.15304	0.13437	0.77120	0.78867
mcp1k	282033	13	0	0	1	1	0.06953	0.07495	0.02092	0.01962	0.09045	0.09457	0.71336	0.71110
mcp1k	282057	19	3	3	0	0	-0.03975	-0.04188	0.09008	0.10159	0.05033	0.05971	0.93862	0.93617
mcp1k	282072	7	3	3	0	0	-0.00087	0.01397	0.06757	0.05264	0.06670	0.07083	0.94996	1.06769
mcp1k	282217	9	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	282385	11	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	282459	10	4	3	1	0	0.07462	-0.00392	0.04108	0.05112	0.13275	0.07323	0.91318	1.03241
mcp1k	282666	10	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	282715	14	0	0	1	1	0.08199	0.08308	0.04827	0.06210	0.13026	0.14518	0.87925	0.83588
mcp1k	282979	18	3	3	1	1	0.10134	0.06021	0.28458	0.38479	0.38592	0.44500	1.99425	-1.22457
mcp1k	282979	19	3	7	0	1	-0.04744	0.07760	10.66705	0.04326	10.61961	0.12086	-13.18550	0.37899
mcp1k	283009	23	4	3	1	0	0.09627	-0.02180	0.07462	0.10914	0.17089	0.08734	0.76697	0.96021
mcp1k	283229	6	3	3	0	0	0.03729	-0.00816	0.10321	0.04057	0.14050	0.04841	0.99917	0.94162
mcp1k	283463	14	3	7	0	1	0.01546	0.08231	0.02754	0.16887	0.04300	0.25118	1.35202	1.59243
mcp1k	283485	15	0	0	1	1	0.08729	0.08977	0.04979	0.04667	0.13708	0.13644	0.80639	0.81314
mcp1k	283515	23	2	0	0	1	nan	0.07210	nan	0.05517	nan	0.12728	nan	0.43738
mcp1k	283529	12	0	0	1	1	0.08570	0.03812	0.02464	0.01680	0.11034	0.05492	0.70734	0.80247
mcp1k	283713	17	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	283771	21	3	3	0	0	0.05998	0.07111	0.06716	0.10596	0.13827	0.17707	0.95985	0.91977
mcp1k	283817	14	0	0	1	1	0.09528	0.08041	0.01111	0.01389	0.10639	0.09431	0.75288	0.76755
mcp1k	283839	16	0	0	1	1	0.10229	0.09884	0.01275	0.01348	0.11504	0.11232	0.62940	0.63238
mcp1k	283905	4	5	5	1	1	0.08911	0.09823	0.04858	0.03395	0.13769	0.13217	0.71033	0.70662
mcp1k	283969	22	0	0	1	1	0.09633	0.09535	0.04467	0.03015	0.14100	0.12551	0.71668	0.74464
mcp1k	284103	8	7	4	1	1	0.03237	0.08506	0.04795	0.02831	0.08338	0.11337	0.91882	0.86258
mcp1k	284145	11	4	2	1	0	0.08830	nan	0.02996	nan	0.11826	nan	0.75019	nan
mcp1k	284200	6	7	2	1	0	0.08052	nan	8.22545	nan	8.30597	nan	-32.28748	nan
mcp1k	284200	12	3	3	0	0	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.17062	1.13595
mcp1k	284211	14	7	2	1	0	0.10128	nan	0.12678	nan	0.22806	nan	0.51015	nan
mcp1k	284367	4	0	0	1	1	0.05968	0.05977	0.03207	0.03552	0.09175	0.09529	0.71341	0.70577
mcp1k	284637	23	3	3	0	0	0.00120	-0.01415	0.00705	0.04088	0.00825	0.02673	0.19327	0.19248
mcp1k	284657	5	7	4	1	1	0.06785	0.03508	0.05286	0.06070	0.12071	0.09578	0.69852	0.91065
mcp1k	284769	16	7	3	1	0	0.02075	-0.01424	0.06159	0.03413	0.08337	0.05364	0.93659	0.95540
mcp1k	284791	4	3	3	0	0	-0.01206	-0.01232	0.12590	0.07544	0.11384	0.06312	0.85758	0.88170
mcp1k	284794	12	2	3	0	0	nan	0.03200	nan	0.04718	nan	0.10771	nan	0.95696
mcp1k	285080	19	0	0	1	1	0.09949	0.08896	0.02709	0.01222	0.12658	0.10118	0.75308	0.80108
mcp1k	285185	21	0	0	1	1	0.08438	0.07259	0.01654	0.01952	0.10093	0.09211	0.73499	0.75024
mcp1k	285201	2	0	0	1	1	0.07158	0.08641	0.02657	0.01912	0.09815	0.10553	0.53760	0.54507
mcp1k	285253	24	3	7	0	1	-0.04906	0.01287	0.04895	0.04052	0.03041	0.06272	0.98280	0.92618
mcp1k	285366	13	7	3	1	0	0.00009	-0.00892	0.06357	0.04158	0.06366	0.03267	0.58511	0.61304
mcp1k	285421	16	0	0	1	1	0.06455	0.06229	0.07173	0.07031	0.13628	0.13261	0.34269	0.34109
mcp1k	285443	7	3	7	0	1	0.10200	0.09570	0.28568	0.08587	0.38768	0.18157	2.77577	1.33081
mcp1k	285467	18	3	3	0	0	-0.05130	-0.05162	0.06535	0.06301	0.02278	0.02459	1.02345	1.02106
mcp1k	285467	27	0	0	1	1	0.09067	0.09502	0.05126	0.05973	0.14194	0.15475	0.73870	0.72538
mcp1k	285663	7	0	0	1	1	0.08505	0.08758	0.04057	0.03750	0.12563	0.12508	0.73953	0.74090
mcp1k	285795	11	0	0	1	1	0.08499	0.08344	0.02843	0.02361	0.11343	0.10705	0.77784	0.78202
mcp1k	285929	13	3	3	0	0	-0.01435	-0.01026	0.07538	0.08779	0.06444	0.07752	0.97357	0.95296
mcp1k	285999	22	0	0	1	1	0.02147	0.08281	0.04869	0.02192	0.07017	0.10472	0.73437	0.67832
mcp1k	286021	8	3	3	0	0	-0.03339	0.01764	0.13966	0.13084	0.10627	0.14848	0.93603	1.04876
mcp1k	286065	3	0	0	1	1	0.09201	0.09398	0.03268	0.02512	0.12468	0.11910	0.77638	0.76425
mcp1k	286177	10	3	3	0	0	-0.04325	-0.04303	0.20811	0.46584	0.16485	0.42281	1.57732	1.65400
mcp1k	286180	6	7	7	1	1	0.09991	0.10012	0.20097	0.18123	0.30088	0.28135	0.60619	0.62275
mcp1k	286329	14	0	0	1	1	0.07898	0.06212	0.01732	0.02850	0.09630	0.09062	0.77019	0.75732
mcp1k	286353	9	7	3	1	0	0.05533	0.04165	0.09439	0.05613	0.14972	0.09778	1.17062	1.08248
mcp1k	286527	16	7	7	1	1	0.05027	0.05303	0.11024	0.10774	0.16051	0.16076	0.82998	0.84076
mcp1k	286631	7	0	0	1	1	0.09182	0.07244	0.01992	0.01886	0.11173	0.09130	0.71737	0.74328
mcp1k	286655	19	3	7	0	1	0.08333	0.08861	0.39886	0.27910	0.48218	0.36771	2.01124	1.78135
mcp1k	286681	3	3	3	0	0	0.10003	-0.04095	0.05922	0.80162	0.15925	0.76067	0.50713	2.98392
mcp1k	286681	10	3	3	0	0	0.06870	-0.00805	0.06317	0.09676	0.13187	0.08871	1.39805	1.32970
mcp1k	286906	9	3	3	0	0	-0.04924	0.02697	0.08517	0.10029	0.03593	0.12726	0.94294	1.04837
mcp1k	287007	12	0	0	1	1	0.09177	0.05393	0.01552	0.03122	0.10729	0.08514	0.77586	0.80680
mcp1k	287007	22	3	3	0	0	-0.03698	0.05982	0.05470	0.05676	0.02644	0.14283	1.03887	0.98319
mcp1k	287013	15	3	3	0	0	0.10309	0.06401	15.77628	0.03996	15.87938	0.10397	39.22073	0.80821
mcp1k	287181	14	0	0	1	1	0.08156	0.08578	0.02204	0.01835	0.10360	0.10413	0.71505	0.71491
mcp1k	287599	6	7	7	1	1	0.01498	0.02720	0.07645	0.06099	0.09143	0.08819	0.89504	0.91079
mcp1k	287654	12	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	287896	28	3	3	0	0	-0.04906	-0.04680	0.51906	1.84725	0.47001	1.80045	-1.20107	-9.79093
mcp1k	288067	7	3	3	0	0	-0.04624	-0.04353	0.08118	0.10104	0.03494	0.05752	1.13942	1.09843
mcp1k	288287	10	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	288327	22	7	7	1	1	0.02967	0.03050	0.07010	0.06608	0.09978	0.09658	0.69454	0.70793
mcp1k	288358	3	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	288358	7	0	0	1	1	0.02478	0.08986	0.04338	0.01097	0.06816	0.10083	0.74139	0.69127
mcp1k	288397	13	0	0	1	1	0.07307	0.07802	0.06509	0.06876	0.13817	0.14678	0.63346	0.80322
mcp1k	288639	8	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	288639	12	0	0	1	1	0.08433	0.07378	0.02547	0.02236	0.10980	0.09613	0.71660	0.68010
mcp1k	288859	9	5	5	1	1	0.08214	0.08322	0.04545	0.04691	0.12759	0.13013	0.85108	0.84244
mcp1k	288864	2	0	0	1	1	0.09016	0.08900	0.04078	0.04069	0.13095	0.12969	0.53306	0.54707
mcp1k	289251	12	3	3	0	0	-0.01719	0.00215	0.07216	0.03126	0.05851	0.04933	0.96774	0.92937
mcp1k	289295	15	0	3	1	0	0.01266	0.00963	0.03008	0.03446	0.04274	0.04409	0.79753	0.84883
mcp1k	289343	9	0	0	1	1	0.09584	0.09649	0.00857	0.00805	0.10441	0.10454	0.40235	0.39946
mcp1k	289559	14	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	289647	9	0	0	1	1	0.09783	0.09773	0.02945	0.02531	0.12729	0.12304	0.73288	0.72941
mcp1k	289656	19	7	7	1	1	0.09091	0.08880	0.16862	0.23293	0.25953	0.32173	1.50896	1.40440
mcp1k	289832	10	7	7	1	1	0.06362	0.05844	0.07190	0.08330	0.13552	0.14174	1.24391	1.11620
mcp1k	290201	9	0	0	1	1	0.04819	0.07444	0.01231	0.02140	0.06050	0.09584	0.84405	0.80868
mcp1k	290294	13	7	7	1	1	0.06883	0.06901	0.10432	0.10565	0.17316	0.17466	0.79600	0.78251
mcp1k	290316	10	0	0	1	1	0.08654	0.07312	0.01338	0.02092	0.09992	0.09405	0.76149	0.76253
