sample	event	cluster	status_A	status_B	verdict_A	verdict_B	margin_A	margin_B	ks1_A	ks1_B	ks2_A	ks2_B	ratio2_A	ratio2_B
mcp1k	289832	10	7	7	1	1	0.06362	0.05937	0.07190	0.06040	0.13552	0.11978	1.24391	1.11065
mcp1k	290052	16		7		1		0.06366		0.41762		0.48128		-2.70550
mcp1k	290201	9	0	0	1	1	0.04819	0.06772	0.01231	0.02232	0.06050	0.09004	0.84405	0.81885
mcp1k	290294	13	7	7	1	1	0.06883	0.06882	0.10432	0.04872	0.17316	0.11754	0.79600	0.82281
mcp1k	290316	10	0	0	1	1	0.08654	0.07720	0.01338	0.01754	0.09992	0.09474	0.76149	0.77904
mcp1k	290729	12	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	290844	3	0	0	1	1	0.08991	0.09007	0.03602	0.03642	0.12592	0.12649	0.71895	0.70514
mcp1k	291301	18	0	0	1	1	0.04713	0.10039	0.04748	0.04512	0.09461	0.14551	0.71570	0.56109
mcp1k	291345	12	0	0	1	1	0.06852	0.03360	0.01934	0.04199	0.08786	0.07559	0.39237	0.40851
mcp1k	291499	12	3	3	0	0	0.04991	0.00247	0.06024	0.05636	0.12727	0.08299	0.95836	0.97572
mcp1k	291570	26	7	7	1	1	0.07652	0.00819	0.02099	0.04957	0.09752	0.05776	0.76235	0.76576
mcp1k	291724	23		3		0		0.00554		0.11054		0.11609		1.86542
mcp1k	291768	18	0	0	1	1	0.09145	0.09461	0.01468	0.01949	0.10613	0.11409	0.62315	0.60379
mcp1k	292005	18	3	3	0	0	-0.00624	0.03832	0.03623	0.04779	0.05465	0.08610	0.94468	0.89964
mcp1k	292027	12	2	7	0	1	nan	0.09576	nan	0.24550	nan	0.34126	nan	1.22447
mcp1k	292406	6	3	3	0	0	0.01558	0.00047	0.04951	0.04442	0.06509	0.05892	0.88730	0.93946
mcp1k	292450	8	0	0	1	1	0.06722	0.03538	0.03400	0.03801	0.10122	0.07339	0.77786	0.82643
mcp1k	292577	12	3	3	0	0	0.01137	-0.01800	0.06360	0.07617	0.08691	0.06066	0.96074	0.97399
mcp1k	292687	11	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	292797	27	0	0	1	1	0.02398	0.02630	0.04265	0.04022	0.06663	0.06653	0.72403	0.72345
mcp1k	313847	19	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	314507	23	0	0	1	1	0.07373	0.08774	0.06189	0.03721	0.13562	0.12495	0.83019	0.80892
mcp1k	315167	8	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	315409	16	0	0	1	1	0.00106	0.00627	0.05748	0.05546	0.05854	0.06172	0.78095	0.78268
mcp1k	315497	14	3	3	1	1	0.04110	0.02697	0.03655	0.03139	0.10179	0.09257	0.92727	0.93880
mcp1k	315849	11	3	2	0	0	0.03834	-0.03626	0.04881	0.06625	0.08716	0.03853	1.10030	0.97181
mcp1k	315849	17	0	0	1	1	0.08896	0.07959	0.02137	0.01980	0.11033	0.09939	0.30256	0.31733
mcp1k	316311	11	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	316553	11	3	3	0	0	-0.02025	-0.02678	0.02496	0.01714	0.05319	0.05081	0.96486	0.97368
mcp1k	316729	14	3	3	0	0	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.14530	1.09546
mcp1k	317543	15	0	3	1	0	0.04626	0.01316	0.06068	0.07931	0.10694	0.09246	0.81827	0.89295
mcp1k	317939	26	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	317939	30	3	3	0	0	0.10809	0.10137	0.12544	0.13603	0.23353	0.23740	0.64054	0.71143
mcp1k	318335	6	0	0	1	1	0.09536	0.08260	0.01511	0.01384	0.11047	0.09644	0.50879	0.52749
mcp1k	319039	26	3		0		-0.02000		0.04227		0.03230		1.05525	
mcp1k	319611	2	7	7	1	1	0.04995	0.07217	0.09064	0.11699	0.14059	0.18916	0.78858	0.69913
mcp1k	319809	20	0	0	1	1	0.09997	0.08983	0.05005	0.03316	0.15001	0.12299	0.72120	0.79971
mcp1k	321107	13	3	3	0	0	0.00344	-0.00075	0.04083	0.04454	0.04434	0.04379	0.92464	0.91531
mcp1k	321371	18	7	0	1	1	0.03595	0.06007	0.06006	0.04238	0.09602	0.10244	0.90518	0.86897
mcp1k	321525	5	0	3	1	0	0.02080	0.04675	0.03368	0.01479	0.05448	0.06155	0.82730	0.77452
mcp1k	321767	15	4	4	1	1	0.07638	0.07225	0.27817	0.31174	0.35454	0.38399	1.68710	1.41287
mcp1k	321789	7	7	7	1	1	0.06102	0.04014	0.05881	0.06874	0.11983	0.11877	0.89553	0.96388
mcp1k	346293	5	0	0	1	1	0.01541	0.02637	0.04046	0.03403	0.06057	0.07138	0.92117	0.91583
mcp1k	346293	9	0	7	1	1	0.09255	0.10452	0.02735	0.05086	0.11990	0.15538	1.76538	1.96575
mcp1k	347085	4	2	7	0	1	nan	0.08857	nan	0.11390	nan	0.20247	nan	0.92706
mcp1k	348471	12	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	348691	9	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	348713	7	3	3	0	0	-0.03396	-0.03247	0.05807	0.05135	0.02410	0.01888	1.06346	1.04983
mcp1k	348845	7	3	3	0	0	-0.02477	-0.02686	0.05020	0.07414	0.05804	0.04728	0.98822	0.96570
mcp1k	349241	15	4	5	1	1	0.08966	0.09535	0.11217	0.12854	0.20183	0.22389	0.85505	0.87028
mcp1k	349879	17	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	349945	18	3	3	0	0	0.01260	-0.04302	0.07642	0.07662	0.08902	0.03457	0.91885	0.97799
mcp1k	349945	26	3	3	0	0	0.03093	0.03094	0.04918	0.05022	0.08600	0.08116	0.92375	0.91053
mcp1k	350099	15	7	7	1	1	0.03231	0.03509	0.03834	0.03502	0.07065	0.07011	0.75851	0.76539
mcp1k	350121	2	3	3	0	0	-0.01668	0.01268	0.07007	0.09741	0.05340	0.11009	0.90713	0.92326
mcp1k	350781	8	0	0	1	1	0.09599	0.09256	0.01599	0.01590	0.11198	0.10846	0.70853	0.74332
mcp1k	351617	20	0	0	1	1	0.08146	0.07309	0.01586	0.01839	0.09732	0.09148	0.71307	0.72315
mcp1k	351815	25	0	0	1	1	0.09949	0.09174	0.03033	0.03105	0.12982	0.12278	0.74518	0.75873
mcp1k	352123	10	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	353223	15	2	2	1	0	0.02408	0.02376	0.06365	0.01396	0.08773	0.05174	0.81314	1.09452
mcp1k	353487	3	0	0	1	1	0.05749	0.03619	0.02485	0.03447	0.08234	0.07066	0.75285	0.76558
mcp1k	353729	23	0	0	1	1	0.08950	0.08964	0.00856	0.01511	0.09806	0.10475	0.66755	0.66197
mcp1k	386354	4	0	0	1	1	0.07971	0.08402	0.02307	0.02190	0.10278	0.10592	0.72817	0.72740
mcp1k	386794	15	0	0	1	1	0.03957	0.00268	0.03918	0.05302	0.07875	0.05570	0.74324	0.76900
mcp1k	386838	16	0	0	1	1	0.08573	0.08999	0.01635	0.01160	0.10208	0.10158	0.40159	0.39571
mcp1k	387168	15	0	0	1	1	0.08638	0.08599	0.01270	0.02566	0.09908	0.11166	0.71378	0.72259
mcp1k	387850	15	7	4	1	1	0.08717	0.08724	0.03760	0.01336	0.12477	0.10060	0.68177	0.67279
mcp1k	388884	2	0	0	1	1	0.08867	0.09208	0.02976	0.02336	0.11843	0.11543	0.72859	0.74452
mcp1k	389544	13	0	7	1	1	0.03885	0.09351	0.03866	0.01624	0.07751	0.10976	0.41939	0.39822
mcp1k	389962	5	0	0	1	1	0.08988	0.08624	0.01694	0.01903	0.10682	0.10528	0.38770	0.39078
mcp1k	390006	4	0	0	1	1	0.08332	0.08512	0.03429	0.03578	0.11761	0.12089	0.70712	0.71279
mcp1k	390028	5	0	0	1	1	0.01487	0.09421	0.05059	0.03062	0.06545	0.12483	0.71153	0.63673
mcp1k	390182	4	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	390864	16	5	5	1	1	0.05112	0.00853	0.02984	0.05808	0.10961	0.06661	0.92100	0.87970
mcp1k	391238	25		7		1		0.09976		0.37246		0.47222		1.50130
mcp1k	391766	17	5	5	1	1	0.01773	0.01674	0.03981	0.03176	0.05754	0.05426	0.89504	0.91512
mcp1k	391766	25	7	2	1	0	0.09854	nan	0.09658	nan	0.19512	nan	1.46225	nan
mcp1k	392112	7	0	0	1	1	0.08421	0.09145	0.01822	0.02036	0.10244	0.11182	0.72622	0.69584
mcp1k	392184	18	0	0	1	1	0.06734	0.06682	0.02480	0.03228	0.09213	0.09910	0.70477	0.68304
mcp1k	392200	6	0	0	1	1	0.07525	0.05966	0.04252	0.03941	0.11778	0.09907	0.62639	0.60861
mcp1k	392338	14	0	0	1	1	0.06961	0.09965	0.01659	0.01630	0.08620	0.11596	0.75931	0.75202
mcp1k	392558	2	0	0	1	1	0.08316	0.08699	0.01468	0.02231	0.09785	0.10930	0.48505	0.49226
mcp1k	393542	22	0	0	1	1	0.03364	0.04710	0.04261	0.03630	0.07625	0.08340	0.72290	0.71548
mcp1k	393608	9	3	3	0	0	0.02781	-0.00239	0.02578	0.04480	0.05359	0.04241	0.90037	0.90105
mcp1k	394488	2	0	0	1	1	0.10570	0.09664	0.01673	0.02019	0.12243	0.11683	0.62052	0.62034
mcp1k	394532	8	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	394642	13	3	3	0	0	-0.01359	-0.01846	0.07442	0.07096	0.06843	0.06031	0.98341	0.97436
mcp1k	394796	24	0	0	1	1	0.08489	0.09932	0.08855	0.08870	0.17344	0.18802	0.55362	0.50456
mcp1k	394906	16	0	0	1	1	0.05681	0.06062	0.02167	0.02457	0.07848	0.08519	0.77124	0.75488
mcp1k	395148	10	0	0	1	1	0.06854	0.05825	0.01495	0.02238	0.08349	0.08064	0.74747	0.74953
mcp1k	395610	22	3	3	0	0	-0.00520	-0.01193	0.10288	0.06438	0.09768	0.06653	1.19912	1.02770
mcp1k	395610	28	3	3	0	0	-0.05009	-0.04659	0.03751	0.03723	0.03386	0.03414	0.99831	0.98470
mcp1k	397194	13	0	0	1	1	0.09385	0.09253	0.00931	0.01012	0.10316	0.10265	0.70075	0.69572
mcp1k	397392	13	0	5	1	1	0.08728	0.00330	0.04693	0.06709	0.13422	0.07039	0.76969	0.87655
mcp1k	397568	19	0	0	1	1	0.03877	0.05942	0.03831	0.02533	0.07708	0.08475	0.83160	0.82444
mcp1k	397722	18	3	3	0	0	-0.03217	-0.03240	0.06179	0.06157	0.03831	0.04952	1.03490	1.01451
mcp1k	397920	8	3	3	0	0	-0.01542	-0.01567	0.05348	0.05277	0.03806	0.03710	1.07115	1.06115
mcp1k	398238	13	0	0	1	1	0.10392	0.09984	0.02085	0.01890	0.12477	0.11874	0.69159	0.70656
mcp1k	398260	5	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	398414	18	3	3	0	0	-0.02064	0.02815	0.06928	0.02452	0.04863	0.05268	1.24739	1.14258
mcp1k	398690	18	3	5	0	1	0.01259	0.08559	0.04996	0.06612	0.07105	0.15362	1.06543	0.92815
mcp1k	398722	10	0	0	1	1	0.09737	0.08482	0.01273	0.01242	0.11010	0.09723	0.57000	0.59644
mcp1k	399042	14	0	0	1	1	0.04473	0.03117	0.04009	0.04691	0.08482	0.07807	0.67922	0.68560
mcp1k	399052	15	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	399052	19	3	3	0	0	-0.03914	-0.03844	0.05322	0.04788	0.01408	0.00944	0.66576	0.67267
mcp1k	399284	6	0	0	1	1	0.09190	0.07970	0.00869	0.01137	0.10059	0.09106	0.73588	0.74392
mcp1k	400174	8	0	0	1	1	0.09966	0.06931	0.01922	0.02508	0.11888	0.09438	0.71028	0.73440
mcp1k	400504	6	7	7	1	1	0.06602	0.06903	0.29476	0.32874	0.36078	0.39776	1.43356	1.57057
mcp1k	400636	6	3	3	0	0	0.00151	0.01882	0.04473	0.05858	0.05256	0.09894	1.06746	0.97202
mcp1k	401252	25	2	2	0	0	-0.04414	-0.04297	0.05663	0.05695	0.01248	0.01397	1.19002	1.20361
mcp1k	401450	17	0	0	1	1	0.10231	0.09344	0.02275	0.01329	0.12506	0.10673	0.73482	0.77756
mcp1k	401450	23	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	401824	3	0	0	1	1	0.07560	0.01029	0.03811	0.06013	0.11371	0.07043	0.47243	0.50842
mcp1k	402330	1	2	0	0	1	nan	0.10070	nan	0.16930	nan	0.27000	nan	0.62737
mcp1k	402484	21	0	0	1	1	0.09491	0.08511	0.01005	0.01058	0.10496	0.09568	0.69023	0.71192
mcp1k	402968	19	0	0	1	1	0.05716	0.04276	0.03100	0.03043	0.08816	0.11211	0.83091	0.94083
mcp1k	403958	3	0	0	1	1	0.02772	0.04618	0.02499	0.01347	0.05271	0.05966	0.88774	0.88301
mcp1k	404684	9	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	404816	5	0	0	1	1	0.05723	0.09247	0.02688	0.01259	0.08411	0.10506	0.72511	0.71299
mcp1k	405432	15	4	4	1	1	0.07007	0.07466	0.05056	0.09174	0.12063	0.16640	0.87288	0.82490
mcp1k	405740	14	3	5	0	1	0.01273	0.01081	0.03429	0.03864	0.04702	0.04945	0.89301	0.86671
mcp1k	406752	7	7	0	1	1	0.08816	0.07474	0.01892	0.05995	0.10708	0.13469	1.68225	0.82079
mcp1k	407148	15	4	3	1	0	0.00467	-0.00952	0.03906	0.04744	0.05658	0.05159	0.93172	0.94629
mcp1k	407918	17	7	7	1	1	0.08295	0.08463	0.29625	0.20959	0.37921	0.29422	1.27776	1.21914
mcp1k	408028	19	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	408534	9	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	409084	12	0	0	1	1	0.07957	0.07197	0.01699	0.02317	0.09656	0.09514	0.41471	0.41445
mcp1k	409458	8	0	7	1	1	0.09954	0.10080	0.09286	0.12858	0.19240	0.22939	0.60261	0.61654
mcp1k	409546	9	3	3	0	0	-0.04430	-0.05092	0.07570	0.12013	0.03140	0.06921	0.53392	0.52543
mcp1k	409942	17	3	3	0	0	0.00000	-0.00158	0.00000	0.00668	0.00000	0.00510	0.30639	0.31203
mcp1k	409942	23	3	3	0	0	-0.00874	-0.00902	0.04729	0.06438	0.06615	0.07478	1.03589	1.00546
mcp1k	410008	35		7		1		0.02453		0.31815		0.34267		-0.55240
mcp1k	411460	6	3	3	0	0	-0.02137	0.00000	0.00000	0.00000	0.00000	0.00000	1.06263	0.89938
mcp1k	411790	13	0	0	1	1	0.00885	0.03917	0.05675	0.03772	0.06561	0.07688	0.56699	0.56077
mcp1k	411790	19	7	7	1	1	0.09283	0.09758	0.23359	0.59403	0.32642	0.69161	1.07915	1.63019
mcp1k	412692	13	0	0	1	1	0.00484	0.00103	0.02777	0.03149	0.03260	0.03252	0.55312	0.55350
mcp1k	486049	13	0	0	1	1	0.08251	0.07076	0.01213	0.02553	0.09464	0.09629	0.75367	0.73914
mcp1k	486687	20	4	4	1	1	0.07851	0.07664	0.15913	0.12401	0.23764	0.20065	0.72147	0.83670
mcp1k	486907	16	0	7	1	1	0.06735	0.08563	0.03037	0.02062	0.09772	0.10625	0.81346	0.78161
mcp1k	487633	3	0	0	1	1	0.08168	0.07348	0.06682	0.04665	0.14851	0.12013	0.79359	0.75199
mcp1k	488139	14	3	3	0	0	-0.04505	-0.03915	0.08305	0.06729	0.03801	0.02814	1.10202	1.11947
mcp1k	489327	19	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp1k	489327	27	0	0	1	1	0.07135	0.05401	0.01002	0.01935	0.08137	0.07336	0.32540	0.33771
mcp1k	489811	4	0	0	1	1	0.09124	0.09034	0.02340	0.01885	0.11464	0.10919	0.76713	0.77628
mcp1k	490361	20	4	3	1	0	0.01174	-0.04900	0.03596	0.08116	0.04770	0.03216	0.68156	0.98092
mcp1k	490581	6	3	3	0	0	-0.01383	-0.02500	0.04693	0.05143	0.03311	0.02643	1.08361	1.08788
mcp1k	490977	17	3	3	0	0	-0.02918	-0.04188	0.06852	0.07013	0.04998	0.04156	0.97748	0.99319
mcp1k	490977	23	7	7	1	1	0.09881	0.09606	0.31782	0.21386	0.41663	0.30992	1.11699	0.89068
mcp1k	492649	20	3	3	0	0	0.00315	-0.00381	0.04520	0.06057	0.08519	0.05676	0.98160	0.87635
mcp1k	492891	13	0	0	1	1	0.09332	0.09708	0.02575	0.03043	0.11907	0.12751	0.72643	0.68139
mcp1k	492913	15	3	3	0	0	0.03899	0.03810	0.02970	0.03912	0.06868	0.07722	1.11574	1.15131
mcp1k	493243	13	3	3	0	0	0.03677	0.04046	0.02299	0.02471	0.05976	0.06517	1.18399	1.12449
mcp2k	47036	12	0	0	1	1	0.09078	0.08648	0.00942	0.01085	0.10020	0.09733	0.68810	0.68692
mcp2k	47058	24	0	0	1	1	0.07143	0.09532	0.02415	0.01568	0.09559	0.11100	0.78951	0.77311
mcp2k	47212	1	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp2k	47784	17	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp2k	47784	23	7	7	1	1	0.07987	0.00061	0.12161	0.05296	0.20148	0.05357	0.72838	0.52192
mcp2k	47916	11	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp2k	49657	19		3		0		-0.01954		0.06689		0.04735		2.70527
mcp2k	49767	21	0	0	1	1	0.08202	0.04415	0.06227	0.09424	0.14429	0.13839	0.76816	0.73783
mcp2k	49789	16	0	0	1	1	0.09708	0.08808	0.04415	0.04080	0.14123	0.12889	0.72108	0.75324
mcp2k	49877	21	0	0	1	1	0.04318	0.03516	0.04167	0.04595	0.08485	0.08112	0.60969	0.60693
mcp2k	49984	4	3	3	0	0	-0.01512	0.01807	0.07415	0.04775	0.05903	0.08447	0.94891	0.94270
mcp2k	49987	8	3	3	0	0	0.00533	0.00383	0.01752	0.02517	0.05777	0.04177	1.06814	1.07726
mcp2k	50270	18	0	0	1	1	0.04860	0.04599	0.02789	0.03119	0.07649	0.07718	0.29762	0.28843
mcp2k	50273	11	0	0	1	1	0.07440	0.08340	0.02055	0.02223	0.09495	0.10563	0.74318	0.72527
mcp2k	51153	19	0	0	1	1	0.07890	0.00713	0.01778	0.05304	0.09667	0.06017	0.81959	0.85278
mcp2k	51260	7	3	3	0	0	0.04584	0.05781	0.06377	0.07614	0.12132	0.13395	0.95375	0.90599
mcp2k	51417	15	0	0	1	1	0.08699	0.05775	0.01351	0.02364	0.10050	0.08138	0.71693	0.74057
mcp2k	51546	16	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp2k	51964	7	3	2	0	0	-0.04216	nan	0.11004	nan	0.06788	nan	1.02860	nan
mcp2k	52121	11	3	5	0	1	0.10938	0.08309	0.12068	0.10035	0.23007	0.18344	0.68888	0.70764
mcp2k	52220	14	3	3	0	0	-0.01006	-0.00371	0.04458	0.04844	0.06284	0.06359	0.96105	0.95098
mcp2k	52338	1	7	7	1	1	0.01242	0.04351	0.13037	0.19091	0.14279	0.23442	0.94120	0.84636
mcp2k	52352	24	7	3	1	0	0.09603	0.09511	0.11310	0.13285	0.20913	0.22796	1.19134	0.99652
mcp2k	52693	18	3	3	0	0	-0.08174	0.04883	0.16785	0.04996	0.08611	0.09878	1.18987	1.30861
mcp2k	52693	29	3	7	0	1	-0.02762	0.02785	0.19420	0.07752	0.16658	0.10537	1.40318	1.24856
mcp2k	53111	25	0	0	1	1	0.05361	0.10068	0.03189	0.02957	0.08550	0.13025	0.73359	0.67571
mcp2k	53130	8	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp2k	53658	15	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp2k	54453	24	7	7	1	1	0.06199	0.06388	0.29979	0.27641	0.36178	0.34029	1.46797	1.25806
mcp2k	54475	20	3	7	0	1	-0.03188	0.04717	0.07900	6.49678	0.04712	6.54395	0.91137	-22.11712
mcp2k	54629	15	5	0	1	1	0.10112	0.09421	0.08861	0.05165	0.18973	0.14586	0.62090	0.66188
mcp2k	54629	20	3	3	0	0	-0.01981	-0.02146	0.04265	0.04069	0.06379	0.05749	0.99285	0.97538
mcp2k	54692	7	0	0	1	1	0.08201	0.08206	0.03080	0.02478	0.11281	0.10684	0.72906	0.73165
mcp2k	54882	2	0	0	1	1	0.05725	0.06021	0.03419	0.04905	0.09144	0.10926	0.76396	0.81880
mcp2k	55220	17	2	5	0	1	nan	0.08544	nan	0.14182	nan	0.22726	nan	0.75671
mcp2k	55278	13	3	3	0	0	-0.05396	-0.05092	0.08560	0.08208	0.03164	0.03116	1.11720	1.11871
mcp2k	55278	21	3	3	0	0	-0.02482	-0.05053	0.04444	0.07632	0.01962	0.02579	0.57502	0.55152
mcp2k	55322	18	7	3	1	0	0.04810	-0.03050	0.07261	0.10300	0.13161	0.07251	1.01129	1.01427
mcp2k	55322	25	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp2k	55740	17	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp2k	55770	10	0	0	1	1	0.08844	0.08429	0.02549	0.05064	0.11393	0.13494	0.71405	0.71894
mcp2k	56180	18	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp2k	56180	22	2	7	0	1	nan	0.08839	nan	0.35074	nan	0.43913	nan	-2.33003
mcp2k	56257	13	0	0	1	1	0.08774	0.08902	0.05818	0.05917	0.14593	0.14819	0.83561	0.85799
mcp2k	56466	17	3	3	0	0	0.09783	0.10516	0.49967	0.73705	0.59750	0.84220	2.35108	6.77630
mcp2k	56466	21	3	3	0	0	0.01417	0.00000	0.03794	0.00000	0.05211	0.00000	1.28894	0.58629
mcp2k	56862	8	0	0	1	1	0.02015	0.02436	0.05547	0.05428	0.07562	0.07864	0.69141	0.70919
mcp2k	56939	8	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp2k	56972	17	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp2k	57764	7	0	0	1	1	0.10588	0.08215	0.02317	0.02233	0.12905	0.10448	0.60074	0.63185
mcp2k	58072	15	3	7	0	1	0.00171	0.03380	0.10848	0.08838	0.11018	0.12218	1.33029	1.13400
mcp2k	58787	11	0	0	1	1	0.10506	0.08312	0.02419	0.03593	0.12924	0.11905	0.62192	0.66722
mcp2k	66366	22	3	3	0	0	0.03405	-0.00319	0.06054	0.06471	0.11784	0.07451	0.99301	1.03128
mcp2k	66718	11	0	3	1	0	0.01450	0.03092	0.03362	0.04653	0.08479	0.11209	0.94986	0.97468
mcp2k	67026	17	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp2k	67868	24	3	3	0	0	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.50107	0.56325
mcp2k	67898	10	2	3	0	0	nan	-0.04000	nan	0.08027	nan	0.04380	nan	1.00419
mcp2k	67928	9	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp2k	67942	22	3	0	0	1	0.01282	0.09131	0.04349	0.05319	0.09493	0.15164	1.01904	0.91203
mcp2k	68308	6	3	3	0	0	-0.04043	0.04181	0.08425	0.08903	0.04382	0.13084	0.99275	0.92278
mcp2k	68748	11	2	3	0	0	nan	0.06336	nan	0.07377	nan	0.13713	nan	2.74511
mcp2k	68748	13	7	7	1	1	0.05488	0.06378	0.13283	0.14621	0.18771	0.20999	0.94115	0.89611
mcp2k	68830	11	7	5	1	1	0.05921	0.00740	0.07018	0.06236	0.12940	0.06976	0.80468	0.82393
mcp2k	69072	10	0	0	1	1	0.09901	0.09377	0.13912	0.18441	0.23813	0.27818	0.91442	1.05879
mcp2k	69144	13	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp2k	69152	5	3	3	0	0	-0.03344	-0.03401	0.06776	0.05544	0.03432	0.02143	1.18724	1.05265
mcp2k	69232	20	7	3	1	0	0.09675	0.09498	0.14436	0.04727	0.24111	0.14226	0.71123	0.74993
mcp2k	69556	18	3	3	0	0	0.02058	0.00000	0.02174	0.00000	0.04232	0.00000	0.23586	0.20872
mcp2k	69618	12	0	0	1	1	0.09957	0.08475	0.01947	0.01524	0.11904	0.09999	0.70832	0.73140
mcp2k	69922	9	0	3	1	0	0.03177	0.03831	0.03488	0.04470	0.06665	0.08301	0.81204	0.88243
mcp2k	69922	14	3	7	0	1	0.10308	0.09659	0.28405	0.20610	0.38713	0.30269	2.60531	1.50557
mcp2k	69926	4	0	0	1	1	0.06399	0.07675	0.02365	0.01870	0.08765	0.09545	0.75735	0.73112
mcp2k	70010	8	7	7	1	1	0.00102	0.00334	0.05465	0.05615	0.05567	0.05949	0.89565	0.87917
mcp2k	70084	20	2	2	0	0	nan	nan	nan	nan	nan	nan	nan	nan
mcp2k	70124	18	0	3	1	0	0.06862	0.04093	0.08222	0.08119	0.15084	0.12239	0.90894	0.97497
mcp2k	70178	22		3		0		0.10544		1.56317		1.66861		23.88714
mcp2k	70178	23	3	3	0	0	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.27491	0.25995
mcp2k	70222	12	3	3	0	0	-0.03738	-0.03933	0.05955	0.05781	0.02217	0.01849	0.58596	0.56803
mcp2k	70442	14	0	0	1	1	0.09800	0.09115	0.02183	0.01735	0.11983	0.10850	0.72223	0.72384
mcp2k	70472	16	5	0	1	1	0.04380	0.04715	0.04074	0.03882	0.08455	0.08597	1.12546	0.88186
mcp2k	70574	15	0	0	1	1	0.07473	0.05858	0.01856	0.02538	0.09329	0.08396	0.40797	0.40516
mcp2k	70713	25	2	2	0	0	-0.04246	-0.04335	0.11709	0.13163	0.07463	0.08828	0.98419	0.96939
mcp2k	70744	18	0	0	1	1	0.05751	0.08187	0.05665	0.06692	0.11416	0.14878	0.62345	0.57803
mcp2k	70766	21	3	7	0	1	-0.01234	0.02840	0.04583	0.05741	0.03349	0.08581	0.81744	0.76155
mcp2k	70766	27	7	7	1	1	0.08332	0.08827	0.03385	0.02152	0.11717	0.10979	0.73367	0.78314
mcp2k	70816	9	0	0	1	1	0.02075	0.02513	0.03208	0.02821	0.05283	0.05334	0.76697	0.75633
mcp2k	71022	16	3	3	0	0	0.00298	0.04124	0.07255	0.07293	0.08552	0.11964	1.01587	0.96295
mcp2k	71022	28	7	3	1	0	0.09519	-0.01708	0.46738	0.15955	0.56257	0.14247	-2.77341	-1.49026
mcp2k	71092	4	7	3	1	0	0.02742	-0.02520	0.05976	0.07435	0.08718	0.04915	0.81381	0.86850
mcp2k	71466	9	0	0	1	1	0.03028	0.06261	0.04249	0.02073	0.07277	0.08334	0.79725	0.76399
mcp2k	71558	14	0	0	1	1	0.08691	0.08919	0.01532	0.02164	0.10223	0.11082	0.75446	0.73141
mcp2k	71681	12	0	0	1	1	0.01815	0.02430	0.04804	0.04666	0.06619	0.07096	0.68344	0.69385
mcp2k	71778	21	7	7	1	1	0.03382	0.04524	0.07094	0.05825	0.10476	0.10348	0.87706	0.87021
mcp2k	72055	14	4	4	1	1	0.01910	0.02225	0.08665	0.09179	0.10576	0.11404	0.87283	0.86639
mcp2k	72092	23	0	0	1	1	0.07863	0.09684	0.00987	0.00899	0.08850	0.10583	0.70148	0.68226
