event	has	main_cid	n_union	rows	len_cm	uncov	uncov_union	P1	P1_2	ridge_med	P2	P3	holes	P4	img_pts	qneg	wig1	R2D_U	R2Dpm1_U	med_d_U	noslice_U	dead_U	nlive_U	R2D_V	R2Dpm1_V	med_d_V	noslice_V	dead_V	nlive_V	R2D_W	R2Dpm1_W	med_d_W	noslice_W	dead_W	nlive_W
388	1	23	48	1069	5180.4	0.40073	0.54034	0.15809	0.00093545	0.49288	0.039289	1.9303	10	0.59369	12482	0.10009	0.29373	0.028999	0.016838	0.25406	0.00093545	0	1069	0.024413	0.015023	0.26049	0.00093897	0.0037418	1065	0.02754	0.008547	0.25556	0.00094967	0.014967	1053
10550	1	7	40	429	3064.7	0.48896	0.3908	0.088578	0.018648	0.27962	0.048951	0.32629	1	0.85029	2988	0.039627	0.31469	0.018648	0.02331	0.24243	0.016317	0	429	0.030445	0.023419	0.25988	0.016393	0.004662	427	0.018648	0.018648	0.24495	0.016317	0	429
30504	1	11	33	552	2515.4	0.28257	0.36785	0.094203	0	0.4098	0.030797	1.9878	5	0.44352	8371	0.048913	0.22645	0.025362	0.018116	0.25912	0	0	552	0.025501	0.010929	0.25273	0	0.0054348	549	0.012681	0.0018116	0.25251	0	0	552
38856	1	12	28	680	2138.4	0.20795	0.42333	0.12353	0.0073529	0.37632	0.033824	3.7412	8	0.5757	7899	0.067647	0.25441	0.016176	0.014706	0.25873	0	0	680	0.033003	0.019802	0.24448	0	0.10882	606	0.016176	0.0044118	0.23497	0	0	680
42280	1	8	41	991	4768.3	0.27168	0.40336	0.16751	0.057518	0.44156	0.094854	3.3555	16	0.40533	16067	0.1221	0.27649	0.042381	0.024218	0.2555	0	0	991	0.074262	0.039674	0.27096	0	0.0080727	983	0.044534	0.032389	0.25244	0	0.0030272	988
46363	1	19	44	871	4614.1	0.34867	0.36884	0.14007	0.017222	0.45509	0.067738	2.8175	13	0.52187	10721	0.10792	0.2744	0.016073	0.010333	0.23437	0	0	871	0.069909	0.054711	0.2727	0	0.24455	658	0.042725	0.023095	0.26266	0	0.0057405	866
52672	1	82	56	542	3657	0.53742	0.32882	0.10148	0.0073801	0.31416	0.071956	0.27345	1	0.52519	5382	0.04059	0.33395	0.016605	0.01107	0.24698	0	0	542	0.060784	0.04902	0.24248	0	0.059041	510	0.042831	0.035382	0.22597	0	0.0092251	537
54095	1	17	46	1222	4621.1	0.29121	0.54536	0.14566	0.002455	0.47043	0.047463	4.328	20	0.58555	16802	0.13011	0.25041	0.021277	0.010638	0.25078	0	0	1222	0.05341	0.035333	0.25913	0	0.0040917	1217	0.01505	0.0041806	0.24248	0	0.021277	1196
69314	1	3	28	772	3117	0.067359	0.25094	0.049223	0	0.22905	0.029793	0.64165	2	0.70903	6776	0.036269	0.13472	0.011658	0.003886	0.25884	0.0025907	0	772	0.035019	0.022049	0.25937	0.002594	0.0012953	771	0.0092348	0.0079156	0.24365	0.0026385	0.018135	758
74544	1	12	20	679	3152.8	0.28207	0.45398	0.11929	0	0.4567	0.035346	2.5374	8	0.44613	11394	0.079529	0.26068	0.0044183	0.0014728	0.25041	0	0	679	0.033873	0.025037	0.28483	0	0	679	0.01791	0.0074627	0.24334	0.0014925	0.013255	670
81597	1	19	31	623	3318.5	0.29966	0.66935	0.14767	0.0032103	0.46667	0.043339	2.4107	8	0.67483	6400	0.10433	0.33226	0.014446	0.0064205	0.27334	0.0080257	0	623	0.031097	0.022913	0.23098	0.0081833	0.019262	611	0.019293	0.0064309	0.253	0.0080386	0.0016051	622
90055	1	11	60	1200	6528.6	0.30697	0.3124	0.19417	0.045833	0.50657	0.085833	2.7571	18	0.52566	14767	0.11917	0.28667	0.03	0.024167	0.25418	0.028333	0	1200	0.047138	0.027778	0.26311	0	0.01	1188	0.032506	0.013687	0.26304	0	0.025833	1169
111412	1	18	23	478	2851.2	0.26453	0.18216	0.027197	0	0.34051	0.0041841	2.1044	6	0.40265	6886	0.11297	0.24268	0.0083682	0.0020921	0.2554	0	0	478	0.012552	0.0020921	0.27126	0	0	478	0.0084926	0.0021231	0.23941	0	0.014644	471
116962	1	21	23	436	1318.1	0.32418	0.38429	0.12615	0.011468	0.36012	0.045872	2.276	3	0.54346	4326	0.080275	0.25459	0.036697	0.022936	0.25111	0	0	436	0.036697	0.022936	0.25445	0	0	436	0.018391	0.0068966	0.2536	0	0.0022936	435
122660	1	31	41	805	4797	0.29881	0.40215	0.15155	0.0074534	0.47211	0.090683	2.71	13	0.54429	8667	0.10186	0.28571	0.02236	0.0099379	0.26526	0	0	805	0.090314	0.051047	0.2931	0	0.050932	764	0.068922	0.04386	0.25689	0	0.0086957	798
131357	1	12	22	366	1166.5	0.3046	0.39858	0.076503	0	0.29412	0.060109	0.85723	1	0.88851	2354	0.021858	0.28689	0.032787	0.02459	0.25803	0	0	366	0.051913	0.040984	0.28379	0	0	366	0.030055	0.019126	0.23092	0	0	366
