event	has	main_cid	n_union	rows	len_cm	uncov	uncov_union	P1	P1_2	ridge_med	P2	P3	holes	P4	img_pts	qneg	wig1	R2D_U	R2Dpm1_U	med_d_U	noslice_U	dead_U	nlive_U	R2D_V	R2Dpm1_V	med_d_V	noslice_V	dead_V	nlive_V	R2D_W	R2Dpm1_W	med_d_W	noslice_W	dead_W	nlive_W
388	1	23	45	1075	5117.2	0.39162	0.50885	0.16558	0	0.45889	0.031628	3.3222	17	0.60854	12357	0.11721	0.31535	0.020465	0.0093023	0.24999	0	0	1075	0.034547	0.014939	0.25856	0	0.0037209	1071	0.022684	0.0094518	0.24429	0.00094518	0.015814	1058
10550	1	7	40	466	2978.2	0.47958	0.38689	0.14807	0.017167	0.30931	0.066524	1.0073	3	0.89485	2988	0.049356	0.27897	0.036481	0.034335	0.28381	0.012876	0	466	0.025806	0.019355	0.24966	0.012903	0.0021459	465	0.027897	0.023605	0.26585	0.012876	0	466
30504	1	11	32	638	2801.5	0.26603	0.34949	0.15517	0	0.49192	0.028213	4.9974	14	0.484	8361	0.11755	0.24608	0.034483	0.020376	0.25958	0	0	638	0.036335	0.0063191	0.27344	0	0.007837	633	0.014107	0.0015674	0.2519	0	0	638
38856	1	12	28	630	2012.4	0.22235	0.43277	0.14286	0.0079365	0.35787	0.036508	2.9814	6	0.53876	7899	0.069841	0.26349	0.0047619	0.0015873	0.26725	0	0	630	0.057866	0.028933	0.27633	0	0.12222	553	0.028571	0.0095238	0.24171	0	0	630
42280	1	8	41	998	4860.9	0.29818	0.39495	0.1523	0.047094	0.48591	0.069138	3.0859	15	0.37467	16069	0.10822	0.24048	0.038076	0.014028	0.26601	0	0	998	0.058045	0.033605	0.25871	0	0.016032	982	0.049246	0.023116	0.25426	0	0.003006	995
46363	1	19	44	976	5120.5	0.3021	0.37641	0.14344	0.0030738	0.47585	0.042008	3.5153	18	0.58955	10721	0.13115	0.3043	0.028689	0.014344	0.25723	0	0	976	0.029126	0.019417	0.25539	0	0.26127	721	0.042225	0.019567	0.27732	0	0.005123	971
52672	1	9	57	610	3845.8	0.23441	0.32802	0.078689	0.0065574	0.34309	0.059016	1.5602	6	0.55695	5390	0.078689	0.3623	0.031148	0.013115	0.2653	0	0	610	0.036649	0.031414	0.25788	0	0.060656	573	0.038206	0.0299	0.23534	0	0.013115	602
54095	1	17	47	1231	4767.5	0.35199	0.56141	0.16003	0.0089358	0.52112	0.056864	5.4536	26	0.56232	16814	0.1511	0.27457	0.035743	0.020309	0.26653	0	0	1231	0.058728	0.032626	0.26411	0	0.0040617	1226	0.025105	0.010879	0.24316	0	0.029245	1195
69314	1	3	28	798	3481.1	0.079336	0.25201	0.055138	0	0.21295	0.017544	0.8618	3	0.72543	6776	0.038847	0.16667	0.012531	0.0062657	0.25267	0.0025063	0	798	0.018821	0.0087829	0.25745	0.0025094	0.0012531	797	0.012739	0.0038217	0.23827	0.0025478	0.016291	785
74544	1	12	20	761	3663.9	0.29384	0.45423	0.15769	0.0026281	0.53349	0.030223	3.0023	11	0.48482	11394	0.10118	0.29566	0.043364	0.014455	0.26594	0	0	761	0.028909	0.0078844	0.26101	0	0	761	0.021248	0.0066401	0.23887	0.001328	0.010512	753
81597	1	19	29	614	3108.8	0.29466	0.64764	0.094463	0	0.37149	0.050489	2.5733	8	0.64595	6332	0.12378	0.24919	0.029316	0.021173	0.24596	0.0065147	0	614	0.029508	0.019672	0.25591	0.0065574	0.0065147	610	0.013072	0.003268	0.24204	0.0065359	0.0032573	612
90055	1	11	59	1146	6467.3	0.26149	0.33136	0.15532	0.028796	0.44442	0.071553	2.474	16	0.52059	14808	0.099476	0.27923	0.026178	0.015707	0.25974	0.029668	0	1146	0.043517	0.031972	0.28522	0	0.017452	1126	0.016071	0.0080357	0.24715	0	0.022688	1120
111412	1	18	23	372	2500.4	0.3862	0.18428	0.048387	0	0.32569	0.0080645	1.1998	3	0.31949	6886	0.053763	0.24194	0.0053763	0	0.2345	0	0	372	0.010753	0	0.27314	0	0	372	0.013661	0.0081967	0.22705	0	0.016129	366
116962	1	21	23	472	1329.6	0.2015	0.37699	0.11017	0.010593	0.36616	0.095339	4.5125	6	0.58639	4326	0.084746	0.25847	0.050847	0.033898	0.28246	0	0	472	0.082627	0.055085	0.27585	0.0021186	0	472	0.027601	0.010616	0.24014	0	0.0021186	471
122660	1	31	41	760	4739.1	0.29881	0.40457	0.16316	0.0078947	0.47736	0.086842	2.1101	10	0.50545	8667	0.098684	0.27237	0.026316	0.015789	0.23154	0	0	760	0.097222	0.041667	0.26977	0	0.052632	720	0.065963	0.042216	0.26698	0	0.0026316	758
131357	1	12	22	399	1403.6	0.29354	0.41013	0.13283	0	0.30819	0.035088	2.8498	4	0.93025	2354	0.072682	0.32832	0.032581	0.022556	0.24084	0	0	399	0.017544	0.015038	0.25839	0	0	399	0.02005	0.015038	0.24263	0	0	399
137238	1	144	18	558	1769.4	0.25734	0.35822	0.051971	0	0.23417	0.014337	1.1303	2	0.79042	3683	0.035842	0.15771	0.0089606	0.0089606	0.22958	0.0017921	0	558	0.0056926	0.0018975	0.24594	0.0018975	0.055556	527	0.014363	0.0035907	0.24321	0.0017953	0.0017921	557
138009	1	12	35	624	2652.5	0.19904	0.34733	0.11699	0	0.31451	0.044872	1.885	5	0.79794	4924	0.072115	0.26923	0.017628	0.0064103	0.24759	0	0	624	0.066007	0.037954	0.27391	0	0.028846	606	0.0064309	0.0016077	0.24965	0	0.0032051	622
163543	1	14	50	663	3010.1	0.26062	0.36905	0.096531	0.013575	0.31659	0.075415	0.66442	2	0.79684	4944	0.021116	0.30166	0.028658	0.016591	0.23862	0	0	663	0.062787	0.049005	0.25768	0	0.015083	653	0.031546	0.01735	0.25435	0	0.043741	634
168596	1	14	50	909	4290.9	0.29384	0.45387	0.18482	0.011001	0.48204	0.057206	3.9619	17	0.67779	8543	0.13641	0.28933	0.033003	0.016502	0.2683	0	0	909	0.071749	0.038117	0.27042	0	0.018702	892	0.028857	0.011099	0.25701	0	0.0088009	901
172230	1	5	37	748	2283	0.30219	0.33848	0.1631	0.0053476	0.4665	0.052139	2.1901	5	0.65474	8262	0.066845	0.28342	0.037433	0.026738	0.25048	0	0	748	0.029412	0.01738	0.25577	0	0	748	0.021676	0.013006	0.22358	0	0.074866	692
174637	1	9	29	489	2781.1	0.28257	0.33798	0.055215	0	0.24131	0.026585	0.35958	1	0.82723	3336	0.038855	0.33129	0.010246	0.0040984	0.23053	0.012295	0.002045	488	0.010225	0.00818	0.23793	0	0	489	0.016393	0.0061475	0.20736	0	0.002045	488
196649	1	11	22	868	3424.7	0.31555	0.57964	0.16935	0.012673	0.55047	0.070276	4.3799	15	0.56843	10797	0.14862	0.28802	0.018433	0.011521	0.25836	0	0	868	0.064516	0.036866	0.28555	0	0	868	0.068627	0.026961	0.26238	0	0.059908	816
214469	1	16	43	1226	3885	0.32569	0.49118	0.19168	0.0089723	0.52723	0.075041	3.6036	14	0.69177	11614	0.12316	0.23328	0.045677	0.029364	0.26663	0	0	1226	0.074039	0.041237	0.27199	0	0.12969	1067	0.032787	0.014754	0.25393	0	0.004894	1220
219295	1	15	38	757	3173.9	0.28389	0.39796	0.089828	0.001321	0.32659	0.027741	2.2055	7	0.80133	6246	0.060766	0.26552	0.022457	0.01321	0.27167	0	0	757	0.017173	0.01321	0.27373	0	0	757	0.0066401	0.002656	0.23415	0	0.005284	753
234638	1	10	54	764	4425.3	0.32102	0.33857	0.096859	0.0078534	0.28639	0.060209	0.9039	4	0.7124	5550	0.036649	0.26702	0.019634	0.014398	0.24283	0.0026178	0	764	0.02356	0.013089	0.26066	0.0026178	0	764	0.040843	0.035573	0.25755	0.002635	0.0065445	759
235435	1	2	10	325	963.47	0.34697	0.44182	0.12	0	0.44558	0.055385	6.2275	6	0.78833	2687	0.15385	0.18462	0.033846	0.012308	0.25504	0	0	325	0.045161	0.029032	0.26073	0	0.046154	310	0.043077	0.018462	0.23817	0	0	325
239794	1	2	51	1092	3566.9	0.30822	0.56223	0.13462	0	0.46356	0.052198	6.1678	22	0.67808	11026	0.1456	0.30311	0.042125	0.03022	0.27493	0	0	1092	0.024725	0.018315	0.24448	0.003663	0	1092	0.021884	0.0047574	0.23986	0	0.037546	1051
246579	1	19	43	911	4631.7	0.28878	0.43703	0.1449	0	0.46978	0.05708	4.1022	19	0.58773	10758	0.12843	0.29528	0.020856	0.013172	0.25169	0	0	911	0.043624	0.016779	0.25325	0	0.018661	894	0.058603	0.03616	0.26516	0	0.11965	802
256587	1	11	83	1920	9180.3	0.32924	0.44249	0.15469	0.010417	0.47466	0.044271	4.4661	41	0.47612	30195	0.16562	0.26927	0.0375	0.020833	0.26301	0	0	1920	0.023634	0.0094538	0.26482	0	0.0083333	1904	0.040966	0.015756	0.25386	0	0.0083333	1904
267597	1	5	63	862	4707.5	0.18999	0.34582	0.062645	0	0.21865	0.032483	1.2746	6	0.86193	6184	0.040603	0.2355	0.017401	0.015081	0.23973	0	0	862	0.016241	0.012761	0.25785	0	0	862	0.010477	0.010477	0.24077	0	0.0034803	859
268067	1	15	22	523	1537.4	0.12341	0.30695	0.043977	0	0.23487	0.032505	1.9513	3	0.88192	3637	0.040153	0.17973	0.017208	0.011472	0.26329	0	0	523	0.015296	0.013384	0.25724	0	0	523	0.015355	0.0076775	0.24898	0	0.0038241	521
268784	1	13	43	904	4018.2	0.3669	0.35634	0.065265	0	0.2647	0.0099558	0.99547	4	0.85723	6277	0.043142	0.23783	0.0044248	0.0033186	0.24879	0	0	904	0.014381	0.0077434	0.26611	0	0	904	0.0088692	0	0.22653	0	0.0022124	902
269774	1	87	77	1216	6790.8	0.20425	0.42194	0.10609	0.0049342	0.42731	0.056743	1.4726	10	0.76378	9677	0.07648	0.28372	0.029605	0.019737	0.24397	0	0	1216	0.055184	0.031773	0.27649	0.0050167	0.016447	1196	0.017284	0.0049383	0.24623	0	0.00082237	1215
271851	1	23	39	903	3436.1	0.4064	0.47444	0.11406	0.0033223	0.43251	0.058693	5.2385	18	0.47979	10291	0.13068	0.28571	0.026578	0.018826	0.26227	0.0011074	0	903	0.083231	0.03672	0.29002	0	0.095238	817	0.030303	0.012346	0.25135	0.0022447	0.013289	891
342199	1	20	31	658	2686.2	0.27311	0.4084	0.077508	0	0.3362	0.057751	1.8614	5	0.85358	4068	0.10182	0.29787	0.028875	0.018237	0.27549	0	0	658	0.038226	0.025994	0.25999	0	0.006079	654	0.032308	0.015385	0.25491	0	0.012158	650
350186	1	6	27	317	1452.2	0.20625	0.29305	0.11041	0	0.32032	0.031546	1.3773	2	0.65436	3244	0.041009	0.40379	0.028391	0.018927	0.24272	0	0	317	0.022364	0.015974	0.24403	0	0.012618	313	0.0094637	0.0031546	0.25183	0	0	317
360535	1	7	33	901	3024	0.35674	0.53603	0.15205	0.0055494	0.51559	0.055494	7.2752	22	0.57958	10745	0.16981	0.26748	0.018868	0.008879	0.26536	0.0011099	0	901	0.055494	0.023307	0.28723	0.0011099	0	901	0.043722	0.023543	0.2379	0.0011211	0.0099889	892
389538	1	19	35	971	3860.7	0.24841	0.29577	0.050463	0	0.16437	0.012358	0.25902	1	0.88967	6135	0.013388	0.15242	0.0082389	0.0061792	0.258	0	0	971	0.0082816	0.005176	0.24215	0	0.0051493	966	0.0051867	0.0020747	0.24047	0	0.0072091	964
400474	1	18	53	756	4138.9	0.30847	0.34067	0.10053	0.005291	0.32346	0.055556	1.9329	8	0.64233	6597	0.095238	0.28571	0.021164	0.010582	0.27493	0	0	756	0.042328	0.027778	0.23647	0	0	756	0.023841	0.017219	0.2571	0	0.0013228	755
422851	1	78	50	621	3161.6	0.51768	0.36925	0.11433	0.0048309	0.41374	0.059581	3.1629	10	0.72062	4841	0.1095	0.33816	0.014493	0.014493	0.25984	0	0	621	0.070853	0.05153	0.30258	0	0	621	0.029032	0.0064516	0.22946	0	0.0016103	620
423981	1	12	33	751	3307.9	0.32235	0.39871	0.071904	0	0.25411	0.0253	1.5115	5	0.69205	6745	0.047936	0.21305	0.01731	0.0066578	0.24863	0	0	751	0.024	0.014667	0.25284	0	0.0013316	750	0.0081411	0.0054274	0.21347	0	0.018642	737
433451	1	4	91	1315	7036.4	0.26617	0.42518	0.10875	0	0.39946	0.047909	3.6951	26	0.66694	11761	0.13384	0.3346	0.0327	0.012928	0.2421	0.00076046	0	1315	0.046154	0.02834	0.2877	0.00080972	0.060837	1235	0.024125	0.0085603	0.24002	0.00077821	0.022814	1285
437699	1	11	43	695	4187.5	0.20376	0.29575	0.080576	0	0.33123	0.041727	0.71643	3	0.71631	5945	0.05036	0.25612	0.031655	0.011511	0.26112	0	0	695	0.047482	0.034532	0.24033	0	0	695	0.015919	0.0072359	0.22588	0	0.0057554	691
444187	1	20	6	481	1080.7	0.25792	0.42894	0.049896	0	0.13479	0.035343	0	0	0.8731	3524	0.022869	0.074844	0.002079	0.002079	0.23347	0	0	481	0.027197	0.023013	0.24804	0	0.006237	478	0.023109	0.023109	0.25343	0	0.010395	476
447477	1	11	37	511	3754.6	0.29181	0.26945	0.09002	0	0.41613	0.050881	1.598	6	0.52622	5766	0.091977	0.29941	0.031311	0.015656	0.22911	0.0019569	0	511	0.033268	0.013699	0.25657	0.0019569	0	511	0.045276	0.021654	0.24547	0.0019685	0.0058708	508
469665	1	15	23	417	1961.8	0.31909	0.36934	0.1295	0	0.47438	0.045564	3.0584	6	0.68143	4115	0.067146	0.32614	0.024752	0.022277	0.25929	0	0.031175	404	0.038369	0.019185	0.25548	0	0	417	0.014458	0.0072289	0.23994	0	0.0047962	415
