event	has	main_cid	n_union	rows	len_cm	uncov	uncov_union	P1	P1_2	ridge_med	P2	P3	holes	P4	img_pts	qneg	wig1	R2D_U	R2Dpm1_U	med_d_U	noslice_U	dead_U	nlive_U	R2D_V	R2Dpm1_V	med_d_V	noslice_V	dead_V	nlive_V	R2D_W	R2Dpm1_W	med_d_W	noslice_W	dead_W	nlive_W
47278	1	6	12	194	592.68	0.10796	0.26678	0.010309	0	0.087495	0.0051546	0	0	0.89848	966	0.010309	0.13918	0.010309	0	0.24741	0	0	194	0.0051546	0.0051546	0.28615	0	0	194	0	0	0.19436	0	0	194
47784	1	17	7	472	2373.4	0.073821	0.010546	0.012712	0	0.19741	0.0063559	0	0	0.9579	3406	0	0.03178	0	0	0.24876	0	0	472	0.0063694	0.0063694	0.26151	0	0.0021186	471	0	0	0.25611	0	0.0084746	468
49742	1	16	6	221	1134	0.41372	0.22557	0.13575	0.12217	0.079655	0.12217	0	0	1	981	0.0181	0.063348	0.0090498	0.0045249	0.26191	0	0	221	0.027149	0.027149	0.25605	0.11765	0	221	0	0	0.25067	0	0	221
51219	1	12	14	490	2932.4	0.056978	0.27482	0.018367	0	0.17821	0	1.3641	4	0.89724	3520	0.044898	0.073469	0.0040816	0	0.23365	0	0	490	0	0	0.24803	0	0.0020408	489	0	0	0.24136	0	0.063265	459
51546	1	16	9	303	1375.8	0.14506	0.34567	0.062706	0	0.35028	0	1.4537	2	0.59716	2628	0.046205	0.17822	0.0033003	0	0.24648	0	0	303	0.023102	0	0.24869	0	0	303	0.0033003	0	0.24092	0	0	303
51868	1	7	12	343	1119.5	0.013538	0.13078	0.0058309	0	0.22444	0.0029155	0	0	0.62341	2995	0	0.078717	0.0029155	0.0029155	0.27209	0	0	343	0	0	0.25551	0	0	343	0	0	0.207	0	0	343
52044	1	18	22	355	2501.4	0.24641	0.22966	0.011268	0	0.17293	0.030986	0.79956	2	0.90624	2103	0.039437	0.13239	0.0056338	0.0056338	0.25898	0.014085	0	355	0.014124	0.011299	0.24726	0.014124	0.0028169	354	0.0056818	0.0056818	0.22251	0.014205	0.0084507	352
52352	1	17	11	47	1473.1	0.35066	0.077309	0	0	0.079121	0	0.67882	1	0.99664	182	0.21277	0.44681	0	0	0.22599	0	0	47	0	0	0.2493	0	0.14894	40	0	0	0.12729	0	0	47
53658	1	15	8	189	1061.1	0.43207	0.098363	0	0	0.069576	0	0	0	0.78087	1173	0	0.079365	0	0	0.26433	0	0	189	0	0	0.24383	0	0.021164	185	0	0	0.24541	0	0.10053	170
53793	1	37	6	813	2239.6	0.27359	0.1695	0.03075	0	0.087435	0.00492	0.4465	1	0.86103	4585	0.01353	0.04059	0.0086101	0.00492	0.2351	0	0	813	0.006402	0	0.2585	0	0.03936	781	0.001233	0	0.24623	0	0.00246	811
53881	1	12	5	165	501.67	0.028226	0.031877	0.036364	0	0.19059	0	1.9933	1	0.48977	2281	0.036364	0.072727	0	0	0.19482	0	0.012121	163	0	0	0.26577	0	0	165	0	0	0.23226	0	0	165
54453	1	23	38	371	2790.2	0.40464	0.19653	0.026954	0	0.18127	0.018868	1.4336	4	0.82102	2262	0.088949	0.24798	0.03504	0.0053908	0.25235	0	0	371	0.026954	0.016173	0.2559	0	0	371	0.0026954	0	0.22173	0	0	371
54508	1	10	5	58	237.48	0.034061	0.17974	0.068966	0	0.18206	0.068966	0	0	0.97679	355	0	0.13793	0	0	0.25826	0	0	58	0.13793	0.068966	0.32051	0	0	58	0	0	0.25559	0	0	58
54629	1	20	4	202	653.67	0.39721	0.30656	0	0	0.070266	0	0	0	0.95484	1041	0	0.024752	0	0	0.26892	0	0	202	0	0	0.23137	0	0.0049505	201	0	0	0.17552	0	0	202
55278	1	21	6	317	1488.3	0.010342	0.26316	0	0	0.071986	0.0094637	0	0	0.91374	1976	0.0063091	0.050473	0.0063091	0.0063091	0.23785	0.0063091	0	317	0	0	0.24708	0.0063091	0	317	0	0	0.21212	0.0063091	0	317
55443	1	7	23	96	4228.8	0.047813	0.016448	0	0	0.11797	0	0.23647	1	0.97193	312	0.041667	0.46875	0	0	0.26531	0	0	96	0	0	0.18127	0	0.041667	92	0	0	0.13226	0	0	96
55542	1	5	3	461	1327.9	0.26972	0.35051	0.019523	0	0.14235	0.0043384	0.75304	1	0.9755	2726	0.021692	0.0282	0	0	0.25155	0	0	461	0.0045249	0.0045249	0.23204	0	0.041215	442	0.0043668	0	0.25456	0	0.0065076	458
56521	1	6	3	12	22.586	0.0091633	0.049951	0	0	0.24543	0	0	0	1	33	0	0.16667	0	0	0.40734	0	0	12	0	0	0.31066	0	0	12	0	0	0.28974	0	0	12
57709	1	13	18	359	2121.4	0.013291	0.19288	0.019499	0	0.24362	0.0083565	0	0	0.8089	2564	0.0027855	0.13092	0.022284	0.0083565	0.25091	0	0	359	0.039216	0	0.28562	0	0.005571	357	0.0028571	0	0.25683	0	0.02507	350
57742	1	10	7	277	1231.4	0.05415	0.21123	0.0072202	0	0.18569	0.0036101	0	0	0.55495	3241	0.0072202	0.061372	0	0	0.24645	0	0	277	0.0036101	0.0036101	0.26826	0	0	277	0	0	0.28708	0	0.01444	273
58072	1	15	9	229	1719.1	0.14351	0.21828	0.0043668	0	0.1564	0.017467	0	0	0.80993	1668	0.0087336	0.074236	0.0087336	0.0087336	0.26178	0	0	229	0.0131	0.0087336	0.26546	0	0	229	0	0	0.23185	0	0	229
66652	1	22	7	465	1272.7	0.42649	0.11562	0.0021505	0	0.12652	0	0	0	0.77087	4503	0	0.034409	0	0	0.24024	0	0.0043011	463	0	0	0.23574	0	0.11828	410	0	0	0.2515	0	0.010753	460
66872	1	7	10	254	1032.9	0.26005	0.25032	0.070866	0	0.40099	0.047244	3.8726	4	0.78711	1215	0.12598	0.1811	0.003937	0.003937	0.2447	0	0	254	0.043307	0.027559	0.26636	0.011811	0	254	0.047244	0.019685	0.27917	0	0	254
67928	1	9	13	302	2577.1	0.28645	0.16552	0.0099338	0	0.16433	0	0.77608	2	0.84698	1910	0.039735	0.10927	0	0	0.2463	0	0	302	0	0	0.21455	0	0	302	0	0	0.21798	0	0	302
68346	1	9	21	85	2087.6	0.048318	0.066592	0	0	0.10153	0	0.47902	1	1	266	0.070588	0.44706	0	0	0.26597	0	0	85	0	0	0.27528	0	0	85	0	0	0.21874	0	0	85
68748	1	13	7	698	2173.2	0.49512	0.43525	0.0071633	0	0.20371	0.0057307	0	0	0.45796	10388	0	0.020057	0	0	0.2664	0	0	698	0.0030722	0.0030722	0.2463	0	0.067335	651	0	0	0.25744	0.0028944	0.010029	691
69152	1	5	2	281	378.47	0.34088	0.17044	0	0	0.066446	0	0	0	0.99869	1609	0	0.014235	0	0	0.25695	0	0	281	0	0	0.24968	0.0035587	0	281	0	0	0.21257	0	0	281
