event	has	main_cid	n_union	rows	len_cm	uncov	uncov_union	P1	P1_2	ridge_med	P2	P3	holes	P4	img_pts	qneg	wig1	R2D_U	R2Dpm1_U	med_d_U	noslice_U	dead_U	nlive_U	R2D_V	R2Dpm1_V	med_d_V	noslice_V	dead_V	nlive_V	R2D_W	R2Dpm1_W	med_d_W	noslice_W	dead_W	nlive_W
47036	0																																		
47058	1	11	12	361	1962.8	0.24959	0.10714	0	0	0.080349	0.0055402	0.50948	1	0.99628	1965	0.022161	0.060942	0.005571	0.005571	0.25518	0	0.0055402	359	0.0056022	0.0028011	0.22503	0	0.01108	357	0.0055402	0.0027701	0.25381	0	0	361
47212	1	1	47	698	4006.6	0.30246	0.25658	0.053009	0	0.25846	0.024355	1.2479	5	0.90308	4046	0.078797	0.23209	0.012894	0.0071633	0.22019	0.0028653	0	698	0.020115	0.011494	0.27251	0.0014368	0.0028653	696	0.01013	0.0057887	0.21055	0.0014472	0.010029	691
47278	1	6	12	191	633.24	0.12558	0.26514	0.015707	0	0.087495	0	0	0	0.8988	966	0.015707	0.1466	0.0052356	0	0.23691	0.0052356	0	191	0	0	0.25999	0.0052356	0	191	0	0	0.1987	0	0	191
47608	0																																		
47696	1	16	10	83	1017.3	0.42689	0.1273	0	0	0.10674	0	0.98303	1	0.997	382	0.048193	0.19277	0.012048	0	0.28468	0	0	83	0	0	0.30224	0	0	83	0	0	0.22605	0	0	83
47784	1	17	7	472	2375	0.070416	0.010093	0.0084746	0	0.19457	0.0063559	0	0	0.95669	3406	0	0.033898	0	0	0.2356	0	0	472	0.0042463	0.0042463	0.25506	0	0.0021186	471	0.0021322	0.0021322	0.25049	0	0.0063559	469
47894	1	12	13	52	524.01	0.2836	0.19762	0	0	0.11511	0.019231	3.8167	2	1	121	0.15385	0.42308	0	0	0.15574	0.019231	0	52	0.019231	0.019231	0.30824	0	0	52	0	0	0.019171	0.019231	0	52
47916	1	11	2	65	470.79	0.0045746	0.0022873	0	0	0.099041	0	0	0	1	304	0	0.061538	0	0	0.27652	0	0	65	0	0	0.23676	0	0	65	0	0	0.23985	0	0	65
47982	0																																		
48246	0																																		
48444	0																																		
48488	1	21	5	408	2110.3	0.23454	0.1368	0.012255	0	0.112	0.002451	0	0	0.99684	2302	0.002451	0.053922	0.0049261	0.0024631	0.2642	0	0.004902	406	0	0	0.22848	0	0	408	0.0024752	0	0.26234	0	0.0098039	404
48774	1	7	4	517	1118.5	0.38124	0.16494	0	0	0.1333	0.0058027	0	0	0.99537	2879	0	0.01354	0.0058366	0.0058366	0.22132	0	0.0058027	514	0.0038685	0.0019342	0.25988	0	0	517	0.0039062	0.0019531	0.24324	0	0.0096712	512
48840	0																																		
49016	0																																		
49346	0																																		
49415	1	19	4	42	395.36	0.023697	0.24423	0	0	0.22734	0	0	0	0.83485	375	0	0.2381	0	0	0.3016	0	0	42	0	0	0.34522	0	0.047619	40	0	0	0.26666	0	0	42
49657	0																																		
49698	0																																		
49742	1	16	6	225	1134.2	0.41454	0.22004	0.13333	0.12	0.087467	0.12	0	0	0.99933	981	0.017778	0.062222	0.0088889	0.0044444	0.25273	0	0	225	0.026667	0.026667	0.26826	0.10667	0	225	0	0	0.25375	0	0	225
49745	1	3	3	119	275.74	0.23291	0.13945	0.067227	0	0.34392	0.016807	0	0	0.88826	913	0.0084034	0.15126	0	0	0.2746	0	0	119	0.033613	0.016807	0.29535	0	0	119	0	0	0.27753	0	0	119
49767	0																																		
49789	0																																		
49877	0																																		
49984	1	4	3	56	128.75	0.011818	0.075298	0	0	0.097223	0	0	0	0.99676	297	0	0.089286	0	0	0.29414	0	0	56	0	0	0.29265	0	0	56	0	0	0.26385	0	0	56
49987	1	8	7	404	1280.7	0.38193	0.13528	0	0	0.086465	0.0024752	0	0	0.99242	1926	0.0024752	0.034653	0	0	0.25349	0	0	404	0.0024752	0.0024752	0.25174	0	0	404	0	0	0.25397	0	0.0024752	403
50182	1	10	4	227	775.96	0.02659	0.15964	0	0	0.066939	0.0088106	0	0	0.99933	1248	0	0.035242	0.017621	0.0088106	0.22593	0	0	227	0.0088106	0.0088106	0.19965	0	0	227	0.0088106	0.0044053	0.23286	0	0	227
50226	0																																		
50270	0																																		
50273	0																																		
50336	0																																		
50446	1	13	9	151	573.16	0.034351	0.2591	0	0	0.15616	0.02649	1.7447	1	0.83711	861	0.039735	0.092715	0	0	0.23651	0	0	151	0.02649	0.02649	0.21855	0	0	151	0	0	0.23409	0	0.019868	148
50680	0																																		
50688	1	29	7	30	1625.7	0.11577	0.037877	0	0	0.087784	0	0	0	1	99	0.066667	0.43333	0	0	0.19605	0	0	30	0	0	0.33282	0	0	30	0	0	0.12695	0	0	30
50732	0																																		
50801	1	20	24	218	2543.9	0.12809	0.32815	0	0	0.1235	0.0091743	0.3931	1	0.97472	989	0.03211	0.26147	0.0091743	0.0045872	0.24183	0.0045872	0	218	0.0091743	0.0045872	0.28407	0.0045872	0	218	0	0	0.21463	0.0091743	0	218
50812	0																																		
50842	0																																		
51065	0																																		
51109	0																																		
51128	1	22	23	230	1336	0.19633	0.22156	0.021739	0	0.11606	0.043478	1.497	2	0.97344	1097	0.03913	0.22174	0.043668	0.043668	0.28205	0	0.0043478	229	0.013216	0.013216	0.26642	0	0.013043	227	0.013043	0.013043	0.16038	0	0	230
51153	0																																		
51208	0																																		
51219	1	12	14	481	2911.5	0.069694	0.27396	0.033264	0	0.17125	0	1.0304	3	0.88971	3520	0.04158	0.079002	0.004158	0	0.22523	0	0	481	0	0	0.24814	0	0.002079	480	0.0088889	0	0.25968	0	0.064449	450
51260	1	7	11	82	639.65	0.16534	0.096497	0	0	0.13739	0	1.5633	1	0.93654	375	0.073171	0.26829	0	0	0.23382	0	0	82	0.02439	0	0.26247	0	0	82	0	0	0.17857	0	0.04878	78
51348	0																																		
51417	0																																		
51428	0																																		
51546	1	16	9	302	1379.2	0.1062	0.35537	0.036424	0	0.32054	0.0066225	2.1752	3	0.59767	2628	0.05298	0.20199	0.0033113	0	0.25456	0	0	302	0.02649	0.0066225	0.25707	0	0	302	0	0	0.2347	0	0	302
51590	0																																		
51692	0																																		
51722	1	23	6	136	464.93	0.22827	0.47241	0.095588	0	0.26495	0.095588	6.4525	3	0.98977	596	0.088235	0.19118	0.029412	0.022059	0.25496	0	0	136	0.058824	0.051471	0.26794	0	0	136	0.066667	0.059259	0.21558	0.014815	0.0073529	135
51736	0																																		
51846	0																																		
51868	1	7	12	346	1378.9	0.014136	0.13319	0.0028902	0	0.2231	0.0028902	0	0	0.6268	2995	0	0.069364	0.0028902	0.0028902	0.26374	0	0	346	0	0	0.25252	0	0	346	0	0	0.24504	0	0	346
51890	1	15	7	597	2123.5	0.17371	0.40808	0.065327	0.043551	0.10768	0.051926	0.47091	1	0.99413	2922	0.045226	0.036851	0.043551	0.036851	0.24903	0.001675	0	597	0.050251	0.050251	0.25946	0.001675	0	597	0.028668	0.023609	0.25573	0.0016863	0.0067002	593
51934	0																																		
51964	1	7	2	374	906.18	0.072596	0.036298	0	0	0.11688	0.0026738	0	0	0.98295	2095	0.0026738	0.029412	0.0026738	0.0026738	0.233	0	0	374	0	0	0.25139	0	0.18182	306	0	0	0.244	0	0.0026738	373
52044	1	18	22	370	2510.7	0.23737	0.22388	0.027027	0	0.17791	0.037838	1.1949	3	0.92403	2103	0.051351	0.14595	0.0054054	0.0027027	0.26063	0.013514	0	370	0.02973	0.021622	0.255	0.013514	0	370	0.0081967	0.0054645	0.23302	0.013661	0.010811	366
52121	1	11	4	177	1186.7	0.29642	0.206	0	0	0.2426	0.0056497	0	0	0.62535	1690	0.011299	0.10734	0	0	0.243	0	0	177	0	0	0.27276	0	0	177	0.0065789	0.0065789	0.22446	0	0.14124	152
52220	1	14	7	322	1294.4	0.40136	0.17178	0.0093168	0	0.11302	0.015528	0.77256	1	0.99881	1564	0.024845	0.040373	0.0031056	0.0031056	0.24912	0.015528	0	322	0.0093168	0.0093168	0.26788	0	0	322	0.0031348	0	0.23214	0	0.0093168	319
52286	1	21	8	79	1096.5	0.16228	0.035613	0	0	0.10682	0	0	0	1	423	0.025316	0.21519	0	0	0.2346	0	0	79	0	0	0.28621	0	0.012658	78	0	0	0.17185	0	0	79
52297	0																																		
52338	1	1	5	543	1325	0.016834	0.043208	0.0055249	0	0.09389	0.0018416	0	0	0.99264	3149	0.0018416	0.020258	0	0	0.26061	0	0	543	0.001845	0.001845	0.25867	0	0.0018416	542	0	0	0.24415	0	0.0092081	538
52352	1	17	11	47	1473.7	0.34389	0.076694	0	0	0.083857	0	0.67858	1	0.99664	182	0.21277	0.44681	0	0	0.22599	0	0	47	0	0	0.2493	0	0.14894	40	0	0	0.12086	0	0	47
52404	0																																		
52558	0																																		
52572	0																																		
52605	1	11	8	127	966.88	0.25531	0.21588	0.086614	0	0.30591	0	1.0342	1	0.88488	873	0.18898	0.25197	0.023622	0	0.28263	0	0	127	0	0	0.3114	0	0.48031	66	0.007874	0	0.18734	0	0	127
52638	0																																		
