event	has	main_cid	n_union	rows	len_cm	uncov	uncov_union	P1	P1_2	ridge_med	P2	P3	holes	P4	img_pts	qneg	wig1	R2D_U	R2Dpm1_U	med_d_U	noslice_U	dead_U	nlive_U	R2D_V	R2Dpm1_V	med_d_V	noslice_V	dead_V	nlive_V	R2D_W	R2Dpm1_W	med_d_W	noslice_W	dead_W	nlive_W
388	1	23	46	1005	4874.5	0.40005	0.5386	0.14328	0.0029851	0.46476	0.039801	1.8463	9	0.58039	12422	0.094527	0.31144	0.018905	0.010945	0.24867	0	0	1005	0.032967	0.017982	0.27615	0	0.0039801	1001	0.030242	0.014113	0.25585	0.0010081	0.012935	992
10550	1	7	40	457	3013.8	0.46421	0.38354	0.087527	0.017505	0.2807	0.041575	0.66361	2	0.88306	2988	0.039387	0.2954	0.017505	0.015317	0.27546	0.015317	0	457	0.019737	0.019737	0.26899	0.015351	0.0021882	456	0.017505	0.015317	0.27199	0.015317	0	457
30504	1	11	33	609	2532.8	0.27601	0.36253	0.14122	0	0.47181	0.052545	4.7379	12	0.47782	8371	0.13465	0.22989	0.067323	0.034483	0.27742	0.001642	0	609	0.041391	0.016556	0.25713	0.0016556	0.0082102	604	0.026359	0.0049423	0.24652	0.0016474	0.0032841	607
38856	1	12	28	639	2026.7	0.24486	0.4407	0.15806	0.0078247	0.40433	0.039124	4.4408	9	0.47639	7899	0.11111	0.22692	0.014085	0.0062598	0.27437	0	0	639	0.036458	0.022569	0.26854	0	0.098592	576	0.026604	0.01252	0.26207	0	0	639
42280	1	8	41	917	4317.8	0.34125	0.39604	0.241	0.10578	0.50371	0.099237	3.474	15	0.34459	16051	0.11887	0.24864	0.041439	0.026172	0.27736	0	0	917	0.072687	0.048458	0.2707	0	0.0098146	908	0.050328	0.031729	0.24312	0	0.0032715	914
46363	1	19	43	869	4709	0.2998	0.35852	0.14614	0.010357	0.44976	0.056387	1.9112	9	0.54003	10694	0.10587	0.28884	0.027618	0.01611	0.24739	0	0	869	0.050847	0.044684	0.25929	0	0.25316	649	0.034803	0.018561	0.25944	0	0.0080552	862
52672	1	9	57	541	3633.2	0.23137	0.3364	0.07024	0.0036969	0.3399	0.07024	0.27524	1	0.52167	5390	0.033272	0.33826	0.012939	0.0092421	0.22823	0	0	541	0.057199	0.039448	0.26921	0	0.062847	507	0.044527	0.03525	0.23101	0	0.0036969	539
54095	1	17	47	1281	4948.6	0.29816	0.55574	0.19672	0.01171	0.51898	0.082748	5.254	26	0.53941	16814	0.12646	0.26308	0.035909	0.02498	0.27277	0.0023419	0	1281	0.075235	0.047022	0.28777	0.0023511	0.0039032	1276	0.037721	0.011236	0.24118	0.0024077	0.027322	1246
69314	1	3	28	791	3601.7	0.068639	0.2676	0.025284	0	0.20672	0.015171	1.1106	4	0.71656	6776	0.036662	0.16056	0.0050569	0.0037927	0.27911	0.0025284	0	791	0.018987	0.010127	0.25509	0.0025316	0.0012642	790	0.0077121	0.003856	0.21737	0.0025707	0.016435	778
74544	1	12	20	809	3385.2	0.23442	0.4534	0.13473	0.0024722	0.47741	0.024722	5.3172	18	0.55113	11394	0.12608	0.26452	0.013597	0.0049444	0.25891	0	0	809	0.024722	0.014833	0.25866	0	0	809	0.012453	0.003736	0.25328	0.0012453	0.0074166	803
81597	1	19	32	615	3294.1	0.29916	0.68705	0.12195	0.004878	0.43585	0.043902	2.7321	9	0.62864	6523	0.11057	0.29593	0.04065	0.022764	0.25396	0.0081301	0	615	0.011513	0.0065789	0.24673	0.0082237	0.011382	608	0.021382	0.011513	0.23044	0.0082237	0.011382	608
90055	1	11	60	1157	6635.1	0.25557	0.32168	0.17718	0.028522	0.45518	0.063094	1.8086	12	0.50235	14767	0.087295	0.2567	0.019015	0.014693	0.23458	0.029386	0	1157	0.032258	0.022668	0.26472	0	0.008643	1147	0.010724	0.0044683	0.22156	0	0.032844	1119
111412	1	18	23	442	2580.1	0.26251	0.16365	0.038462	0	0.37143	0.013575	1.5503	4	0.37141	6886	0.079186	0.24434	0.0090498	0	0.23628	0	0	442	0.022624	0.0067873	0.25	0	0	442	0.016055	0.0068807	0.23977	0	0.013575	436
116962	1	67	23	418	1281.8	0.7205	0.38745	0.10526	0.011962	0.39498	0.035885	0.78012	1	0.52753	4326	0.043062	0.26555	0.021531	0.014354	0.25472	0	0	418	0.043062	0.021531	0.24908	0	0	418	0.0071942	0.0047962	0.26228	0	0.0023923	417
122660	1	9	40	793	4810.5	0.35662	0.40529	0.1652	0.0088272	0.45199	0.076923	3.3261	16	0.51341	8497	0.15132	0.29004	0.025221	0.013871	0.26717	0	0	793	0.07124	0.050132	0.28522	0	0.044136	758	0.058228	0.029114	0.27173	0	0.0037831	790
131357	1	12	22	394	1266.5	0.32389	0.40834	0.14213	0	0.2916	0.025381	3.948	5	0.87099	2354	0.086294	0.28934	0.017766	0.01269	0.24583	0	0	394	0.022843	0.01269	0.23778	0	0	394	0.022843	0.017766	0.23671	0	0	394
137238	1	144	18	557	1561.4	0.31136	0.35533	0.032316	0	0.22082	0.016158	0.64047	1	0.82369	3683	0.028725	0.1526	0.005386	0.005386	0.22911	0.0017953	0	557	0.0057471	0.0019157	0.26192	0.0019157	0.062837	522	0.016187	0.0071942	0.24913	0.0017986	0.0017953	556
138009	1	12	35	601	2569	0.18444	0.34095	0.084859	0.013311	0.31041	0.036606	2.7248	7	0.81469	4924	0.073211	0.24958	0.015	0.0066667	0.24046	0	0.0016639	600	0.037736	0.025729	0.23956	0	0.02995	583	0.010017	0.0083472	0.24359	0	0.0033278	599
163543	1	14	50	649	2931.7	0.2797	0.3692	0.058552	0	0.33502	0.029276	0.68219	2	0.8249	4951	0.067797	0.28505	0.015408	0.009245	0.25823	0	0	649	0.041731	0.020093	0.26492	0	0.0030817	647	0.013072	0	0.2487	0	0.057011	612
