event	has	main_cid	n_union	rows	len_cm	uncov	uncov_union	P1	P1_2	ridge_med	P2	P3	holes	P4	img_pts	qneg	wig1	R2D_U	R2Dpm1_U	med_d_U	noslice_U	dead_U	nlive_U	R2D_V	R2Dpm1_V	med_d_V	noslice_V	dead_V	nlive_V	R2D_W	R2Dpm1_W	med_d_W	noslice_W	dead_W	nlive_W
47036	0																																		
47058	1	11	12	361	1961.2	0.24932	0.10498	0	0	0.071347	0.0055402	0.50988	1	0.99378	1965	0.022161	0.060942	0.005571	0.005571	0.24018	0	0.0055402	359	0.0056022	0.0028011	0.23612	0	0.01108	357	0.0055556	0.0027778	0.24992	0	0.0027701	360
47212	1	1	47	641	3971.3	0.3156	0.26062	0.037441	0	0.21411	0.023401	0.50362	2	0.88731	4046	0.049922	0.22309	0.015601	0.01248	0.23989	0.0046802	0	641	0.018779	0.0093897	0.27567	0.0031299	0.0031201	639	0.0063091	0.0031546	0.24116	0.0031546	0.01092	634
47278	1	6	12	202	610.17	0.11477	0.26416	0.014851	0	0.098165	0.0049505	0	0	0.90625	966	0.014851	0.15842	0.0049505	0.0049505	0.22054	0	0	202	0	0	0.26542	0	0	202	0.0049505	0	0.2299	0	0	202
47608	0																																		
47696	1	16	10	86	1019.6	0.40376	0.13605	0	0	0.12908	0	0	0	0.997	382	0.023256	0.19767	0	0	0.22988	0	0	86	0	0	0.32505	0	0	86	0	0	0.21895	0	0	86
47784	1	17	7	468	2372.7	0.070581	0.010119	0	0	0.15513	0.0064103	0	0	0.95854	3406	0.0042735	0.032051	0	0	0.25501	0	0	468	0.006424	0.006424	0.24744	0	0.0021368	467	0	0	0.23947	0	0.010684	463
47894	1	12	12	48	519.39	0.28653	0.17952	0	0	0.11405	0.020833	1.9253	1	1	111	0.125	0.41667	0	0	0.19598	0.020833	0	48	0.020833	0.020833	0.28423	0	0	48	0	0	0.025698	0.020833	0	48
47916	1	11	2	65	470.72	0.0016503	0.00082516	0	0	0.14309	0	0	0	1	304	0	0.061538	0	0	0.22642	0	0	65	0	0	0.17084	0	0	65	0	0	0.25176	0	0	65
47982	0																																		
48246	0																																		
48444	0																																		
48488	1	21	5	406	2108.6	0.2352	0.13567	0	0	0.10941	0.0024631	0	0	0.99708	2302	0	0.051724	0.0024752	0.0024752	0.26494	0	0.0049261	404	0	0	0.22277	0	0	406	0	0	0.2508	0	0.0098522	402
48774	1	7	4	512	1114.9	0.38104	0.16753	0	0	0.097075	0.0019531	0	0	0.99557	2879	0	0.013672	0.0019608	0.0019608	0.24941	0	0.0039062	510	0.0019531	0.0019531	0.24074	0	0	512	0.0019724	0.0019724	0.23874	0	0.0097656	507
48840	0																																		
49016	0																																		
49346	0																																		
49415	1	19	4	44	396.13	0.018511	0.23898	0	0	0.25554	0	0	0	0.83747	375	0	0.20455	0	0	0.28086	0	0	44	0	0	0.26796	0	0.045455	42	0	0	0.24319	0	0	44
49657	0																																		
49698	0																																		
49742	1	16	6	221	1126.8	0.41665	0.24218	0.14027	0.12217	0.084239	0.12217	0	0	0.99933	981	0.013575	0.063348	0	0	0.23251	0	0	221	0.027149	0.031674	0.24817	0.1086	0	221	0	0	0.24152	0	0	221
49745	1	3	3	125	281.09	0.22955	0.13833	0.024	0	0.27579	0.008	3.5575	1	0.93919	913	0.072	0.112	0	0	0.23003	0	0	125	0.024	0.008	0.25085	0	0	125	0	0	0.22404	0	0	125
49767	0																																		
49789	0																																		
49877	0																																		
49984	1	4	3	55	128.28	0.012251	0.075442	0	0	0.10502	0	0	0	0.99608	297	0	0.090909	0	0	0.2571	0	0	55	0	0	0.28101	0	0	55	0	0	0.31511	0	0	55
49987	1	8	7	402	1280.8	0.38086	0.11423	0.0074627	0	0.071259	0	0	0	0.99439	1926	0.0024876	0.034826	0	0	0.25128	0	0	402	0	0	0.24525	0	0	402	0	0	0.26714	0	0.0024876	401
50182	1	10	4	227	539.58	0.03065	0.16065	0	0	0.063022	0.0044053	0	0	0.99933	1248	0.0088106	0.030837	0.017621	0.0044053	0.21188	0	0	227	0.013216	0.0044053	0.23765	0	0	227	0.0088106	0.0044053	0.2447	0	0	227
50226	0																																		
50270	0																																		
50273	0																																		
50336	0																																		
50446	1	13	9	144	564.38	0.027216	0.26111	0	0	0.11683	0.013889	0	0	0.82187	861	0.027778	0.10417	0	0	0.26695	0	0	144	0.013889	0.013889	0.25973	0	0	144	0	0	0.20815	0	0.027778	140
50680	0																																		
50688	1	29	7	30	1625.4	0.043585	0.020103	0	0	0.087943	0	0	0	1	99	0.066667	0.43333	0	0	0.26049	0	0	30	0	0	0.36671	0	0	30	0	0	0.17773	0	0	30
50732	0																																		
50801	1	20	24	218	2543.9	0.12783	0.33902	0	0	0.11136	0.0091743	0.3931	1	0.97773	989	0.027523	0.26147	0.0045872	0.0045872	0.26506	0	0	218	0.0045872	0.0045872	0.25028	0	0	218	0	0	0.24334	0	0	218
50812	0																																		
50842	0																																		
51065	0																																		
51109	0																																		
51128	1	22	23	227	1338.9	0.19501	0.22485	0.017621	0	0.12281	0.048458	1.4937	2	0.97627	1097	0.030837	0.22467	0.04	0.04	0.26192	0	0.0088106	225	0.022321	0.022321	0.26412	0	0.013216	224	0.013216	0.013216	0.18799	0	0	227
51153	0																																		
51208	0																																		
51219	1	12	14	484	2925.7	0.060842	0.26729	0.0041322	0	0.14802	0	1.0254	3	0.89356	3520	0.03719	0.070248	0.0020661	0	0.22583	0	0	484	0	0	0.23885	0	0.0020661	483	0	0	0.26458	0	0.06405	453
51260	1	7	11	82	640.07	0.16983	0.087488	0	0	0.13336	0	1.5623	1	0.94244	375	0.073171	0.26829	0	0	0.22341	0	0	82	0	0	0.25515	0	0	82	0	0	0.19969	0	0.04878	78
51348	0																																		
51417	0																																		
51428	0																																		
51546	1	16	9	298	1350	0.097401	0.33109	0.040268	0	0.32678	0	1.4814	2	0.59771	2628	0.04698	0.16443	0	0	0.24996	0	0	298	0.016779	0	0.25493	0	0	298	0	0	0.23742	0	0	298
51590	0																																		
51692	0																																		
51722	1	23	6	139	501.04	0.2525	0.48128	0.10791	0	0.33664	0.093525	0	0	0.96204	596	0.057554	0.20863	0.028777	0.021583	0.23551	0	0	139	0.035971	0.035971	0.25808	0	0	139	0.057554	0.057554	0.21271	0.0071942	0	139
51736	0																																		
51846	0																																		
51868	1	7	12	345	1378.9	0.013564	0.13078	0.0057971	0	0.22639	0.0028986	0	0	0.62937	2995	0.0086957	0.066667	0.0028986	0.0028986	0.2552	0	0	345	0	0	0.24329	0	0	345	0	0	0.24087	0	0	345
