event	has	main_cid	n_union	rows	len_cm	uncov	uncov_union	P1	P1_2	ridge_med	P2	P3	holes	P4	img_pts	qneg	wig1	R2D_U	R2Dpm1_U	med_d_U	noslice_U	dead_U	nlive_U	R2D_V	R2Dpm1_V	med_d_V	noslice_V	dead_V	nlive_V	R2D_W	R2Dpm1_W	med_d_W	noslice_W	dead_W	nlive_W
47212	1	1	47	700	4003.5	0.37109	0.24224	0.045714	0	0.28582	0.04	0.74935	3	0.9012	4046	0.051429	0.25857	0.02	0.014286	0.24395	0.0042857	0	700	0.032951	0.018625	0.27214	0.0028653	0.0028571	698	0.015896	0.010116	0.22944	0.0028902	0.011429	692
52693	1	18	17	618	2221.8	0.22906	0.29764	0.14078	0.085761	0.12993	0.16181	1.3502	3	0.99502	2829	0.037217	0.071197	0.0064725	0.0048544	0.25402	0.0097087	0	618	0.030894	0.030894	0.25789	0.013008	0.0048544	615	0.13269	0.11812	0.19618	0.021036	0	618
74336	1	22	17	365	2103.6	0.03064	0.21161	0	0	0.082337	0.016438	0	0	0.99473	1851	0.013699	0.079452	0.0054795	0.0027397	0.24831	0.010959	0	365	0.0054795	0.0054795	0.26543	0.013699	0	365	0.0027473	0	0.23285	0.010989	0.0027397	364
94392	1	5	11	473	2668.6	0.29343	0.15394	0.067653	0.0063425	0.2454	0.040169	1.1242	3	0.54795	3710	0.065539	0.10148	0.014799	0.0084567	0.25681	0.0063425	0	473	0.021142	0.014799	0.27053	0.0042283	0	473	0.030303	0.021645	0.25915	0	0.023256	462
101828	1	18	12	876	2909.6	0.49848	0.29836	0.0011416	0	0.11989	0.034247	0.34368	1	0.98993	4200	0.010274	0.038813	0.018307	0.01373	0.24833	0.0091533	0.0022831	874	0.0034247	0.0011416	0.25003	0.019406	0	876	0.008	0.0057143	0.22945	0	0.0011416	875
170098	1	16	35	488	2588.5	0.077658	0.25337	0.02459	0	0.15931	0.026639	0	0	0.97095	2546	0.02459	0.21926	0.012295	0.0081967	0.24417	0.0020492	0	488	0.032787	0.018443	0.2791	0	0	488	0.0082136	0.0020534	0.20681	0	0.0020492	487
392009	1	6	9	789	4292.5	0.17907	0.31693	0.011407	0.010139	0.081197	0.019011	0.6989	3	0.99968	4151	0.029151	0.038023	0.0089514	0.0063939	0.26053	0.0089514	0.008872	782	0.0076142	0.0050761	0.26265	0.0088832	0.0012674	788	0.01148	0.0076531	0.2532	0.0089286	0.0063371	784
393505	1	15	12	867	2623.7	0.5713	0.37407	0.025375	0.011534	0.12766	0.040369	0.38114	1	0.80574	5435	0.019608	0.05421	0.011534	0.011534	0.24361	0.031142	0	867	0.017301	0.0069204	0.25761	0	0	867	0.015081	0.0069606	0.24882	0	0.005767	862
