event	has	main_cid	n_union	rows	len_cm	uncov	uncov_union	P1	P1_2	ridge_med	P2	P3	holes	P4	img_pts	qneg	wig1	R2D_U	R2Dpm1_U	med_d_U	noslice_U	dead_U	nlive_U	R2D_V	R2Dpm1_V	med_d_V	noslice_V	dead_V	nlive_V	R2D_W	R2Dpm1_W	med_d_W	noslice_W	dead_W	nlive_W
48301	0																																		
48367	1	19	28	624	2255.9	0.17027	0.36083	0.065705	0.017628	0.25676	0.041667	3.103	7	0.76205	4593	0.060897	0.15865	0.038462	0.030449	0.2496	0	0	624	0.014423	0.0080128	0.23224	0	0	624	0.016556	0.0066225	0.24823	0	0.032051	604
48565	0																																		
48895	1	17	8	326	2229.5	0.20167	0.051928	0.006135	0	0.18963	0	0	0	0.57666	4033	0.006135	0.042945	0	0	0.24653	0	0	326	0	0	0.24592	0	0	326	0	0	0.24198	0	0.0092025	323
49445	0																																		
49467	0																																		
49511	0																																		
49709	0																																		
49885	0																																		
49951	1	16	13	221	1352.4	0.13715	0.31535	0.031674	0	0.12732	0.031674	2.2183	3	0.99685	1078	0.099548	0.14932	0.022624	0.013575	0.23417	0.0090498	0	221	0.027149	0.0181	0.25714	0.0090498	0	221	0.0090909	0.0045455	0.24092	0.0090909	0.0045249	220
50017	0																																		
50303	1	12	12	130	1904	0.35563	0.21466	0	0	0.10967	0.030769	0.52521	1	0.97293	643	0.046154	0.17692	0	0	0.25152	0	0	130	0.015625	0.015625	0.25495	0	0.015385	128	0	0	0.242	0.015625	0.015385	128
50523	0																																		
50743	1	17	8	32	629.18	0.027158	0.086438	0	0	0.1602	0	0	0	1	94	0.0625	0.375	0	0	0.1601	0	0	32	0	0	0.23061	0	0	32	0	0	0.13663	0	0	32
50765	0																																		
50787	1	6	3	90	667.07	0.10691	0.076947	0	0	0.088427	0.011111	1.4991	1	1	458	0.044444	0.044444	0	0	0.28045	0	0	90	0.022222	0.011111	0.21331	0	0	90	0	0	0.19276	0	0	90
50809	0																																		
50831	1	14	11	73	668.68	0.01811	0.085258	0	0	0.10719	0	1.4955	1	1	294	0.10959	0.28767	0	0	0.23446	0	0	73	0	0	0.26439	0	0	73	0	0	0.1491	0	0	73
50919	0																																		
51051	1	19	5	451	1739.5	0.31565	0.29755	0	0	0.071011	0.0066519	0.57488	1	0.98575	2275	0.0088692	0.019956	0.0022173	0	0.22882	0.0044346	0	451	0.0044346	0.0022173	0.25387	0.0044346	0	451	0.0022222	0.0022222	0.23467	0.0044444	0.0022173	450
51469	0																																		
51513	1	16	8	166	937.42	0.02403	0.1491	0	0	0.067517	0	1.0668	1	1	698	0.036145	0.11446	0	0	0.23216	0.024096	0	166	0	0	0.24034	0.024845	0.03012	161	0	0	0.20132	0.024242	0.0060241	165
51865	1	20	8	34	1386.9	0.092866	0.12188	0	0	0.1482	0	0.72103	1	1	104	0.14706	0.29412	0	0	0.32854	0	0	34	0	0	0.32901	0	0	34	0	0	0.15824	0	0	34
52085	1	6	8	284	1009.1	0.0565	0.19327	0.014085	0	0.079054	0.024648	0.99101	1	0.94253	1538	0.014085	0.045775	0.0070423	0.0070423	0.24899	0	0	284	0.024648	0.024648	0.26496	0	0	284	0.010563	0.0070423	0.24498	0	0	284
52195	0																																		
52613	0																																		
