event	has	main_cid	n_union	rows	len_cm	uncov	uncov_union	P1	P1_2	ridge_med	P2	P3	holes	P4	img_pts	qneg	wig1	R2D_U	R2Dpm1_U	med_d_U	noslice_U	dead_U	nlive_U	R2D_V	R2Dpm1_V	med_d_V	noslice_V	dead_V	nlive_V	R2D_W	R2Dpm1_W	med_d_W	noslice_W	dead_W	nlive_W
18625	1	11	21	645	2189.3	0.01674	0.28758	0.029457	0.0031008	0.27094	0.034109	2.2839	5	0.61141	6992	0.083721	0.16589	0.023256	0.020155	0.26115	0	0	645	0.035937	0.025	0.2582	0	0.0077519	640	0.0077519	0	0.2401	0	0	645
21073	1	11	40	787	2808.3	0.54184	0.33327	0.082592	0	0.31338	0.024142	2.8487	8	0.66712	7345	0.090216	0.26302	0.022872	0.0088945	0.24248	0.0012706	0	787	0.027994	0.021773	0.26447	0.0031104	0.18297	643	0.014049	0.0051086	0.24596	0	0.0050826	783
37112	1	84	38	463	2973.4	0.29759	0.35141	0.053996	0	0.28097	0.041037	0.67264	2	0.66512	3810	0.038877	0.27214	0.036957	0.028261	0.25945	0	0.0064795	460	0.019565	0.01087	0.25005	0	0.0064795	460	0.020882	0.0092807	0.21628	0	0.069114	431
56982	1	22	46	600	4073.5	0.25687	0.26072	0.041667	0	0.29407	0.021667	1.7184	7	0.67921	5565	0.068333	0.32	0.013333	0.0083333	0.22448	0	0	600	0.021739	0.010033	0.28479	0	0.0033333	598	0.006689	0.0050167	0.24007	0	0.0033333	598
71372	1	92	72	1622	5197.5	0.5344	0.45433	0.14427	0.001233	0.42643	0.054254	7.3112	38	0.6181	15677	0.16523	0.23983	0.036375	0.019729	0.24892	0	0	1622	0.075448	0.032158	0.27945	0	0.0030826	1617	0.022959	0.0076531	0.23949	0	0.033292	1568
84229	1	19	37	753	3938.4	0.2125	0.30058	0.11819	0	0.35875	0.035857	1.7774	7	0.80637	5880	0.071713	0.20717	0.015936	0.0053121	0.24823	0.002656	0	753	0.041223	0.025266	0.27075	0	0.001328	752	0.017287	0.0053191	0.22455	0	0.001328	752
105946	1	14	33	464	3223.9	0.25047	0.22042	0.079741	0.0021552	0.23302	0.023707	0.93056	3	0.68702	4414	0.053879	0.29741	0.010776	0.0021552	0.25114	0	0	464	0.032397	0.017279	0.25451	0	0.0021552	463	0.010776	0.0086207	0.21356	0	0	464
114446	1	21	7	43	971.8	0.010257	0.09399	0	0	0.092108	0	1.029	1	1	186	0.13953	0.30233	0	0	0.18974	0	0	43	0	0	0.38186	0	0	43	0	0	0.14325	0	0	43
142421	1	7	53	1349	6082.7	0.2826	0.32633	0.019274	0	0.17585	0.014826	0.3288	2	0.63459	12607	0.013343	0.13269	0.0081542	0.005189	0.24899	0	0	1349	0.011861	0.0088955	0.25613	0	0	1349	0.0030441	0.0022831	0.23644	0	0.025945	1314
180801	1	114	35	604	3414.1	0.12889	0.33349	0.072848	0.02649	0.30804	0.028146	0.87871	3	0.72787	4933	0.056291	0.26325	0.02649	0.013245	0.26814	0	0	604	0.023529	0.013725	0.25497	0	0.15563	510	0.0082919	0.0033167	0.23827	0	0.0016556	603
