event	has	main_cid	n_union	rows	len_cm	uncov	uncov_union	P1	P1_2	ridge_med	P2	P3	holes	P4	img_pts	qneg	wig1	R2D_U	R2Dpm1_U	med_d_U	noslice_U	dead_U	nlive_U	R2D_V	R2Dpm1_V	med_d_V	noslice_V	dead_V	nlive_V	R2D_W	R2Dpm1_W	med_d_W	noslice_W	dead_W	nlive_W
18625	1	11	20	656	2265.9	0.018058	0.27722	0.033537	0	0.2616	0.012195	2.2066	5	0.64236	6968	0.067073	0.17683	0.007622	0.0045732	0.23214	0	0	656	0.021505	0.010753	0.26124	0	0.007622	651	0.0030488	0.0015244	0.24355	0	0	656
21073	1	60	40	782	2654.9	0.46017	0.33577	0.085678	0	0.33143	0.015345	2.6366	7	0.66696	7317	0.065217	0.25064	0.012788	0.0051151	0.25379	0.0038363	0	782	0.032659	0.0062208	0.24726	0.0046656	0.17775	643	0.020566	0.0025707	0.26726	0.0025707	0.0051151	778
37112	1	84	38	442	2963	0.27614	0.33008	0.067873	0	0.26802	0.038462	1.35	4	0.65653	3810	0.052036	0.27828	0.043182	0.022727	0.25446	0	0.0045249	440	0.011364	0.011364	0.2625	0.0022727	0.0045249	440	0.017073	0.0073171	0.23461	0.002439	0.072398	410
56982	1	22	47	626	3975.7	0.30398	0.27064	0.06869	0	0.32523	0.033546	2.5153	10	0.68705	5582	0.095847	0.28115	0.017572	0.0079872	0.27951	0	0	626	0.036859	0.019231	0.284	0	0.0031949	624	0.028754	0.0095847	0.25233	0	0	626
71372	1	92	74	1525	5115.5	0.53139	0.46193	0.11344	0	0.40167	0.045246	3.7142	19	0.59755	15717	0.1082	0.24918	0.025574	0.012459	0.24741	0	0	1525	0.05194	0.032873	0.27288	0	0.002623	1521	0.015936	0.0033201	0.24821	0	0.012459	1506
84229	1	19	37	808	4003.2	0.20501	0.29749	0.12005	0	0.34322	0.033416	0.9992	4	0.82811	5880	0.070545	0.23267	0.018564	0.0049505	0.25815	0.0024752	0	808	0.04461	0.019827	0.25795	0	0.0012376	807	0.017327	0.0086634	0.23415	0	0	808
105946	1	14	33	491	3220	0.15862	0.23834	0.14257	0.0040733	0.31042	0.020367	0.93169	3	0.69507	4414	0.069246	0.27291	0.01222	0.0081466	0.26177	0	0	491	0.018367	0.0040816	0.25463	0	0.0020367	490	0.032587	0.0081466	0.24285	0	0	491
114446	1	21	7	43	972.29	0.010876	0.097629	0	0	0.078262	0	0	0	1	186	0.046512	0.30233	0	0	0.20614	0	0	43	0	0	0.27382	0	0	43	0	0	0.21456	0	0	43
142421	1	7	52	1239	6396.6	0.3894	0.30411	0.022599	0	0.14891	0.022599	0.62533	4	0.53504	12588	0.016142	0.15254	0.011299	0.0064568	0.24216	0.0008071	0	1239	0.022599	0.017756	0.25402	0.0008071	0	1239	0.0058528	0.0041806	0.24968	0.00083612	0.034705	1196
180801	1	15	35	589	3198.7	0.39173	0.32394	0.037351	0.0033956	0.27629	0.028862	0.93789	3	0.71057	4933	0.035654	0.21732	0.01528	0.010187	0.23888	0	0	589	0.024641	0.010267	0.27312	0	0.17317	487	0.02381	0.013605	0.25308	0	0.0016978	588
259542	1	17	53	867	5043.4	0.21471	0.40231	0.087659	0.0069204	0.35151	0.051903	1.9828	10	0.72313	6388	0.065744	0.24913	0.026528	0.021915	0.27617	0	0	867	0.038194	0.027778	0.26617	0.0023148	0.0034602	864	0.0080738	0.005767	0.22851	0	0	867
285567	1	8	40	824	4747.9	0.24627	0.19712	0.044903	0.012136	0.19333	0.021845	1.2637	6	0.69613	6880	0.036408	0.18083	0.0012136	0.0012136	0.25763	0.0024272	0	824	0.0097087	0.006068	0.25715	0.0024272	0	824	0.019441	0.014581	0.23843	0.0024301	0.0012136	823
314838	1	18	30	644	2288.4	0.40079	0.40733	0.090062	0	0.29818	0.035714	3.0589	7	0.75608	5362	0.099379	0.22205	0.023292	0.01087	0.2598	0.0031056	0	644	0.020408	0.0047096	0.26925	0.0031397	0.01087	637	0.032864	0.020344	0.27492	0	0.007764	639
359980	1	70	38	420	2137.6	0.036583	0.35505	0.045238	0.0047619	0.23855	0.038095	0.93563	2	0.83017	3037	0.047619	0.27381	0.022005	0.012225	0.27646	0	0.02619	409	0.030952	0.021429	0.27243	0	0	420	0.021429	0.011905	0.22506	0	0	420
