event	has	main_cid	n_union	rows	len_cm	uncov	uncov_union	P1	P1_2	ridge_med	P2	P3	holes	P4	img_pts	qneg	wig1	R2D_U	R2Dpm1_U	med_d_U	noslice_U	dead_U	nlive_U	R2D_V	R2Dpm1_V	med_d_V	noslice_V	dead_V	nlive_V	R2D_W	R2Dpm1_W	med_d_W	noslice_W	dead_W	nlive_W
18625	1	11	21	645	2189.3	0.01674	0.28758	0.029457	0.0031008	0.27094	0.034109	2.2839	5	0.61141	6992	0.083721	0.16589	0.023256	0.020155	0.26115	0	0	645	0.035937	0.025	0.2582	0	0.0077519	640	0.0077519	0	0.2401	0	0	645
21073	1	11	40	787	2808.3	0.54184	0.33327	0.082592	0	0.31338	0.024142	2.8487	8	0.66712	7345	0.090216	0.26302	0.022872	0.0088945	0.24248	0.0012706	0	787	0.027994	0.021773	0.26447	0.0031104	0.18297	643	0.014049	0.0051086	0.24596	0	0.0050826	783
37112	1	84	38	463	2973.4	0.29759	0.35141	0.053996	0	0.28097	0.041037	0.67264	2	0.66512	3810	0.038877	0.27214	0.036957	0.028261	0.25945	0	0.0064795	460	0.019565	0.01087	0.25005	0	0.0064795	460	0.020882	0.0092807	0.21628	0	0.069114	431
56982	1	22	46	600	4073.5	0.25687	0.26072	0.041667	0	0.29407	0.021667	1.7184	7	0.67921	5565	0.068333	0.32	0.013333	0.0083333	0.22448	0	0	600	0.021739	0.010033	0.28479	0	0.0033333	598	0.006689	0.0050167	0.24007	0	0.0033333	598
71372	1	92	72	1622	5197.5	0.5344	0.45433	0.14427	0.001233	0.42643	0.054254	7.3112	38	0.6181	15677	0.16523	0.23983	0.036375	0.019729	0.24892	0	0	1622	0.075448	0.032158	0.27945	0	0.0030826	1617	0.022959	0.0076531	0.23949	0	0.033292	1568
84229	1	19	37	753	3938.4	0.2125	0.30058	0.11819	0	0.35875	0.035857	1.7774	7	0.80637	5880	0.071713	0.20717	0.015936	0.0053121	0.24823	0.002656	0	753	0.041223	0.025266	0.27075	0	0.001328	752	0.017287	0.0053191	0.22455	0	0.001328	752
105946	1	14	33	464	3223.9	0.25047	0.22042	0.079741	0.0021552	0.23302	0.023707	0.93056	3	0.68702	4414	0.053879	0.29741	0.010776	0.0021552	0.25114	0	0	464	0.032397	0.017279	0.25451	0	0.0021552	463	0.010776	0.0086207	0.21356	0	0	464
114446	1	21	7	43	971.8	0.010257	0.09399	0	0	0.092108	0	1.029	1	1	186	0.13953	0.30233	0	0	0.18974	0	0	43	0	0	0.38186	0	0	43	0	0	0.14325	0	0	43
142421	1	7	53	1349	6082.7	0.2826	0.32633	0.019274	0	0.17585	0.014826	0.3288	2	0.63459	12607	0.013343	0.13269	0.0081542	0.005189	0.24899	0	0	1349	0.011861	0.0088955	0.25613	0	0	1349	0.0030441	0.0022831	0.23644	0	0.025945	1314
180801	1	15	35	600	3354.4	0.39645	0.33343	0.081667	0.025	0.31092	0.03	0.59623	2	0.7316	4933	0.051667	0.26167	0.028333	0.015	0.25765	0	0	600	0.021654	0.01378	0.24868	0	0.15333	508	0.0066778	0.0033389	0.237	0	0.0016667	599
259542	1	134	52	765	5057.4	0.44378	0.39742	0.086275	0.0091503	0.33618	0.05098	1.3841	7	0.67251	6382	0.084967	0.27843	0.036601	0.024837	0.25259	0	0	765	0.045992	0.023653	0.26691	0.0013141	0.0052288	761	0.0039216	0.0026144	0.25136	0	0	765
285567	1	8	39	803	4871.3	0.25767	0.19288	0.041096	0.0062267	0.20596	0.017435	1.2317	6	0.67116	6865	0.049813	0.20423	0.013699	0.0087173	0.23952	0.0024907	0	803	0.022416	0.007472	0.26719	0.0024907	0	803	0.013699	0.0024907	0.23926	0.0024907	0	803
314838	1	18	30	632	2254.9	0.39248	0.41041	0.085443	0	0.33193	0.045886	3.5479	8	0.7487	5362	0.098101	0.23734	0.02057	0.015823	0.23546	0.0031646	0	632	0.016026	0.012821	0.26072	0.0032051	0.012658	624	0.032051	0.019231	0.27754	0	0.012658	624
359980	1	80	38	413	2215.3	0.21398	0.35432	0.058111	0.024213	0.27774	0.046005	0.45141	1	0.82082	3037	0.021792	0.24455	0.019753	0.019753	0.24173	0	0.01937	405	0.053269	0.031477	0.28737	0.0024213	0	413	0.012107	0.0072639	0.21915	0	0	413
399860	1	17	24	577	1993.4	0.27163	0.33531	0.15771	0.013865	0.437	0.071057	5.0166	10	0.5847	6872	0.10225	0.27383	0.043328	0.0069324	0.29361	0	0	577	0.093588	0.062392	0.251	0	0	577	0.0069324	0.0017331	0.23542	0	0	577
463565	0																																		
506114	1	19	47	851	4513.9	0.31539	0.40817	0.077556	0.0082256	0.31427	0.041128	1.3292	6	0.42456	12549	0.042303	0.25147	0.014101	0.0035253	0.26104	0.0023502	0	851	0.029446	0.010601	0.25903	0	0.0023502	849	0.025424	0.020581	0.2592	0.0060533	0.029377	826
506746	1	21	40	900	3851	0.49047	0.50888	0.11222	0.0044444	0.36668	0.04	1.0387	4	0.78629	7471	0.043333	0.25778	0.03	0.02	0.26599	0	0	900	0.015642	0.0067039	0.25391	0	0.0055556	895	0.024664	0.019058	0.25003	0	0.0088889	892
521075	1	18	15	477	2830	0.42249	0.33666	0.19706	0.025157	0.53906	0.020964	3.1802	9	0.57599	5281	0.24528	0.174	0.018868	0.0041929	0.23674	0.014675	0	477	0.024024	0.003003	0.26256	0.021021	0.30189	333	0.010482	0	0.2277	0.014675	0	477
