event	has	main_cid	n_union	rows	len_cm	uncov	uncov_union	P1	P1_2	ridge_med	P2	P3	holes	P4	img_pts	qneg	wig1	R2D_U	R2Dpm1_U	med_d_U	noslice_U	dead_U	nlive_U	R2D_V	R2Dpm1_V	med_d_V	noslice_V	dead_V	nlive_V	R2D_W	R2Dpm1_W	med_d_W	noslice_W	dead_W	nlive_W
47036	0																																		
47058	1	11	12	363	1964.6	0.24848	0.10501	0	0	0.079104	0.0027548	0.50901	1	0.99675	1965	0.022039	0.060606	0.0083102	0.0027701	0.24987	0	0.0055096	361	0.005571	0.0027855	0.24788	0	0.011019	359	0.0055249	0.0027624	0.25253	0	0.0027548	362
47212	1	1	47	667	3951.6	0.30605	0.25031	0.032984	0	0.22967	0.028486	0.75918	3	0.90079	4046	0.049475	0.23988	0.016492	0.0089955	0.24798	0.0029985	0	667	0.019549	0.015038	0.26337	0.0015038	0.0029985	665	0.0091047	0.0030349	0.21335	0.0015175	0.011994	659
47278	1	6	12	198	653.41	0.10339	0.27011	0.020202	0	0.095738	0.010101	0	0	0.96164	966	0.020202	0.18182	0.0050505	0.0050505	0.22778	0.0050505	0	198	0	0	0.28752	0.0050505	0	198	0.0050505	0.0050505	0.20681	0	0	198
47608	0																																		
47696	1	38	10	86	1016	0	0.1372	0	0	0.10561	0	0.98428	1	0.99729	382	0.046512	0.2093	0	0	0.24708	0	0	86	0	0	0.27366	0	0	86	0	0	0.21228	0	0	86
47784	1	17	7	475	2810.4	0.071146	0.010164	0.0084211	0	0.19557	0.0042105	0	0	0.95869	3406	0	0.042105	0	0	0.23704	0	0	475	0.0042194	0.0042194	0.25566	0	0.0021053	474	0	0	0.22106	0	0.010526	470
47894	1	12	13	52	523.33	0.2836	0.19719	0	0	0.11962	0	3.8217	2	1	121	0.15385	0.42308	0	0	0.15657	0	0	52	0	0	0.2927	0	0	52	0	0	0.031454	0	0	52
47916	1	11	2	64	512.79	0.0049769	0.0024884	0	0	0.13196	0	0	0	0.99817	304	0	0.15625	0	0	0.23528	0	0	64	0	0	0.18085	0	0	64	0	0	0.24762	0	0	64
47982	0																																		
