event	has	main_cid	n_union	rows	len_cm	uncov	uncov_union	P1	P1_2	ridge_med	P2	P3	holes	P4	img_pts	qneg	wig1	R2D_U	R2Dpm1_U	med_d_U	noslice_U	dead_U	nlive_U	R2D_V	R2Dpm1_V	med_d_V	noslice_V	dead_V	nlive_V	R2D_W	R2Dpm1_W	med_d_W	noslice_W	dead_W	nlive_W
48301	0																																		
48367	1	19	28	638	2307.4	0.16771	0.36313	0.0721	0.014107	0.27137	0.028213	3.0337	7	0.78478	4593	0.075235	0.16301	0.023511	0.017241	0.24551	0	0	638	0.007837	0.0062696	0.25369	0	0	638	0.022617	0.0096931	0.24143	0	0.029781	619
48565	0																																		
48895	1	17	8	322	2226.7	0.20293	0.047877	0	0	0.19308	0	0	0	0.56723	4033	0.012422	0.046584	0	0	0.2505	0	0	322	0	0	0.23357	0	0	322	0	0	0.26618	0	0.012422	318
49445	0																																		
49467	0																																		
49511	0																																		
49709	0																																		
49885	0																																		
49951	1	16	13	225	1340.9	0.11337	0.30829	0.022222	0	0.13963	0.022222	2.2373	3	0.99601	1078	0.08	0.13778	0.0088889	0.0088889	0.24987	0.0088889	0	225	0.022222	0.013333	0.20775	0.0088889	0	225	0.0044643	0.0044643	0.27434	0.0089286	0.0044444	224
50017	0																																		
50303	1	12	12	132	1909.7	0.36431	0.20785	0	0	0.11303	0.015152	0.52365	1	0.96706	643	0.05303	0.17424	0	0	0.2117	0	0	132	0.015267	0.015267	0.2988	0	0.0075758	131	0	0	0.23734	0	0.037879	127
50523	0																																		
50743	1	17	8	32	628.42	0.027158	0.086438	0	0	0.13632	0	0	0	1	94	0.0625	0.375	0	0	0.1532	0	0	32	0	0	0.22502	0	0	32	0	0	0.19051	0	0	32
50765	0																																		
50787	1	6	3	90	665.36	0.10951	0.080794	0	0	0.07937	0	1.5029	1	1	458	0.044444	0.044444	0	0	0.23963	0	0	90	0.011111	0	0.22144	0	0	90	0	0	0.21263	0	0	90
50809	0																																		
50831	1	14	11	73	667.65	0.020169	0.090446	0	0	0.10461	0	1.4978	1	1	294	0.13699	0.28767	0	0	0.25835	0	0	73	0	0	0.25696	0	0	73	0	0	0.20988	0	0	73
50919	0																																		
51051	1	19	5	449	1738.4	0.31857	0.29169	0	0	0.063019	0.0066815	0.57525	1	0.98514	2275	0.0089087	0.020045	0	0	0.22902	0.0044543	0	449	0.0022272	0	0.25899	0.0044543	0	449	0.0022321	0.0022321	0.24691	0.0044643	0.0022272	448
51469	0																																		
51513	1	16	8	168	939.81	0.023504	0.12815	0	0	0.062473	0	1.064	1	1	698	0.035714	0.11905	0	0	0.22923	0.02381	0	168	0	0	0.25212	0.024691	0.035714	162	0	0	0.21817	0.023952	0.0059524	167
51865	1	20	8	33	1387.4	0.10185	0.12603	0	0	0.15412	0	0.72077	1	1	104	0.15152	0.33333	0	0	0.16387	0	0	33	0	0	0.31901	0	0	33	0	0	0.21445	0	0	33
52085	1	6	8	283	1091.8	0.055466	0.18391	0.014134	0	0.072566	0.010601	0.91596	1	0.94133	1538	0.017668	0.04947	0.0070671	0.0070671	0.22562	0	0	283	0.010601	0.010601	0.26182	0	0	283	0.0070671	0.0070671	0.2582	0	0	283
52195	0																																		
52613	1	2	32	187	1322.5	0.41935	0.32679	0	0	0.14612	0.026738	2.2685	3	1	652	0.1123	0.36898	0.010695	0.010695	0.22526	0	0	187	0.021858	0.021858	0.27922	0	0.02139	183	0.016043	0.010695	0.15503	0	0	187
52657	1	23	6	212	878.98	0.46884	0.25302	0	0	0.091598	0.018868	0	0	0.99043	1151	0.018868	0.070755	0	0	0.24907	0	0	212	0.018868	0.018868	0.27353	0	0	212	0	0	0.26199	0	0	212
52723	1	7	4	131	230.59	0.01874	0.030678	0.015267	0	0.083873	0	0	0	1	592	0	0.068702	0	0	0.27976	0	0	131	0	0	0.23025	0	0	131	0	0	0.26868	0	0	131
53361	1	27	6	243	1235.7	0.099426	0.11097	0	0	0.069324	0	0	0	0.9989	1194	0	0.041152	0	0	0.24545	0	0	243	0	0	0.26479	0	0	243	0	0	0.2612	0	0	243
53427	1	14	4	371	803.24	0.024486	0.13688	0	0	0.089001	0.0053908	0	0	0.99083	1989	0	0.02965	0.0053908	0.0026954	0.2601	0	0	371	0.0057143	0.0057143	0.25281	0	0.056604	350	0.0053908	0.0026954	0.22735	0	0	371
53493	0																																		
53581	0																																		
53713	1	15	10	42	1401.1	0.096619	0.18144	0	0	0.13298	0	0	0	1	137	0.095238	0.40476	0	0	0.18074	0	0	42	0	0	0.23798	0	0	42	0	0	0.14523	0	0	42
53779	0																																		
53955	0																																		
54175	1	18	17	445	2033.6	0.41295	0.12399	0	0	0.082946	0.0044944	0.49175	1	0.98267	2161	0.017978	0.1236	0.0022472	0.0022472	0.23126	0	0	445	0.0024752	0.0024752	0.2639	0	0.092135	404	0.0050378	0.0025189	0.24258	0	0.10787	397
54209	0																																		
54285	0																																		
54341	1	18	28	439	3290.7	0.16553	0.2612	0.020501	0	0.24134	0.020501	0.30388	1	0.80947	2493	0.041002	0.24374	0.013667	0.01139	0.23001	0.0022779	0	439	0.020501	0.013667	0.26097	0.0022779	0	439	0.0045558	0	0.22757	0	0	439
54351	1	17	6	231	1159.8	0.02477	0.16759	0.034632	0	0.12086	0.008658	0	0	0.82622	1206	0.012987	0.11688	0.008658	0	0.26888	0	0	231	0.012987	0.008658	0.23963	0	0	231	0.004329	0	0.23219	0	0	231
54505	0																																		
54527	0																																		
55231	0																																		
55539	1	18	6	684	1786.1	0.48931	0.33505	0.0087719	0	0.064789	0.001462	0.55987	1	0.99984	3606	0.010234	0.02924	0.0014684	0	0.24818	0	0.004386	681	0.0014641	0.0014641	0.24608	0	0.001462	683	0	0	0.24845	0	0.001462	683
55583	0																																		
55595	1	8	8	401	1964.5	0.13797	0.23711	0.014963	0	0.17015	0.0049875	1.0181	2	0.77367	3303	0.034913	0.069825	0.0099751	0	0.26133	0	0	401	0.012531	0.0050125	0.25493	0	0.0049875	399	0	0	0.24977	0	0.0099751	397
55627	1	22	6	364	1464.8	0.22463	0.38332	0.0082418	0	0.0686	0.0082418	0	0	1	1682	0	0.043956	0.0027473	0.0027473	0.24615	0	0	364	0.006006	0.006006	0.29926	0.003003	0.085165	333	0	0	0.24253	0	0.010989	360
55693	0																																		
55715	1	15	13	179	1994.5	0.12548	0.16778	0.050279	0	0.16264	0.022346	1.0028	2	0.95048	971	0.083799	0.20112	0.0055866	0	0.26338	0	0	179	0.014815	0.0074074	0.29207	0	0.24581	135	0.022346	0.01676	0.25898	0	0	179
55925	0																																		
55957	1	13	3	12	43.449	0.090737	0.077501	0	0	0.11561	0	23.015	1	1	31	0.33333	0.16667	0	0	0.33057	0	0	12	0	0	0.15081	0	0	12	0	0	0.18355	0	0	12
56211	1	11	4	51	216.57	0.023025	0.0057561	0	0	0.096097	0	0	0	0.96947	318	0	0.13725	0	0	0.21209	0	0	51	0	0	0.24786	0	0	51	0	0	0.27991	0	0	51
