event	has	main_cid	n_union	rows	len_cm	uncov	uncov_union	P1	P1_2	ridge_med	P2	P3	holes	P4	img_pts	qneg	wig1	R2D_U	R2Dpm1_U	med_d_U	noslice_U	dead_U	nlive_U	R2D_V	R2Dpm1_V	med_d_V	noslice_V	dead_V	nlive_V	R2D_W	R2Dpm1_W	med_d_W	noslice_W	dead_W	nlive_W
48301	0																																		
48367	1	19	28	598	2258.2	0.17058	0.37391	0.041806	0	0.2568	0.028428	1.7713	4	0.72377	4593	0.038462	0.1388	0.026756	0.018395	0.23624	0	0	598	0.010033	0.006689	0.25459	0	0	598	0.0086655	0.0051993	0.23213	0	0.035117	577
48565	0																																		
48895	1	17	8	332	2233.6	0.21704	0.048523	0.045181	0	0.28564	0	0	0	0.55927	4033	0.012048	0.051205	0	0	0.23951	0	0	332	0.003012	0	0.26817	0	0	332	0	0	0.24468	0	0.0090361	329
49445	0																																		
49467	0																																		
49511	0																																		
49709	0																																		
49885	0																																		
49951	1	16	13	221	1337.1	0.13553	0.29154	0.040724	0	0.12519	0.022624	2.2436	3	0.98643	1078	0.085973	0.1267	0.027149	0.0181	0.25071	0.0090498	0	221	0.027149	0.013575	0.26361	0.0090498	0	221	0	0	0.27444	0.0090909	0.0045249	220
50017	0																																		
50303	1	12	12	133	1966.2	0.37822	0.23236	0.015038	0	0.13622	0.067669	0.5086	1	0.97743	643	0.06015	0.18797	0.0075188	0	0.23956	0	0	133	0.038168	0.038168	0.27865	0.0076336	0.015038	131	0	0	0.29642	0.037879	0.0075188	132
50523	0																																		
50743	1	17	8	32	630.05	0.067618	0.095611	0	0	0.15903	0	0	0	1	94	0	0.375	0	0	0.24831	0	0	32	0	0	0.21564	0	0	32	0	0	0.12738	0	0	32
50765	0																																		
50787	0																																		
50809	0																																		
50831	1	14	11	75	670.86	0.019168	0.077076	0	0	0.098181	0	1.4906	1	1	294	0.10667	0.28	0	0	0.22577	0	0	75	0	0	0.21907	0	0	75	0	0	0.091049	0	0	75
50919	0																																		
51051	1	19	5	455	1743.3	0.31928	0.30738	0	0	0.07623	0.0087912	0.57363	1	0.99366	2275	0.013187	0.01978	0.0021978	0	0.22798	0.0043956	0	455	0.0021978	0.0021978	0.25508	0.0043956	0	455	0.0043956	0.0043956	0.25441	0.0043956	0	455
51469	0																																		
51513	1	16	8	166	935.55	0.024167	0.141	0	0	0.063876	0	1.0689	1	1	698	0.036145	0.12048	0.0060241	0	0.21944	0.024096	0	166	0	0	0.23755	0.025	0.036145	160	0	0	0.20301	0.024242	0.0060241	165
51865	1	15	8	33	1384.5	0.33031	0.059266	0	0	0.12615	0	0	0	1	104	0.060606	0.33333	0	0	0.31203	0	0	33	0	0	0.26462	0	0	33	0	0	0.15252	0	0	33
52085	1	6	7	276	926.23	0.057296	0.13972	0	0	0.072257	0.01087	1.0796	1	0.94426	1528	0.025362	0.043478	0.0072464	0.0072464	0.24801	0	0	276	0.01087	0.01087	0.2391	0	0	276	0.0072464	0.0072464	0.23414	0	0	276
52195	0																																		
52613	0																																		
52657	1	23	6	210	880.69	0.46701	0.27225	0	0	0.10733	0.019048	0	0	0.98923	1151	0.019048	0.061905	0	0	0.25562	0	0	210	0.019139	0.019139	0.24797	0	0.0047619	209	0	0	0.1814	0	0	210
52723	1	7	4	135	233.31	0.013596	0.06963	0.0074074	0	0.091472	0.014815	0	0	1	592	0.0074074	0.066667	0	0	0.25589	0	0	135	0.022222	0.014815	0.27305	0	0	135	0.014815	0	0.25667	0	0	135
53361	1	27	6	246	1237.3	0.098661	0.12674	0.004065	0	0.080411	0.004065	0.80821	1	0.9975	1194	0.020325	0.04878	0	0	0.24942	0	0	246	0.012195	0.004065	0.17577	0	0	246	0	0	0.27568	0	0	246
53427	1	14	4	377	823.48	0.036325	0.14196	0.005305	0	0.10198	0.015915	1.2144	1	0.99453	1989	0.0079576	0.03183	0.005305	0.0026525	0.24592	0	0	377	0.016854	0.014045	0.25774	0	0.055703	356	0.01061	0.005305	0.21808	0	0	377
53493	0																																		
53581	0																																		
53713	1	15	11	46	1407.3	0.24025	0.22296	0	0	0.17554	0	0	0	0.9966	145	0.15217	0.36957	0	0	0.090214	0.021739	0	46	0	0	0.23323	0.021739	0	46	0	0	0.22621	0.021739	0	46
53779	0																																		
53955	0																																		
