event	has	main_cid	n_union	rows	len_cm	uncov	uncov_union	P1	P1_2	ridge_med	P2	P3	holes	P4	img_pts	qneg	wig1	R2D_U	R2Dpm1_U	med_d_U	noslice_U	dead_U	nlive_U	R2D_V	R2Dpm1_V	med_d_V	noslice_V	dead_V	nlive_V	R2D_W	R2Dpm1_W	med_d_W	noslice_W	dead_W	nlive_W
18625	1	11	21	666	2093.1	0.023935	0.28957	0.088589	0.003003	0.28269	0.027027	2.3888	5	0.64378	6992	0.054054	0.17417	0.025526	0.013514	0.25088	0	0	666	0.039334	0.022693	0.25213	0	0.0075075	661	0.009009	0.0015015	0.24521	0	0	666
21073	1	11	41	867	2958.7	0.53798	0.34966	0.095732	0.019608	0.35375	0.058824	4.3938	13	0.71429	7364	0.12341	0.27451	0.034602	0.016148	0.25477	0.0011534	0	867	0.066566	0.040847	0.26202	0.0015129	0.2376	661	0.048611	0.019676	0.26317	0	0.0034602	864
37112	1	84	39	489	3061.6	0.42592	0.34625	0.11656	0.002045	0.29568	0.08589	0.97988	3	0.64436	3937	0.06544	0.30675	0.057495	0.041068	0.27579	0	0.00409	487	0.057377	0.034836	0.25947	0	0.002045	488	0.036199	0.0181	0.25218	0	0.096115	442
56982	1	22	46	615	4010.2	0.26395	0.26456	0.053659	0	0.35273	0.027642	0.99746	4	0.68174	5565	0.056911	0.3187	0.0097561	0.0081301	0.25652	0	0	615	0.029364	0.016313	0.2888	0	0.003252	613	0.013029	0.004886	0.22538	0	0.001626	614
71372	1	92	75	1465	5062.2	0.53074	0.48862	0.12082	0.0068259	0.42326	0.073038	4.1484	21	0.58555	15731	0.13174	0.24846	0.040956	0.023208	0.26579	0.00068259	0	1465	0.090473	0.041809	0.29067	0.0006854	0.0040956	1459	0.025874	0.012587	0.25196	0.0006993	0.023891	1430
84229	1	19	37	807	4205.8	0.2201	0.29622	0.12763	0	0.36814	0.071871	1.4266	6	0.81791	5880	0.061958	0.25279	0.011152	0.0049566	0.23155	0.0012392	0	807	0.075589	0.052045	0.29935	0	0	807	0.023573	0.01861	0.2363	0	0.0012392	806
105946	1	14	33	516	3321.6	0.15274	0.21479	0.12597	0.001938	0.28129	0.02907	2.1074	7	0.76051	4414	0.093023	0.28488	0.023256	0.0096899	0.24702	0	0	516	0.03876	0.021318	0.26814	0	0	516	0.017442	0.001938	0.22662	0	0	516
114446	1	21	7	42	973.27	0.010257	0.10041	0	0	0.075321	0	1.0275	1	1	186	0.14286	0.30952	0	0	0.27925	0	0	42	0	0	0.35956	0	0	42	0	0	0.20217	0	0	42
142421	1	7	52	1353	6451.2	0.27303	0.3335	0.020695	0	0.17856	0.023651	0.77505	5	0.64586	12590	0.027347	0.12491	0.011826	0.0088692	0.24818	0.0014782	0	1353	0.021434	0.012565	0.25093	0.0014782	0	1353	0.0052513	0.0030008	0.24258	0.0015004	0.014782	1333
180801	1	15	35	625	3443.7	0.41828	0.31989	0.1136	0.048	0.3273	0.0384	2.0327	7	0.68517	4933	0.088	0.2496	0.032	0.016	0.26261	0	0	625	0.030738	0.020492	0.27781	0	0.2192	488	0.0128	0.0064	0.23879	0	0	625
