event	has	main_cid	n_union	rows	len_cm	uncov	uncov_union	P1	P1_2	ridge_med	P2	P3	holes	P4	img_pts	qneg	wig1	R2D_U	R2Dpm1_U	med_d_U	noslice_U	dead_U	nlive_U	R2D_V	R2Dpm1_V	med_d_V	noslice_V	dead_V	nlive_V	R2D_W	R2Dpm1_W	med_d_W	noslice_W	dead_W	nlive_W
47278	1	6	12	193	588.21	0.11538	0.26674	0.010363	0	0.10196	0.0051813	0	0	0.89371	966	0.010363	0.11917	0	0.0051813	0.23829	0.0051813	0	193	0	0	0.26119	0.0051813	0	193	0	0	0.20197	0	0	193
47784	1	17	7	472	2375.6	0.071314	0.01292	0.010593	0	0.19221	0.0042373	0	0	0.95674	3406	0	0.033898	0	0	0.22418	0	0	472	0.0042463	0.0042463	0.2505	0	0.0021186	471	0	0	0.26183	0	0.0084746	468
49742	1	16	6	225	1136	0.41674	0.21306	0.13333	0.12	0.098748	0.12	0	0	0.99933	981	0.017778	0.062222	0.0088889	0.0044444	0.25015	0	0	225	0.031111	0.031111	0.27419	0.11111	0	225	0	0	0.26195	0	0	225
51219	1	12	14	486	2922.2	0.060136	0.27329	0.0041152	0	0.18119	0.0041152	1.3688	4	0.89485	3520	0.04321	0.080247	0.0020576	0.0020576	0.22907	0	0	486	0.0041152	0.0020576	0.26986	0	0	486	0	0	0.2545	0	0.063786	455
51546	1	66	9	297	1338.3	0.33566	0.36705	0.037037	0	0.2881	0.013468	1.4944	2	0.58683	2628	0.06734	0.14815	0.006734	0.003367	0.24087	0	0	297	0.026936	0.010101	0.25118	0	0	297	0	0	0.22487	0	0	297
51868	1	16	12	341	1378.1	0.0054372	0.13631	0.0087977	0	0.22178	0.0029326	0	0	0.6244	2995	0	0.070381	0.0029326	0.0029326	0.26152	0	0	341	0	0	0.24462	0	0	341	0	0	0.22754	0	0	341
52044	1	18	23	363	2539	0.25048	0.24362	0.013774	0	0.15942	0.038567	1.1816	3	0.92086	2121	0.046832	0.1405	0.0055096	0.0055096	0.23154	0.013774	0	363	0.024862	0.019337	0.24975	0.013812	0.0027548	362	0.0083565	0.005571	0.21171	0.013928	0.011019	359
52352	1	17	11	48	1474.3	0.35066	0.078587	0	0	0.094959	0	0.67828	1	0.99664	182	0.20833	0.41667	0	0	0.21859	0	0	48	0	0	0.24766	0	0.14583	41	0	0	0.12086	0	0	48
53658	1	15	8	188	1059.6	0.43346	0.10515	0	0	0.065868	0	0	0	0.77705	1173	0	0.079787	0	0	0.29008	0	0	188	0	0	0.22467	0	0.021277	184	0	0	0.25026	0	0.10106	169
53793	1	37	6	816	2250.4	0.24425	0.16447	0.0085784	0	0.083473	0.0012255	0.44437	1	0.89768	4585	0.0073529	0.03799	0	0	0.23856	0	0	816	0.002551	0.0012755	0.22764	0	0.039216	784	0	0	0.24094	0	0.0012255	815
53881	1	12	5	155	497.11	0.02919	0.021458	0.012903	0	0.16314	0	2.0116	1	0.47286	2281	0.025806	0.058065	0	0	0.23327	0	0.019355	152	0	0	0.25487	0	0	155	0	0	0.2585	0	0.0064516	154
