event	has	main_cid	n_union	rows	len_cm	uncov	uncov_union	P1	P1_2	ridge_med	P2	P3	holes	P4	img_pts	qneg	wig1	R2D_U	R2Dpm1_U	med_d_U	noslice_U	dead_U	nlive_U	R2D_V	R2Dpm1_V	med_d_V	noslice_V	dead_V	nlive_V	R2D_W	R2Dpm1_W	med_d_W	noslice_W	dead_W	nlive_W
18625	1	11	20	624	2002.3	0.020327	0.28481	0.065705	0	0.25644	0.0048077	1.4983	3	0.61069	6968	0.046474	0.17147	0.0016026	0.0016026	0.25549	0	0	624	0.0080906	0.0048544	0.24126	0	0.0096154	618	0.0016026	0	0.22558	0	0	624
21073	1	11	40	788	2669	0.54166	0.33247	0.095178	0.011421	0.31274	0.021574	2.9974	8	0.70925	7317	0.086294	0.24365	0.017766	0.010152	0.24196	0.001269	0	788	0.024	0.0128	0.25904	0.0016	0.20685	625	0.005102	0.0012755	0.25212	0	0.0050761	784
37112	1	9	38	481	3016.6	0.27869	0.34176	0.076923	0.002079	0.26801	0.033264	0.66299	2	0.64603	3810	0.049896	0.31809	0.045929	0.02714	0.25678	0	0.004158	479	0.014737	0.0042105	0.2611	0	0.012474	475	0.016055	0.0022936	0.22883	0	0.093555	436
56982	1	22	47	601	4067.7	0.2627	0.26706	0.053245	0	0.31869	0.028286	0.73752	3	0.6755	5582	0.039933	0.30948	0.019967	0.011647	0.25276	0	0	601	0.031667	0.016667	0.28128	0	0.0016639	600	0.0083333	0.0016667	0.22193	0	0.0016639	600
71372	1	92	74	1435	5070.6	0.52347	0.46718	0.11289	0.0034843	0.39617	0.04669	3.5498	18	0.53643	15717	0.098258	0.24948	0.025784	0.0083624	0.24285	0	0	1435	0.066387	0.035639	0.27501	0	0.0027875	1431	0.014015	0.0049054	0.24989	0	0.0055749	1427
84229	1	19	37	841	4278.3	0.21059	0.30794	0.10345	0	0.34606	0.029727	3.0386	13	0.85383	5880	0.086801	0.19738	0.014269	0.0047562	0.24814	0.0011891	0	841	0.039333	0.017878	0.24623	0	0.0023781	839	0.011905	0.0059524	0.23071	0	0.0011891	840
105946	1	14	33	522	3300.8	0.15404	0.22957	0.14751	0.0057471	0.33331	0.036398	2.4237	8	0.74143	4414	0.12261	0.31992	0.01341	0.0095785	0.25357	0	0	522	0.028791	0.013436	0.24678	0	0.0019157	521	0.02682	0.01341	0.2178	0	0	522
114446	1	21	7	44	972.23	0.01197	0.10026	0	0	0.091148	0	1.0286	1	1	186	0.13636	0.29545	0	0	0.22114	0	0	44	0	0	0.33153	0	0	44	0	0	0.22006	0	0	44
142421	1	7	53	1246	5869.4	0.39815	0.31397	0.020064	0	0.1616	0.020867	0.34075	2	0.53661	12607	0.012039	0.14286	0.0096308	0.0064205	0.23219	0.00080257	0	1246	0.020064	0.016854	0.24676	0.00080257	0	1246	0.0024917	0.0016611	0.24178	0.00083056	0.033708	1204
180801	1	109	35	614	3316.3	0.26152	0.32297	0.032573	0	0.28863	0.013029	1.2062	4	0.72977	4933	0.055375	0.2443	0.014658	0.0065147	0.24676	0	0	614	0.01145	0.0057252	0.2555	0	0.14658	524	0.004894	0.0016313	0.24501	0	0.0016287	613
259542	1	134	53	785	4957.9	0.43471	0.39659	0.11465	0.011465	0.36451	0.082803	1.4119	7	0.63399	6421	0.06242	0.2586	0.029299	0.02293	0.26205	0	0	785	0.057545	0.049872	0.2865	0.0025575	0.0038217	782	0.029299	0.015287	0.24612	0	0	785
285567	1	8	39	799	4779.8	0.22868	0.19568	0.028786	0.0050063	0.19709	0.011264	1.0461	5	0.68202	6865	0.038798	0.18273	0.0050063	0.0037547	0.24263	0.0025031	0	799	0.010013	0.0062578	0.25283	0.0025031	0	799	0.0062657	0.0012531	0.24803	0.0025063	0.0012516	798
314838	1	18	30	693	2456.4	0.38878	0.41187	0.11977	0	0.36107	0.051948	3.2568	8	0.77986	5362	0.096681	0.24098	0.027417	0.015873	0.2516	0.002886	0	693	0.037956	0.021898	0.27381	0.0029197	0.011544	685	0.027697	0.016035	0.24158	0	0.010101	686
359980	1	70	38	424	2132.5	0.037914	0.35108	0.04717	0.004717	0.26922	0.028302	0.46892	1	0.87233	3037	0.021226	0.27594	0.012107	0.0072639	0.25896	0	0.025943	413	0.028302	0.018868	0.25788	0.0023585	0	424	0.018868	0.011792	0.26142	0	0	424
399860	1	17	24	567	1889.9	0.33866	0.35471	0.15168	0.017637	0.40746	0.015873	7.4079	14	0.58056	6872	0.14638	0.27513	0.03351	0.0035273	0.27198	0	0	567	0.029982	0.0088183	0.28285	0	0	567	0.0194	0.0035273	0.25867	0	0	567
463565	1	13	47	692	3937	0.34586	0.34486	0.10116	0.0057803	0.36184	0.039017	1.016	4	0.85247	4774	0.046243	0.32081	0.031792	0.021676	0.25283	0	0	692	0.020231	0.013006	0.25224	0	0	692	0.015896	0.0057803	0.2287	0	0	692
506114	1	28	47	969	5050.8	0.48259	0.39531	0.10423	0.014448	0.36332	0.065015	0.98994	5	0.47363	12549	0.053664	0.25697	0.012384	0.0072239	0.26427	0.002064	0	969	0.034091	0.016529	0.2639	0	0.001032	968	0.045455	0.038055	0.26005	0.0052854	0.023736	946
506746	1	21	39	882	3625.7	0.48869	0.50012	0.10091	0.0022676	0.33441	0.036281	0.82743	3	0.76216	7458	0.036281	0.22562	0.034014	0.020408	0.24601	0	0	882	0.018244	0.0068415	0.25075	0	0.0056689	877	0.020548	0.01484	0.23481	0	0.0068027	876
