event	has	main_cid	n_union	rows	len_cm	uncov	uncov_union	P1	P1_2	ridge_med	P2	P3	holes	P4	img_pts	qneg	wig1	R2D_U	R2Dpm1_U	med_d_U	noslice_U	dead_U	nlive_U	R2D_V	R2Dpm1_V	med_d_V	noslice_V	dead_V	nlive_V	R2D_W	R2Dpm1_W	med_d_W	noslice_W	dead_W	nlive_W
48301	0																																		
48367	1	19	28	580	2273.6	0.16938	0.37756	0.039655	0	0.24391	0.027586	1.3195	3	0.72167	4593	0.024138	0.1569	0.02069	0.017241	0.23444	0	0	580	0.0086207	0.0086207	0.25439	0	0	580	0.014311	0.0053667	0.22913	0	0.036207	559
48565	0																																		
48895	1	17	8	329	2231.8	0.20191	0.046632	0	0	0.20251	0	0	0	0.57237	4033	0.012158	0.045593	0	0	0.25528	0	0	329	0	0	0.24669	0	0	329	0	0	0.26259	0	0.012158	325
49445	0																																		
49467	0																																		
49511	0																																		
49709	0																																		
49885	0																																		
49951	1	16	13	226	1390.5	0.11771	0.28832	0.035398	0	0.1353	0.026549	2.1575	3	0.99647	1078	0.084071	0.16814	0.022124	0.022124	0.24166	0.0088496	0	226	0.017699	0.013274	0.25639	0.0088496	0	226	0	0	0.23818	0.0088889	0.0044248	225
50017	0																																		
50303	1	12	12	137	1916	0.39639	0.23387	0.014599	0	0.13622	0.065693	0.52193	1	0.97301	643	0.058394	0.16058	0	0	0.20396	0	0	137	0.037037	0.037037	0.32118	0.0074074	0.014599	135	0	0	0.22687	0.036765	0.0072993	136
50523	0																																		
50743	1	17	8	32	630.05	0.067618	0.095611	0	0	0.15903	0	0	0	1	94	0	0.375	0	0	0.24831	0	0	32	0	0	0.21564	0	0	32	0	0	0.12738	0	0	32
50765	0																																		
50787	1	6	3	92	668.23	0.10716	0.068027	0	0	0.097888	0.01087	1.4965	1	1	458	0.043478	0.043478	0	0	0.25638	0	0	92	0.032609	0.01087	0.22289	0	0	92	0	0	0.15121	0	0	92
50809	0																																		
50831	1	14	11	74	669.74	0.015609	0.076752	0	0	0.098181	0	1.4931	1	1	294	0.10811	0.28378	0	0	0.23417	0	0	74	0	0	0.21753	0	0	74	0	0	0.097247	0	0	74
50919	0																																		
51051	1	19	5	455	2243.3	0.33013	0.30955	0.0021978	0	0.079871	0.010989	0.44577	1	0.98244	2275	0.013187	0.028571	0	0	0.24979	0.0043956	0	455	0.0021978	0.0043956	0.25353	0.0065934	0	455	0.004415	0.004415	0.23642	0.004415	0.0043956	453
51469	0																																		
51513	1	16	8	167	937.7	0.023043	0.12784	0	0	0.067117	0	1.0664	1	1	698	0.035928	0.11976	0.005988	0	0.25787	0.023952	0	167	0	0	0.23678	0.024845	0.035928	161	0	0	0.21933	0.024096	0.005988	166
51865	1	15	8	33	1384.5	0.33031	0.059266	0	0	0.12615	0	0	0	1	104	0.060606	0.33333	0	0	0.31203	0	0	33	0	0	0.26462	0	0	33	0	0	0.15252	0	0	33
52085	1	6	7	280	929.97	0.054424	0.13931	0	0	0.086089	0.021429	1.0753	1	0.94403	1528	0.021429	0.042857	0.0071429	0.0071429	0.24142	0	0	280	0.021429	0.021429	0.25105	0	0	280	0.0071429	0.0071429	0.23027	0	0	280
52195	0																																		
52613	1	2	32	184	1298	0.42353	0.35876	0	0	0.15844	0.027174	1.5408	2	1	652	0.125	0.34783	0.0054348	0.0054348	0.23123	0	0	184	0.022222	0.022222	0.26223	0	0.021739	180	0.01087	0.01087	0.21053	0	0	184
52657	1	23	6	209	879.96	0.46459	0.25801	0	0	0.10603	0.019139	0	0	0.98928	1151	0.0095694	0.066986	0	0	0.24104	0	0	209	0.019139	0.019139	0.26387	0	0	209	0	0	0.209	0	0	209
52723	1	7	4	132	230.75	0.024688	0.072403	0.0075758	0	0.083659	0.0075758	0	0	1	592	0	0.068182	0	0	0.23961	0	0	132	0.0075758	0.0075758	0.29906	0	0	132	0	0	0.23914	0	0	132
53361	1	27	6	245	1236.3	0.1013	0.12768	0	0	0.072763	0	0	0	0.99965	1194	0.0081633	0.040816	0	0	0.26201	0	0	245	0	0	0.24648	0	0	245	0	0	0.27457	0	0	245
53427	1	14	4	377	860.24	0.034847	0.14159	0	0	0.090621	0.005305	0	0	0.9906	1989	0.005305	0.047745	0.005305	0.0026525	0.25427	0	0	377	0.0084986	0.0056657	0.26434	0	0.06366	353	0.0079576	0.0026525	0.22157	0	0	377
53493	0																																		
53581	0																																		
53713	1	15	11	47	1406.9	0.24025	0.22774	0	0	0.17067	0	0	0	0.9966	145	0.14894	0.38298	0	0	0.1437	0	0	47	0	0	0.24386	0	0	47	0	0	0.23025	0	0	47
53779	0																																		
53955	0																																		
54175	1	18	17	439	2017.1	0.41761	0.11851	0	0	0.088452	0.0022779	0.49575	1	0.97999	2161	0.022779	0.11617	0	0	0.25133	0	0	439	0	0	0.25937	0	0.095672	397	0.0025641	0.0025641	0.2404	0	0.11162	390
54209	0																																		
54285	0																																		
54341	1	18	28	420	3205.6	0.14811	0.2689	0.02619	0	0.25611	0.033333	0.62392	2	0.78708	2493	0.040476	0.24762	0.016667	0.0071429	0.27361	0	0	420	0.028571	0.02381	0.26975	0	0	420	0.016667	0.0095238	0.22381	0	0	420
54351	1	17	6	238	1234.7	0.053052	0.20659	0.042017	0	0.12612	0.021008	0	0	0.85966	1206	0.021008	0.14286	0.0084034	0.0042017	0.25546	0	0	238	0.029412	0.016807	0.2662	0	0	238	0	0	0.235	0	0	238
54505	0																																		
54527	0																																		
55231	0																																		
55539	1	18	6	678	1784	0.48849	0.36099	0.0044248	0	0.070106	0.0014749	0	0	0.99767	3606	0.0029499	0.029499	0	0	0.23614	0	0.0044248	675	0.0029542	0.0014771	0.2615	0	0.0014749	677	0	0	0.23537	0	0.0029499	676
55583	0																																		
55595	1	8	8	394	1569.4	0.14587	0.22314	0.0025381	0	0.24058	0.01269	0.63717	1	0.7397	3303	0.020305	0.038071	0.0025381	0	0.23436	0	0	394	0.012723	0.012723	0.25236	0	0.0025381	393	0	0	0.25288	0	0.010152	390
