tag	event	mode	stmfit	wall_s	node_core_s	vmhwm_gb	peak_gb	hwm_gap	nclus	nstm	nstm1	nfit	nseg	sum_npts	max_npts	load_gb	steiner_gb	stm_gb	ms_load	ms_scope	ms_flag	ms_unmerge	ms_steiner	ms_fv	ms_tgm	ms_stm	ms_fc	ms_protect	ms_refresh	ms_michel	ms_nu	ms_w_pr	ms_w_disp	ms_w_stm	ms_done	d_load	d_scope	d_flag	d_unmerge	d_steiner	d_fv	d_tgm	d_stm	d_fc	d_protect	d_refresh	d_michel	d_nu	d_w_pr	d_w_disp	d_w_stm	d_done
d119hr3	028084_0	nu	1	34	27.1	1.49	1.667490005493164	0.17749000549316407	397	67	4	20	20	8234	1056	0.30768585205078125	0.2864646911621094	0.3011589050292969	318.3	90.5	59.3	8.4	12476.8	0.2	832.4	8520.9	84.5	40.7	214.0	2605.9	0.0	192.0	515.3	133.3	588.4	0.308	0.000	0.000	0.000	0.286	0.000	-0.000	0.301	0.000	0.000	0.000	0.233	0.000	0.170	0.139	0.001	0.040
d119hr3	028084_10	nu	1	28	26.522	1.16	1.51092529296875	0.3509252929687501	274	54	1	18	18	8076	975	0.3082542419433594	0.36065673828125	0.263641357421875	288.3	60.9	46.5	5.2	14950.4	0.2	1204.2	7030.9	78.5	1.9	27.4	1246.9	0.0	181.5	285.3	142.0	512.9	0.308	0.000	0.000	0.000	0.361	0.000	0.000	0.264	0.000	0.000	0.000	0.038	0.000	0.172	0.073	0.001	0.106
d119hr3	028084_11	nu	1	27	25.851	1.63	1.6673660278320312	0.03736602783203136	322	71	5	17	17	5693	1162	0.2964057922363281	0.30638885498046875	0.20361709594726562	282.1	60.0	45.0	5.1	13105.9	0.2	971.2	4906.0	89.3	6.7	31.5	4519.0	0.0	217.5	478.2	98.8	598.8	0.296	0.000	0.000	0.000	0.306	0.000	0.000	0.204	0.000	0.000	0.000	0.305	0.000	0.184	0.142	0.001	0.038
d119hr3	028084_12	nu	1	36	34.768	2.02	2.1384620666503906	0.11846206665039061	403	67	8	27	27	8396	687	0.3822174072265625	0.3502960205078125	0.2846031188964844	362.8	74.5	55.6	6.7	15701.8	0.2	1130.0	8989.0	105.4	11.5	33.8	6049.9	0.0	212.2	544.5	127.9	832.6	0.382	0.000	0.000	0.000	0.350	0.000	0.000	0.285	0.000	0.000	0.000	0.539	0.000	0.181	0.155	0.002	0.055
d119hr3	028084_13	nu	1	15	14.175	0.79	1.1310005187988281	0.3410005187988281	283	71	0	12	12	3390	686	0.25733184814453125	0.25063323974609375	0.11528396606445312	257.7	56.1	41.9	4.4	9229.9	0.1	738.1	2837.9	59.7	2.4	30.5	0.1	0.0	165.7	0.3	73.2	415.5	0.257	0.000	0.000	0.000	0.251	0.000	0.000	0.115	0.000	0.000	0.000	0.000	0.000	0.147	0.000	0.016	0.157
d119hr3	028084_14	nu	1	14	13.431	0.93	1.0191726684570312	0.0891726684570312	214	61	1	10	10	4333	913	0.17766952514648438	0.2567253112792969	0.09790420532226562	195.6	43.4	31.7	3.1	8440.4	0.2	623.9	2897.5	49.3	1.4	27.0	172.0	0.0	193.7	123.9	83.5	327.5	0.178	0.001	0.000	0.000	0.257	0.000	0.000	0.098	0.000	0.000	0.000	0.002	0.000	0.178	0.027	0.001	0.088
d119hr3	028084_15	nu	1	36	34.768	1.62	1.8665313720703125	0.2465313720703124	337	62	6	17	17	3896	774	0.35834503173828125	0.5623397827148438	0.023509979248046875	351.2	94.7	56.4	6.6	22666.8	0.2	2693.1	3470.3	102.7	149.3	1186.3	2009.5	0.0	194.4	353.7	67.7	774.0	0.358	0.000	0.000	0.000	0.562	0.000	0.001	0.024	0.000	0.000	0.084	0.269	0.000	0.181	0.102	0.001	0.096
d119hr3	028084_16	nu	1	26	25.094	1.53	1.53	0.0	368	63	4	17	17	4780	782	0.2647056579589844	0.4924888610839844	0.034282684326171875	259.9	55.6	40.8	5.2	15562.0	0.2	1754.8	3935.9	74.5	11.8	45.0	1711.0	0.0	195.9	344.3	92.1	527.3	0.265	0.000	0.000	0.000	0.492	0.000	0.000	0.034	0.000	0.000	0.000	0.190	0.000	0.183	0.098	0.001	0.076
d119hr3	028084_17	nu	1	32	29.996	1.64	1.656198501586914	0.01619850158691416	310	72	8	19	19	6308	935	0.2506828308105469	0.362945556640625	0.12783432006835938	253.7	54.6	41.7	5.3	12422.8	0.2	1014.0	5212.4	72.9	8.5	31.7	9089.0	0.0	203.7	469.5	97.7	607.7	0.251	0.000	0.000	0.000	0.363	0.000	0.000	0.128	0.000	0.000	0.000	0.373	0.000	0.185	0.147	0.001	0.019
d119hr3	028084_18	nu	1	82	80.394	2.8	2.804288864135742	0.004288864135742365	447	62	4	19	19	7719	1061	0.7456474304199219	1.4472293853759766	0.004886627197265625	765.0	174.9	134.2	12.7	56033.9	0.2	4859.9	10529.6	166.8	14.4	71.3	3967.6	0.0	212.9	755.3	149.1	1464.3	0.746	0.000	0.000	0.000	1.447	0.000	-0.000	0.005	0.000	0.000	0.000	0.001	0.000	0.142	0.092	0.000	0.145
