tag	event	mode	stmfit	wall_s	node_core_s	vmhwm_gb	peak_gb	hwm_gap	nclus	nstm	nstm1	nfit	nseg	sum_npts	max_npts	load_gb	steiner_gb	stm_gb	ms_load	ms_scope	ms_flag	ms_unmerge	ms_steiner	ms_fv	ms_tgm	ms_stm	ms_fc	ms_protect	ms_refresh	ms_michel	ms_nu	ms_w_pr	ms_w_disp	ms_w_stm	ms_done	d_load	d_scope	d_flag	d_unmerge	d_steiner	d_fv	d_tgm	d_stm	d_fc	d_protect	d_refresh	d_michel	d_nu	d_w_pr	d_w_disp	d_w_stm	d_done
d119vr3	039349_31	nu	1	22	20.452	0.88	1.260232925415039	0.38023292541503906	219	33	4	19	19	7735	916	0.2947807312011719	0.22401809692382812	0.14976119995117188	326.9	71.1	58.0	4.8	8022.2	0.2	406.8	5096.6	60.0	1.5	5.5	5002.5	0.0	181.4	243.7	79.7	596.4	0.295	0.000	0.000	0.000	0.224	0.000	0.000	0.150	0.000	0.000	0.000	0.152	0.000	0.183	0.065	0.001	0.046
d119vr3	039349_32	nu	1	12	10.648	0.97	0.97	0.0	230	23	4	12	12	3367	488	0.18381500244140625	0.19400405883789062	0.050189971923828125	218.4	48.6	38.7	4.3	5858.8	0.2	537.3	1548.6	44.3	1.8	10.9	1296.2	0.0	186.4	182.6	44.0	416.2	0.184	0.003	0.000	0.000	0.194	0.000	0.000	0.050	0.000	0.000	0.000	0.120	0.000	0.184	0.053	0.001	0.032
d119vr3	039349_33	nu	1	37	35.323	1.47	1.4958763122558594	0.0258763122558594	304	41	5	17	17	5439	732	0.3813133239746094	0.5271987915039062	0.00072479248046875	419.0	89.6	73.7	6.9	14417.6	0.3	1578.2	3802.4	80.0	3771.8	4688.0	4572.7	0.0	210.3	387.1	66.7	791.5	0.381	0.000	0.000	0.000	0.527	0.000	0.000	0.001	0.000	0.000	0.154	0.001	0.000	0.149	0.108	0.000	0.031
d119vr3	039349_34	nu	1	13	10.383	0.91	0.9761619567871094	0.06616195678710934	193	30	5	12	12	3952	943	0.17599105834960938	0.19483184814453125	0.046207427978515625	205.7	46.4	37.3	3.4	5713.9	0.2	323.3	1688.4	42.3	2.2	8.0	1329.4	0.0	186.8	159.0	48.9	403.4	0.176	0.000	0.000	0.000	0.195	0.000	0.000	0.046	0.000	0.000	0.000	0.152	0.000	0.182	0.042	0.001	0.037
d119vr3	039349_35	nu	1	13	9.465	0.78	0.8834419250488281	0.1034419250488281	211	43	3	9	9	1765	431	0.177490234375	0.17556381225585938	0.036769866943359375	212.9	49.4	38.7	3.6	5802.8	0.2	568.8	805.9	42.2	8.9	13.3	944.5	0.0	183.3	157.6	34.6	404.6	0.177	0.004	0.000	0.000	0.176	0.000	0.000	0.037	0.000	0.000	0.000	0.088	0.000	0.183	0.041	0.000	0.034
d119vr3	039349_36	nu	1	17	13.534	1.08	1.1065864562988281	0.026586456298828054	230	31	7	10	10	3087	517	0.19784927368164062	0.1865081787109375	0.052478790283203125	244.5	50.5	41.3	3.9	5367.9	0.2	254.5	1599.1	54.8	17.8	149.9	4449.1	0.0	203.7	303.5	47.0	495.1	0.198	0.002	0.000	0.000	0.187	0.000	0.000	0.052	0.000	0.000	0.001	0.241	0.000	0.186	0.088	0.001	0.005
d119vr3	039349_37	nu	1	34	31.4	1.71	1.815195083618164	0.1051950836181641	347	35	4	19	19	6810	1022	0.4789085388183594	0.4007148742675781	0.15800857543945312	515.5	106.7	87.0	7.8	18070.2	0.2	2205.3	4414.6	116.5	15.9	65.4	3594.7	0.0	197.2	410.8	120.3	922.9	0.479	0.000	0.000	0.000	0.401	0.000	0.000	0.158	0.000	0.000	0.000	0.261	0.000	0.173	0.105	0.001	0.082
d119vr3	039349_38	nu	1	22	21.194	1.48	1.48	0.0	242	34	5	17	17	4886	583	0.3647880554199219	0.420867919921875	0.001270294189453125	400.0	82.5	68.2	6.1	12752.7	0.2	1541.0	2825.9	78.5	2.2	11.9	1679.5	0.0	202.3	346.8	55.2	751.1	0.365	0.000	0.000	0.000	0.421	0.000	0.000	0.001	0.000	0.000	0.000	0.221	0.000	0.183	0.095	0.000	0.046
d119vr3	039349_39	nu	1	10	8.105	0.8	0.8308219909667969	0.03082199096679683	204	30	2	10	10	2615	590	0.16416168212890625	0.1623687744140625	0.0457305908203125	199.4	44.7	35.5	3.5	4815.1	0.2	346.7	1237.2	54.2	2.9	19.2	441.6	0.0	192.7	157.0	42.4	357.1	0.164	0.004	0.000	0.000	0.162	0.000	0.000	0.046	0.000	0.000	0.000	0.052	0.000	0.184	0.045	-0.001	0.029
d119vr3	039349_3	nu	1	13	11.519	0.99	1.0650920867919922	0.0750920867919922	210	32	4	14	14	5112	1123	0.22670745849609375	0.21771621704101562	0.055877685546875	275.7	57.4	46.8	3.8	5796.3	0.2	399.0	2211.5	44.1	1.9	4.6	1517.5	0.0	207.1	164.6	62.8	484.6	0.227	0.001	0.000	0.000	0.218	0.000	0.000	0.056	0.000	0.000	0.000	0.142	0.000	0.181	0.042	0.001	0.050
d119vr3	039349_40	nu	1	10	6.146	0.45	0.7480583190917969	0.29805831909179686	221	38	3	7	7	1608	706	0.11632156372070312	0.15088272094726562	0.010334014892578125	168.4	34.9	27.3	3.0	3441.7	0.2	235.8	583.2	31.3	1.8	6.8	847.2	0.0	182.4	133.5	30.2	283.9	0.116	0.003	0.000	0.000	0.151	0.000	0.000	0.010	0.000	0.000	0.000	0.082	0.000	0.181	0.036	0.000	0.019
d119vr3	039349_41	nu	1	18	13.602	0.64	0.8946418762207031	0.2546418762207031	196	36	1	11	11	3742	698	0.20363616943359375	0.18437576293945312	0.07623672485351562	247.0	53.4	43.8	3.8	6494.8	0.2	543.3	1870.1	44.9	2.4	21.3	3288.6	0.0	183.2	110.3	48.4	415.9	0.204	0.001	0.000	0.000	0.184	0.000	0.000	0.076	0.000	0.000	0.000	0.033	0.000	0.169	0.026	0.001	0.058
d119vr3	039349_42	nu	1	13	9.687	0.58	0.831634521484375	0.25163452148437504	220	34	2	11	11	2685	511	0.14810943603515625	0.1827392578125	0.05483245849609375	187.0	44.3	34.4	3.6	5803.7	0.2	776.8	1161.4	38.5	1.4	9.8	691.3	0.0	186.4	150.0	41.4	362.4	0.148	0.004	0.000	0.000	0.183	0.000	0.000	0.055	0.000	0.000	0.000	0.045	0.000	0.181	0.031	0.001	0.040
d119vr3	039349_43	nu	1	9	8.04	0.54	0.9115371704101562	0.3715371704101562	221	25	4	10	10	1876	729	0.17876434326171875	0.1619720458984375	0.051563262939453125	212.5	47.1	39.0	4.1	5138.2	0.2	346.9	793.9	40.9	19.9	9.6	466.8	0.0	194.0	111.7	34.3	413.2	0.179	0.001	0.000	0.000	0.162	0.000	0.000	0.052	0.000	0.000	0.000	0.111	0.000	0.183	0.030	0.000	0.048
d119vr3	039349_44	nu	1	30	28.389	1.25	1.5556144714355469	0.3056144714355469	415	48	6	20	20	6241	1118	0.361358642578125	0.2587394714355469	0.1436004638671875	399.8	84.7	68.5	7.1	10989.9	0.2	580.1	4022.9	86.9	21.0	24.6	10364.2	0.0	202.5	335.4	69.7	805.3	0.361	0.000	0.000	0.000	0.259	0.000	0.001	0.144	0.000	0.000	0.000	0.340	0.000	0.168	0.093	0.001	0.047
d119vr3	039349_45	nu	1	14	12.747	1.04	1.04	0.0	202	31	4	13	13	3745	617	0.21873855590820312	0.20276260375976562	0.059539794921875	272.0	55.1	46.1	3.9	6590.8	0.2	549.2	1823.0	67.8	9.4	105.7	2101.5	0.0	207.9	186.3	50.4	474.7	0.219	0.001	0.000	0.000	0.203	0.000	0.000	0.060	0.000	0.000	0.000	0.134	0.000	0.183	0.051	0.001	0.043
d119vr3	039349_46	nu	1	15	13.349	0.91	0.9642982482910156	0.054298248291015594	229	34	2	10	10	3496	952	0.21400833129882812	0.22025299072265625	0.0518035888671875	251.1	54.7	44.4	3.7	6248.4	0.2	485.2	1796.8	49.6	1.6	11.0	3318.8	0.0	187.2	169.9	70.0	434.6	0.214	0.000	0.000	0.000	0.220	0.000	0.000	0.052	0.000	0.000	0.000	0.060	0.000	0.183	0.046	0.001	0.043
d119vr3	039349_47	nu	1	16	14.446	0.73	1.1226367950439453	0.39263679504394533	257	46	4	17	17	4771	603	0.2550010681152344	0.2551422119140625	0.05324554443359375	319.1	61.2	50.8	4.6	8064.4	0.2	759.7	2865.7	60.3	3.6	16.2	956.7	0.0	188.5	194.1	70.3	552.4	0.255	0.000	0.000	0.000	0.255	0.000	0.000	0.053	0.000	0.000	0.000	0.137	0.000	0.184	0.054	0.001	0.040
d119vr3	039349_48	nu	1	29	24.453	1.25	1.5795516967773438	0.32955169677734375	290	38	7	22	22	6382	752	0.3539466857910156	0.25146484375	0.15424728393554688	410.0	81.3	66.2	6.3	10242.3	0.2	854.5	5322.5	96.7	40.1	196.7	5319.9	0.0	214.5	360.9	79.3	821.7	0.354	0.000	0.000	0.000	0.251	0.000	0.000	0.154	0.000	0.000	0.000	0.341	0.000	0.186	0.103	0.001	0.044
d119vr3	039349_49	nu	1	14	11.003	0.98	0.9906768798828125	0.010676879882812518	200	37	3	11	11	2356	451	0.21953582763671875	0.23328781127929688	0.023365020751953125	282.2	56.4	47.2	3.9	7005.6	0.2	818.5	1112.7	52.0	1.3	7.9	524.1	0.0	182.6	187.3	44.9	461.8	0.220	0.001	0.000	0.000	0.233	0.000	-0.001	0.023	0.000	0.000	0.000	0.098	0.000	0.184	0.045	0.000	0.045
d119vr3	039349_4	nu	1	19	14.338	1.0	1.0694408416748047	0.06944084167480469	309	35	1	16	16	4924	668	0.2757682800292969	0.217803955078125	0.12744140625	317.3	65.5	56.8	7.2	8904.7	0.2	551.9	2738.6	66.3	7.0	11.7	470.0	0.0	182.9	135.7	69.1	499.2	0.276	0.000	0.000	0.000	0.218	0.000	0.000	0.127	0.000	0.000	0.000	0.016	0.000	0.180	0.035	0.003	0.068
d119vr3	039349_50	nu	1	22	17.048	1.06	1.195383071899414	0.135383071899414	284	35	6	13	13	3880	915	0.23016357421875	0.3873443603515625	0.00128936767578125	279.3	60.1	47.8	4.9	9413.1	0.2	1262.5	1815.3	75.5	26.6	172.6	2428.9	0.0	200.1	304.6	51.8	570.6	0.230	0.003	0.000	0.000	0.387	0.000	0.000	0.001	0.000	0.000	0.000	0.145	0.000	0.181	0.091	0.001	0.010
d119vr3	039349_51	nu	1	18	13.871	1.11	1.2425899505615234	0.13258995056152334	265	28	7	13	13	1875	469	0.258087158203125	0.227996826171875	0.045078277587890625	294.2	64.3	52.0	4.8	7815.6	0.3	703.1	870.6	54.8	5.0	51.6	2659.4	0.0	192.3	210.5	34.9	614.3	0.258	0.000	0.000	0.000	0.228	0.000	0.000	0.045	0.000	0.000	0.000	0.276	0.000	0.184	0.062	0.000	0.042
d119vr3	039349_52	nu	1	22	19.217	1.01	1.300668716430664	0.29066871643066405	232	29	5	15	15	5347	1042	0.3023834228515625	0.24043655395507812	0.09909820556640625	332.7	76.3	58.4	4.8	9060.5	0.2	672.5	2978.8	80.2	32.0	338.4	4114.6	0.0	184.0	275.0	65.5	617.9	0.302	0.000	0.000	0.000	0.240	0.000	0.000	0.099	0.000	0.000	0.000	0.222	0.000	0.175	0.075	0.001	0.040
d119vr3	039349_53	nu	1	22	18.485	1.22	1.281280517578125	0.06128051757812503	253	31	2	14	14	5050	629	0.3433723449707031	0.35337066650390625	0.030902862548828125	381.9	97.4	65.7	5.7	10886.7	0.2	1128.6	2669.9	89.9	1.4	17.9	1649.9	0.0	203.1	281.3	65.0	624.4	0.343	0.000	0.000	0.000	0.353	0.000	0.000	0.031	0.000	0.000	0.000	0.095	0.000	0.181	0.067	0.001	0.065
d119vr3	039349_54	nu	1	22	20.748	1.32	1.3226699829101562	0.002669982910156188	269	44	7	24	24	7247	844	0.25528717041015625	0.232177734375	0.12911224365234375	299.6	62.7	49.9	5.0	8855.2	0.3	851.4	5135.6	78.5	46.2	79.6	3782.5	0.0	205.8	316.1	75.2	603.8	0.255	0.000	0.000	0.000	0.232	0.000	0.000	0.129	0.000	0.000	0.000	0.264	0.000	0.185	0.107	0.001	0.006
d119vr3	039349_55	nu	1	13	9.797	0.92	0.9214744567871094	0.001474456787109335	238	35	1	11	11	2574	464	0.22742080688476562	0.2231903076171875	0.02904510498046875	279.3	57.9	46.6	4.3	6532.8	0.2	449.3	1308.4	65.7	1.4	7.6	86.1	0.0	209.5	106.6	38.5	436.8	0.227	0.000	0.000	0.000	0.223	0.000	0.000	0.029	0.000	0.000	0.000	0.026	0.000	0.180	0.024	0.001	0.063
d119vr3	039349_56	nu	1	23	21.216	1.07	1.3770294189453125	0.30702941894531244	256	38	5	25	25	9251	1094	0.3068656921386719	0.24059677124023438	0.1584930419921875	353.0	80.0	58.0	5.5	9133.2	0.2	440.3	6088.3	64.0	30.6	16.6	3371.4	0.0	200.3	288.4	97.5	653.7	0.307	0.000	0.000	0.000	0.241	0.000	0.000	0.158	0.000	0.000	0.000	0.224	0.000	0.183	0.086	0.001	0.032
d119vr3	039349_57	nu	1	20	17.584	1.2	1.2038898468017578	0.003889846801757857	263	39	4	14	14	4426	610	0.2665824890136719	0.32271575927734375	0.024425506591796875	318.8	90.5	53.5	5.8	10733.2	0.3	1263.7	2112.3	61.5	35.3	111.2	1422.9	0.0	213.9	263.8	53.0	544.8	0.267	0.000	0.000	0.000	0.323	0.000	0.000	0.024	0.000	0.000	0.000	0.148	0.000	0.184	0.070	0.000	0.044
d119vr3	039349_58	nu	1	18	13.855	0.82	0.9807205200195312	0.1607205200195313	271	38	3	6	6	1100	369	0.23067855834960938	0.43731689453125	0.000537872314453125	300.1	62.2	54.6	9.5	10673.2	0.2	515.7	656.0	43.5	3.4	31.4	458.9	0.0	194.7	160.6	31.3	481.9	0.231	0.002	0.000	0.000	0.437	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.152	0.006	0.000	0.007
d119vr3	039349_59	nu	1	12	8.645	0.91	0.91	0.0	188	26	3	7	7	1934	556	0.19104385375976562	0.14809036254882812	0.050113677978515625	229.7	52.5	42.7	4.0	4438.5	0.2	258.0	884.3	43.8	6.4	5.9	1707.1	0.0	219.6	153.9	34.4	414.6	0.191	0.002	0.000	0.000	0.148	0.000	0.000	0.050	0.000	0.000	0.000	0.107	0.000	0.183	0.041	0.000	0.038
d119vr3	039349_5	nu	1	21	17.225	1.27	1.296091079711914	0.026091079711914045	275	36	6	15	15	4844	703	0.2666435241699219	0.2824821472167969	0.058971405029296875	324.4	64.1	52.5	4.9	9585.0	0.2	1132.8	2372.1	61.8	2.6	15.3	2089.2	0.0	223.4	307.8	60.4	626.9	0.267	0.000	0.000	0.000	0.282	0.000	0.000	0.059	0.000	0.000	0.000	0.247	0.000	0.183	0.080	0.001	0.031
d119vr3	039349_60	nu	1	17	12.984	0.95	0.9806632995605469	0.03066329956054692	237	30	3	15	15	5117	666	0.200225830078125	0.18872451782226562	0.08576583862304688	252.6	53.0	42.5	4.1	7047.7	0.2	554.3	2727.3	46.6	2.1	7.4	1112.9	0.0	181.0	182.3	62.4	468.5	0.200	0.001	0.000	0.000	0.189	0.000	0.000	0.086	0.000	0.000	0.000	0.089	0.000	0.182	0.051	0.001	0.036
d119vr3	039349_61	nu	1	17	12.835	1.03	1.03	0.0	195	32	7	16	16	5178	804	0.16352081298828125	0.16324234008789062	0.09063339233398438	204.4	60.2	36.6	3.4	5174.5	0.2	328.1	2684.9	46.8	3.2	7.6	3118.5	0.0	235.6	223.3	82.2	448.8	0.164	0.004	0.000	0.000	0.163	0.000	0.000	0.091	0.000	0.000	0.000	0.199	0.000	0.188	0.069	0.001	0.005
d119vr3	039349_62	nu	1	16	12.048	0.79	1.0801982879638672	0.29019828796386715	267	33	4	10	10	2759	522	0.23748779296875	0.22862625122070312	0.040496826171875	283.8	59.9	47.6	4.6	6796.6	0.2	522.6	1317.8	48.7	20.5	225.9	1539.0	0.0	191.9	200.9	44.1	507.8	0.237	0.001	0.000	0.000	0.229	0.000	0.000	0.040	0.000	0.000	0.000	0.146	0.000	0.183	0.056	0.001	0.039
d119vr3	039349_63	nu	1	27	23.178	1.4	1.4	0.0	281	27	4	13	13	4088	1033	0.34002685546875	0.4116477966308594	0.00872802734375	384.7	78.0	65.5	6.2	14340.6	0.2	1806.1	2536.5	78.8	41.7	183.7	2013.2	0.0	218.2	270.6	56.9	702.8	0.340	0.000	0.000	0.000	0.412	0.000	0.000	0.009	0.000	0.000	0.000	0.177	0.000	0.183	0.072	0.001	0.058
d119vr3	039349_64	nu	1	19	15.958	1.18	1.2853622436523438	0.10536224365234381	325	44	8	16	16	3367	438	0.256561279296875	0.2183837890625	0.07004928588867188	301.7	79.5	51.8	5.7	7962.4	0.2	620.5	1930.4	58.3	6.5	13.7	3406.2	0.0	218.6	303.0	47.4	644.1	0.257	0.000	0.000	0.000	0.218	0.000	0.000	0.070	0.000	0.000	0.000	0.302	0.000	0.187	0.088	0.001	0.018
d119vr3	039349_65	nu	1	12	8.067	0.53	0.8474769592285156	0.3174769592285156	182	21	3	8	8	1243	423	0.15908050537109375	0.18910598754882812	0.000537872314453125	206.8	43.9	35.1	3.4	5061.6	0.2	393.1	482.8	39.9	1.7	5.2	873.1	0.0	187.5	185.5	35.1	354.8	0.159	0.004	0.000	0.000	0.189	0.000	0.000	0.001	0.000	0.000	0.000	0.091	0.000	0.183	0.044	0.000	0.030
d119vr3	039349_66	nu	1	21	16.666	1.04	1.04	0.0	258	34	4	12	12	3256	579	0.2072296142578125	0.3340606689453125	0.0	249.1	66.5	43.8	4.5	7976.5	0.2	1346.1	1936.2	52.1	22.5	157.3	3680.3	0.0	212.6	187.8	49.8	469.2	0.207	0.000	0.000	0.000	0.334	0.000	0.000	0.000	0.000	0.000	0.000	0.079	0.000	0.183	0.057	0.001	0.033
d119vr3	039349_67	nu	1	13	8.765	0.91	0.91	0.0	247	37	4	11	11	2234	426	0.16850662231445312	0.15889358520507812	0.051624298095703125	219.3	54.2	42.8	4.0	5168.1	0.2	339.6	1022.9	38.1	1.8	17.9	858.3	0.0	195.9	180.4	36.4	416.4	0.169	0.003	0.000	0.000	0.159	0.000	0.000	0.052	0.000	0.000	0.000	0.117	0.000	0.185	0.052	0.000	0.024
d119vr3	039349_68	nu	1	20	16.328	0.88	1.2484359741210938	0.36843597412109375	239	39	6	20	20	6239	576	0.2606048583984375	0.3061485290527344	0.035251617431640625	319.8	63.5	61.3	6.0	8303.1	0.3	943.8	3342.6	55.1	4.1	25.5	1806.3	0.0	198.7	194.4	70.9	613.0	0.261	0.000	0.000	0.000	0.306	0.000	0.000	0.035	0.000	0.000	0.000	0.204	0.000	0.184	0.057	0.001	0.054
d119vr3	039349_69	nu	1	26	22.281	1.09	1.3943958282470703	0.30439582824707023	238	25	4	10	10	3265	1053	0.3285179138183594	0.37176513671875	0.03302764892578125	358.4	75.1	60.8	5.5	12269.4	0.3	2247.1	1409.6	78.1	20.8	296.7	3711.8	0.0	235.8	357.0	44.1	679.2	0.329	0.000	0.000	0.000	0.372	0.000	0.000	0.033	0.000	0.000	0.004	0.205	0.000	0.174	0.099	0.001	0.034
d119vr3	039349_6	nu	1	15	10.802	0.95	0.9518356323242188	0.0018356323242187944	254	34	2	12	12	3731	633	0.21496963500976562	0.18358230590820312	0.07378005981445312	261.3	54.0	43.5	4.8	6344.5	0.2	270.2	1892.9	48.8	2.9	9.4	878.6	0.0	199.8	175.3	48.9	419.9	0.215	0.002	0.000	0.000	0.184	0.000	0.000	0.074	0.000	0.000	0.000	0.066	0.000	0.180	0.038	0.000	0.047
d119vr3	039349_70	nu	1	20	15.103	0.87	1.1586856842041016	0.28868568420410157	244	41	4	18	18	6085	1039	0.2575836181640625	0.21642684936523438	0.1077880859375	317.6	65.1	52.8	4.7	7194.6	0.2	285.6	3486.9	62.9	16.0	178.4	2085.1	0.0	193.3	270.4	75.8	554.0	0.258	0.000	0.000	0.000	0.216	0.000	0.000	0.108	0.000	0.000	0.000	0.145	0.000	0.183	0.070	0.001	0.030
d119vr3	039349_71	nu	1	27	20.963	1.38	1.381378173828125	0.0013781738281251066	288	38	4	12	12	4387	981	0.337890625	0.2858123779296875	0.09071731567382812	395.6	81.1	64.4	6.4	10959.8	0.3	1081.2	2387.6	72.0	27.6	160.6	3993.1	0.0	219.3	314.0	58.7	766.9	0.338	0.000	0.000	0.000	0.286	0.000	0.000	0.091	0.000	0.000	0.000	0.195	0.000	0.182	0.083	0.001	0.058
d119vr3	039349_72	nu	1	32	27.045	1.59	1.652374267578125	0.06237426757812492	288	47	7	25	25	9167	766	0.3749427795410156	0.288177490234375	0.15685653686523438	415.5	92.0	85.7	6.8	11386.7	0.2	725.9	6435.1	96.4	57.7	479.1	5164.2	0.0	225.5	340.8	108.7	923.8	0.375	0.000	0.000	0.000	0.288	0.000	0.000	0.157	0.000	0.000	-0.000	0.355	0.000	0.185	0.088	0.001	0.057
d119vr3	039349_73	nu	1	16	12.198	0.7	1.0674285888671875	0.36742858886718754	252	38	2	12	12	3139	794	0.27655029296875	0.22266769409179688	0.059295654296875	323.1	66.8	55.7	4.9	8152.5	0.2	554.0	1505.3	56.9	1.4	14.1	302.3	0.0	198.4	136.3	49.2	553.8	0.277	0.000	0.000	0.000	0.223	0.000	0.000	0.059	0.000	0.000	0.000	0.069	0.000	0.183	0.034	0.001	0.076
d119vr3	039349_74	nu	1	13	10.543	0.62	0.8836898803710938	0.26368988037109375	227	39	2	14	14	3866	757	0.17731475830078125	0.1804656982421875	0.06893539428710938	224.1	47.1	38.6	3.7	5995.7	0.2	452.1	1972.3	48.9	36.3	372.0	459.7	0.0	185.2	113.6	52.7	388.2	0.177	0.003	0.000	0.000	0.180	0.000	0.000	0.069	0.000	0.000	0.009	0.036	0.000	0.181	0.030	0.001	0.050
d119vr3	039349_75	nu	1	23	21.138	1.3	1.3	0.0	397	43	1	16	16	5695	897	0.3846702575683594	0.352935791015625	0.06946563720703125	474.0	100.9	75.1	7.3	13178.6	0.3	1420.3	3739.5	94.3	3.4	18.3	328.0	0.0	206.8	215.5	91.7	788.5	0.385	0.000	0.000	0.000	0.353	0.000	0.000	0.069	0.000	0.000	0.000	0.024	0.000	0.180	0.044	0.001	0.098
d119vr3	039349_76	nu	1	15	12.181	0.94	0.9897232055664062	0.0497232055664063	252	36	2	12	12	3815	830	0.22562789916992188	0.21178817749023438	0.07684326171875	282.5	57.1	48.9	4.7	7636.7	0.2	711.7	1811.0	49.4	8.0	33.5	427.4	0.0	177.1	163.0	55.2	467.8	0.226	0.001	0.000	0.000	0.212	0.000	0.000	0.077	0.000	0.000	0.000	0.053	0.000	0.182	0.038	0.001	0.052
d119vr3	039349_77	nu	1	28	24.371	1.26	1.5753364562988281	0.3153364562988281	293	36	7	20	20	6286	966	0.35041046142578125	0.2598228454589844	0.15225601196289062	398.8	94.2	66.9	6.1	12285.4	0.2	1040.8	4415.0	78.9	22.5	211.3	3893.5	0.0	213.4	362.2	83.9	792.1	0.350	0.000	0.000	0.000	0.260	0.000	0.003	0.152	0.000	0.000	-0.002	0.354	0.000	0.176	0.105	0.001	0.031
d119vr3	039349_78	nu	1	14	10.173	0.6	0.9012641906738281	0.30126419067382815	201	25	1	10	10	3572	637	0.20687484741210938	0.19122695922851562	0.054325103759765625	260.1	52.2	43.4	4.1	6269.1	0.2	440.1	1423.1	44.6	67.0	7.8	592.5	0.0	190.2	124.8	44.9	416.6	0.207	0.001	0.000	0.000	0.191	0.000	0.000	0.054	0.000	0.000	0.000	0.029	0.000	0.182	0.030	0.001	0.056
d119vr3	039349_79	nu	1	26	23.881	1.26	1.3903999328613281	0.13039993286132812	322	41	4	18	18	6607	1031	0.3310356140136719	0.36389923095703125	0.057765960693359375	389.5	78.8	69.5	8.4	12847.3	0.2	1067.0	3870.8	83.4	3.2	13.1	3892.1	0.0	215.3	290.2	84.7	676.8	0.331	0.000	0.000	0.000	0.364	0.000	0.000	0.058	0.000	0.000	0.000	0.185	0.000	0.181	0.085	0.001	0.043
d119vr3	039349_7	nu	1	29	25.646	1.61	1.6634654998779297	0.05346549987792959	313	37	6	17	17	4600	682	0.4194068908691406	0.3090095520019531	0.11843109130859375	481.7	120.0	77.5	7.0	14153.4	0.2	1462.2	3114.3	96.5	184.0	410.9	3709.3	0.0	213.0	332.2	56.7	832.2	0.419	0.000	0.000	0.000	0.309	0.000	0.000	0.118	0.000	0.000	0.000	0.334	0.000	0.183	0.096	0.001	0.059
d119vr3	039349_80	nu	1	23	18.402	0.84	0.9031524658203125	0.06315246582031253	210	31	2	10	10	3716	596	0.18201828002929688	0.19545745849609375	0.055805206298828125	256.2	52.5	47.1	4.8	6428.1	0.3	450.9	1979.6	45.1	9.1	8.2	8273.2	0.0	165.0	147.3	50.7	381.4	0.182	0.004	0.000	0.000	0.195	0.000	0.000	0.056	0.000	0.000	0.000	0.104	0.000	0.149	0.029	0.000	0.038
d119vr3	039349_81	nu	1	18	16.141	1.16	1.1900138854980469	0.030013885498046955	311	37	6	19	19	4591	685	0.24869918823242188	0.2861442565917969	0.0258026123046875	282.9	73.0	49.7	5.3	9106.3	0.2	687.6	3334.9	70.4	9.4	40.6	1201.2	0.0	225.7	232.6	60.5	535.5	0.249	0.000	0.000	0.000	0.286	0.000	0.000	0.026	0.000	0.000	0.000	0.204	0.000	0.184	0.062	0.001	0.034
d119vr3	039349_82	nu	1	16	14.115	0.79	1.0633468627929688	0.2733468627929687	243	33	4	19	19	5945	1119	0.2139892578125	0.21962738037109375	0.07836532592773438	276.2	57.7	51.5	6.2	6962.8	0.2	325.7	3324.3	48.3	11.9	8.5	1941.8	0.0	193.7	188.0	66.0	459.2	0.214	0.001	0.000	0.000	0.220	0.000	0.000	0.078	0.000	0.000	0.000	0.132	0.000	0.179	0.044	0.001	0.046
d119vr3	039349_83	nu	1	21	18.499	1.11	1.1667919158935547	0.05679191589355459	280	45	2	17	17	5044	608	0.2903175354003906	0.3222618103027344	0.031574249267578125	328.1	71.6	57.4	5.9	11044.2	0.2	1292.5	3174.5	57.7	5.9	15.4	1171.9	0.0	178.6	228.6	59.0	555.0	0.290	0.000	0.000	0.000	0.322	0.000	0.000	0.032	0.000	0.000	0.000	0.079	0.000	0.182	0.062	0.001	0.053
d119vr3	039349_8	nu	1	12	8.264	0.45	0.7396965026855469	0.28969650268554686	187	27	2	9	9	2932	610	0.11355209350585938	0.19072723388671875	0.0052337646484375	159.4	35.9	27.7	3.1	5096.1	0.2	310.2	1360.1	37.0	1.3	11.0	408.7	0.0	189.9	131.1	42.6	301.6	0.114	0.003	0.000	0.000	0.191	0.000	0.000	0.005	0.000	0.000	0.000	0.037	0.000	0.182	0.030	0.001	0.031
d119vr3	039349_9	nu	1	14	12.352	0.73	1.0497474670410156	0.31974746704101564	188	32	4	14	14	4389	613	0.22811126708984375	0.225067138671875	0.0570220947265625	270.3	57.3	46.7	3.9	6993.1	0.2	400.2	2382.5	50.4	10.7	19.9	998.7	0.0	181.8	171.1	53.4	490.3	0.228	0.002	0.000	0.000	0.225	0.000	-0.001	0.057	0.000	0.000	0.000	0.125	0.000	0.183	0.049	0.001	0.038
