tag	event	mode	stmfit	wall_s	node_core_s	vmhwm_gb	peak_gb	hwm_gap	nclus	nstm	nstm1	nfit	nseg	sum_npts	max_npts	load_gb	steiner_gb	stm_gb	ms_load	ms_scope	ms_flag	ms_unmerge	ms_steiner	ms_fv	ms_tgm	ms_stm	ms_fc	ms_protect	ms_refresh	ms_michel	ms_nu	ms_w_pr	ms_w_disp	ms_w_stm	ms_done	d_load	d_scope	d_flag	d_unmerge	d_steiner	d_fv	d_tgm	d_stm	d_fc	d_protect	d_refresh	d_michel	d_nu	d_w_pr	d_w_disp	d_w_stm	d_done
d119vnu	039252_2	nu	1	68	53.11	2.05	2.1733856201171875	0.12338562011718768	549	52	3	13	13	3774	555	0.6225509643554688	0.9696674346923828	0.00055694580078125	680.6	150.8	122.5	12.1	38972.9	0.3	6514.1	3083.0	144.3	2.4	17.6	591.2	0.0	191.9	438.9	49.0	1272.3	0.623	0.000	0.000	0.000	0.970	0.000	-0.000	0.001	0.000	0.000	0.000	0.002	0.000	0.171	0.103	0.001	0.126
d119vnu	039252_3	nu	1	46	30.483	1.93	1.9654560089111328	0.035456008911132875	441	48	7	14	14	3941	785	0.4768943786621094	0.3758049011230469	0.12466812133789062	510.8	111.6	90.1	9.4	18611.9	0.2	2176.8	2662.3	113.4	3.7	21.0	3714.7	0.0	221.5	475.0	50.9	1090.4	0.477	0.000	0.000	0.000	0.376	0.000	0.017	0.125	0.000	0.000	0.000	0.463	0.000	0.178	0.128	0.001	0.047
d119vnu	039252_4	nu	1	30	28.093	1.74	1.865854263305664	0.12585426330566407	471	61	3	18	18	4998	665	0.60888671875	0.3258819580078125	0.13999557495117188	664.1	146.6	123.2	8.3	16763.0	0.3	1146.0	3090.9	94.2	99.8	787.7	2790.0	0.0	203.7	305.0	64.7	1104.0	0.609	0.000	0.000	0.000	0.326	0.000	0.001	0.140	0.000	0.000	0.022	0.198	0.000	0.181	0.094	0.001	0.125
d119vnu	039252_5	nu	1	86	83.938	2.73	2.733488082885742	0.0034880828857422053	737	61	7	22	22	7678	777	0.7180900573730469	0.9427375793457031	0.00139617919921875	858.4	172.9	143.2	15.4	42471.2	0.3	4047.0	9992.2	189.8	57.2	107.0	22107.5	0.0	237.1	732.5	87.4	1718.6	0.718	0.000	0.000	0.000	0.943	0.000	-0.000	0.001	0.000	0.000	0.000	0.431	0.000	0.181	0.224	0.001	0.053
d119vnu	039252_6	nu	1	47	43.759	2.19	2.19	0.0	613	59	7	22	22	5892	558	0.5476417541503906	0.5011825561523438	0.14006423950195312	627.8	128.4	103.2	11.2	27950.7	0.3	3933.2	4655.5	133.4	18.5	37.9	3425.7	0.0	244.4	407.0	75.1	1254.6	0.548	0.000	0.000	0.000	0.501	0.000	0.003	0.140	0.000	0.000	0.000	0.426	0.000	0.186	0.110	0.001	0.110
d119vnu	039252_7	nu	1	31	29.393	1.97	1.97	0.0	573	45	8	14	14	4233	683	0.46185302734375	0.37467193603515625	0.12670135498046875	524.2	107.0	87.7	9.7	17005.8	0.3	2263.9	2894.4	107.5	9.3	47.3	3983.7	0.0	226.4	451.2	53.4	1018.9	0.462	0.000	0.000	0.000	0.375	0.000	0.005	0.127	0.000	0.000	0.000	0.481	0.000	0.188	0.142	0.001	0.032
d119vnu	039252_8	nu	1	102	99.649	3.03	3.0317115783691406	0.0017115783691408204	492	47	11	20	20	8104	921	0.6700592041015625	1.9800758361816406	0.001407623291015625	723.8	157.1	130.7	13.6	57531.6	0.3	12863.2	7693.4	174.8	164.5	548.7	15613.6	0.0	227.3	862.6	79.9	1750.4	0.670	0.000	0.000	0.000	1.980	0.000	-0.000	0.001	0.000	0.000	-0.000	0.015	0.000	0.150	0.025	0.000	0.007
d119vnu	039252_9	nu	1	35	33.844	1.98	2.0331764221191406	0.05317642211914064	417	47	8	22	22	6008	595	0.4897346496582031	0.3389701843261719	0.15375137329101562	534.2	137.8	115.1	9.9	15940.7	0.2	1841.7	4570.4	103.8	253.6	716.1	7169.9	0.0	230.2	428.8	75.5	1135.0	0.490	0.000	0.000	0.000	0.339	0.000	0.012	0.154	0.000	0.000	0.002	0.513	0.000	0.189	0.127	0.001	0.054
d119vnu	039253_0	nu	1	26	23.947	1.77	1.8375682830810547	0.06756828308105467	477	55	7	20	20	5183	664	0.4559974670410156	0.30875396728515625	0.14884567260742188	486.8	107.0	85.1	8.0	13294.4	0.3	846.9	3466.1	97.8	325.8	1155.8	2073.5	0.0	222.6	294.2	66.8	969.7	0.456	0.000	0.000	0.000	0.309	0.000	0.002	0.149	0.000	0.000	0.054	0.371	0.000	0.186	0.094	0.001	0.069
d119vnu	039253_10	nu	1	23	20.466	1.05	1.3801383972167969	0.33013839721679683	379	42	2	15	15	6935	1020	0.37786865234375	0.27639007568359375	0.1583709716796875	417.1	86.6	72.9	7.0	10988.7	0.2	552.6	4398.4	72.1	3.0	20.7	2159.6	0.0	202.7	329.2	78.3	697.1	0.378	0.000	0.000	0.000	0.276	0.000	0.000	0.158	0.000	0.000	0.000	0.093	0.000	0.183	0.088	0.001	0.058
d119vnu	039253_11	nu	1	60	56.784	2.28	2.28	0.0	601	51	4	24	24	6483	531	0.6728363037109375	0.8434867858886719	0.001216888427734375	784.4	156.5	128.2	12.8	40336.3	0.3	4564.8	5568.4	155.5	3.4	29.6	2199.9	0.0	206.2	432.3	79.4	1372.1	0.673	0.000	0.000	0.000	0.843	0.000	-0.000	0.001	0.000	0.000	0.000	0.149	0.000	0.184	0.118	0.001	0.124
d119vnu	039253_12	nu	1	31	27.831	1.77	1.8616199493408203	0.0916199493408203	458	48	6	17	17	4013	514	0.46588134765625	0.36981201171875	0.12212371826171875	513.1	110.6	90.4	9.4	18122.5	0.3	2334.3	2490.5	101.2	7.7	54.7	1894.0	0.0	205.7	306.2	55.5	977.6	0.466	0.000	0.000	0.000	0.370	0.000	0.033	0.122	0.000	0.000	0.000	0.353	0.000	0.186	0.086	0.001	0.094
d119vnu	039253_13	nu	1	34	32.336	1.93	1.9865131378173828	0.056513137817382875	507	44	8	14	14	4617	931	0.4663848876953125	0.336822509765625	0.12129592895507812	501.1	108.6	88.9	9.2	14779.0	0.3	1284.1	2290.4	94.7	33.5	80.6	10758.5	0.0	215.9	437.7	63.1	1050.6	0.466	0.000	0.000	0.000	0.337	0.000	0.007	0.121	0.000	0.000	0.000	0.550	0.000	0.186	0.138	0.001	0.029
d119vnu	039253_14	nu	1	37	35.459	2.11	2.11	0.0	628	64	7	17	17	5505	663	0.5249824523925781	0.38291168212890625	0.16299819946289062	555.0	122.1	100.1	10.7	19993.0	0.3	1674.4	4450.5	121.2	22.0	47.5	5875.2	0.0	214.9	456.4	63.6	1149.2	0.525	0.000	0.000	0.000	0.383	0.000	0.000	0.163	0.000	0.000	0.000	0.487	0.000	0.187	0.142	0.001	0.063
d119vnu	039253_15	nu	1	33	30.393	1.9	1.9037151336669922	0.0037151336669922763	491	59	7	21	21	7799	777	0.44775390625	0.3335914611816406	0.173126220703125	492.8	102.2	85.0	9.2	17480.9	0.3	1344.9	5946.6	94.8	20.0	249.3	2315.6	0.0	221.8	415.8	83.0	963.3	0.448	0.000	0.000	0.000	0.334	0.000	0.022	0.173	0.000	0.000	0.000	0.419	0.000	0.188	0.129	0.001	0.038
d119vnu	039253_16	nu	1	22	18.754	1.22	1.2833023071289062	0.06330230712890628	347	48	5	19	19	6206	614	0.2950325012207031	0.23572158813476562	0.10698699951171875	346.3	74.8	60.8	5.9	8120.0	0.2	375.9	3997.9	55.2	26.0	219.7	3933.6	0.0	207.0	314.2	77.3	613.8	0.295	0.002	0.000	0.000	0.236	0.000	0.000	0.107	0.000	0.000	-0.000	0.197	0.000	0.188	0.096	0.001	0.016
d119vnu	039253_17	nu	1	43	39.296	2.38	2.38	0.0	659	61	7	16	16	5059	852	0.5889320373535156	0.4529685974121094	0.16252517700195312	651.9	136.6	109.9	11.5	22613.7	0.3	4335.5	4129.9	132.2	4.2	36.6	4392.5	0.0	209.4	411.8	77.3	1282.3	0.589	0.000	0.000	0.000	0.453	0.000	0.054	0.163	0.000	0.000	0.000	0.529	0.000	0.186	0.123	0.002	0.109
d119vnu	039253_1	nu	1	49	44.21	2.06	2.06024169921875	0.0002416992187499467	594	47	4	15	15	4560	714	0.5612373352050781	0.9701728820800781	0.0004119873046875	626.1	129.7	105.0	11.2	29680.8	0.3	4115.4	3751.0	129.5	4.3	33.2	3003.1	0.0	194.1	463.3	62.8	1115.8	0.561	0.000	0.000	0.000	0.970	0.000	0.001	0.000	0.000	0.000	0.000	0.005	0.000	0.150	0.121	0.000	0.084
d119vnu	039253_2	nu	1	83	78.265	2.77	2.77	0.0	536	61	12	20	20	6441	758	0.5974922180175781	1.2101936340332031	0.0	628.3	142.6	116.1	11.4	41958.4	0.3	6391.6	6498.1	150.2	60.7	504.3	18246.9	0.0	235.3	722.7	72.2	1654.7	0.597	0.000	0.000	0.000	1.210	0.000	0.000	0.000	0.000	0.000	0.000	0.362	0.000	0.190	0.217	0.001	0.022
d119vnu	039253_3	nu	1	16	14.571	1.31	1.31	0.0	269	43	6	11	11	3053	601	0.2868766784667969	0.23886871337890625	0.06451797485351562	322.2	70.6	56.5	5.1	8062.9	0.2	514.0	1485.3	59.7	2.8	14.2	2579.3	0.0	200.7	246.6	42.4	619.9	0.287	0.000	0.000	0.000	0.239	0.000	0.000	0.065	0.000	0.000	0.000	0.272	0.000	0.188	0.075	0.001	0.034
d119vnu	039253_4	nu	1	28	27.2	1.57	1.5707206726074219	0.0007206726074218128	550	51	4	11	11	3173	603	0.42664337158203125	0.37200927734375	0.0781097412109375	459.4	99.3	79.4	9.9	15940.3	0.3	2065.2	2212.0	86.3	63.3	213.7	4138.6	0.0	190.2	289.2	45.3	824.3	0.427	0.000	0.000	0.000	0.372	0.000	0.000	0.078	0.000	0.000	0.000	0.216	0.000	0.181	0.074	0.000	0.079
d119vnu	039253_5	nu	1	73	70.748	2.43	2.43	0.0	628	55	5	18	18	5545	737	0.6788787841796875	1.0357475280761719	0.001399993896484375	720.3	159.9	130.9	13.2	39670.0	0.3	3691.9	4623.3	146.0	4192.0	9872.5	4580.7	0.0	193.7	473.3	69.2	1380.3	0.679	0.000	0.000	0.000	1.036	0.000	-0.000	0.001	0.000	-0.000	0.340	0.001	0.000	0.150	0.005	0.000	0.032
d119vnu	039253_6	nu	1	39	36.958	2.25	2.25	0.0	593	54	13	29	29	8920	842	0.44599151611328125	0.3180656433105469	0.19251251220703125	469.9	107.5	84.0	9.2	16597.8	0.3	1517.4	7710.0	101.2	32.8	323.5	7495.9	0.0	228.0	430.7	91.0	1187.6	0.446	0.000	0.000	0.000	0.318	0.000	0.019	0.193	0.000	0.000	0.000	0.764	0.000	0.179	0.141	0.001	0.033
d119vnu	039253_7	nu	1	27	24.22	1.37	1.3718032836914062	0.0018032836914061434	467	47	1	14	14	3756	497	0.432281494140625	0.4088325500488281	0.011077880859375	463.2	102.7	82.1	8.4	17726.5	0.3	1506.2	2210.3	83.5	2.1	20.7	393.5	0.0	188.3	232.5	55.4	739.8	0.432	0.000	0.000	0.000	0.409	0.000	0.000	0.011	0.000	0.000	0.000	0.037	0.000	0.185	0.050	0.001	0.100
d119vnu	039253_8	nu	1	53	51.163	3.02	3.0216026306152344	0.0016026306152343572	644	46	10	25	25	7852	718	0.7092781066894531	0.46477508544921875	0.22851943969726562	761.9	167.0	133.7	13.5	29592.2	0.3	3261.4	7125.2	153.0	26.5	201.4	6129.7	0.0	260.6	592.1	93.7	1748.4	0.709	0.000	0.000	0.000	0.465	0.000	0.088	0.229	0.000	0.000	-0.000	0.891	0.000	0.188	0.168	0.001	0.095
d119vnu	039253_9	nu	1	52	50.758	2.43	2.430744171142578	0.0007441711425779651	522	44	7	18	18	6056	897	0.6201515197753906	0.7502250671386719	0.00164031982421875	722.6	190.2	122.2	11.8	32650.0	0.3	3824.0	4589.4	160.2	61.0	209.5	5103.9	0.0	213.1	589.8	73.9	1379.8	0.620	0.000	0.000	0.000	0.750	0.000	0.001	0.002	0.000	0.000	0.000	0.469	0.000	0.181	0.171	0.001	0.064
d119vnu	039349_0	nu	1	14	11.044	0.65	0.9333992004394531	0.2833992004394531	238	29	2	12	12	3556	972	0.19838714599609375	0.2125701904296875	0.046314239501953125	237.9	53.7	43.0	4.2	6817.5	0.2	578.7	1666.0	45.7	2.2	11.3	604.7	0.0	183.6	143.7	47.0	412.6	0.198	0.000	0.000	0.000	0.213	0.000	0.000	0.046	0.000	0.000	0.000	0.065	0.000	0.180	0.036	0.000	0.048
d119vnu	039349_10	nu	1	19	15.877	0.87	1.1764144897460938	0.30641448974609375	300	32	1	7	7	2838	859	0.3278083801269531	0.2670173645019531	0.08573532104492188	350.3	78.0	62.6	6.6	11013.5	0.2	1059.3	1531.0	64.3	1.4	12.6	408.1	0.0	187.2	163.5	42.1	573.1	0.328	0.000	0.000	0.000	0.267	0.000	0.000	0.086	0.000	0.000	0.000	0.042	0.000	0.181	0.042	0.000	0.084
d119vnu	039349_11	nu	1	15	12.568	0.84	0.9719944000244141	0.1319944000244141	211	27	2	10	10	2855	538	0.2146148681640625	0.31754302978515625	0.00177001953125	272.3	56.0	46.0	4.5	8157.8	0.2	1065.4	1455.4	56.7	1.4	8.2	399.5	0.0	187.1	135.4	41.7	438.3	0.215	0.000	0.000	0.000	0.318	0.000	0.000	0.002	0.000	0.000	0.000	0.022	0.000	0.181	0.035	0.000	0.052
d119vnu	039349_12	nu	1	18	16.331	0.77	1.0526752471923828	0.2826752471923828	226	32	5	14	14	2851	455	0.22493743896484375	0.39875030517578125	0.0	274.2	60.5	49.8	5.3	9366.6	0.2	720.2	1603.3	49.7	104.5	648.7	2258.9	0.0	192.5	229.0	40.8	506.1	0.225	0.001	0.000	0.000	0.399	0.000	0.000	0.000	0.000	0.000	0.000	0.004	0.000	0.184	0.062	0.001	0.030
d119vnu	039349_13	nu	1	12	10.443	0.58	0.8991851806640625	0.31918518066406254	203	29	3	12	12	2893	486	0.1815185546875	0.19445037841796875	0.02663421630859375	213.9	49.0	39.4	3.5	4940.0	0.2	291.9	1510.6	50.6	1.8	10.0	2353.4	0.0	185.1	177.5	43.1	401.0	0.182	0.002	0.000	0.000	0.194	0.000	0.000	0.027	0.000	0.000	0.000	0.083	0.000	0.185	0.046	0.002	0.033
d119vnu	039349_14	nu	1	13	10.87	0.65	0.9814262390136719	0.33142623901367185	192	31	2	10	10	3393	966	0.23611831665039062	0.20344924926757812	0.06469345092773438	281.4	63.5	49.5	4.4	6919.1	0.2	431.9	1751.0	55.7	10.7	94.7	209.2	0.0	177.7	115.5	43.8	455.5	0.236	0.000	0.000	0.000	0.203	0.000	0.000	0.065	0.000	0.000	0.000	0.057	0.000	0.183	0.031	0.001	0.061
d119vnu	039349_15	nu	1	15	12.627	1.01	1.1127376556396484	0.10273765563964843	205	33	4	16	16	5157	898	0.24877166748046875	0.20859909057617188	0.08755111694335938	276.3	63.3	51.3	4.3	7462.1	0.2	437.5	2518.2	53.8	1.1	9.4	526.5	0.0	190.5	159.3	66.0	534.6	0.249	0.000	0.000	0.001	0.209	0.000	-0.001	0.088	0.000	0.000	0.000	0.141	0.000	0.184	0.046	0.001	0.053
d119vnu	039349_16	nu	1	21	19.159	1.12	1.1349010467529297	0.014901046752929581	255	33	2	14	14	3926	818	0.2859916687011719	0.33130645751953125	0.018421173095703125	326.3	71.7	58.3	5.5	11522.3	0.3	1580.8	2161.8	67.3	8.4	56.9	1996.7	0.0	197.9	153.7	56.5	573.5	0.286	0.000	0.000	0.000	0.331	0.000	0.000	0.018	0.000	0.000	0.000	0.065	0.000	0.180	0.042	0.001	0.066
d119vnu	039349_17	nu	1	10	6.444	0.43	0.7546577453613281	0.32465774536132813	192	41	3	9	9	1554	413	0.11716461181640625	0.15523147583007812	0.013858795166015625	162.3	39.9	29.0	3.0	3790.2	0.2	261.1	643.8	37.9	9.4	162.2	541.8	0.0	183.3	109.6	32.2	307.2	0.117	0.003	0.000	0.000	0.155	0.000	0.000	0.014	0.000	0.000	0.011	0.054	0.000	0.185	0.029	0.000	0.032
d119vnu	039349_18	nu	1	23	19.375	1.51	1.5149402618408203	0.004940261840820304	249	39	9	24	24	5845	597	0.3021812438964844	0.23447799682617188	0.13101959228515625	353.4	73.8	58.7	5.4	8640.6	0.2	585.7	4467.6	72.0	4.9	25.4	3356.7	0.0	207.2	343.8	70.4	784.7	0.302	0.000	0.000	0.000	0.234	0.000	0.000	0.131	0.000	0.000	0.000	0.401	0.000	0.188	0.103	0.001	0.009
d119vnu	039349_19	nu	1	12	7.549	0.46	0.7820472717285156	0.3220472717285156	208	27	2	9	9	1600	444	0.14284896850585938	0.15847396850585938	0.028202056884765625	181.7	40.7	32.6	3.3	4863.0	0.2	386.4	770.7	38.7	8.0	44.2	398.0	0.0	181.6	104.3	31.9	319.9	0.143	0.004	0.000	0.000	0.158	0.000	0.000	0.028	0.000	0.000	0.000	0.046	0.000	0.184	0.026	0.000	0.041
d119vnu	039349_1	nu	1	10	4.848	0.37	0.64093017578125	0.27093017578125	165	31	3	8	8	1884	480	0.07303619384765625	0.0987701416015625	0.028461456298828125	112.8	27.5	21.7	1.9	2438.4	0.2	111.2	725.8	25.6	5.9	4.2	745.4	0.0	178.9	103.2	35.2	217.2	0.073	0.003	0.000	0.000	0.099	0.000	0.000	0.028	0.000	0.000	0.000	0.056	0.000	0.185	0.027	0.000	0.018
d119vnu	039349_20	nu	1	16	11.434	0.63	0.9560203552246094	0.32602035522460937	235	43	6	13	13	3629	586	0.15587615966796875	0.14068603515625	0.0771942138671875	193.1	44.2	34.0	3.5	4751.1	0.2	242.2	1991.7	42.8	2.4	10.2	3066.7	0.0	197.6	236.9	48.4	390.2	0.156	0.004	0.000	0.000	0.141	0.000	0.000	0.077	0.000	0.000	0.000	0.167	0.000	0.188	0.072	0.000	0.005
d119vnu	039349_21	nu	1	24	19.892	1.2	1.2	0.0	242	29	5	17	17	4449	662	0.2485198974609375	0.24904632568359375	0.0649566650390625	292.9	62.4	52.3	4.7	8828.8	0.2	742.2	3036.6	62.3	2.6	11.9	5365.8	0.0	211.5	316.1	57.7	543.2	0.249	0.000	0.000	0.000	0.249	0.000	0.000	0.065	0.000	0.000	0.000	0.200	0.000	0.186	0.089	0.001	0.011
d119vnu	039349_22	nu	1	27	22.833	1.4	1.4	0.0	289	39	6	17	17	6180	710	0.2968597412109375	0.24200439453125	0.12066650390625	349.9	75.9	60.0	5.7	10127.4	0.2	537.1	4253.7	72.3	77.7	133.4	5480.9	0.0	213.1	324.0	67.3	708.5	0.297	0.000	0.000	0.000	0.242	0.000	0.000	0.121	0.000	0.000	0.000	0.289	0.000	0.179	0.094	0.001	0.028
d119vnu	039349_23	nu	1	20	15.784	1.17	1.2794113159179688	0.10941131591796882	256	30	6	15	15	3693	510	0.2741241455078125	0.24970626831054688	0.059356689453125	327.0	69.4	55.5	5.3	8780.4	0.2	623.9	2169.6	67.9	27.9	70.8	2177.1	0.0	202.0	248.2	53.9	622.5	0.274	0.000	0.000	0.000	0.250	0.000	0.000	0.059	0.000	0.000	0.000	0.258	0.000	0.188	0.078	0.001	0.025
d119vnu	039349_24	nu	1	13	10.707	0.83	0.9699916839599609	0.13999168395996098	253	47	4	14	14	3886	737	0.18008804321289062	0.2039794921875	0.0419921875	214.6	48.6	38.9	4.0	5169.7	0.2	342.5	1871.1	46.5	4.8	9.3	1822.6	0.0	193.8	245.2	50.6	411.4	0.180	0.003	0.000	0.000	0.204	0.000	0.000	0.042	0.000	0.000	0.000	0.128	0.000	0.182	0.062	0.001	0.020
d119vnu	039349_25	nu	1	24	22.515	1.21	1.53839111328125	0.32839111328125004	278	36	6	15	15	4990	780	0.36254119873046875	0.2627754211425781	0.1240234375	406.0	88.7	70.1	6.0	11605.5	0.2	796.9	2821.5	84.3	5.2	9.5	4810.8	0.0	212.6	340.3	68.9	770.8	0.363	0.000	0.000	0.000	0.263	0.000	0.002	0.124	0.000	0.000	0.000	0.317	0.000	0.187	0.097	0.001	0.040
d119vnu	039349_26	nu	1	28	26.227	1.05	1.3631629943847656	0.3131629943847656	252	38	4	17	17	4858	899	0.32782745361328125	0.4013404846191406	0.0296630859375	360.2	77.6	62.4	5.9	14767.9	0.2	2136.7	3366.1	82.7	20.3	297.6	3496.6	0.0	187.1	221.7	64.1	673.2	0.328	0.000	0.000	0.000	0.401	0.000	0.000	0.030	0.000	0.000	0.000	0.146	0.000	0.182	0.063	0.000	0.066
d119vnu	039349_27	nu	1	18	16.619	1.2	1.2	0.0	223	34	5	18	18	4832	583	0.25909423828125	0.269683837890625	0.0442962646484375	295.8	63.3	51.0	4.3	7651.6	0.2	504.5	3514.9	65.5	288.6	1490.7	1374.9	0.0	189.9	200.7	69.0	560.6	0.259	0.000	0.000	0.000	0.270	0.000	0.000	0.044	0.000	0.000	0.107	0.077	0.000	0.186	0.049	0.001	0.059
d119vnu	039349_28	nu	1	46	42.116	1.97	1.9911479949951172	0.021147994995117214	439	44	3	23	23	7135	1068	0.60687255859375	1.0408782958984375	0.0004730224609375	670.2	141.5	115.8	10.2	29474.3	0.3	1545.1	6895.8	152.0	2.1	26.5	794.6	0.0	186.3	325.2	76.6	1096.3	0.607	0.002	0.000	0.000	1.041	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.152	0.000	0.000	0.020
d119vnu	039349_29	nu	1	18	13.692	1.03	1.0341072082519531	0.004107208251953098	222	37	4	13	13	4918	1051	0.20294189453125	0.21137619018554688	0.05963897705078125	252.8	53.6	43.8	4.0	6546.4	0.2	321.2	2562.0	54.0	3.0	22.8	2627.3	0.0	196.2	257.6	68.7	451.9	0.203	0.002	0.000	0.000	0.211	0.000	0.000	0.060	0.000	0.000	0.000	0.137	0.000	0.185	0.082	0.001	0.007
d119vnu	039349_2	nu	1	14	9.218	0.57	0.8224143981933594	0.2524143981933594	246	32	2	13	13	2670	573	0.15761566162109375	0.18279647827148438	0.0354461669921875	193.3	44.8	35.6	3.7	5114.1	0.2	470.2	1292.7	37.4	1.8	12.0	1160.0	0.0	190.9	106.2	41.1	350.7	0.158	0.003	0.000	0.000	0.183	0.000	0.000	0.035	0.000	0.000	0.000	0.046	0.000	0.183	0.025	0.000	0.043
d119vnu	039349_30	nu	1	24	19.902	1.28	1.28	0.0	279	46	3	18	18	6081	666	0.30486297607421875	0.2912406921386719	0.10018157958984375	372.5	72.3	58.3	5.5	10161.2	0.4	983.0	4244.0	64.5	215.2	1192.8	1134.0	0.0	179.5	235.4	73.2	577.4	0.305	0.000	0.000	0.000	0.291	0.000	0.000	0.100	0.000	0.000	0.043	0.082	0.000	0.180	0.066	0.001	0.061
