idx	ev	subrun	wall_s	maxrss_kb	rc	node_exec_s
0	6501	130	10	1971416	0	nan
1	6505	130	11	1870088	0	nan
2	6512	130	12	1788404	0	nan
3	6520	130	15	1850216	0	nan
4	6528	130	11	1961880	0	nan
5	6529	130	11	1882968	0	nan
6	6532	130	17	2201640	0	nan
7	6536	130	11	1898300	0	nan
8	6545	130	14	1966528	0	nan
9	6550	130	10	1732048	0	nan
10	6570	131	19	2161712	0	nan
11	6588	131	9	1777784	0	nan
12	6604	132	24	2311320	0	nan
13	6606	132	12	2050824	0	nan
14	6612	132	13	2155452	0	nan
15	6642	132	17	2189856	0	nan
16	6650	132	12	2097476	0	nan
17	6711	134	10	1837012	0	nan
18	6748	134	13	1854968	0	nan
19	6775	135	11	1825340	0	nan
20	6786	135	16	2076376	0	nan
21	6804	136	12	1893400	0	nan
22	6805	136	12	2016680	0	nan
23	6806	136	12	2093700	0	nan
24	6821	136	12	1861048	0	nan
25	6822	136	15	2252456	0	nan
26	6837	136	13	2149076	0	nan
27	6844	136	13	2089608	0	nan
28	6852	137	13	1912028	0	nan
29	6867	137	12	1849228	0	nan
30	6874	137	21	2245184	0	nan
31	6878	137	16	2018304	0	nan
32	6887	137	11	1848092	0	nan
33	6888	137	20	2124308	0	nan
34	6898	137	11	1833172	0	nan
