idx	ev	subrun	wall_s	maxrss_kb	rc	node_exec_s
0	6501	130	11	1964844	0	nan
1	6505	130	12	1872184	0	nan
2	6512	130	13	1787456	0	nan
3	6520	130	16	1849000	0	nan
4	6528	130	11	1961560	0	nan
5	6529	130	11	1882488	0	nan
6	6532	130	18	2200884	0	nan
7	6536	130	11	1906312	0	nan
8	6545	130	14	1956728	0	nan
9	6550	130	10	1739044	0	nan
10	6570	131	21	2164288	0	nan
11	6588	131	10	1779496	0	nan
12	6604	132	26	2309576	0	nan
13	6606	132	12	2059240	0	nan
14	6612	132	14	2163680	0	nan
15	6642	132	17	2193756	0	nan
16	6650	132	13	2103116	0	nan
17	6711	134	10	1838032	0	nan
18	6748	134	13	1845608	0	nan
19	6775	135	11	1828456	0	nan
20	6786	135	17	2073496	0	nan
21	6804	136	12	1892108	0	nan
22	6805	136	12	2018196	0	nan
23	6806	136	12	2088948	0	nan
24	6821	136	12	1865644	0	nan
25	6822	136	16	2243656	0	nan
26	6837	136	13	2149172	0	nan
27	6844	136	13	2092024	0	nan
28	6852	137	13	1919640	0	nan
29	6867	137	12	1854816	0	nan
30	6874	137	21	2237940	0	nan
31	6878	137	16	2025564	0	nan
32	6887	137	11	1843056	0	nan
33	6888	137	21	2125368	0	nan
34	6898	137	11	1816952	0	nan
