idx	ev	subrun	wall_s	maxrss_kb	rc	node_exec_s
0	6501	130	11	1960624	0	nan
1	6505	130	11	1850464	0	nan
2	6512	130	13	1776964	0	nan
3	6520	130	16	1833832	0	nan
4	6528	130	11	1950060	0	nan
5	6529	130	11	1877664	0	nan
6	6532	130	18	2186060	0	nan
7	6536	130	11	1897368	0	nan
8	6545	130	14	1954336	0	nan
9	6550	130	10	1729276	0	nan
10	6570	131	21	2160892	0	nan
11	6588	131	10	1760104	0	nan
12	6604	132	25	2299608	0	nan
13	6606	132	12	2050916	0	nan
14	6612	132	14	2143088	0	nan
15	6642	132	17	2179712	0	nan
16	6650	132	13	2087544	0	nan
17	6711	134	10	1829492	0	nan
18	6748	134	13	1831628	0	nan
19	6775	135	11	1821504	0	nan
20	6786	135	17	2070688	0	nan
21	6804	136	12	1883812	0	nan
22	6805	136	12	2018992	0	nan
23	6806	136	12	2086060	0	nan
24	6821	136	12	1851668	0	nan
25	6822	136	15	2240232	0	nan
26	6837	136	13	2143896	0	nan
27	6844	136	13	2077524	0	nan
28	6852	137	13	1909852	0	nan
29	6867	137	12	1844664	0	nan
30	6874	137	21	2239932	0	nan
31	6878	137	16	2006348	0	nan
32	6887	137	11	1838288	0	nan
33	6888	137	20	2129644	0	nan
34	6898	137	11	1813932	0	nan
