# doc 81 sec 10 -- stage-A reference-side member-content hashes
# the reference half of doc 81 sec 7's 24536/24536 gate
# img=work-img-mcp1k ql=work-mcp1k-ql0819 events=1000 products=8000 missing=0
#evt	product	rollup_sha256	members
48301	img/icluster-apa0-active	b39dba124336ac0bb8336449b1cbfab2c92c29ef68eb3b950dedb1f4688e6aac	12
48301	img/icluster-apa0-masked	a994898b0f30b7845d9cd2da3956863424fe90824116d1d66abffd195116b270	9
48301	img/icluster-apa1-active	71ccfb290ce4f9f3a21d6f231345a536089b37688069fbb1f158398e729e1e6e	12
48301	img/icluster-apa1-masked	065fd866159787433f23cad06454b9f4dceb63b41db52a45dfe11ecda68af5ab	9
48301	ql/mabc-all-apa.zip	66f8e10b39d2ece6def3670ff25d5187555a28e666004986784719da284c6eb0	5
48301	ql/mabc-apa0-face0.zip	d207dc6395904a020c237e0d8f2f9a598b3ff7165cf423db87ebd2fcbdd2d53f	2
48301	ql/mabc-apa1-face0.zip	0313863f70dc489f3bac54839f6cfb657f4649729da6f5928b11c0dfe72de69f	2
48301	ql/pctree-evt48301.tar.gz	4b3f39b3c672f4c89b5dff5fc78624dbbd272a3e1dec1c80417fda9d20f346d7	410
48367	img/icluster-apa0-active	2b085957642ad802ec1b6bc56cedbaf212e320ee7f5686701bad0b1ebfdf0636	12
48367	img/icluster-apa0-masked	81aff0c926b3c7bba08ab1f1bebc207589428543911de2bebfb6d5bf7be77f11	9
48367	img/icluster-apa1-active	8eb3b5e8e56a6a9b1984cf7c56f630f79afc546bfa2cd2f5781ed62a8bc51820	12
48367	img/icluster-apa1-masked	73c267ccd823af40ed009b3d73e147b9d70b9135d2285a80ecf5f6ed495d40ab	9
48367	ql/mabc-all-apa.zip	7278e0941f5ee5aae33b34e876c9f95d4ff883e7643fbbffaabcc9a06a2b0c65	5
48367	ql/mabc-apa0-face0.zip	8d9eed138749ec83d4c0cf2acac93f6dc6f6fe41a60cd13cf37e0d14dfa25cc2	2
48367	ql/mabc-apa1-face0.zip	68d30838404c36c4ce49ed9783f9d9408351d69fa1239452959ed3c6283a2aba	2
48367	ql/pctree-evt48367.tar.gz	77b5e170bed298b22ca6c872735d3f64cfdba1abb6fa0b3c2e57566d4e5e1bea	410
48565	img/icluster-apa0-active	47f3c761eebb8042ab6d710c22876fa7704de8eb1f7cd0e0319a13cd073207c2	12
48565	img/icluster-apa0-masked	e97f31df2cc4446fffb03be2fde629c92424dbb10761bae26055aa1c10b771ae	9
48565	img/icluster-apa1-active	84da891d275a8eeec1d79be713b72b9598545546c631a80ded3b3b10a4ac6c08	12
48565	img/icluster-apa1-masked	1cc392fdcfcbd93ec7ca18b719b34d8f964b75a06c756e8dd9b755ad3e292541	9
48565	ql/mabc-all-apa.zip	31704b05f30ac7f58a60f38d7c549a1706b5f9edc3c494d1d786ea8d19914ddc	5
48565	ql/mabc-apa0-face0.zip	d476a823ea79b922ed71a4330329e69ef4a85018c118f83812684fbc3bf8cc85	2
48565	ql/mabc-apa1-face0.zip	6e5c8a6e5d82e2bbe0dbd5536bb7bd2ae3ea470129f3a0cf129565118768dd30	2
48565	ql/pctree-evt48565.tar.gz	4f502881f9ca6dadc3357475688adea457876509ee0aa0f8efd263628dc8af61	410
48895	img/icluster-apa0-active	eba23c3807a4b6b2517d2e813c7a9a33fd28c09dd7ba0c7baac4b2cf52ac3996	12
48895	img/icluster-apa0-masked	3115dcc1cd0f6e81e6975ba8792517df01e079cf5445bec574a78765d3e605a6	9
48895	img/icluster-apa1-active	3549ad50b8420ace01167a803046e75343b412da5a5ad4cf4ffdd8357275300e	12
48895	img/icluster-apa1-masked	7ae3b475b138b2c66371113092c6f60fe3a0118579fa7cd1e7635d88f5c46385	9
48895	ql/mabc-all-apa.zip	ae1509cc165bb327b222a8199be865ea71b5ec2e023e8498e79e6e70bccc7255	5
48895	ql/mabc-apa0-face0.zip	7332295cf01d0b514f01b7721d10746e492409a5a5069b62be0886bb1fef98b6	2
