evt	tag	arm	runNo	subRunNo	n_cloud	n_vtx_points	n_seg_points	n_invalid_fit	truth_x	truth_y	truth_z	pick_kind	not_a_candidate	dis_to_main	corrective	label_source	sample	numu_score	prod_x	prod_y	prod_z	lockbox	label_saved_utc	label_mtime	npz
78242	vtxscan-mcp2k-auto	work-mcp2k-harv3	18255	1	458	17	441	-1	-90.260048	8.676624	66.684082	candidate	0	0.0000	0	ai-scanner	nuecc		-90.260048	8.676624	66.684082	0	2026-08-16T21:14:22Z	1786914863	evt78242.npz
79491	vtxscan-mcp2k-auto	work-mcp2k-harv3	18255	1	200	5	195	-1	-56.431812	78.362785	226.142212	candidate	0	0.0000	0	ai-scanner	nuecc		-56.431812	78.362785	226.142212	0	2026-08-16T21:14:17Z	1786914863	evt79491.npz
81420	vtxscan-mcp2k-auto	work-mcp2k-harv3	18255	1	193	13	180	-1	8.443812	141.606216	401.389252	candidate	0	0.0000	0	ai-scanner	nuecc		8.443812	141.606216	401.389252	0	2026-08-16T21:14:22Z	1786914863	evt81420.npz
90179	vtxscan-mcp2k-auto	work-mcp2k-harv3	18255	1	81	29	52	-1	87.579666	45.971817	62.259575	candidate	0	0.0000	0	ai-scanner	nuecc		87.579666	45.971817	62.259575	0	2026-08-16T21:14:22Z	1786914863	evt90179.npz
91235	vtxscan-mcp2k-auto	work-mcp2k-harv3	18255	1	530	17	513	-1	-43.122303	36.521477	96.805428	candidate	0	0.0000	0	ai-scanner	nuecc		-43.122303	36.521477	96.805428	0	2026-08-16T21:14:22Z	1786914863	evt91235.npz
91367	vtxscan-mcp2k-auto	work-mcp2k-harv3	18255	1	581	11	570	-1	-8.280556	-142.054077	180.732605	candidate	0	0.0000	0	ai-scanner	nuecc		-8.280556	-142.054077	180.732605	0	2026-08-16T21:14:17Z	1786914863	evt91367.npz
91697	vtxscan-mcp2k-auto	work-mcp2k-harv3	18255	1	140	11	129	-1	-167.685059	49.260380	482.136932	candidate	0	0.0000	0	ai-scanner	nuecc		-167.685059	49.260380	482.136932	0	2026-08-16T21:14:22Z	1786914863	evt91697.npz
91917	vtxscan-mcp2k-auto	work-mcp2k-harv3	18255	1	729	47	682	-1	157.243942	-41.319565	62.023598	candidate	0	0.0000	0	ai-scanner	nuecc		157.243942	-41.319565	62.023598	0	2026-08-16T21:14:22Z	1786914863	evt91917.npz
92134	vtxscan-mcp2k-auto	work-mcp2k-harv3	18255	1	334	11	323	-1	-76.861725	86.718025	401.589569	candidate	0	0.0000	0	ai-scanner	nuecc		-76.861725	86.718025	401.589569	0	2026-08-16T21:14:22Z	1786914863	evt92134.npz
92225	vtxscan-mcp2k-auto	work-mcp2k-harv3	18255	1	265	20	245	-1	-190.239838	122.656189	187.058136	candidate	0	0.0000	0	ai-scanner	nuecc		-190.239838	122.656189	187.058136	0	2026-08-16T21:14:22Z	1786914863	evt92225.npz
93105	vtxscan-mcp2k-auto	work-mcp2k-harv3	18255	1	455	25	430	-1	115.838402	106.078041	295.016235	candidate	0	0.0000	0	ai-scanner	nuecc		115.838402	106.078041	295.016235	0	2026-08-16T21:14:22Z	1786914863	evt93105.npz
93545	vtxscan-mcp2k-auto	work-mcp2k-harv3	18255	1	63	2	61	-1	29.074102	84.115311	470.041107	candidate	0	0.0000	0	ai-scanner	nuecc		29.074102	84.115311	470.041107	0	2026-08-16T21:14:22Z	1786914863	evt93545.npz
93677	vtxscan-mcp2k-auto	work-mcp2k-harv3	18255	1	164	37	127	-1	74.570641	32.094959	411.131287	candidate	0	0.0000	0	ai-scanner	nuecc		74.570641	32.094959	411.131287	0	2026-08-16T21:14:22Z	1786914863	evt93677.npz
93696	vtxscan-mcp2k-auto	work-mcp2k-harv3	18255	1	231	13	218	-1	16.516542	114.747368	329.231995	candidate	0	0.0000	0	ai-scanner	nuecc		16.516542	114.747368	329.231995	0	2026-08-16T21:14:22Z	1786914863	evt93696.npz
94092	vtxscan-mcp2k-auto	work-mcp2k-harv3	18255	1	506	12	494	-1	181.654633	-8.944359	253.083130	candidate	0	0.0000	0	ai-scanner	nuecc		181.654633	-8.944359	253.083130	0	2026-08-16T21:14:22Z	1786914863	evt94092.npz
94224	vtxscan-mcp2k-auto	work-mcp2k-harv3	18255	1	225	21	204	-1	-10.363250	136.884583	418.526245	candidate	0	0.0000	0	ai-scanner	nuecc		-10.363250	136.884583	418.526245	0	2026-08-16T21:14:22Z	1786914863	evt94224.npz
94293	vtxscan-mcp2k-auto	work-mcp2k-harv3	18255	1	895	31	864	-1	-39.638783	23.573687	39.174519	candidate	0	0.0000	0	ai-scanner	nuecc		-39.638783	23.573687	39.174519	0	2026-08-16T21:14:22Z	1786914863	evt94293.npz
94392	vtxscan-mcp2k-auto	work-mcp2k-harv3	18259	1	441	28	413	-1	-97.053696	4.890614	243.437515	candidate	0	0.0000	0	ai-scanner	nuecc		-97.053696	4.890614	243.437515	0	2026-08-16T21:14:22Z	1786914863	evt94392.npz
94942	vtxscan-mcp2k-auto	work-mcp2k-harv3	18259	1	266	13	253	-1	110.621704	128.243744	393.976807	candidate	0	0.0000	0	ai-scanner	nuecc		110.621704	128.243744	393.976807	0	2026-08-16T21:14:22Z	1786914863	evt94942.npz
95074	vtxscan-mcp2k-auto	work-mcp2k-harv3	18259	1	192	26	166	-1	48.480633	8.561256	217.448471	candidate	0	0.0000	0	ai-scanner	nuecc		48.480633	8.561256	217.448471	0	2026-08-16T21:14:22Z	1786914863	evt95074.npz
95405	vtxscan-mcp2k-auto	work-mcp2k-harv3	18255	1	220	11	209	-1	-35.509674	-130.152908	443.539337	candidate	0	0.0000	0	ai-scanner	nuecc		-35.509674	-130.152908	443.539337	0	2026-08-16T21:14:22Z	1786914863	evt95405.npz
95412	vtxscan-mcp2k-auto	work-mcp2k-harv3	18255	1	426	26	400	-1	-43.557808	-118.518494	191.587662	candidate	0	0.0000	0	ai-scanner	nuecc		-43.557808	-118.518494	191.587662	0	2026-08-16T21:14:22Z	1786914863	evt95412.npz
95690	vtxscan-mcp2k-auto	work-mcp2k-harv3	18259	1	277	15	262	-1	94.291412	25.998692	389.312103	candidate	0	0.0000	0	ai-scanner	nuecc		94.291412	25.998692	389.312103	0	2026-08-16T21:14:22Z	1786914863	evt95690.npz
96306	vtxscan-mcp2k-auto	work-mcp2k-harv3	18259	1	465	13	452	-1	-67.818687	114.923637	69.833519	candidate	0	0.0000	0	ai-scanner	nuecc		-67.818687	114.923637	69.833519	0	2026-08-16T21:14:22Z	1786914863	evt96306.npz
96383	vtxscan-mcp2k-auto	work-mcp2k-harv3	18255	1	198	38	160	-1	-96.545853	58.955669	64.887146	candidate	0	0.0000	0	ai-scanner	nuecc		-96.545853	58.955669	64.887146	0	2026-08-16T21:14:22Z	1786914863	evt96383.npz
97084	vtxscan-mcp2k-auto	work-mcp2k-harv3	18255	1	297	37	260	-1	114.553169	23.348675	280.738770	candidate	0	0.0000	0	ai-scanner	nuecc		114.553169	23.348675	280.738770	0	2026-08-16T21:14:22Z	1786914863	evt97084.npz
97231	vtxscan-mcp2k-auto	work-mcp2k-harv3	18255	1	708	23	685	-1	-35.494038	51.370556	167.304901	candidate	0	0.0000	0	ai-scanner	nuecc		-35.494038	51.370556	167.304901	0	2026-08-16T21:14:23Z	1786914863	evt97231.npz
98470	vtxscan-mcp2k-auto	work-mcp2k-harv3	18255	1	347	17	330	-1	25.346197	-152.277588	412.358826	candidate	0	0.0000	0	ai-scanner	nuecc		25.346197	-152.277588	412.358826	0	2026-08-16T21:14:23Z	1786914863	evt98470.npz
98704	vtxscan-mcp2k-auto	work-mcp2k-harv3	18259	1	34	2	32	-1	-179.383987	-151.398041	156.368790	candidate	0	0.0000	0	ai-scanner	nuecc		-179.383987	-151.398041	156.368790	0	2026-08-16T21:14:23Z	1786914863	evt98704.npz
98778	vtxscan-mcp2k-auto	work-mcp2k-harv3	18255	1	763	19	744	-1	51.322880	114.810081	94.475380	candidate	0	0.0000	0	ai-scanner	nuecc		51.322880	114.810081	94.475380	0	2026-08-16T21:14:23Z	1786914863	evt98778.npz
98947	vtxscan-mcp2k-auto	work-mcp2k-harv3	18255	1	131	9	122	-1	187.955460	145.475967	335.247314	candidate	0	0.0000	0	ai-scanner	nuecc		187.955460	145.475967	335.247314	0	2026-08-16T21:14:23Z	1786914863	evt98947.npz
99232	vtxscan-mcp2k-auto	work-mcp2k-harv3	18259	1	517	11	506	-1	122.924332	-123.199715	84.125092	candidate	0	0.0000	0	ai-scanner	nuecc		122.924332	-123.199715	84.125092	0	2026-08-16T21:14:23Z	1786914863	evt99232.npz
99716	vtxscan-mcp2k-auto	work-mcp2k-harv3	18259	1	776	42	734	-1	-29.728548	-10.602222	64.862015	candidate	0	0.0000	0	ai-scanner	nuecc		-29.728548	-10.602222	64.862015	0	2026-08-16T21:14:23Z	1786914863	evt99716.npz
99782	vtxscan-mcp2k-auto	work-mcp2k-harv3	18259	1	316	38	278	-1	183.479050	-68.636475	99.052170	candidate	0	0.0000	0	ai-scanner	nuecc		183.479050	-68.636475	99.052170	0	2026-08-16T21:14:23Z	1786914863	evt99782.npz
99838	vtxscan-mcp2k-auto	work-mcp2k-harv3	18255	1	929	51	878	-1	90.695976	-4.154107	94.689606	candidate	0	0.0000	0	ai-scanner	nuecc		90.695976	-4.154107	94.689606	0	2026-08-16T21:14:23Z	1786914863	evt99838.npz
10550	vtxscan-harv3-nuecc48	work-nuecc48-harv3	18255	1	189	81	108	-1	60.777424	54.995598	165.954285	candidate	0	41.0386	1	human	nuecc		36.727730	59.019505	198.963196	0	2026-08-16T15:44:25+00:00	1786895070	evt10550.npz
111412	vtxscan-harv3-nuecc48	work-nuecc48-harv3	18259	1	400	64	336	-1	154.666916	79.607193	173.196121	candidate	0	0.0000	0	human	nuecc		154.666916	79.607193	173.196121	0	2026-08-16T15:44:25+00:00	1786895070	evt111412.npz
131357	vtxscan-harv3-nuecc48	work-nuecc48-harv3	18259	1	311	65	246	-1	42.599396	177.751373	137.215973	candidate	0	0.0000	0	human	nuecc		42.599396	177.751373	137.215973	0	2026-08-16T15:44:25+00:00	1786895070	evt131357.npz
137238	vtxscan-harv3-nuecc48	work-nuecc48-harv3	18264	1	485	50	435	-1	-112.769707	30.385040	392.380554	candidate	0	0.0000	0	human	nuecc		-112.769707	30.385040	392.380554	0	2026-08-16T15:44:25+00:00	1786895070	evt137238.npz
163543	vtxscan-harv3-nuecc48	work-nuecc48-harv3	18255	1	526	122	404	-1	-87.639969	-93.237091	232.921478	candidate	0	32.6064	1	human	nuecc		-73.133873	-97.304199	261.838806	0	2026-08-16T15:44:25+00:00	1786895070	evt163543.npz
168596	vtxscan-harv3-nuecc48	work-nuecc48-harv3	18255	1	770	140	630	-1	-188.817093	26.060061	148.729889	candidate	0	0.0000	0	human	nuecc		-188.817093	26.060061	148.729889	0	2026-08-16T15:44:25+00:00	1786895070	evt168596.npz
172230	vtxscan-harv3-nuecc48	work-nuecc48-harv3	18253	1	566	102	464	-1	-55.382008	-87.743568	19.661680	candidate	0	0.0000	0	human	nuecc		-55.382008	-87.743568	19.661680	0	2026-08-16T15:44:25+00:00	1786895070	evt172230.npz
174637	vtxscan-harv3-nuecc48	work-nuecc48-harv3	18255	1	390	82	308	-1	-166.583038	-57.054157	297.443115	candidate	0	0.0000	0	human	nuecc		-166.583038	-57.054157	297.443115	0	2026-08-16T15:44:25+00:00	1786895070	evt174637.npz
196649	vtxscan-harv3-nuecc48	work-nuecc48-harv3	18255	1	688	81	607	-1	-53.717606	-21.493496	193.681747	candidate	0	0.0000	0	human	nuecc		-53.717606	-21.493496	193.681747	0	2026-08-16T15:44:25+00:00	1786895070	evt196649.npz
214469	vtxscan-harv3-nuecc48	work-nuecc48-harv3	18409	1	1033	135	898	-1	-31.071823	2.689919	300.887482	candidate	0	0.0000	0	human	nuecc		-31.071823	2.689919	300.887482	0	2026-08-16T15:44:25+00:00	1786895070	evt214469.npz
219295	vtxscan-harv3-nuecc48	work-nuecc48-harv3	18255	1	647	106	541	-1	97.227829	52.437603	95.811356	candidate	0	0.0000	0	human	nuecc		97.227829	52.437603	95.811356	0	2026-08-16T15:44:25+00:00	1786895070	evt219295.npz
234638	vtxscan-harv3-nuecc48	work-nuecc48-harv3	18255	1	661	136	525	-1	102.720154	-7.159832	365.117188	candidate	0	0.0000	0	human	nuecc		102.720154	-7.159832	365.117188	0	2026-08-16T15:44:25+00:00	1786895070	evt234638.npz
235435	vtxscan-harv3-nuecc48	work-nuecc48-harv3	18255	1	236	29	207	-1	-83.024841	182.206543	170.692932	candidate	0	0.0000	0	human	nuecc		-83.024841	182.206543	170.692932	0	2026-08-16T15:44:25+00:00	1786895070	evt235435.npz
239794	vtxscan-harv3-nuecc48	work-nuecc48-harv3	18255	1	920	157	763	-1	-171.682190	-26.403233	194.672073	candidate	0	0.0000	0	human	nuecc		-171.682190	-26.403233	194.672073	0	2026-08-16T15:44:25+00:00	1786895070	evt239794.npz
246579	vtxscan-harv3-nuecc48	work-nuecc48-harv3	18255	1	996	137	859	-1	-104.071625	-58.820534	29.803461	candidate	0	0.0000	0	human	nuecc		-104.071625	-58.820534	29.803461	0	2026-08-16T15:44:25+00:00	1786895070	evt246579.npz
256587	vtxscan-harv3-nuecc48	work-nuecc48-harv3	18306	1	1540	241	1299	-1	-109.979523	-25.086836	245.395309	candidate	0	0.0000	0	human	nuecc		-109.979523	-25.086836	245.395309	0	2026-08-16T15:44:25+00:00	1786895070	evt256587.npz
267597	vtxscan-harv3-nuecc48	work-nuecc48-harv3	18279	1	697	150	547	-1	81.889168	-128.870377	367.685120	candidate	0	0.0000	0	human	nuecc		81.889168	-128.870377	367.685120	0	2026-08-16T15:44:25+00:00	1786895070	evt267597.npz
268784	vtxscan-harv3-nuecc48	work-nuecc48-harv3	18255	1	726	122	604	-1	92.152222	19.587717	397.978973	candidate	0	0.0000	0	human	nuecc		92.152222	19.587717	397.978973	0	2026-08-16T15:44:25+00:00	1786895070	evt268784.npz
269774	vtxscan-harv3-nuecc48	work-nuecc48-harv3	18255	1	992	204	788	-1	60.588612	-10.298346	110.909882	candidate	0	0.0000	0	human	nuecc		60.588612	-10.298346	110.909882	0	2026-08-16T15:44:25+00:00	1786895070	evt269774.npz
271851	vtxscan-harv3-nuecc48	work-nuecc48-harv3	18255	1	716	109	607	-1	-156.750000	5.848313	319.003967	candidate	0	32.6536	1	human	nuecc		-156.254379	20.207846	348.326538	0	2026-08-16T15:44:25+00:00	1786895070	evt271851.npz
30504	vtxscan-harv3-nuecc48	work-nuecc48-harv3	18342	1	455	84	371	-1	29.022457	-50.960480	88.030350	candidate	0	75.4739	1	human	nuecc		21.757299	-41.149910	162.510406	0	2026-08-16T15:44:25+00:00	1786895070	evt30504.npz
342199	vtxscan-harv3-nuecc48	work-nuecc48-harv3	18269	1	535	90	445	-1	-52.269367	5.007416	175.214996	candidate	0	0.0000	0	human	nuecc		-52.269367	5.007416	175.214996	0	2026-08-16T15:44:25+00:00	1786895070	evt342199.npz
350186	vtxscan-harv3-nuecc48	work-nuecc48-harv3	18255	1	196	63	133	-1	-13.539531	83.416290	334.844635	candidate	0	0.0000	0	human	nuecc		-13.539531	83.416290	334.844635	0	2026-08-16T15:44:25+00:00	1786895070	evt350186.npz
360535	vtxscan-harv3-nuecc48	work-nuecc48-harv3	18255	1	764	112	652	-1	-186.173691	-110.449173	80.359406	candidate	0	0.0000	0	human	nuecc		-186.173691	-110.449173	80.359406	0	2026-08-16T15:44:25+00:00	1786895070	evt360535.npz
388	vtxscan-harv3-nuecc48	work-nuecc48-harv3	18255	1	899	146	753	-1	-163.137604	31.386560	426.100281	candidate	0	0.0000	0	human	nuecc		-163.137604	31.386560	426.100281	0	2026-08-16T15:44:25+00:00	1786895070	evt388.npz
38856	vtxscan-harv3-nuecc48	work-nuecc48-harv3	18304	1	526	81	445	-1	-55.483700	-79.369537	409.930969	candidate	0	30.1063	1	human	nuecc		-58.935772	-56.238640	428.889679	0	2026-08-16T15:44:25+00:00	1786895070	evt38856.npz
389538	vtxscan-harv3-nuecc48	work-nuecc48-harv3	18255	1	865	90	775	-1	-97.423592	145.977463	417.131195	candidate	0	0.0000	0	human	nuecc		-97.423592	145.977463	417.131195	0	2026-08-16T15:44:25+00:00	1786895070	evt389538.npz
42280	vtxscan-harv3-nuecc48	work-nuecc48-harv3	18259	1	877	118	759	-1	14.383667	-9.956436	89.426353	candidate	0	0.0000	0	human	nuecc		14.383667	-9.956436	89.426353	0	2026-08-16T15:44:25+00:00	1786895071	evt42280.npz
422851	vtxscan-harv3-nuecc48	work-nuecc48-harv3	18255	1	476	129	347	-1	-108.857117	-59.314228	346.056091	candidate	0	0.0000	0	human	nuecc		-108.857117	-59.314228	346.056091	0	2026-08-16T15:44:25+00:00	1786895071	evt422851.npz
433451	vtxscan-harv3-nuecc48	work-nuecc48-harv3	18255	1	1003	228	775	-1	-150.250885	43.427776	211.308167	candidate	0	0.0000	0	human	nuecc		-150.250885	43.427776	211.308167	0	2026-08-16T15:44:25+00:00	1786895071	evt433451.npz
437699	vtxscan-harv3-nuecc48	work-nuecc48-harv3	18255	1	512	105	407	-1	109.676765	-149.115646	155.329697	candidate	0	0.0000	0	human	nuecc		109.676765	-149.115646	155.329697	0	2026-08-16T15:44:25+00:00	1786895071	evt437699.npz
444187	vtxscan-harv3-nuecc48	work-nuecc48-harv3	18253	1	442	21	421	-1	39.729729	-12.179748	165.862915	candidate	0	0.0000	0	human	nuecc		39.729729	-12.179748	165.862915	0	2026-08-16T15:44:25+00:00	1786895071	evt444187.npz
447477	vtxscan-harv3-nuecc48	work-nuecc48-harv3	18255	1	418	90	328	-1	118.622536	-29.764910	377.602051	candidate	0	0.0000	0	human	nuecc		118.622536	-29.764910	377.602051	0	2026-08-16T15:44:25+00:00	1786895071	evt447477.npz
46363	vtxscan-harv3-nuecc48	work-nuecc48-harv3	18255	1	907	139	768	-1	-78.860039	16.897078	298.364227	candidate	0	0.0000	0	human	nuecc		-78.860039	16.897078	298.364227	0	2026-08-16T15:44:25+00:00	1786895071	evt46363.npz
469665	vtxscan-harv3-nuecc48	work-nuecc48-harv3	18255	1	362	64	298	-1	24.721800	63.003437	282.884979	candidate	0	0.0000	0	human	nuecc		24.721800	63.003437	282.884979	0	2026-08-16T15:44:25+00:00	1786895071	evt469665.npz
489330	vtxscan-harv3-nuecc48	work-nuecc48-harv3	18255	1	691	78	613	-1	-61.490437	-159.237244	102.081802	candidate	0	0.0000	0	human	nuecc		-61.490437	-159.237244	102.081802	0	2026-08-16T15:44:25+00:00	1786895071	evt489330.npz
52672	vtxscan-harv3-nuecc48	work-nuecc48-harv3	18259	1	439	131	308	-1	-136.164062	66.304489	295.561279	candidate	0	3.5669	1	human	nuecc		-138.048279	63.703213	297.112457	0	2026-08-16T15:44:25+00:00	1786895071	evt52672.npz
54095	vtxscan-harv3-nuecc48	work-nuecc48-harv3	18259	1	1069	151	918	-1	175.674454	26.949762	186.629227	candidate	0	0.0000	0	human	nuecc		175.674454	26.949762	186.629227	0	2026-08-16T15:44:25+00:00	1786895071	evt54095.npz
69314	vtxscan-harv3-nuecc48	work-nuecc48-harv3	18255	1	718	76	642	-1	-111.340416	-18.033564	164.593231	candidate	0	0.0000	0	human	nuecc		-111.340416	-18.033564	164.593231	0	2026-08-16T15:44:25+00:00	1786895071	evt69314.npz
74544	vtxscan-harv3-nuecc48	work-nuecc48-harv3	18259	1	670	79	591	-1	135.879272	-170.351929	406.149261	candidate	0	0.0000	0	human	nuecc		135.879272	-170.351929	406.149261	0	2026-08-16T15:44:25+00:00	1786895071	evt74544.npz
81597	vtxscan-harv3-nuecc48	work-nuecc48-harv3	18313	1	572	92	480	-1	-179.634201	39.920055	358.201813	candidate	0	0.0000	0	human	nuecc		-179.634201	39.920055	358.201813	0	2026-08-16T15:44:25+00:00	1786895071	evt81597.npz
90055	vtxscan-harv3-nuecc48	work-nuecc48-harv3	18255	1	981	156	825	-1	129.182083	25.042719	202.296509	candidate	0	0.0000	0	human	nuecc		129.182083	25.042719	202.296509	0	2026-08-16T15:44:25+00:00	1786895071	evt90055.npz
105946	vtxscan-harv3-ncpi0	work-ncpi0-harv3	18259	1	418	87	331	-1	-134.390259	-146.771973	400.966705	candidate	0	0.0000	0	human	ncpi0		-134.390259	-146.771973	400.966705	0	2026-08-16T15:44:25+00:00	1786895074	evt105946.npz
114446	vtxscan-harv3-ncpi0	work-ncpi0-harv3	18255	1	28	14	14	-1	-65.985710	-64.347061	333.043488	candidate	0	0.0000	0	human	ncpi0		-65.985710	-64.347061	333.043488	0	2026-08-16T15:44:25+00:00	1786895074	evt114446.npz
142421	vtxscan-harv3-ncpi0	work-ncpi0-harv3	18255	1	1192	125	1067	-1	118.223595	-69.797043	209.008347	candidate	0	0.0000	0	human	ncpi0		118.223595	-69.797043	209.008347	0	2026-08-16T15:44:25+00:00	1786895074	evt142421.npz
180801	vtxscan-harv3-ncpi0	work-ncpi0-harv3	18255	1	501	85	416	-1	-20.386822	-14.377095	367.533630	candidate	0	76.7991	1	human	ncpi0		-32.951664	-15.269261	443.292694	0	2026-08-16T15:44:25+00:00	1786895074	evt180801.npz
18625	vtxscan-harv3-ncpi0	work-ncpi0-harv3	18259	1	623	65	558	-1	146.396179	84.860756	166.003326	candidate	0	0.0000	0	human	ncpi0		146.396179	84.860756	166.003326	0	2026-08-16T15:44:25+00:00	1786895074	evt18625.npz
21073	vtxscan-harv3-ncpi0	work-ncpi0-harv3	18345	1	757	109	648	-1	-33.093281	26.492363	363.368164	candidate	0	0.0000	0	human	ncpi0		-33.093281	26.492363	363.368164	0	2026-08-16T15:44:25+00:00	1786895074	evt21073.npz
259542	vtxscan-harv3-ncpi0	work-ncpi0-harv3	18345	1	612	130	482	-1	114.297958	14.210612	28.050232	candidate	0	136.6709	1	human	ncpi0		101.796349	17.561806	164.106918	0	2026-08-16T15:44:25+00:00	1786895074	evt259542.npz
285567	vtxscan-harv3-ncpi0	work-ncpi0-harv3	18261	1	686	103	583	-1	59.619438	-178.270523	272.429138	candidate	0	0.0000	0	human	ncpi0		59.619438	-178.270523	272.429138	0	2026-08-16T15:44:25+00:00	1786895074	evt285567.npz
314838	vtxscan-harv3-ncpi0	work-ncpi0-harv3	18255	1	537	83	454	-1	25.393763	155.457016	140.412338	candidate	0	0.0000	0	human	ncpi0		25.393763	155.457016	140.412338	0	2026-08-16T15:44:25+00:00	1786895074	evt314838.npz
359980	vtxscan-harv3-ncpi0	work-ncpi0-harv3	18255	1	375	94	281	-1	112.789696	156.234833	275.586090	candidate	0	0.4148	1	human	ncpi0		112.923302	155.857925	275.696320	0	2026-08-16T15:44:25+00:00	1786895074	evt359980.npz
37112	vtxscan-harv3-ncpi0	work-ncpi0-harv3	18259	1	411	94	317	-1	-166.112442	72.074440	7.869103	candidate	0	0.0000	0	human	ncpi0		-166.112442	72.074440	7.869103	0	2026-08-16T15:44:25+00:00	1786895074	evt37112.npz
399860	vtxscan-harv3-ncpi0	work-ncpi0-harv3	18255	1	547	78	469	-1	-30.896904	-83.868500	405.900940	candidate	0	0.0000	0	human	ncpi0		-30.896904	-83.868500	405.900940	0	2026-08-16T15:44:25+00:00	1786895074	evt399860.npz
463565	vtxscan-harv3-ncpi0	work-ncpi0-harv3	18255	1	567	125	442	-1	30.514914	-142.371033	251.180252	candidate	0	30.1646	1	human	ncpi0		46.391899	-134.368073	275.547821	0	2026-08-16T15:44:25+00:00	1786895074	evt463565.npz
506114	vtxscan-harv3-ncpi0	work-ncpi0-harv3	18255	1	912	138	774	-1	118.147034	-13.734578	167.608505	candidate	0	0.0000	0	human	ncpi0		118.147034	-13.734578	167.608505	0	2026-08-16T15:44:25+00:00	1786895074	evt506114.npz
506746	vtxscan-harv3-ncpi0	work-ncpi0-harv3	18255	1	820	116	704	-1	53.802834	-11.804842	40.628696	candidate	0	0.0000	0	human	ncpi0		53.802834	-11.804842	40.628696	0	2026-08-16T15:44:25+00:00	1786895074	evt506746.npz
521075	vtxscan-harv3-ncpi0	work-ncpi0-harv3	18255	1	288	43	245	-1	-87.489128	-35.401386	445.377136	candidate	0	0.0000	0	human	ncpi0		-87.489128	-35.401386	445.377136	0	2026-08-16T15:44:25+00:00	1786895074	evt521075.npz
56982	vtxscan-harv3-ncpi0	work-ncpi0-harv3	18255	1	487	115	372	-1	-106.762848	-165.401123	361.291412	candidate	0	33.3193	1	human	ncpi0		-90.136108	-150.031830	385.735535	0	2026-08-16T15:44:25+00:00	1786895074	evt56982.npz
71372	vtxscan-harv3-ncpi0	work-ncpi0-harv3	18255	1	1286	199	1087	-1	-165.697571	-156.895584	222.549927	candidate	0	0.0000	0	human	ncpi0		-165.697571	-156.895584	222.549927	0	2026-08-16T15:44:25+00:00	1786895074	evt71372.npz
84229	vtxscan-harv3-ncpi0	work-ncpi0-harv3	18364	1	643	103	540	-1	97.488258	122.857727	384.536377	candidate	0	0.0000	0	human	ncpi0		97.488258	122.857727	384.536377	0	2026-08-16T15:44:25+00:00	1786895074	evt84229.npz
166738	vtxscan-harv3-mcp1k	work-mcp1k-harv3	18259	1	641	79	562	-1	25.727547	44.897591	177.409103	candidate	0	0.0000	0	human	mcp1k	3.9656	25.727547	44.897591	177.409103	0	2026-08-16T15:44:25+00:00	1786895071	evt166738.npz
166804	vtxscan-harv3-mcp1k	work-mcp1k-harv3	18259	1	50	5	45	-1	62.967232	77.719994	478.870209	candidate	0	23.9276	1	human	mcp1k	-0.7667	56.605225	89.905762	498.454956	0	2026-08-16T15:44:25+00:00	1786895071	evt166804.npz
167112	vtxscan-harv3-mcp1k	work-mcp1k-harv3	18259	1	143	24	119	-1	-110.903015	172.594574	224.446442	candidate	0	0.0000	0	human	mcp1k	2.2718	-110.903015	172.594574	224.446442	0	2026-08-16T15:44:25+00:00	1786895071	evt167112.npz
167684	vtxscan-harv3-mcp1k	work-mcp1k-harv3	18259	1	21	2	19	-1	4.174936	-181.391434	253.739502	candidate	0	0.0000	0	human	mcp1k	-2.5498	4.174936	-181.391434	253.739502	0	2026-08-16T15:44:25+00:00	1786895071	evt167684.npz
168432	vtxscan-harv3-mcp1k	work-mcp1k-harv3	18259	1	297	23	274	-1	-97.324539	-190.666275	449.883118	candidate	0	0.0000	0	human	mcp1k	1.6119	-97.324539	-190.666275	449.883118	0	2026-08-16T15:44:25+00:00	1786895071	evt168432.npz
168526	vtxscan-harv3-mcp1k	work-mcp1k-harv3	18259	1	1208	90	1118	-1	-155.677902	-98.724449	38.453949	candidate	0	0.0000	0	human	mcp1k	3.6491	-155.677902	-98.724449	38.453949	0	2026-08-16T15:44:25+00:00	1786895071	evt168526.npz
168614	vtxscan-harv3-mcp1k	work-mcp1k-harv3	18259	1	327	6	321	-1	108.262573	72.262840	232.564270	candidate	0	0.0000	0	human	mcp1k	0.5477	108.262573	72.262840	232.564270	0	2026-08-16T15:44:25+00:00	1786895071	evt168614.npz
168658	vtxscan-harv3-mcp1k	work-mcp1k-harv3	18259	1	164	12	152	-1	168.211960	-177.340607	256.972595	candidate	0	0.0000	0	human	mcp1k	2.1116	168.211960	-177.340607	256.972595	0	2026-08-16T15:44:25+00:00	1786895071	evt168658.npz
169356	vtxscan-harv3-mcp1k	work-mcp1k-harv3	18259	1	425	43	382	-1	140.810730	152.240784	178.750626	candidate	0	0.0000	0	human	mcp1k	2.6023	140.810730	152.240784	178.750626	0	2026-08-16T15:44:25+00:00	1786895071	evt169356.npz
169598	vtxscan-harv3-mcp1k	work-mcp1k-harv3	18259	1	163	9	154	-1	158.118805	198.758255	185.456100	candidate	0	0.0000	0	human	mcp1k	-1.7409	158.118805	198.758255	185.456100	0	2026-08-16T15:44:25+00:00	1786895071	evt169598.npz
