idx	ev	subrun	wall_s	maxrss_kb	rc	node_exec_s
0	6501	130	11	1964368	0	nan
1	6505	130	11	1867760	0	nan
2	6512	130	13	1788312	0	nan
3	6520	130	16	1846068	0	nan
4	6528	130	11	1961240	0	nan
5	6529	130	11	1884240	0	nan
6	6532	130	18	2200928	0	nan
7	6536	130	11	1900796	0	nan
8	6545	130	14	1960132	0	nan
9	6550	130	10	1741432	0	nan
10	6570	131	20	2162644	0	nan
11	6588	131	10	1777404	0	nan
12	6604	132	24	2306756	0	nan
13	6606	132	12	2054864	0	nan
14	6612	132	13	2164964	0	nan
15	6642	132	17	2193832	0	nan
16	6650	132	13	2097316	0	nan
17	6711	134	11	1843132	0	nan
18	6748	134	13	1848580	0	nan
19	6775	135	11	1831036	0	nan
20	6786	135	17	2074060	0	nan
21	6804	136	12	1894756	0	nan
22	6805	136	12	2019768	0	nan
23	6806	136	12	2089636	0	nan
24	6821	136	12	1857652	0	nan
25	6822	136	15	2253560	0	nan
26	6837	136	13	2151132	0	nan
27	6844	136	13	2082056	0	nan
28	6852	137	13	1917912	0	nan
29	6867	137	12	1851804	0	nan
30	6874	137	21	2242360	0	nan
31	6878	137	17	2020376	0	nan
32	6887	137	11	1853336	0	nan
33	6888	137	21	2128152	0	nan
34	6898	137	11	1824372	0	nan
