arm	evt	hit_base	hit_arm	moved	d_base	d_arm	adverse	rescued	nue_b	nue_a	numu_b	numu_a	agree	transferred	dual_d	has_vertex	off_ms	route
work-pr112i-snapD2-mcp1k	54175	1	1	0	0.2884548354641431	0.2884548354641431	0	0	-4.300936222076416	-4.300936222076416	4.301008224487305	4.301008224487305	True	False	3.5640554712674257	True	2735.07894	dl-dual-snap-reject
work-pr112i-snapD2-mcp1k	54341	1	1	0	0.3551110685428729	0.3551110685428729	0	0	-15.0	-15.0	0.3479863405227661	0.3479863405227661	True	False	0.4970221773272563	True	1850.405882	dl-dual-snap-accept
work-pr112i-snapD2-mcp1k	54351	1	1	0	0.07733470785087805	0.07733470785087805	0	0	-15.0	-15.0	0.4695322811603546	0.4695322811603546	True	False	0.7530277282027209	True	1744.967445	dl-dual-snap-accept
work-pr112i-snapD2-mcp1k	55539	1	1	0	8.228860491382826e-06	8.228860491382826e-06	0	0	-15.0	-15.0	-0.34584277868270874	-0.34584277868270874	True	True	0.0	True	2090.816365	dl-dual-snap-accept
work-pr112i-snapD2-mcp1k	55595	0	1	1	4.91144538515919	1.7890574056154904	0	0	-15.0	-15.0	3.3362436294555664	1.237536072731018	True	True	1.1424352070977986	True	2837.5388	dl-dual-snap-accept
work-pr112i-snapD2-mcp1k	55627	1	1	0	0.17583591637384957	0.17583591637384957	0	0	-15.0	-15.0	4.301008224487305	4.301008224487305	True	False	0.26050054360153263	True	1423.79855	dl-dual-snap-accept
work-pr112i-snapD2-mcp1k	55715	1	1	0	0.11567178901940939	0.11567178901940939	0	0	-15.0	-15.0	1.1708792448043823	1.1708792448043823	True	False	0.5068734936062876	True	1792.58108	dl-dual-snap-accept
work-pr112i-snapD2-mcp1k	56211	0	0	0	6.1943969356413735	6.1943969356413735	0	0	-15.0	-15.0	-1.1803619861602783	-1.1803619861602783	True	True	0.35185610109479737	True	1158.696528	dl-dual-snap-accept
work-pr112i-snapD2-mcp1k	56243	1	1	0	0.19146661343775875	0.19146661343775875	0	0	-15.0	-15.0	4.301008224487305	4.301008224487305	True	False	0.2969739367331926	True	1458.195183	dl-dual-snap-accept
work-pr112i-snapD2-mcp1k	56463	1	1	0	1.003045975061187	1.003045975061187	0	0	-15.0	-15.0	4.301008224487305	4.301008224487305	True	False	1.0030451224138586	True	5038.127481	dl-dual-snap-accept
work-pr112i-snapD2-mcp1k	57441	1	1	0	3.5925868466395976e-06	3.5925868466395976e-06	0	0	-15.0	-15.0	-1.2298411130905151	-1.2298411130905151	True	True	0.0	True	1256.961992	dl-dual-snap-accept
work-pr112i-snapD2-mcp1k	57485	1	1	0	0.4493233628829229	0.4493233628829229	0	0	-15.0	-15.0	2.206977605819702	2.206977605819702	True	False	0.3770230659523418	True	1620.492404	dl-dual-snap-accept
work-pr112i-snapD2-mcp1k	57575	1	1	0	7.1761356092506935e-06	7.1761356092506935e-06	0	0	-15.0	-15.0	3.9033355712890625	3.9033355712890625	True	False	0.0	True	2344.383043	dl-dual-snap-accept
work-pr112i-snapD2-mcp1k	57661	1	1	0	0.32203132979258475	0.32203132979258475	0	0	-15.0	-15.0	2.9872899055480957	2.9872899055480957	True	False	1.084478882218778	True	2417.518662	dl-dual-snap-accept
work-pr112i-snapD2-mcp1k	57883	1	1	0	1.045177331018093	1.045177331018093	0	0	-15.0	-15.0	2.3450286388397217	2.3450286388397217	True	False	0.7343933358379786	True	1919.95664	dl-dual-snap-accept
work-pr112i-snapD2-mcp1k	57903	1	1	0	0.32481930891836536	0.32481930891836536	0	0	-15.0	-15.0	1.717911958694458	1.717911958694458	True	True	0.9479509587278683	True	1503.811105	dl-dual-snap-accept
work-pr112i-snapD2-mcp1k	58321	1	1	0	0.1222510365856354	0.1222510365856354	0	0	-15.0	-15.0	3.475675106048584	3.475675106048584	True	False	0.10425185759393822	True	1919.327719	dl-dual-snap-accept
work-pr112i-snapD2-mcp1k	58345	0	0	0	46.42590728741224	46.42590728741224	0	0	-15.0	-15.0	2.091200590133667	2.091200590133667	True	True	0.0	True	1272.70957	dl-dual-snap-accept
work-pr112i-snapD2-mcp1k	58607	0	0	0	3.141334362613233	3.141334362613233	0	0	-15.0	-15.0	-0.27401190996170044	-0.27401190996170044	True	True	0.6449376681230299	True	1204.889942	dl-dual-snap-accept
work-pr112i-snapD2-mcp1k	58653	1	1	0	5.924855007884765e-06	5.924855007884765e-06	0	0	-15.0	-15.0	2.046663522720337	2.046663522720337	True	True	0.0	True	1195.691774	dl-dual-snap-accept
work-pr112i-snapD2-mcp1k	58717	0	1	1	16.217246613405436	1.065915571131989	0	0	-15.0	-15.0	0.37466561794281006	-0.6941669583320618	True	True	1.52205583061455	True	1204.007386	dl-dual-snap-accept
work-pr112i-snapD2-mcp1k	59003	1	1	0	5.020692684444881e-06	5.020692684444881e-06	0	0	-15.0	-15.0	3.802232027053833	3.802232027053833	True	False	0.0	True	1506.125927	dl-dual-snap-accept
work-pr112i-snapD2-mcp1k	59025	1	1	0	0.2675331875782071	0.2675331875782071	0	0	-15.0	-15.0	1.7864230871200562	1.7864230871200562	True	False	0.6491994756999463	True	2974.520996	dl-dual-snap-accept
work-pr112i-snapD2-mcp1k	59085	0	0	0	4.176215684616346	4.176215684616346	0	0	-15.0	-15.0	-0.4023284316062927	-1.7158591747283936	True	True	0.0	True	1332.153252	dl-dual-snap-accept
work-pr112i-snapD2-mcp1k	59093	1	1	0	0.8247305420607849	0.8247305420607849	0	0	-15.0	-15.0	2.7579429149627686	2.7579429149627686	True	True	1.0390115095686896	True	1667.802047	dl-dual-snap-accept
work-pr112i-snapD2-mcp1k	59179	1	1	0	0.13015561707640932	0.13015561707640932	0	0	-15.0	-15.0	3.297548532485962	3.297548532485962	True	False	0.3701223914168071	True	1658.671073	dl-dual-snap-accept
work-pr112i-snapD2-mcp1k	59247	1	1	0	4.1159875409393045	4.1159875409393045	0	0	-15.0	-15.0	2.3586747646331787	2.3586747646331787	True	False	4.115988250222583	True	1809.55956	dl-dual-snap-reject-accept
work-pr112i-snapD2-mcp1k	59261	0	0	0	5.545884456071496	5.545884456071496	0	0	-15.0	-15.0	1.7145482301712036	1.7145482301712036	False	False	4.486767204298119	True	1732.723009	dl-dual-snap-reject-accept
work-pr112i-snapD2-mcp1k	59335	1	0	1	4.862097437036495e-06	66.16051054971025	1	0	-15.0	-15.0	0.982374370098114	1.8417757749557495	True	True	0.8103258117416224	True	1500.062946	dl-dual-snap-accept
work-pr112i-snapD2-mcp1k	59371	1	1	0	0.3847262116989457	0.3847262116989457	0	0	-15.0	-15.0	3.028496265411377	3.028496265411377	True	False	0.21826993760934738	True	1698.347437	dl-dual-snap-accept
work-pr112i-snapD2-mcp1k	59553	0	0	0	6.81369538001317	6.81369538001317	0	0	-15.0	-15.0	2.2665469646453857	2.2665469646453857	True	True	0.9223842302636596	True	1193.822056	dl-dual-snap-accept
work-pr112i-snapD2-mcp1k	59685	1	1	0	0.3646213246923833	0.3646213246923833	0	0	-15.0	-15.0	3.612417459487915	3.612417459487915	True	False	1.0939985160645205	True	1518.810171	dl-dual-snap-accept
work-pr112i-snapD2-mcp1k	59929	1	1	0	4.446750348142211e-06	4.446750348142211e-06	0	0	-15.0	-15.0	1.6467281579971313	1.6467281579971313	True	True	0.0	True	1294.897211	dl-dual-snap-accept
