evt	nofitx_id	nofitx_d	off_id	off_d	uniW0_id	uniW0_d	snapD2_id	snapD2_d
168869	1	0.0	1	0.0	1	0.0	1	0.0
169067	1	1.141	1	1.191	1	1.191	1	1.191
169152	0	68.732	0	68.975	0	68.975	0	68.975
169221	1	0.0	1	0.0	1	0.0	1	0.0
169240	1	1.462	1	1.594	1	1.594	1	1.594
169306	0	50.614	0	50.899	0	50.899	0	50.899
169658	1	0.241	1	0.195	1	0.195	1	0.195
169724	0	28.576	1	0.154	0	28.392	0	28.392
169793	1	0.35	1	0.063	1	0.063	1	0.063
170076	1	0.708	1	5.572	1	5.572	1	5.572
170098	1	0.392	1	0.372	1	0.372	1	0.372
170274	1	0.0	1	0.0	1	0.0	1	0.0
170326	0	2.188	0	2.188	0	2.188	0	2.188
170365	1	0.248	1	0.352	1	0.352	1	0.352
170428	1	0.524	1	0.485	1	0.485	1	0.485
170585	1	0.125	1	0.187	1	0.187	1	0.187
170761	1	1.13	1	0.582	1	0.582	1	0.582
171143	1	0.346	1	0.672	1	0.672	1	0.672
171352	1	0.272	1	0.66	1	0.66	1	0.66
171528	0	33.378	0	33.378	0	33.378	0	33.378
171572	1	0.677	1	0.55	1	0.55	1	0.55
171729	1	0.299	1	0.205	1	0.205	1	0.205
171866	1	1.365	1	0.805	1	0.805	1	0.805
172020	1	0.175	1	3.848	1	3.848	1	3.848
172177	1	0.622	1	0.537	1	1.167	1	1.167
172344	1	0.426	1	2.509	1	2.509	1	2.509
172617	1	0.0	1	0.0	1	0.0	1	0.0
172762	1	0.0	1	0.0	1	0.0	1	0.0
172850	1	0.364	1	0.614	1	0.614	1	0.614
173049	1	1.157	1	1.63	1	1.63	1	1.63
173093	1	0.0	1	0.0	1	0.0	1	0.0
173108	1	0.127	1	0.03	1	0.03	1	0.03
173340	1	0.0	1	0.0	1	0.0	1	0.0
173450	0	269.496	0	269.453	0	269.453	0	269.453
173585	1	0.767	0	5.223	1	0.712	1	0.712
173620	0	15.018	0	15.105	0	15.105	0	15.105
173819	1	0.475	1	0.0	1	0.0	1	0.0
173912	1	0.222	0	4.877	0	4.877	1	0.0
174311	1	0.212	0	8.383	0	8.383	1	0.979
174352	1	0.269	1	1.111	1	1.111	1	1.111
174661	1	0.602	1	0.674	1	0.674	1	0.674
174771	1	0.663	1	0.192	1	0.192	1	0.192
174795	1	0.0	1	0.0	1	0.0	1	0.0
174896	0	10.93	1	2.893	1	2.893	1	2.893
174993	1	0.0	1	0.0	1	0.0	1	0.0
175057	1	0.0	1	0.359	1	0.359	1	0.359
175094	1	0.374	1	0.597	1	0.597	1	0.597
175117	1	0.14	1	0.725	1	0.725	1	0.725
175814	1	0.544	1	0.362	1	0.362	1	0.362
175952	1	1.211	1	0.434	1	0.434	1	0.434
176150	1	0.0	1	0.0	1	0.0	1	0.0
176502	1	0.626	0	6.13	1	0.646	1	0.646
176533	1	0.291	1	0.235	1	0.235	1	0.235
176810	1	0.0	1	0.0	1	0.0	1	0.0
176948	1	0.835	1	1.049	1	1.049	1	1.049
176986	0	21.961	0	21.961	0	21.961	0	21.961
177068	0	28.589	0	7.091	0	7.091	0	27.09
177149	1	0.451	1	1.291	1	1.291	1	1.291
177178	1	2.783	1	1.753	1	1.753	1	1.753
177266	1	3.63	1	3.902	1	3.902	1	3.902
177360	1	0.42	1	0.42	1	0.42	1	0.42
177366	1	0.166	1	3.429	1	2.719	1	3.429
177521	1	0.142	1	0.464	1	0.464	1	0.464
177536	1	0.271	1	0.278	1	0.278	1	0.278
177939	0	4.181	0	6.973	0	6.973	0	6.973
177961	1	0.341	1	0.195	1	0.195	1	0.195
178225	1	0.0	1	6.284	1	6.284	1	6.284
178350	1	0.0	1	0.0	1	0.0	1	0.0
178388	1	0.406	1	0.703	1	0.703	1	0.703
178445	0	22.622	0	12.68	0	12.68	0	22.622
178535	0	15.148	0	15.148	0	15.148	0	15.148
178570	1	0.107	1	0.0	1	0.0	1	0.0
178645	1	0.448	0	2.098	0	2.098	0	2.098
178865	1	1.381	1	0.0	1	0.0	1	0.0
178885	1	1.917	1	1.989	1	1.989	1	0.872
179048	0	37.264	0	62.213	0	62.213	0	62.213
179054	1	0.443	1	0.499	1	0.499	1	0.499
179246	0	31.909	0	31.909	0	31.909	0	31.909
179369	0	10.82	1	0.0	1	0.0	0	10.993
179604	1	0.266	1	0.65	1	0.65	1	0.65
179611	1	0.248	1	0.132	1	0.132	1	0.132
179752	1	0.158	1	0.288	1	0.288	1	0.288
179765	1	0.0	1	0.093	1	0.093	1	0.093
179897	1	0.405	1	0.488	1	0.488	1	0.488
179912	0	5.663	0	5.05	0	5.05	0	5.05
180117	1	0.146	1	0.065	1	0.065	1	0.065
