arm	evt	hit_base	hit_arm	moved	d_base	d_arm	adverse	rescued	nue_b	nue_a	numu_b	numu_a	agree	transferred	dual_d	has_vertex	off_ms	route
work-pr112i-uniW0-mcp1k	166738	1	1	0	0.3379223149057317	0.3379223149057317	0	0	-15.0	-15.0	3.901160717010498	3.901160717010498	False	False	-1.0	False	2101.02372	dl-rerank-accept
work-pr112i-uniW0-mcp1k	166804	0	0	0	24.61457704210037	24.61457704210037	0	0	-15.0	-15.0	-1.2655905485153198	-1.2655905485153198	False	False	-1.0	False	1234.133503	dl-rerank-reject
work-pr112i-uniW0-mcp1k	167112	1	1	0	0.20631363101373734	0.20631363101373734	0	0	-15.0	-15.0	3.56064510345459	3.56064510345459	False	False	-1.0	False	1238.741967	dl-rerank-accept
work-pr112i-uniW0-mcp1k	167684	1	1	0	0.13071327365273266	0.13071327365273266	0	0	-15.0	-15.0	-1.5693708658218384	-1.5693708658218384	False	False	-1.0	False	1148.024907	dl-rerank-reject
work-pr112i-uniW0-mcp1k	168432	0	1	1	7.709922854045937	1.0872611898419096	0	0	-15.0	-4.300936222076416	2.0067663192749023	1.8629826307296753	False	False	-1.0	False	2492.164306	dl-rerank-accept
work-pr112i-uniW0-mcp1k	168526	1	1	0	0.2423755869241581	0.2423755869241581	0	0	-15.0	-15.0	3.7231152057647705	3.7231152057647705	False	False	-1.0	False	8991.586966	dl-rerank-accept
work-pr112i-uniW0-mcp1k	168614	1	1	0	1.534415156676383	1.534415156676383	0	0	-15.0	-15.0	2.364877939224243	2.364877939224243	False	False	-1.0	False	2145.115167	dl-rerank-reject
work-pr112i-uniW0-mcp1k	168658	1	1	0	1.6349060420491763e-05	1.6349060420491763e-05	0	0	-15.0	-15.0	1.9718239307403564	1.9718239307403564	False	False	-1.0	False	2014.631124	dl-rerank-reject
work-pr112i-uniW0-mcp1k	169356	1	1	0	0.7173375318113574	0.7173375318113574	0	0	-15.0	-15.0	0.9956201910972595	0.9956201910972595	False	False	-1.0	False	1940.958822	dl-rerank-accept
work-pr112i-uniW0-mcp1k	169488	1	1	0	5.009819857103216e-06	5.009819857103216e-06	0	0	-15.0	-15.0	-1.7560523748397827	-1.7560523748397827	False	False	-1.0	False	1135.641874	dl-rerank-accept
work-pr112i-uniW0-mcp1k	169598	1	1	0	0.08897070703515494	0.08897070703515494	0	0	-15.0	-15.0	-1.4645265340805054	-1.4645265340805054	False	False	-1.0	False	1262.59376	dl-rerank-reject
work-pr112i-uniW0-mcp1k	169620	1	1	0	0.07170725978055485	0.07170725978055485	0	0	-15.0	-15.0	3.660632371902466	3.660632371902466	False	False	-1.0	False	1914.473485	dl-rerank-accept
work-pr112i-uniW0-mcp1k	169626	0	0	0	59.555445842981584	59.555445842981584	0	0	-4.300936222076416	-4.300936222076416	-1.0180896520614624	-1.0180896520614624	False	False	-1.0	False	2167.033413	dl-rerank-reject
work-pr112i-uniW0-mcp1k	169774	0	0	0	12.127481796994672	12.127481796994672	0	0	-15.0	-15.0	-2.0771756172180176	-2.0771756172180176	False	False	-1.0	False	1103.886879	dl-rerank-reject
work-pr112i-uniW0-mcp1k	169824	1	1	0	0.10799263155616204	0.10799263155616204	0	0	-15.0	-15.0	4.301008224487305	4.301008224487305	False	False	-1.0	False	3372.832197	dl-rerank-accept
work-pr112i-uniW0-mcp1k	169846	1	1	0	3.6723591583522256e-06	3.6723591583522256e-06	0	0	-15.0	-15.0	-2.7578017711639404	-2.7578017711639404	False	False	-1.0	False	1755.182109	dl-rerank-reject
work-pr112i-uniW0-mcp1k	169890	1	1	0	6.5539284315036944e-06	6.5539284315036944e-06	0	0	-15.0	-15.0	4.301008224487305	4.301008224487305	False	False	-1.0	False	2163.131899	dl-rerank-accept
work-pr112i-uniW0-mcp1k	170792	1	0	1	0.5710030372853909	4.638874016614006	1	0	-15.0	-15.0	1.5955214500427246	-2.043633222579956	False	False	-1.0	False	2233.94439	dl-rerank-accept
work-pr112i-uniW0-mcp1k	170808	1	1	0	0.15659779859957734	0.15659779859957734	0	0	-15.0	-15.0	2.197510242462158	2.197510242462158	False	False	-1.0	False	1317.832451	dl-rerank-accept
work-pr112i-uniW0-mcp1k	170814	1	1	0	0.035586390472222236	0.035586390472222236	0	0	-15.0	-15.0	0.18841151893138885	0.18841151893138885	False	False	-1.0	False	1481.342592	dl-rerank-reject
work-pr112i-uniW0-mcp1k	170880	1	1	0	0.9566032969865608	0.9566032969865608	0	0	-15.0	-15.0	-2.472973346710205	-2.472973346710205	False	False	-1.0	False	1016.15767	dl-rerank-reject
work-pr112i-uniW0-mcp1k	170924	1	1	0	0.10889782010107203	0.10889782010107203	0	0	-15.0	-15.0	2.225755214691162	2.225755214691162	False	False	-1.0	False	1082.855235	dl-rerank-accept
work-pr112i-uniW0-mcp1k	171358	1	1	0	0.33007263985418894	0.33007263985418894	0	0	-15.0	-15.0	0.16624633967876434	0.16624633967876434	False	False	-1.0	False	1320.046802	dl-rerank-accept
work-pr112i-uniW0-mcp1k	171600	1	1	0	4.049536499891859e-06	4.049536499891859e-06	0	0	-15.0	-15.0	4.301008224487305	4.301008224487305	False	False	-1.0	False	1506.169852	dl-rerank-reject
work-pr112i-uniW0-mcp1k	171892	1	1	0	1.6486141611769822e-06	1.6486141611769822e-06	0	0	-15.0	-15.0	-1.493259310722351	-1.493259310722351	False	False	-1.0	False	1576.528317	dl-rerank-reject
work-pr112i-uniW0-mcp1k	172090	1	1	0	1.675313378205348	1.675313378205348	0	0	-15.0	-15.0	-2.0981740951538086	-2.0981740951538086	False	False	-1.0	False	2493.685669	dl-rerank-reject
