arm	evt	hit_base	hit_arm	moved	d_base	d_arm	adverse	rescued	nue_b	nue_a	numu_b	numu_a	agree	transferred	dual_d	has_vertex	off_ms	route
work-pr112i-snapD1-nuecc48	10550	0	0	0	47.3650220765775	47.3650220765775	0	0	4.300936222076416	4.300936222076416	-0.9689858555793762	-0.9689858555793762	True	False	0.3389406510324816	True	4930.07298	dl-dual-snap-accept
work-pr112i-snapD1-nuecc48	111412	0	0	0	41.322406527359576	41.322406527359576	0	0	0.03738752380013466	0.03738752380013466	0.07164805382490158	0.07164805382490158	False	False	2.069429321751058	True	5982.582679	dl-dual-snap-reject-accept
work-pr112i-snapD1-nuecc48	131357	1	1	0	0.7950617190778851	0.7950617190778851	0	0	4.300936222076416	4.300936222076416	-0.12164580076932907	-0.12164580076932907	True	False	0.6260738942497678	True	4199.137852	dl-dual-snap-accept
work-pr112i-snapD1-nuecc48	137238	1	1	0	0.3621353891110721	0.3621353891110721	0	0	-3.4145219326019287	-3.4145219326019287	1.1364765167236328	1.1364765167236328	True	False	0.9749810487062444	True	4076.795537	dl-dual-snap-accept
work-pr112i-snapD1-nuecc48	163543	0	0	1	37.40847983743959	32.78094680175969	0	0	-1.3859074115753174	1.4022070169448853	-0.6418522596359253	0.3324901759624481	True	True	0.2185214746698958	True	5054.031303	dl-dual-snap-accept
work-pr112i-snapD1-nuecc48	168596	1	1	0	1.322617616578272	1.322617616578272	0	0	4.300936222076416	4.300936222076416	-1.3801125288009644	-1.3801125288009644	True	False	0.7188284941815051	True	14626.818977	dl-dual-snap-accept
work-pr112i-snapD1-nuecc48	172230	1	1	0	0.21427771699103906	0.21427771699103906	0	0	4.300936222076416	4.300936222076416	-0.08450443297624588	-0.08450443297624588	True	False	0.48324786192188257	True	5399.418854	dl-dual-snap-accept
work-pr112i-snapD1-nuecc48	174637	1	1	0	0.16134938626789286	0.16134938626789286	0	0	4.300936222076416	4.300936222076416	0.6210421323776245	0.6210421323776245	True	False	1.0654546582907822	True	4056.473428	dl-dual-snap-reject-accept
work-pr112i-snapD1-nuecc48	196649	1	1	0	1.940826656920683e-06	1.940826656920683e-06	0	0	4.242424011230469	4.242424011230469	-1.1169434785842896	-1.1169434785842896	True	False	0.16646932006711945	True	9158.594891	dl-dual-snap-accept
work-pr112i-snapD1-nuecc48	214469	1	1	0	0.07369490513500586	0.07369490513500586	0	0	4.300936222076416	4.300936222076416	-0.2733740210533142	-0.2733740210533142	True	False	0.22092259022927543	True	12107.392351	dl-dual-snap-accept
