arm	evt	hit_base	hit_arm	moved	d_base	d_arm	adverse	rescued	nue_b	nue_a	numu_b	numu_a	agree	transferred	dual_d	has_vertex	off_ms	route
work-pr112i-snapD2-mcp2k	100222	1	1	0	0.2783150530984983	0.2783150530984983	0	0	-1.4856112003326416	-1.4856112003326416	1.0108487606048584	1.0108487606048584	True	False	0.7227674334706149	True	14310.366209	dl-dual-snap-accept
work-pr112i-snapD2-mcp2k	100245	1	1	0	0.5259379015275244	0.5259379015275244	0	0	-15.0	-15.0	1.2699016332626343	1.2699016332626343	True	False	0.269347832666426	True	1465.725868	dl-dual-snap-accept
work-pr112i-snapD2-mcp2k	100421	0	0	0	4.618809218876402	4.618809218876402	0	0	-15.0	-15.0	2.9320592880249023	2.9320592880249023	False	False	0.24378028189712658	True	1515.176174	dl-veto-protected
work-pr112i-snapD2-mcp2k	101004	0	0	0	7.332102410575523	7.332102410575523	0	0	-15.0	-15.0	-2.9558191299438477	-2.9558191299438477	True	True	0.0	True	1065.893513	dl-dual-snap-accept
work-pr112i-snapD2-mcp2k	101224	0	0	0	50.37932045304089	50.37932045304089	0	0	-15.0	-15.0	-0.9163212776184082	-0.9163212776184082	True	True	0.0	True	1440.903253	dl-dual-snap-accept
work-pr112i-snapD2-mcp2k	101498	0	0	1	34.04978539024394	97.66629222111995	0	0	-15.0	-15.0	2.705389976501465	0.3966566026210785	True	True	0.0	True	1654.396581	dl-dual-snap-accept
work-pr112i-snapD2-mcp2k	102247	0	0	0	2.0535207744858375	2.0535207744858375	0	0	-15.0	-15.0	-1.470304250717163	-1.470304250717163	True	True	0.0	True	1152.54707	dl-dual-snap-accept
work-pr112i-snapD2-mcp2k	103391	0	0	0	5.315483627181578	5.315483627181578	0	0	-15.0	-15.0	3.154690742492676	3.154690742492676	True	True	0.40734570134036774	True	1947.892267	dl-dual-snap-accept
work-pr112i-snapD2-mcp2k	103798	1	1	0	0.1851619096868069	0.1851619096868069	0	0	-15.0	-15.0	-0.43504083156585693	-0.43504083156585693	True	True	0.40728718237394484	True	1582.577393	dl-dual-snap-accept
work-pr112i-snapD2-mcp2k	104260	1	1	0	5.11290881679226e-06	5.11290881679226e-06	0	0	-15.0	-15.0	0.2230650633573532	0.2230650633573532	True	False	0.0	True	1722.994077	dl-dual-snap-accept
work-pr112i-snapD2-mcp2k	104304	1	1	0	0.4486868708820765	0.4486868708820765	0	0	-15.0	-15.0	1.9261425733566284	1.9261425733566284	True	False	0.616941363690797	True	1829.353793	dl-dual-snap-accept
work-pr112i-snapD2-mcp2k	105140	1	1	0	5.914072316372032e-06	5.914072316372032e-06	0	0	-15.0	-15.0	1.2929123640060425	1.2929123640060425	True	True	0.0	True	1316.143308	dl-dual-snap-accept
work-pr112i-snapD2-mcp2k	105492	1	0	1	2.9046596488755835e-06	12.696555947106889	1	0	-15.0	-15.0	-0.6595552563667297	-0.5339895486831665	True	True	0.8483229319919312	True	1362.25882	dl-dual-snap-accept
work-pr112i-snapD2-mcp2k	156093	1	1	0	1.4677059859080261	1.4677059859080261	0	0	-15.0	-15.0	2.8787314891815186	2.8787314891815186	True	False	1.4677168143276442	True	1748.738307	dl-dual-snap-accept
work-pr112i-snapD2-mcp2k	157281	1	1	0	0.4574187278058878	0.4574187278058878	0	0	-15.0	-15.0	4.047006607055664	4.047006607055664	True	True	1.015967675367691	True	1837.995313	dl-dual-snap-accept
